# event_ticker=KXATPCHALLENGERMATCH-26APR08BOSDEV
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Pedro Boscardin Dias
# fav_player=Murkel Dellien
# dog_player=Pedro Boscardin Dias
# kalshi_date=2026-04-08
timestamp,Murkel Dellien,Pedro Boscardin Dias
2026-04-08T13:39:00Z,38.00,
2026-04-08T13:43:00Z,38.00,
2026-04-08T14:48:00Z,38.00,
2026-04-08T14:56:00Z,38.00,64.00
2026-04-08T15:11:00Z,38.00,63.00
2026-04-08T15:19:00Z,38.00,63.00
2026-04-08T15:27:00Z,38.00,63.00
2026-04-08T15:31:00Z,38.00,63.00
2026-04-08T15:45:00Z,38.00,63.43
2026-04-08T15:46:00Z,38.00,64.00
2026-04-08T15:54:00Z,38.00,64.00
2026-04-08T16:20:00Z,38.00,64.00
2026-04-08T16:24:00Z,38.00,64.00
2026-04-08T16:27:00Z,38.00,64.00
2026-04-08T16:32:00Z,38.00,64.00
2026-04-08T16:51:00Z,38.00,64.00
2026-04-08T17:11:00Z,38.00,65.00
2026-04-08T17:20:00Z,38.00,65.00
2026-04-08T17:34:00Z,38.00,65.00
2026-04-08T17:36:00Z,38.00,65.00
2026-04-08T17:40:00Z,38.00,65.00
2026-04-08T17:41:00Z,38.00,65.00
2026-04-08T17:45:00Z,38.00,65.00
2026-04-08T17:58:00Z,38.00,65.00
2026-04-08T18:00:00Z,38.00,65.00
2026-04-08T18:06:00Z,38.00,65.00
2026-04-08T18:13:00Z,38.00,65.00
2026-04-08T18:18:00Z,38.00,65.00
2026-04-08T18:21:00Z,38.00,65.00
2026-04-08T18:26:00Z,38.00,62.24
2026-04-08T18:28:00Z,38.00,63.00
2026-04-08T18:41:00Z,38.00,64.00
2026-04-08T18:42:00Z,38.00,65.00
2026-04-08T18:46:00Z,38.00,65.00
2026-04-08T18:48:00Z,38.00,65.00
2026-04-08T18:49:00Z,38.00,65.00
2026-04-08T18:50:00Z,38.00,64.00
2026-04-08T18:55:00Z,38.00,65.00
2026-04-08T18:57:00Z,38.00,65.00
2026-04-08T18:59:00Z,37.00,65.00
2026-04-08T19:04:00Z,37.00,65.00
2026-04-08T19:06:00Z,37.00,65.00
2026-04-08T19:10:00Z,37.00,65.00
2026-04-08T19:14:00Z,37.00,65.00
2026-04-08T19:15:00Z,37.00,64.00
2026-04-08T19:19:00Z,37.00,62.93
2026-04-08T19:22:00Z,37.00,64.00
2026-04-08T19:23:00Z,37.00,64.00
2026-04-08T19:24:00Z,37.97,64.00
2026-04-08T19:28:00Z,37.97,64.00
2026-04-08T19:37:00Z,37.97,64.00
2026-04-08T19:38:00Z,37.97,64.00
2026-04-08T19:41:00Z,38.00,64.00
2026-04-08T19:48:00Z,38.00,64.00
2026-04-08T19:52:00Z,38.00,64.00
2026-04-08T19:59:00Z,38.00,64.00
2026-04-08T20:03:00Z,38.00,64.00
2026-04-08T20:06:00Z,37.00,64.00
2026-04-08T20:10:00Z,37.00,64.00
2026-04-08T20:12:00Z,36.00,64.00
2026-04-08T20:14:00Z,36.00,64.00
2026-04-08T20:15:00Z,36.00,64.00
2026-04-08T20:16:00Z,36.00,64.00
2026-04-08T20:17:00Z,37.00,64.00
2026-04-08T20:19:00Z,37.00,64.00
2026-04-08T20:20:00Z,37.00,64.00
2026-04-08T20:21:00Z,37.00,64.00
2026-04-08T20:22:00Z,37.00,64.00
2026-04-08T20:25:00Z,37.00,64.12
2026-04-08T20:28:00Z,37.00,64.88
2026-04-08T20:32:00Z,37.00,65.00
2026-04-08T20:33:00Z,37.00,65.00
2026-04-08T20:35:00Z,37.00,65.00
2026-04-08T20:36:00Z,37.00,64.97
2026-04-08T20:40:00Z,37.00,64.97
2026-04-08T20:41:00Z,37.00,64.00
2026-04-08T20:43:00Z,37.00,64.00
2026-04-08T20:47:00Z,37.00,65.00
2026-04-08T20:48:00Z,37.00,65.00
2026-04-08T20:49:00Z,37.00,65.00
2026-04-08T20:50:00Z,37.00,64.00
2026-04-08T20:51:00Z,37.00,65.00
2026-04-08T20:53:00Z,37.00,65.00
2026-04-08T20:54:00Z,37.00,65.00
2026-04-08T20:57:00Z,37.00,65.25
2026-04-08T20:58:00Z,36.00,65.25
2026-04-08T20:59:00Z,36.00,65.00
2026-04-08T21:01:00Z,37.00,66.54
2026-04-08T21:02:00Z,37.00,66.00
2026-04-08T21:03:00Z,37.00,66.00
2026-04-08T21:04:00Z,37.00,65.00
2026-04-08T21:05:00Z,36.75,66.49
2026-04-08T21:06:00Z,36.00,65.61
2026-04-08T21:07:00Z,36.00,65.61
2026-04-08T21:08:00Z,36.00,65.51
2026-04-08T21:09:00Z,36.00,65.86
2026-04-08T21:10:00Z,36.00,65.86
2026-04-08T21:11:00Z,36.00,65.00
2026-04-08T21:12:00Z,36.00,65.91
2026-04-08T21:13:00Z,36.30,65.00
2026-04-08T21:14:00Z,36.68,65.00
2026-04-08T21:15:00Z,36.68,65.50
2026-04-08T21:16:00Z,36.68,65.00
2026-04-08T21:17:00Z,37.00,65.95
2026-04-08T21:19:00Z,37.00,65.20
2026-04-08T21:20:00Z,37.00,65.86
2026-04-08T21:21:00Z,37.00,65.66
2026-04-08T21:22:00Z,37.00,65.00
2026-04-08T21:23:00Z,37.00,65.68
2026-04-08T21:24:00Z,37.00,65.81
2026-04-08T21:25:00Z,34.28,65.81
2026-04-08T21:26:00Z,36.13,65.49
2026-04-08T21:27:00Z,36.95,64.50
2026-04-08T21:28:00Z,36.95,66.04
2026-04-08T21:29:00Z,36.95,66.00
2026-04-08T21:31:00Z,36.95,64.58
2026-04-08T21:32:00Z,35.01,64.58
2026-04-08T21:33:00Z,36.33,64.58
2026-04-08T21:35:00Z,36.71,66.00
2026-04-08T21:37:00Z,36.71,65.81
2026-04-08T21:38:00Z,36.71,63.57
2026-04-08T21:39:00Z,36.91,63.08
2026-04-08T21:40:00Z,36.98,63.08
2026-04-08T21:41:00Z,36.99,63.08
2026-04-08T21:42:00Z,36.99,65.00
2026-04-08T21:44:00Z,36.99,65.00
2026-04-08T21:46:00Z,36.93,65.68
2026-04-08T21:47:00Z,34.06,65.68
2026-04-08T21:49:00Z,36.00,65.68
2026-04-08T21:50:00Z,36.00,65.00
2026-04-08T21:52:00Z,36.00,66.00
2026-04-08T21:53:00Z,36.85,66.00
2026-04-08T21:54:00Z,36.85,66.00
2026-04-08T21:55:00Z,37.00,66.00
2026-04-08T21:56:00Z,37.00,66.00
2026-04-08T21:57:00Z,37.00,66.00
2026-04-08T21:58:00Z,37.00,66.00
2026-04-08T21:59:00Z,37.00,66.00
2026-04-08T22:00:00Z,37.00,64.00
2026-04-08T22:01:00Z,37.00,64.00
