# event_ticker=KXATPMATCH-26MAY08RUUSVA
# final_score=6-1 6-3
# match_winner=Casper Ruud
# fav_player=Casper Ruud
# dog_player=Zachary Svajda
# kalshi_date=2026-05-08
timestamp,Casper Ruud,Zachary Svajda
2026-05-08T01:42:00Z,93.00,
2026-05-08T01:51:00Z,93.00,
2026-05-08T01:53:00Z,93.00,
2026-05-08T01:59:00Z,93.00,8.00
2026-05-08T02:16:00Z,93.00,8.00
2026-05-08T02:20:00Z,93.00,8.00
2026-05-08T02:28:00Z,93.00,8.00
2026-05-08T02:33:00Z,93.00,8.00
2026-05-08T02:34:00Z,93.00,8.00
2026-05-08T03:22:00Z,93.00,8.00
2026-05-08T03:23:00Z,93.00,8.00
2026-05-08T03:33:00Z,93.00,8.00
2026-05-08T03:36:00Z,93.00,8.00
2026-05-08T03:37:00Z,93.00,8.00
2026-05-08T03:40:00Z,93.00,8.00
2026-05-08T03:43:00Z,92.00,8.00
2026-05-08T03:46:00Z,92.00,8.00
2026-05-08T03:47:00Z,92.00,8.00
2026-05-08T03:50:00Z,93.00,8.00
2026-05-08T04:02:00Z,93.00,8.00
2026-05-08T04:10:00Z,93.00,8.00
2026-05-08T04:14:00Z,93.00,8.00
2026-05-08T04:15:00Z,93.00,8.00
2026-05-08T04:16:00Z,93.00,8.00
2026-05-08T04:22:00Z,93.00,8.00
2026-05-08T04:23:00Z,93.00,8.00
2026-05-08T04:24:00Z,93.00,8.00
2026-05-08T04:25:00Z,93.00,8.00
2026-05-08T04:26:00Z,93.00,8.00
2026-05-08T04:27:00Z,93.00,8.00
2026-05-08T04:42:00Z,93.00,8.00
2026-05-08T04:43:00Z,93.00,8.00
2026-05-08T04:44:00Z,93.00,8.00
2026-05-08T04:47:00Z,93.00,8.00
2026-05-08T04:56:00Z,93.00,8.00
2026-05-08T04:59:00Z,93.00,8.00
2026-05-08T05:05:00Z,93.00,8.00
2026-05-08T05:06:00Z,93.00,8.00
2026-05-08T05:11:00Z,93.00,8.00
2026-05-08T05:12:00Z,93.00,8.00
2026-05-08T05:18:00Z,93.00,8.00
2026-05-08T05:26:00Z,93.00,8.00
2026-05-08T05:27:00Z,93.00,8.00
2026-05-08T05:28:00Z,93.00,8.00
2026-05-08T05:34:00Z,93.00,8.00
2026-05-08T06:00:00Z,93.00,8.00
2026-05-08T06:08:00Z,93.00,8.00
2026-05-08T06:10:00Z,93.00,8.00
2026-05-08T06:12:00Z,93.00,8.00
2026-05-08T06:21:00Z,93.00,8.00
2026-05-08T06:22:00Z,93.00,8.00
2026-05-08T06:24:00Z,93.00,8.00
2026-05-08T06:26:00Z,93.00,8.00
2026-05-08T06:28:00Z,93.00,8.00
2026-05-08T06:29:00Z,93.00,7.00
2026-05-08T06:33:00Z,93.00,8.00
2026-05-08T06:46:00Z,93.00,8.00
2026-05-08T06:47:00Z,93.00,8.00
2026-05-08T06:49:00Z,93.00,8.00
2026-05-08T07:03:00Z,93.00,8.00
2026-05-08T07:09:00Z,93.00,8.00
2026-05-08T07:22:00Z,93.00,8.00
2026-05-08T07:30:00Z,93.00,8.00
2026-05-08T07:32:00Z,93.00,8.00
2026-05-08T07:36:00Z,93.00,8.00
2026-05-08T07:37:00Z,93.00,8.00
2026-05-08T07:39:00Z,93.00,8.00
2026-05-08T07:42:00Z,93.00,8.00
2026-05-08T07:53:00Z,93.00,8.00
2026-05-08T08:05:00Z,93.00,8.00
2026-05-08T08:06:00Z,93.00,8.00
2026-05-08T08:08:00Z,93.00,7.99
2026-05-08T08:14:00Z,93.00,8.00
2026-05-08T08:24:00Z,93.00,8.00
2026-05-08T08:27:00Z,93.00,8.00
2026-05-08T08:44:00Z,93.00,8.00
2026-05-08T08:47:00Z,93.00,8.00
2026-05-08T08:49:00Z,93.00,8.00
2026-05-08T09:07:00Z,92.00,8.00
2026-05-08T09:08:00Z,93.00,8.00
2026-05-08T09:11:00Z,93.00,8.00
2026-05-08T09:12:00Z,93.00,8.00
2026-05-08T09:23:00Z,93.00,8.00
2026-05-08T09:27:00Z,93.68,8.00
2026-05-08T09:29:00Z,93.68,8.00
2026-05-08T09:32:00Z,93.68,8.00
2026-05-08T09:34:00Z,93.68,8.00
2026-05-08T09:35:00Z,93.68,8.00
2026-05-08T09:44:00Z,93.68,8.00
2026-05-08T09:47:00Z,93.68,8.00
2026-05-08T09:49:00Z,93.98,8.00
2026-05-08T09:51:00Z,94.00,8.00
2026-05-08T09:52:00Z,94.00,8.00
2026-05-08T09:54:00Z,94.00,8.00
2026-05-08T09:58:00Z,94.00,8.00
2026-05-08T10:00:00Z,94.00,8.00
2026-05-08T10:02:00Z,94.00,8.00
2026-05-08T10:07:00Z,94.00,8.00
2026-05-08T10:09:00Z,94.00,8.00
2026-05-08T10:10:00Z,94.00,8.00
2026-05-08T10:12:00Z,94.00,8.00
2026-05-08T10:15:00Z,94.00,8.00
2026-05-08T10:16:00Z,94.00,8.00
2026-05-08T10:18:00Z,94.00,8.00
2026-05-08T10:20:00Z,94.00,8.00
2026-05-08T10:22:00Z,94.00,8.00
2026-05-08T10:23:00Z,94.00,8.00
2026-05-08T10:26:00Z,94.00,8.00
2026-05-08T10:28:00Z,94.00,8.00
2026-05-08T10:39:00Z,92.00,8.00
2026-05-08T10:40:00Z,93.00,8.00
2026-05-08T10:41:00Z,93.00,8.00
2026-05-08T10:42:00Z,93.00,8.00
2026-05-08T10:44:00Z,93.00,8.00
2026-05-08T10:45:00Z,93.00,8.00
2026-05-08T10:49:00Z,93.00,8.00
2026-05-08T10:53:00Z,93.00,8.00
2026-05-08T11:04:00Z,93.00,8.00
2026-05-08T11:06:00Z,93.00,8.07
2026-05-08T11:09:00Z,93.00,8.00
2026-05-08T11:10:00Z,93.00,8.00
2026-05-08T11:12:00Z,93.00,8.00
2026-05-08T11:14:00Z,93.00,8.00
2026-05-08T11:15:00Z,93.00,8.00
2026-05-08T11:16:00Z,93.00,8.00
2026-05-08T11:19:00Z,93.00,8.00
2026-05-08T11:20:00Z,93.00,8.00
2026-05-08T11:21:00Z,93.00,8.00
2026-05-08T11:22:00Z,93.00,8.00
2026-05-08T11:23:00Z,92.00,8.00
2026-05-08T11:24:00Z,94.92,5.06
2026-05-08T11:25:00Z,96.00,4.00
2026-05-08T11:26:00Z,97.00,4.00
2026-05-08T11:27:00Z,97.00,3.16
2026-05-08T11:28:00Z,97.00,3.15
2026-05-08T11:29:00Z,97.00,3.00
2026-05-08T11:30:00Z,98.00,3.00
2026-05-08T11:31:00Z,97.00,3.11
2026-05-08T11:32:00Z,96.02,4.00
2026-05-08T11:33:00Z,96.02,4.28
2026-05-08T11:34:00Z,97.00,4.00
2026-05-08T11:35:00Z,97.00,3.11
2026-05-08T11:36:00Z,97.00,4.02
2026-05-08T11:37:00Z,97.00,4.00
2026-05-08T11:38:00Z,96.98,3.54
2026-05-08T11:39:00Z,97.00,3.00
