# event_ticker=KXATPCHALLENGERMATCH-26MAY05GUETSE
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Chun-Hsin Tseng
# fav_player=Andrea Guerrieri
# dog_player=Chun Hsin Tseng
# kalshi_date=2026-05-05
timestamp,Andrea Guerrieri,Chun Hsin Tseng
2026-05-05T18:46:00Z,59.00,43.00
2026-05-05T18:47:00Z,59.00,43.00
2026-05-05T18:48:00Z,59.00,43.00
2026-05-05T18:49:00Z,59.00,43.00
2026-05-05T18:50:00Z,59.00,43.00
2026-05-05T18:51:00Z,59.00,43.55
2026-05-05T18:52:00Z,59.00,44.00
2026-05-05T18:53:00Z,59.00,44.00
2026-05-05T18:54:00Z,59.47,44.00
2026-05-05T18:55:00Z,59.00,44.00
2026-05-05T18:56:00Z,59.00,44.00
2026-05-05T18:57:00Z,59.00,44.00
2026-05-05T18:58:00Z,59.00,44.00
2026-05-05T18:59:00Z,58.96,44.00
2026-05-05T19:00:00Z,59.00,42.88
2026-05-05T19:01:00Z,59.29,42.88
2026-05-05T19:02:00Z,59.21,42.88
2026-05-05T19:03:00Z,56.00,44.23
2026-05-05T19:04:00Z,59.41,44.23
2026-05-05T19:05:00Z,59.00,44.23
2026-05-05T19:06:00Z,60.00,44.23
2026-05-05T19:07:00Z,60.45,43.84
2026-05-05T19:08:00Z,59.00,42.19
2026-05-05T19:09:00Z,59.06,43.18
2026-05-05T19:10:00Z,58.45,43.25
2026-05-05T19:11:00Z,58.84,43.74
2026-05-05T19:12:00Z,61.80,40.23
2026-05-05T19:13:00Z,67.63,33.42
2026-05-05T19:14:00Z,67.01,34.91
2026-05-05T19:15:00Z,69.00,31.00
2026-05-05T19:16:00Z,66.59,34.34
2026-05-05T19:17:00Z,68.12,36.80
2026-05-05T19:18:00Z,65.54,37.37
2026-05-05T19:19:00Z,56.85,43.14
2026-05-05T19:20:00Z,56.12,44.57
2026-05-05T19:21:00Z,63.15,36.23
2026-05-05T19:22:00Z,63.16,36.61
2026-05-05T19:23:00Z,68.00,31.92
2026-05-05T19:24:00Z,68.50,32.00
2026-05-05T19:25:00Z,71.80,28.49
2026-05-05T19:26:00Z,72.99,30.20
2026-05-05T19:27:00Z,72.00,29.62
2026-05-05T19:28:00Z,70.69,29.38
2026-05-05T19:29:00Z,69.45,31.92
2026-05-05T19:30:00Z,69.00,32.77
2026-05-05T19:31:00Z,68.00,32.99
2026-05-05T19:32:00Z,68.00,33.23
2026-05-05T19:33:00Z,63.92,37.81
2026-05-05T19:34:00Z,59.89,40.73
2026-05-05T19:35:00Z,58.65,43.43
2026-05-05T19:36:00Z,61.77,41.91
2026-05-05T19:37:00Z,53.96,46.21
2026-05-05T19:38:00Z,58.45,44.14
2026-05-05T19:39:00Z,64.29,37.86
2026-05-05T19:40:00Z,62.98,36.82
2026-05-05T19:41:00Z,59.64,44.26
2026-05-05T19:42:00Z,55.08,48.16
2026-05-05T19:43:00Z,58.08,40.08
2026-05-05T19:44:00Z,61.34,39.34
2026-05-05T19:45:00Z,61.57,39.19
2026-05-05T19:46:00Z,59.28,39.77
2026-05-05T19:47:00Z,54.39,45.82
2026-05-05T19:48:00Z,59.19,45.73
2026-05-05T19:49:00Z,54.89,45.66
2026-05-05T19:50:00Z,54.93,47.70
2026-05-05T19:51:00Z,52.58,47.96
2026-05-05T19:52:00Z,51.00,49.99
2026-05-05T19:53:00Z,50.97,49.91
2026-05-05T19:54:00Z,51.00,49.99
2026-05-05T19:55:00Z,49.62,52.64
2026-05-05T19:56:00Z,46.69,53.52
2026-05-05T19:57:00Z,45.44,55.15
2026-05-05T19:58:00Z,37.80,62.93
2026-05-05T19:59:00Z,34.96,65.87
2026-05-05T20:00:00Z,36.13,64.79
2026-05-05T20:01:00Z,38.41,62.70
2026-05-05T20:02:00Z,39.76,65.43
2026-05-05T20:03:00Z,32.99,67.68
2026-05-05T20:04:00Z,33.80,67.45
2026-05-05T20:05:00Z,30.26,70.08
2026-05-05T20:06:00Z,30.94,69.62
2026-05-05T20:07:00Z,31.48,69.12
2026-05-05T20:08:00Z,31.95,68.75
2026-05-05T20:09:00Z,31.93,68.23
2026-05-05T20:10:00Z,32.06,69.12
2026-05-05T20:11:00Z,34.48,66.20
2026-05-05T20:12:00Z,36.69,64.05
2026-05-05T20:13:00Z,38.07,62.56
2026-05-05T20:14:00Z,36.22,65.05
2026-05-05T20:15:00Z,36.00,64.57
2026-05-05T20:16:00Z,35.00,65.35
2026-05-05T20:17:00Z,35.92,65.91
2026-05-05T20:18:00Z,33.30,69.52
2026-05-05T20:19:00Z,30.42,69.52
2026-05-05T20:20:00Z,27.58,73.97
2026-05-05T20:21:00Z,30.84,71.92
2026-05-05T20:22:00Z,25.83,75.21
2026-05-05T20:23:00Z,30.43,71.46
2026-05-05T20:24:00Z,23.18,75.83
2026-05-05T20:25:00Z,19.13,81.88
2026-05-05T20:26:00Z,17.41,82.51
2026-05-05T20:27:00Z,15.68,85.78
2026-05-05T20:28:00Z,14.35,85.12
2026-05-05T20:29:00Z,13.92,86.06
2026-05-05T20:30:00Z,18.14,83.61
2026-05-05T20:31:00Z,21.55,77.59
2026-05-05T20:32:00Z,31.51,68.31
2026-05-05T20:33:00Z,30.12,71.50
2026-05-05T20:34:00Z,24.28,76.49
2026-05-05T20:35:00Z,17.30,81.66
2026-05-05T20:36:00Z,15.79,83.89
2026-05-05T20:37:00Z,17.73,84.21
2026-05-05T20:38:00Z,10.70,88.15
2026-05-05T20:39:00Z,8.80,91.61
2026-05-05T20:40:00Z,9.36,91.34
2026-05-05T20:41:00Z,9.80,91.39
2026-05-05T20:42:00Z,7.95,91.22
2026-05-05T20:43:00Z,9.63,90.74
2026-05-05T20:44:00Z,6.62,93.73
2026-05-05T20:45:00Z,8.15,91.94
2026-05-05T20:46:00Z,8.74,92.10
2026-05-05T20:47:00Z,9.47,91.87
2026-05-05T20:48:00Z,10.04,90.15
2026-05-05T20:49:00Z,4.96,95.72
2026-05-05T20:50:00Z,1.54,98.58
2026-05-05T20:51:00Z,1.98,98.53
2026-05-05T20:52:00Z,1.81,98.35
2026-05-05T20:53:00Z,1.68,98.58
2026-05-05T20:54:00Z,1.00,98.98
2026-05-05T20:55:00Z,1.00,99.00
2026-05-05T20:56:00Z,1.00,99.00
2026-05-05T20:57:00Z,1.00,99.00
