# event_ticker=KXATPMATCH-25OCT27KHAQUI
# final_score=6-1 6-1
# match_winner=Karen Khachanov
# fav_player=Karen Khachanov
# dog_player=Ethan Quinn
# kalshi_date=2025-10-27
timestamp,Karen Khachanov,Ethan Quinn
2025-10-27T09:25:00Z,70.00,
2025-10-27T11:29:00Z,69.00,
2025-10-27T11:44:00Z,69.00,
2025-10-27T11:58:00Z,69.00,
2025-10-27T12:05:00Z,69.00,
2025-10-27T12:19:00Z,69.00,
2025-10-27T12:21:00Z,69.00,
2025-10-27T12:23:00Z,69.00,
2025-10-27T12:35:00Z,69.00,
2025-10-27T12:41:00Z,69.00,
2025-10-27T12:50:00Z,69.00,
2025-10-27T12:52:00Z,69.00,32.00
2025-10-27T13:02:00Z,69.00,32.00
2025-10-27T13:10:00Z,69.00,32.00
2025-10-27T13:17:00Z,69.00,32.00
2025-10-27T13:21:00Z,69.00,32.00
2025-10-27T13:46:00Z,70.00,32.00
2025-10-27T13:54:00Z,70.00,32.00
2025-10-27T13:59:00Z,70.00,32.00
2025-10-27T14:02:00Z,70.00,32.00
2025-10-27T14:07:00Z,70.00,32.00
2025-10-27T14:11:00Z,70.18,32.00
2025-10-27T14:21:00Z,70.00,32.00
2025-10-27T14:23:00Z,70.00,32.00
2025-10-27T14:32:00Z,70.00,32.00
2025-10-27T14:35:00Z,70.00,32.00
2025-10-27T14:36:00Z,69.00,32.00
2025-10-27T14:59:00Z,69.00,32.00
2025-10-27T15:00:00Z,69.00,32.00
2025-10-27T15:02:00Z,69.00,32.00
2025-10-27T15:10:00Z,67.00,32.00
2025-10-27T15:11:00Z,67.00,32.00
2025-10-27T15:14:00Z,67.00,32.00
2025-10-27T15:17:00Z,67.00,32.00
2025-10-27T15:21:00Z,67.00,32.00
2025-10-27T15:29:00Z,67.00,32.00
2025-10-27T15:30:00Z,67.46,32.00
2025-10-27T15:46:00Z,67.00,32.00
2025-10-27T15:49:00Z,66.26,32.00
2025-10-27T15:52:00Z,67.00,32.00
2025-10-27T15:53:00Z,67.00,32.00
2025-10-27T16:01:00Z,67.00,32.00
2025-10-27T16:05:00Z,67.00,32.00
2025-10-27T16:06:00Z,67.00,32.00
2025-10-27T16:07:00Z,67.00,32.00
2025-10-27T16:09:00Z,67.00,32.00
2025-10-27T16:11:00Z,67.00,32.00
2025-10-27T16:13:00Z,67.00,32.00
2025-10-27T16:17:00Z,67.00,32.00
2025-10-27T16:25:00Z,68.00,32.00
2025-10-27T16:26:00Z,68.00,32.00
2025-10-27T16:31:00Z,68.00,33.00
2025-10-27T16:32:00Z,68.00,33.00
2025-10-27T16:34:00Z,68.00,33.00
2025-10-27T16:35:00Z,68.00,33.00
2025-10-27T16:36:00Z,67.00,33.00
2025-10-27T16:38:00Z,67.62,33.00
2025-10-27T16:40:00Z,67.00,33.00
2025-10-27T16:41:00Z,67.00,33.00
2025-10-27T16:43:00Z,67.93,33.00
2025-10-27T16:44:00Z,68.00,33.00
2025-10-27T16:47:00Z,68.00,33.00
2025-10-27T16:49:00Z,68.00,33.00
2025-10-27T16:51:00Z,68.00,33.00
2025-10-27T16:54:00Z,68.00,33.00
2025-10-27T16:55:00Z,68.00,33.00
2025-10-27T16:59:00Z,68.78,33.00
2025-10-27T17:00:00Z,69.00,33.00
2025-10-27T17:03:00Z,69.00,33.00
2025-10-27T17:05:00Z,70.00,33.00
2025-10-27T17:08:00Z,70.00,33.00
2025-10-27T17:09:00Z,70.00,33.00
2025-10-27T17:12:00Z,70.00,33.00
2025-10-27T17:13:00Z,70.00,33.00
2025-10-27T17:15:00Z,70.00,33.00
2025-10-27T17:17:00Z,70.00,33.00
2025-10-27T17:18:00Z,70.00,33.00
2025-10-27T17:20:00Z,70.00,33.00
2025-10-27T17:21:00Z,70.00,33.00
2025-10-27T17:25:00Z,70.00,33.00
2025-10-27T17:26:00Z,70.00,33.00
2025-10-27T17:27:00Z,70.00,33.00
2025-10-27T17:30:00Z,70.00,33.00
2025-10-27T17:32:00Z,70.00,33.00
2025-10-27T17:33:00Z,70.00,33.00
2025-10-27T17:35:00Z,70.00,33.00
2025-10-27T17:36:00Z,70.00,33.00
2025-10-27T17:37:00Z,70.00,33.00
2025-10-27T17:41:00Z,70.00,33.00
2025-10-27T17:42:00Z,70.00,33.00
2025-10-27T17:44:00Z,70.00,33.00
2025-10-27T17:45:00Z,70.00,33.00
2025-10-27T17:46:00Z,70.00,33.00
2025-10-27T17:47:00Z,70.02,33.00
2025-10-27T17:48:00Z,71.00,31.35
2025-10-27T17:49:00Z,71.00,31.00
2025-10-27T17:50:00Z,71.00,31.00
2025-10-27T17:51:00Z,71.00,31.00
2025-10-27T17:52:00Z,71.00,31.00
2025-10-27T17:53:00Z,71.00,31.00
2025-10-27T17:54:00Z,71.00,31.00
2025-10-27T17:55:00Z,71.00,31.00
2025-10-27T17:57:00Z,71.00,30.00
2025-10-27T17:58:00Z,71.00,30.00
2025-10-27T17:59:00Z,71.00,30.00
2025-10-27T18:00:00Z,71.00,30.00
2025-10-27T18:01:00Z,71.00,31.00
2025-10-27T18:02:00Z,71.00,31.00
2025-10-27T18:03:00Z,70.59,31.00
2025-10-27T18:06:00Z,71.00,31.00
2025-10-27T18:08:00Z,71.00,30.00
2025-10-27T18:09:00Z,71.00,30.00
2025-10-27T18:11:00Z,71.00,30.00
2025-10-27T18:12:00Z,71.00,30.00
2025-10-27T18:15:00Z,71.00,30.00
2025-10-27T18:16:00Z,71.00,30.00
2025-10-27T18:17:00Z,71.00,30.00
2025-10-27T18:20:00Z,71.00,30.00
2025-10-27T18:21:00Z,71.00,30.00
2025-10-27T18:22:00Z,71.00,30.35
2025-10-27T18:23:00Z,71.00,31.00
2025-10-27T18:24:00Z,71.00,31.00
2025-10-27T18:25:00Z,71.00,31.00
2025-10-27T18:26:00Z,71.00,31.00
2025-10-27T18:27:00Z,71.00,31.00
2025-10-27T18:28:00Z,71.00,31.00
2025-10-27T18:29:00Z,71.00,31.00
2025-10-27T18:30:00Z,71.00,31.00
2025-10-27T18:31:00Z,71.00,31.00
2025-10-27T18:32:00Z,71.00,31.00
2025-10-27T18:33:00Z,71.00,31.00
2025-10-27T18:34:00Z,71.00,31.00
2025-10-27T18:35:00Z,71.00,30.00
2025-10-27T18:36:00Z,71.00,30.00
2025-10-27T18:37:00Z,71.00,30.00
2025-10-27T18:38:00Z,71.00,30.50
2025-10-27T18:39:00Z,71.00,30.00
2025-10-27T18:40:00Z,71.00,30.00
2025-10-27T18:41:00Z,71.00,30.00
2025-10-27T18:42:00Z,71.00,30.80
2025-10-27T18:43:00Z,71.00,31.00
2025-10-27T18:44:00Z,71.00,31.00
2025-10-27T18:45:00Z,71.29,30.32
2025-10-27T18:46:00Z,72.00,30.00
2025-10-27T18:47:00Z,72.00,30.00
2025-10-27T18:48:00Z,72.00,29.35
2025-10-27T18:49:00Z,72.00,28.75
2025-10-27T18:50:00Z,70.70,30.00
2025-10-27T18:51:00Z,70.70,30.00
2025-10-27T18:52:00Z,72.00,30.00
2025-10-27T18:53:00Z,70.16,30.00
2025-10-27T18:54:00Z,72.00,30.00
