# event_ticker=KXATPMATCH-26FEB22BERBRO
# final_score=6-3 6-4
# match_winner=Jenson Brooksby
# fav_player=Jenson Brooksby
# dog_player=Zizou Bergs
# kalshi_date=2026-02-22
timestamp,Jenson Brooksby,Zizou Bergs
2026-02-23T22:48:00Z,54.00,47.00
2026-02-23T23:21:00Z,54.00,47.00
2026-02-23T23:27:00Z,54.00,47.00
2026-02-23T23:31:00Z,54.00,47.00
2026-02-24T00:40:00Z,53.00,47.00
2026-02-24T01:01:00Z,53.00,48.00
2026-02-24T01:11:00Z,52.00,48.00
2026-02-24T01:18:00Z,52.00,48.00
2026-02-24T01:38:00Z,53.00,48.00
2026-02-24T01:39:00Z,53.00,48.00
2026-02-24T02:14:00Z,53.00,48.00
2026-02-24T02:40:00Z,53.00,48.00
2026-02-24T02:46:00Z,53.00,48.00
2026-02-24T02:59:00Z,53.00,48.00
2026-02-24T03:13:00Z,53.00,48.00
2026-02-24T03:17:00Z,53.00,48.00
2026-02-24T03:19:00Z,53.00,48.00
2026-02-24T03:32:00Z,53.00,46.00
2026-02-24T03:34:00Z,53.00,47.00
2026-02-24T03:35:00Z,53.00,47.00
2026-02-24T03:37:00Z,53.84,47.00
2026-02-24T03:39:00Z,54.00,47.00
2026-02-24T03:40:00Z,54.00,47.00
2026-02-24T03:41:00Z,54.00,47.00
2026-02-24T03:48:00Z,54.00,47.00
2026-02-24T04:01:00Z,54.00,47.00
2026-02-24T04:03:00Z,54.00,47.00
2026-02-24T04:05:00Z,54.00,47.00
2026-02-24T04:09:00Z,54.00,47.00
2026-02-24T04:11:00Z,54.00,47.00
2026-02-24T04:12:00Z,54.00,47.00
2026-02-24T04:13:00Z,54.00,47.00
2026-02-24T04:14:00Z,54.00,47.00
2026-02-24T04:16:00Z,54.00,47.00
2026-02-24T04:21:00Z,54.00,47.00
2026-02-24T04:22:00Z,54.00,47.00
2026-02-24T04:24:00Z,54.00,47.00
2026-02-24T04:25:00Z,54.00,47.00
2026-02-24T04:31:00Z,54.00,47.00
2026-02-24T04:36:00Z,54.00,47.00
2026-02-24T04:37:00Z,54.00,47.00
2026-02-24T04:41:00Z,54.00,47.00
2026-02-24T04:42:00Z,54.00,47.00
2026-02-24T04:45:00Z,54.00,47.00
2026-02-24T04:48:00Z,54.00,47.00
2026-02-24T04:50:00Z,54.00,47.00
2026-02-24T04:51:00Z,54.00,47.00
2026-02-24T04:54:00Z,54.00,47.00
2026-02-24T04:55:00Z,54.00,47.00
2026-02-24T04:56:00Z,54.00,47.00
2026-02-24T04:57:00Z,54.00,47.00
2026-02-24T04:58:00Z,54.00,47.00
2026-02-24T04:59:00Z,54.00,47.00
2026-02-24T05:00:00Z,54.00,47.00
2026-02-24T05:01:00Z,54.00,47.00
2026-02-24T05:02:00Z,54.00,47.00
2026-02-24T05:03:00Z,54.00,47.00
2026-02-24T05:04:00Z,54.00,47.00
2026-02-24T05:06:00Z,54.00,47.00
2026-02-24T05:07:00Z,54.00,47.00
2026-02-24T05:09:00Z,54.00,47.00
2026-02-24T05:10:00Z,54.00,47.00
2026-02-24T05:11:00Z,54.00,47.00
2026-02-24T05:12:00Z,54.00,47.00
2026-02-24T05:14:00Z,54.00,47.00
2026-02-24T05:16:00Z,54.00,47.00
2026-02-24T05:17:00Z,54.00,47.00
2026-02-24T05:19:00Z,54.00,47.00
2026-02-24T05:20:00Z,54.00,47.00
2026-02-24T05:22:00Z,54.00,47.00
2026-02-24T05:23:00Z,54.00,47.00
2026-02-24T05:24:00Z,54.00,47.00
2026-02-24T05:25:00Z,54.00,47.00
2026-02-24T05:26:00Z,54.00,47.00
2026-02-24T05:27:00Z,54.00,47.00
2026-02-24T05:28:00Z,54.00,47.00
2026-02-24T05:29:00Z,54.00,47.00
2026-02-24T05:30:00Z,54.00,47.00
2026-02-24T05:31:00Z,54.00,47.00
2026-02-24T05:32:00Z,54.00,47.00
2026-02-24T05:33:00Z,54.00,47.00
2026-02-24T05:35:00Z,54.00,47.00
2026-02-24T05:36:00Z,54.00,47.00
2026-02-24T05:38:00Z,54.00,47.00
2026-02-24T05:41:00Z,54.00,47.00
2026-02-24T05:42:00Z,54.00,47.00
2026-02-24T05:45:00Z,54.00,47.00
2026-02-24T05:49:00Z,54.00,46.39
2026-02-24T05:50:00Z,54.00,46.39
2026-02-24T05:51:00Z,54.00,48.00
2026-02-24T05:52:00Z,54.00,48.00
2026-02-24T05:53:00Z,54.00,47.99
2026-02-24T05:54:00Z,54.00,47.75
2026-02-24T05:55:00Z,53.00,48.00
2026-02-24T05:56:00Z,52.20,48.00
2026-02-24T05:57:00Z,53.00,48.00
2026-02-24T05:58:00Z,53.00,48.00
2026-02-24T05:59:00Z,53.00,48.00
2026-02-24T06:00:00Z,53.00,48.00
2026-02-24T06:01:00Z,53.26,48.00
2026-02-24T06:02:00Z,54.00,48.00
2026-02-24T06:03:00Z,54.00,48.00
2026-02-24T06:04:00Z,53.00,49.00
2026-02-24T06:05:00Z,53.33,49.00
2026-02-24T06:06:00Z,52.24,49.00
2026-02-24T06:07:00Z,52.00,49.00
2026-02-24T06:08:00Z,52.00,49.00
2026-02-24T06:09:00Z,52.00,49.00
2026-02-24T06:10:00Z,52.00,49.00
2026-02-24T06:12:00Z,52.00,49.00
2026-02-24T06:13:00Z,51.95,48.96
2026-02-24T06:14:00Z,52.00,48.96
2026-02-24T06:15:00Z,52.00,49.00
2026-02-24T06:17:00Z,52.00,49.00
2026-02-24T06:18:00Z,52.00,49.00
2026-02-24T06:19:00Z,52.00,50.00
2026-02-24T06:20:00Z,52.00,50.00
2026-02-24T06:21:00Z,52.00,50.00
2026-02-24T06:23:00Z,52.00,50.00
2026-02-24T06:24:00Z,52.00,49.69
2026-02-24T06:25:00Z,52.00,50.00
2026-02-24T06:28:00Z,52.00,50.00
2026-02-24T06:30:00Z,51.00,50.00
2026-02-24T06:31:00Z,51.00,50.00
2026-02-24T06:33:00Z,51.00,50.00
2026-02-24T06:34:00Z,51.00,49.00
2026-02-24T06:35:00Z,51.00,49.00
2026-02-24T06:36:00Z,51.00,49.00
2026-02-24T06:38:00Z,52.00,49.00
2026-02-24T06:39:00Z,52.00,49.00
2026-02-24T06:41:00Z,52.00,49.00
2026-02-24T06:42:00Z,52.00,49.00
2026-02-24T06:47:00Z,52.00,49.00
2026-02-24T06:48:00Z,52.00,49.00
2026-02-24T06:51:00Z,52.00,49.00
2026-02-24T06:52:00Z,52.00,49.00
2026-02-24T06:54:00Z,52.00,49.00
2026-02-24T06:56:00Z,52.00,49.00
2026-02-24T06:59:00Z,51.30,49.00
2026-02-24T07:00:00Z,52.00,49.00
2026-02-24T07:01:00Z,52.00,49.00
2026-02-24T07:05:00Z,52.00,49.00
2026-02-24T07:06:00Z,51.44,49.17
2026-02-24T07:07:00Z,51.44,50.00
2026-02-24T07:08:00Z,51.44,50.00
2026-02-24T07:10:00Z,51.44,50.00
2026-02-24T07:11:00Z,52.00,50.00
2026-02-24T07:12:00Z,52.00,50.00
2026-02-24T07:13:00Z,52.00,50.00
2026-02-24T07:14:00Z,52.00,50.00
2026-02-24T07:15:00Z,52.47,50.00
2026-02-24T07:16:00Z,52.47,49.00
2026-02-24T07:17:00Z,54.10,49.00
2026-02-24T07:19:00Z,54.00,49.00
2026-02-24T07:20:00Z,54.00,48.71
2026-02-24T07:21:00Z,54.00,49.00
2026-02-24T07:22:00Z,53.99,49.00
2026-02-24T07:23:00Z,54.00,49.00
2026-02-24T07:26:00Z,54.00,49.00
2026-02-24T07:27:00Z,52.11,49.00
2026-02-24T07:28:00Z,51.59,49.00
2026-02-24T07:29:00Z,51.59,49.00
2026-02-24T07:31:00Z,52.00,49.00
2026-02-24T07:35:00Z,52.00,49.00
2026-02-24T07:36:00Z,52.00,49.71
2026-02-24T07:37:00Z,52.00,49.00
2026-02-24T07:38:00Z,52.00,49.00
2026-02-24T07:39:00Z,52.00,49.00
2026-02-24T07:42:00Z,52.00,49.52
2026-02-24T07:43:00Z,52.00,49.00
2026-02-24T07:45:00Z,52.00,49.00
2026-02-24T07:48:00Z,51.00,49.95
2026-02-24T07:50:00Z,51.00,50.00
2026-02-24T07:52:00Z,51.00,50.00
2026-02-24T07:55:00Z,51.00,50.00
2026-02-24T07:57:00Z,51.00,50.00
2026-02-24T07:58:00Z,51.00,50.00
2026-02-24T08:01:00Z,51.00,50.00
2026-02-24T08:02:00Z,51.00,51.00
2026-02-24T08:03:00Z,51.00,51.00
2026-02-24T08:04:00Z,51.00,51.00
2026-02-24T08:05:00Z,51.00,51.00
2026-02-24T08:15:00Z,51.00,51.00
2026-02-24T08:18:00Z,51.00,51.00
2026-02-24T08:19:00Z,51.00,51.00
2026-02-24T08:20:00Z,51.00,51.00
2026-02-24T08:22:00Z,51.00,51.11
2026-02-24T08:25:00Z,51.00,52.00
2026-02-24T08:26:00Z,51.00,52.00
2026-02-24T08:31:00Z,51.00,51.00
2026-02-24T08:32:00Z,51.00,49.00
2026-02-24T08:35:00Z,51.00,49.00
2026-02-24T08:36:00Z,51.00,51.00
2026-02-24T08:38:00Z,51.00,51.00
2026-02-24T08:41:00Z,51.00,51.00
2026-02-24T08:42:00Z,51.00,51.00
2026-02-24T08:43:00Z,51.00,51.00
2026-02-24T08:44:00Z,51.00,51.00
2026-02-24T08:46:00Z,51.00,51.00
2026-02-24T08:47:00Z,51.00,51.00
2026-02-24T08:51:00Z,51.00,49.00
2026-02-24T08:52:00Z,51.00,51.00
2026-02-24T09:02:00Z,51.00,51.00
2026-02-24T09:05:00Z,51.00,51.00
2026-02-24T09:06:00Z,51.00,51.00
2026-02-24T09:08:00Z,51.00,51.00
2026-02-24T09:11:00Z,51.00,51.00
2026-02-24T09:12:00Z,51.00,51.00
2026-02-24T09:13:00Z,51.00,49.00
2026-02-24T09:14:00Z,51.00,51.00
2026-02-24T09:15:00Z,51.00,51.00
2026-02-24T09:17:00Z,51.00,51.00
2026-02-24T09:20:00Z,51.00,51.00
2026-02-24T09:21:00Z,51.00,51.00
2026-02-24T09:22:00Z,51.00,51.00
2026-02-24T09:23:00Z,51.00,51.00
2026-02-24T09:24:00Z,51.00,51.00
2026-02-24T09:25:00Z,51.00,51.00
2026-02-24T09:27:00Z,51.00,51.00
2026-02-24T09:28:00Z,51.00,51.00
2026-02-24T09:29:00Z,51.00,51.00
2026-02-24T09:33:00Z,51.00,51.00
2026-02-24T09:34:00Z,50.00,51.00
2026-02-24T09:37:00Z,50.00,51.00
2026-02-24T09:38:00Z,51.00,51.00
2026-02-24T09:39:00Z,51.00,51.00
2026-02-24T09:40:00Z,51.00,51.00
2026-02-24T09:41:00Z,51.00,51.00
2026-02-24T09:42:00Z,51.00,51.00
2026-02-24T09:43:00Z,51.00,51.00
2026-02-24T09:45:00Z,51.00,50.00
2026-02-24T09:47:00Z,51.00,51.00
2026-02-24T09:50:00Z,51.00,52.00
2026-02-24T09:52:00Z,51.00,51.00
2026-02-24T09:53:00Z,51.00,51.00
2026-02-24T09:54:00Z,51.00,51.00
2026-02-24T09:55:00Z,51.00,51.00
2026-02-24T09:56:00Z,51.00,51.00
2026-02-24T09:57:00Z,51.00,51.00
2026-02-24T09:58:00Z,51.00,50.00
2026-02-24T09:59:00Z,51.00,51.00
2026-02-24T10:00:00Z,51.00,51.00
2026-02-24T10:01:00Z,51.00,50.44
2026-02-24T10:02:00Z,48.52,51.00
2026-02-24T10:03:00Z,48.52,51.00
2026-02-24T10:04:00Z,51.86,51.00
2026-02-24T10:05:00Z,51.86,52.00
2026-02-24T10:06:00Z,51.89,52.00
2026-02-24T10:07:00Z,50.63,52.00
2026-02-24T10:08:00Z,51.59,52.00
2026-02-24T10:09:00Z,51.04,52.00
2026-02-24T10:10:00Z,51.11,51.08
2026-02-24T10:11:00Z,53.61,51.08
2026-02-24T10:12:00Z,56.50,46.60
2026-02-24T10:13:00Z,52.57,46.30
2026-02-24T10:14:00Z,56.68,45.37
2026-02-24T10:15:00Z,53.05,48.96
