# event_ticker=KXATPCHALLENGERMATCH-26FEB12TABLAN
# final_score=6-3 6-3
# match_winner=Clement Tabur
# fav_player=Clement Tabur
# dog_player=Martin Landaluce
# kalshi_date=2026-02-12
timestamp,Clement Tabur,Martin Landaluce
2026-02-12T11:26:00Z,53.99,49.00
2026-02-12T11:28:00Z,54.00,49.00
2026-02-12T11:29:00Z,54.00,49.00
2026-02-12T11:30:00Z,62.00,49.00
2026-02-12T11:31:00Z,58.00,44.66
2026-02-12T11:32:00Z,59.92,44.13
2026-02-12T11:33:00Z,58.00,44.13
2026-02-12T11:34:00Z,63.03,44.13
2026-02-12T11:35:00Z,65.00,44.13
2026-02-12T11:36:00Z,66.00,37.00
2026-02-12T11:38:00Z,65.00,37.00
2026-02-12T11:39:00Z,67.00,35.96
2026-02-12T11:40:00Z,69.86,30.48
2026-02-12T11:41:00Z,73.61,25.57
2026-02-12T11:42:00Z,76.00,25.00
2026-02-12T11:43:00Z,75.02,25.00
2026-02-12T11:44:00Z,78.00,23.00
2026-02-12T11:45:00Z,76.05,23.56
2026-02-12T11:46:00Z,79.25,23.00
2026-02-12T11:47:00Z,80.27,22.00
2026-02-12T11:48:00Z,80.27,25.77
2026-02-12T11:49:00Z,76.00,25.03
2026-02-12T11:50:00Z,75.00,30.03
2026-02-12T11:51:00Z,67.00,35.61
2026-02-12T11:52:00Z,68.94,28.65
2026-02-12T11:53:00Z,72.06,30.15
2026-02-12T11:54:00Z,71.93,29.10
2026-02-12T11:55:00Z,76.00,25.87
2026-02-12T11:56:00Z,77.00,25.89
2026-02-12T11:57:00Z,78.74,25.81
2026-02-12T11:58:00Z,77.05,24.10
2026-02-12T11:59:00Z,79.01,22.90
2026-02-12T12:00:00Z,77.59,25.00
2026-02-12T12:01:00Z,77.72,25.03
2026-02-12T12:02:00Z,76.16,28.00
2026-02-12T12:03:00Z,77.53,24.10
2026-02-12T12:04:00Z,81.00,20.34
2026-02-12T12:05:00Z,81.00,20.94
2026-02-12T12:06:00Z,80.11,20.31
2026-02-12T12:07:00Z,77.08,23.06
2026-02-12T12:08:00Z,77.36,23.91
2026-02-12T12:09:00Z,78.65,20.20
2026-02-12T12:10:00Z,81.12,20.71
2026-02-12T12:11:00Z,81.67,20.01
2026-02-12T12:12:00Z,81.99,20.00
2026-02-12T12:13:00Z,82.61,17.17
2026-02-12T12:14:00Z,88.30,14.52
2026-02-12T12:15:00Z,85.10,16.45
2026-02-12T12:16:00Z,91.69,9.15
2026-02-12T12:17:00Z,91.39,9.40
2026-02-12T12:18:00Z,89.58,13.61
2026-02-12T12:19:00Z,89.10,13.61
2026-02-12T12:20:00Z,88.36,13.80
2026-02-12T12:21:00Z,87.15,11.42
2026-02-12T12:22:00Z,86.67,11.94
2026-02-12T12:23:00Z,89.61,9.81
2026-02-12T12:24:00Z,94.80,6.26
2026-02-12T12:25:00Z,93.10,8.48
2026-02-12T12:26:00Z,92.59,9.00
2026-02-12T12:27:00Z,92.97,9.00
2026-02-12T12:28:00Z,90.35,11.10
2026-02-12T12:29:00Z,86.04,19.03
2026-02-12T12:30:00Z,87.43,14.35
2026-02-12T12:31:00Z,85.63,12.89
2026-02-12T12:32:00Z,93.83,7.40
2026-02-12T12:33:00Z,94.79,6.98
2026-02-12T12:34:00Z,94.68,6.12
2026-02-12T12:35:00Z,94.64,7.00
2026-02-12T12:36:00Z,94.00,6.96
2026-02-12T12:37:00Z,95.72,6.13
2026-02-12T12:38:00Z,93.80,7.63
2026-02-12T12:39:00Z,92.42,8.00
2026-02-12T12:40:00Z,96.45,6.81
2026-02-12T12:41:00Z,94.28,5.00
2026-02-12T12:42:00Z,96.00,5.84
2026-02-12T12:43:00Z,96.97,4.29
2026-02-12T12:44:00Z,95.01,5.64
2026-02-12T12:45:00Z,95.46,5.13
2026-02-12T12:46:00Z,95.15,6.02
2026-02-12T12:47:00Z,95.61,6.01
2026-02-12T12:48:00Z,94.36,4.79
2026-02-12T12:49:00Z,96.84,3.22
2026-02-12T12:50:00Z,96.96,5.92
2026-02-12T12:51:00Z,94.52,5.94
2026-02-12T12:52:00Z,95.69,5.88
2026-02-12T12:53:00Z,97.90,2.24
2026-02-12T12:54:00Z,98.88,1.49
2026-02-12T12:55:00Z,99.00,2.70
2026-02-12T12:56:00Z,99.00,3.16
2026-02-12T12:57:00Z,98.83,1.98
2026-02-12T12:58:00Z,98.38,1.48
2026-02-12T12:59:00Z,97.45,2.06
2026-02-12T13:00:00Z,96.80,5.00
2026-02-12T13:01:00Z,95.99,4.86
2026-02-12T13:02:00Z,96.05,4.90
2026-02-12T13:03:00Z,97.28,1.35
2026-02-12T13:04:00Z,98.93,1.11
2026-02-12T13:05:00Z,98.93,1.00
