# event_ticker=KXATPCHALLENGERMATCH-26FEB12TABLAN
# final_score=6-3 6-3
# match_winner=Clement Tabur
# fav_player=Clement Tabur
# dog_player=Martin Landaluce
# kalshi_date=2026-02-12
timestamp,Clement Tabur,Martin Landaluce
2026-02-12T02:20:00Z,,48.00
2026-02-12T02:28:00Z,54.00,48.00
2026-02-12T02:38:00Z,54.00,48.00
2026-02-12T02:50:00Z,54.00,48.00
2026-02-12T03:10:00Z,54.00,48.00
2026-02-12T03:41:00Z,54.00,48.00
2026-02-12T03:45:00Z,54.00,48.00
2026-02-12T03:46:00Z,54.00,48.00
2026-02-12T03:52:00Z,54.31,48.00
2026-02-12T04:46:00Z,55.00,48.00
2026-02-12T04:49:00Z,55.00,48.00
2026-02-12T05:02:00Z,53.00,48.00
2026-02-12T05:39:00Z,54.29,48.00
2026-02-12T05:42:00Z,54.29,48.00
2026-02-12T05:52:00Z,55.00,48.00
2026-02-12T05:56:00Z,54.71,48.00
2026-02-12T05:58:00Z,53.18,48.00
2026-02-12T06:00:00Z,53.18,48.00
2026-02-12T06:02:00Z,53.18,48.00
2026-02-12T06:03:00Z,53.18,48.00
2026-02-12T06:12:00Z,54.58,48.00
2026-02-12T06:17:00Z,55.00,48.00
2026-02-12T06:20:00Z,55.00,48.00
2026-02-12T06:36:00Z,54.64,48.00
2026-02-12T06:42:00Z,55.00,48.00
2026-02-12T06:43:00Z,55.00,48.00
2026-02-12T06:52:00Z,54.81,48.00
2026-02-12T06:57:00Z,55.00,48.00
2026-02-12T07:05:00Z,55.52,48.00
2026-02-12T07:07:00Z,55.52,48.00
2026-02-12T07:09:00Z,56.00,48.00
2026-02-12T07:15:00Z,56.00,48.00
2026-02-12T07:16:00Z,56.00,48.00
2026-02-12T07:23:00Z,56.00,48.00
2026-02-12T07:29:00Z,54.00,48.00
2026-02-12T07:31:00Z,54.00,48.00
2026-02-12T07:32:00Z,54.00,48.00
2026-02-12T07:34:00Z,54.00,47.00
2026-02-12T07:35:00Z,54.00,47.00
2026-02-12T07:36:00Z,54.00,47.00
2026-02-12T07:39:00Z,54.00,47.00
2026-02-12T07:46:00Z,54.00,47.00
2026-02-12T07:51:00Z,54.00,47.00
2026-02-12T07:55:00Z,54.00,47.00
2026-02-12T07:56:00Z,54.00,45.00
2026-02-12T10:04:00Z,54.00,48.00
2026-02-12T10:06:00Z,54.00,48.00
2026-02-12T10:07:00Z,54.00,48.00
2026-02-12T10:15:00Z,54.00,48.00
2026-02-12T10:21:00Z,54.00,48.00
2026-02-12T10:28:00Z,54.00,47.00
2026-02-12T10:29:00Z,54.00,47.00
2026-02-12T10:32:00Z,54.00,47.00
2026-02-12T10:36:00Z,54.00,47.00
2026-02-12T10:38:00Z,54.00,47.00
2026-02-12T10:44:00Z,54.00,47.00
2026-02-12T10:45:00Z,54.00,47.00
2026-02-12T10:46:00Z,54.00,47.00
2026-02-12T10:48:00Z,54.00,47.00
2026-02-12T10:53:00Z,54.00,47.00
2026-02-12T10:54:00Z,54.00,47.00
2026-02-12T10:57:00Z,54.00,47.00
2026-02-12T10:58:00Z,54.00,47.00
2026-02-12T11:02:00Z,54.00,48.87
2026-02-12T11:03:00Z,54.00,50.03
2026-02-12T11:06:00Z,52.00,50.03
2026-02-12T11:08:00Z,52.00,50.00
2026-02-12T11:10:00Z,52.00,50.00
2026-02-12T11:12:00Z,52.00,50.00
2026-02-12T11:18:00Z,52.00,49.00
2026-02-12T11:20:00Z,52.00,49.00
2026-02-12T11:22:00Z,53.64,49.00
2026-02-12T11:23:00Z,53.99,49.00
