# event_ticker=KXATPCHALLENGERMATCH-26MAY29MMOTOM
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Michael Mmoh
# fav_player=Bernard Tomic
# dog_player=Michael Mmoh
# kalshi_date=2026-05-29
timestamp,Michael Mmoh,Bernard Tomic
2026-05-29T13:23:00Z,71.00,
2026-05-29T13:32:00Z,71.00,
2026-05-29T13:35:00Z,71.00,30.00
2026-05-29T13:42:00Z,71.00,30.00
2026-05-29T14:29:00Z,71.00,30.00
2026-05-29T14:32:00Z,71.00,30.00
2026-05-29T14:33:00Z,71.00,30.00
2026-05-29T14:41:00Z,71.00,30.00
2026-05-29T15:02:00Z,71.00,30.00
2026-05-29T15:08:00Z,71.00,30.00
2026-05-29T15:22:00Z,71.00,30.00
2026-05-29T15:23:00Z,71.00,30.00
2026-05-29T15:31:00Z,72.00,30.00
2026-05-29T15:38:00Z,72.00,30.00
2026-05-29T15:57:00Z,72.00,30.00
2026-05-29T16:04:00Z,72.00,30.00
2026-05-29T16:10:00Z,72.00,30.00
2026-05-29T16:17:00Z,72.00,30.00
2026-05-29T16:20:00Z,72.00,30.00
2026-05-29T16:22:00Z,72.00,30.00
2026-05-29T16:27:00Z,72.00,30.00
2026-05-29T16:34:00Z,72.00,30.94
2026-05-29T16:38:00Z,72.00,30.92
2026-05-29T16:45:00Z,72.00,30.53
2026-05-29T17:00:00Z,70.00,30.53
2026-05-29T17:11:00Z,70.00,28.00
2026-05-29T17:13:00Z,69.07,28.00
2026-05-29T17:18:00Z,72.00,28.00
2026-05-29T17:25:00Z,72.00,28.00
2026-05-29T17:28:00Z,70.00,28.00
2026-05-29T17:35:00Z,70.00,30.99
2026-05-29T17:56:00Z,70.00,30.99
2026-05-29T17:59:00Z,70.00,30.00
2026-05-29T18:10:00Z,70.00,30.00
2026-05-29T18:20:00Z,70.00,31.00
2026-05-29T18:33:00Z,70.00,28.00
2026-05-29T18:36:00Z,70.00,31.00
2026-05-29T18:37:00Z,70.00,31.00
2026-05-29T18:58:00Z,72.00,31.00
2026-05-29T19:02:00Z,72.00,31.00
2026-05-29T19:04:00Z,72.00,31.00
2026-05-29T19:12:00Z,72.00,30.99
2026-05-29T19:15:00Z,72.00,30.00
2026-05-29T19:16:00Z,72.00,30.60
2026-05-29T19:18:00Z,72.00,30.60
2026-05-29T19:20:00Z,72.00,30.60
2026-05-29T19:24:00Z,72.00,30.60
2026-05-29T19:26:00Z,72.00,30.60
2026-05-29T19:27:00Z,72.00,30.00
2026-05-29T19:32:00Z,72.00,31.00
2026-05-29T19:34:00Z,72.75,31.00
2026-05-29T19:35:00Z,70.00,31.00
2026-05-29T19:42:00Z,72.00,31.00
2026-05-29T19:48:00Z,72.00,31.00
2026-05-29T19:52:00Z,72.00,30.00
2026-05-29T19:54:00Z,72.00,30.00
2026-05-29T19:55:00Z,72.00,30.00
2026-05-29T20:02:00Z,72.00,30.98
2026-05-29T20:04:00Z,72.00,30.98
2026-05-29T20:05:00Z,72.00,30.98
2026-05-29T20:09:00Z,72.00,30.91
2026-05-29T20:10:00Z,72.00,28.00
2026-05-29T20:17:00Z,70.00,30.99
2026-05-29T20:21:00Z,72.00,30.99
2026-05-29T20:30:00Z,72.00,30.99
2026-05-29T20:33:00Z,72.00,31.00
2026-05-29T20:38:00Z,72.00,30.50
2026-05-29T20:42:00Z,72.00,30.00
2026-05-29T20:46:00Z,70.00,30.00
2026-05-29T20:47:00Z,70.00,31.00
2026-05-29T20:49:00Z,72.00,31.00
2026-05-29T20:50:00Z,72.00,31.00
2026-05-29T20:51:00Z,72.00,31.00
2026-05-29T20:52:00Z,72.00,31.00
2026-05-29T20:53:00Z,72.00,31.00
2026-05-29T20:55:00Z,72.00,31.00
2026-05-29T20:57:00Z,72.00,31.00
2026-05-29T21:01:00Z,72.00,31.00
2026-05-29T21:02:00Z,72.00,31.00
2026-05-29T21:13:00Z,72.00,28.00
2026-05-29T21:15:00Z,72.00,31.00
2026-05-29T21:16:00Z,72.00,31.00
2026-05-29T21:17:00Z,72.00,31.00
2026-05-29T21:18:00Z,72.00,29.00
2026-05-29T21:19:00Z,72.00,29.00
2026-05-29T21:20:00Z,72.00,31.00
2026-05-29T21:21:00Z,72.00,31.00
2026-05-29T21:22:00Z,72.00,31.99
2026-05-29T21:23:00Z,72.00,31.99
2026-05-29T21:24:00Z,72.00,31.00
2026-05-29T21:25:00Z,72.00,31.00
2026-05-29T21:26:00Z,72.00,30.83
2026-05-29T21:27:00Z,72.00,31.75
2026-05-29T21:29:00Z,72.00,31.00
2026-05-29T21:30:00Z,72.00,31.00
2026-05-29T21:36:00Z,71.00,31.00
2026-05-29T21:38:00Z,71.00,31.00
2026-05-29T21:39:00Z,71.00,31.00
2026-05-29T21:42:00Z,71.00,31.72
2026-05-29T21:43:00Z,68.94,31.72
2026-05-29T21:44:00Z,68.94,32.00
2026-05-29T21:45:00Z,68.94,29.00
2026-05-29T21:47:00Z,71.00,31.00
2026-05-29T21:48:00Z,71.00,31.00
2026-05-29T21:49:00Z,71.00,31.00
2026-05-29T21:50:00Z,71.71,31.00
2026-05-29T21:52:00Z,71.71,31.00
2026-05-29T21:53:00Z,71.00,31.00
2026-05-29T21:55:00Z,71.27,31.00
2026-05-29T21:56:00Z,72.00,31.00
2026-05-29T21:57:00Z,69.00,31.00
2026-05-29T21:59:00Z,72.00,31.00
2026-05-29T22:01:00Z,72.00,31.00
2026-05-29T22:02:00Z,72.00,31.00
2026-05-29T22:03:00Z,72.00,31.00
2026-05-29T22:04:00Z,72.00,31.00
2026-05-29T22:07:00Z,72.00,29.63
2026-05-29T22:08:00Z,72.00,31.00
2026-05-29T22:09:00Z,72.00,31.00
2026-05-29T22:10:00Z,72.00,31.00
2026-05-29T22:11:00Z,72.00,31.00
2026-05-29T22:12:00Z,71.00,30.00
2026-05-29T22:13:00Z,71.00,31.00
2026-05-29T22:14:00Z,71.00,31.00
2026-05-29T22:15:00Z,71.00,31.00
2026-05-29T22:16:00Z,71.00,31.00
2026-05-29T22:17:00Z,71.00,32.00
2026-05-29T22:18:00Z,71.00,32.00
2026-05-29T22:19:00Z,71.00,32.00
2026-05-29T22:20:00Z,71.00,31.00
2026-05-29T22:21:00Z,71.00,31.00
2026-05-29T22:23:00Z,71.00,31.00
2026-05-29T22:24:00Z,71.00,31.00
2026-05-29T22:25:00Z,71.00,31.95
2026-05-29T22:26:00Z,70.98,31.99
2026-05-29T22:27:00Z,71.00,31.96
2026-05-29T22:28:00Z,71.14,33.13
2026-05-29T22:29:00Z,71.99,29.52
2026-05-29T22:30:00Z,73.41,27.98
2026-05-29T22:31:00Z,73.77,27.00
2026-05-29T22:32:00Z,73.00,28.78
2026-05-29T22:33:00Z,73.05,28.12
2026-05-29T22:34:00Z,76.60,24.45
2026-05-29T22:35:00Z,72.10,27.35
2026-05-29T22:36:00Z,71.63,29.15
2026-05-29T22:37:00Z,73.40,28.62
2026-05-29T22:38:00Z,72.65,28.24
2026-05-29T22:39:00Z,74.25,26.88
2026-05-29T22:40:00Z,75.00,25.98
2026-05-29T22:41:00Z,74.95,25.93
2026-05-29T22:42:00Z,74.17,26.45
2026-05-29T22:43:00Z,74.66,27.20
2026-05-29T22:44:00Z,72.99,28.63
2026-05-29T22:45:00Z,74.53,26.66
2026-05-29T22:46:00Z,73.76,28.01
2026-05-29T22:47:00Z,70.99,29.67
2026-05-29T22:48:00Z,68.49,32.22
2026-05-29T22:49:00Z,61.30,37.54
2026-05-29T22:50:00Z,66.88,34.01
2026-05-29T22:51:00Z,71.11,30.42
2026-05-29T22:52:00Z,70.09,32.56
2026-05-29T22:53:00Z,63.65,39.59
2026-05-29T22:54:00Z,65.85,35.65
2026-05-29T22:55:00Z,63.10,37.94
2026-05-29T22:56:00Z,65.54,34.58
2026-05-29T22:57:00Z,61.84,38.98
2026-05-29T22:58:00Z,62.45,38.75
2026-05-29T22:59:00Z,66.24,35.57
2026-05-29T23:00:00Z,70.17,30.81
2026-05-29T23:01:00Z,70.97,29.91
2026-05-29T23:02:00Z,71.13,29.56
2026-05-29T23:03:00Z,76.67,25.41
2026-05-29T23:04:00Z,84.52,17.28
2026-05-29T23:05:00Z,83.51,18.47
2026-05-29T23:06:00Z,82.02,17.70
2026-05-29T23:07:00Z,79.40,22.24
2026-05-29T23:08:00Z,73.52,28.35
2026-05-29T23:09:00Z,69.77,30.82
2026-05-29T23:10:00Z,70.90,30.87
2026-05-29T23:11:00Z,72.95,28.30
2026-05-29T23:12:00Z,72.94,28.02
2026-05-29T23:13:00Z,77.13,22.71
2026-05-29T23:14:00Z,73.85,25.37
2026-05-29T23:15:00Z,76.08,24.54
2026-05-29T23:16:00Z,83.87,16.82
2026-05-29T23:17:00Z,84.44,17.88
2026-05-29T23:18:00Z,85.57,14.74
2026-05-29T23:19:00Z,86.03,14.80
2026-05-29T23:20:00Z,85.25,17.58
2026-05-29T23:21:00Z,83.87,17.79
2026-05-29T23:22:00Z,85.01,15.88
2026-05-29T23:23:00Z,86.15,13.96
2026-05-29T23:24:00Z,86.76,14.04
2026-05-29T23:25:00Z,86.88,14.97
2026-05-29T23:26:00Z,86.24,14.19
2026-05-29T23:27:00Z,87.89,14.04
2026-05-29T23:28:00Z,86.22,14.69
2026-05-29T23:29:00Z,87.54,16.59
2026-05-29T23:30:00Z,81.63,18.98
2026-05-29T23:31:00Z,82.37,17.96
2026-05-29T23:32:00Z,80.74,18.82
2026-05-29T23:33:00Z,83.80,18.03
2026-05-29T23:34:00Z,84.00,17.66
2026-05-29T23:35:00Z,83.94,17.36
2026-05-29T23:36:00Z,85.99,15.98
2026-05-29T23:37:00Z,87.84,14.02
2026-05-29T23:38:00Z,86.55,14.15
2026-05-29T23:39:00Z,83.70,16.55
2026-05-29T23:40:00Z,83.02,17.73
2026-05-29T23:41:00Z,82.32,18.78
