# event_ticker=KXATPCHALLENGERMATCH-26APR10MIDVAR
# final_score=7-6(6) 6-4
# score_resolution=6-7 4-6
# match_winner=Lautaro Midon
# fav_player=Juan Pablo Varillas
# dog_player=Lautaro Midon
# kalshi_date=2026-04-10
timestamp,Juan Pablo Varillas,Lautaro Midon
2026-04-10T04:28:00Z,,42.00
2026-04-10T04:37:00Z,,43.00
2026-04-10T04:46:00Z,59.00,43.00
2026-04-10T05:09:00Z,59.00,43.00
2026-04-10T05:14:00Z,59.00,43.00
2026-04-10T05:29:00Z,59.00,42.50
2026-04-10T05:33:00Z,59.00,43.00
2026-04-10T06:14:00Z,59.00,42.00
2026-04-10T06:55:00Z,60.00,42.00
2026-04-10T06:58:00Z,60.00,42.00
2026-04-10T07:02:00Z,60.00,42.00
2026-04-10T07:10:00Z,60.00,42.00
2026-04-10T07:52:00Z,60.00,42.00
2026-04-10T08:13:00Z,60.00,42.00
2026-04-10T08:48:00Z,60.00,42.00
2026-04-10T09:41:00Z,59.00,42.00
2026-04-10T10:23:00Z,59.00,42.00
2026-04-10T10:42:00Z,60.00,42.00
2026-04-10T10:58:00Z,60.00,40.00
2026-04-10T10:59:00Z,60.00,40.00
2026-04-10T11:00:00Z,60.00,40.00
2026-04-10T11:13:00Z,60.00,41.00
2026-04-10T12:10:00Z,60.00,41.00
2026-04-10T12:27:00Z,60.00,41.00
2026-04-10T12:28:00Z,60.00,41.00
2026-04-10T12:35:00Z,60.00,41.00
2026-04-10T12:42:00Z,60.00,41.00
2026-04-10T12:43:00Z,60.00,41.00
2026-04-10T12:57:00Z,60.00,42.00
2026-04-10T13:11:00Z,58.00,42.00
2026-04-10T13:15:00Z,58.00,42.00
2026-04-10T13:39:00Z,58.00,42.00
2026-04-10T13:41:00Z,58.00,42.00
2026-04-10T13:42:00Z,58.00,42.00
2026-04-10T13:44:00Z,58.00,42.00
2026-04-10T13:52:00Z,58.00,42.00
2026-04-10T13:54:00Z,59.00,42.00
2026-04-10T14:06:00Z,59.00,42.00
2026-04-10T14:11:00Z,59.00,42.00
2026-04-10T14:22:00Z,59.00,42.00
2026-04-10T14:25:00Z,59.00,42.00
2026-04-10T14:37:00Z,59.00,42.00
2026-04-10T14:39:00Z,59.00,42.00
2026-04-10T14:51:00Z,59.00,42.00
2026-04-10T14:52:00Z,59.00,42.00
2026-04-10T14:59:00Z,59.00,42.00
2026-04-10T15:01:00Z,59.00,42.00
2026-04-10T15:04:00Z,59.00,42.00
2026-04-10T15:05:00Z,59.00,42.00
2026-04-10T15:09:00Z,59.00,42.00
2026-04-10T15:21:00Z,59.00,42.00
2026-04-10T15:25:00Z,59.00,42.00
2026-04-10T15:30:00Z,60.00,42.00
2026-04-10T15:34:00Z,60.00,42.00
2026-04-10T15:44:00Z,61.00,42.00
2026-04-10T15:45:00Z,61.00,42.00
2026-04-10T15:47:00Z,61.00,42.00
2026-04-10T15:50:00Z,61.00,42.00
2026-04-10T15:51:00Z,61.00,42.00
2026-04-10T15:55:00Z,61.00,42.00
2026-04-10T15:58:00Z,60.00,42.00
2026-04-10T16:00:00Z,60.00,42.00
2026-04-10T16:01:00Z,60.00,42.00
2026-04-10T16:02:00Z,60.00,42.00
2026-04-10T16:03:00Z,60.63,42.00
2026-04-10T16:04:00Z,60.77,42.00
2026-04-10T16:06:00Z,60.00,42.00
2026-04-10T16:07:00Z,60.00,42.00
2026-04-10T16:08:00Z,60.00,42.00
2026-04-10T16:09:00Z,60.00,42.00
2026-04-10T16:10:00Z,60.00,42.00
2026-04-10T16:11:00Z,57.00,39.55
2026-04-10T16:12:00Z,54.09,46.68
2026-04-10T16:13:00Z,54.42,46.47
2026-04-10T16:14:00Z,53.53,47.00
2026-04-10T16:15:00Z,54.42,47.80
2026-04-10T16:16:00Z,53.87,46.61
2026-04-10T16:17:00Z,52.96,46.79
2026-04-10T16:18:00Z,56.79,43.03
2026-04-10T16:19:00Z,54.10,47.85
2026-04-10T16:20:00Z,51.00,49.99
2026-04-10T16:21:00Z,50.86,50.33
2026-04-10T16:22:00Z,53.82,47.42
2026-04-10T16:23:00Z,55.76,45.62
2026-04-10T16:24:00Z,57.00,43.70
2026-04-10T16:25:00Z,56.06,43.91
2026-04-10T16:26:00Z,58.38,44.21
2026-04-10T16:27:00Z,60.75,42.13
2026-04-10T16:28:00Z,69.54,30.04
2026-04-10T16:29:00Z,73.58,26.24
2026-04-10T16:30:00Z,73.49,26.38
2026-04-10T16:31:00Z,74.78,24.60
2026-04-10T16:32:00Z,77.32,22.65
2026-04-10T16:33:00Z,79.35,19.99
2026-04-10T16:34:00Z,79.62,21.04
2026-04-10T16:35:00Z,79.42,21.73
2026-04-10T16:36:00Z,80.92,18.93
2026-04-10T16:37:00Z,78.64,22.93
2026-04-10T16:38:00Z,76.00,24.00
2026-04-10T16:39:00Z,74.74,24.20
2026-04-10T16:40:00Z,72.27,28.49
2026-04-10T16:41:00Z,76.71,23.15
2026-04-10T16:42:00Z,79.65,20.03
2026-04-10T16:43:00Z,81.41,19.77
2026-04-10T16:44:00Z,82.00,18.88
2026-04-10T16:45:00Z,81.76,19.13
2026-04-10T16:46:00Z,80.83,20.88
2026-04-10T16:47:00Z,80.09,21.10
2026-04-10T16:48:00Z,80.20,20.74
2026-04-10T16:49:00Z,80.12,20.49
2026-04-10T16:50:00Z,82.63,18.79
2026-04-10T16:51:00Z,81.36,21.13
2026-04-10T16:52:00Z,71.73,25.35
2026-04-10T16:53:00Z,74.56,27.61
2026-04-10T16:54:00Z,79.22,22.57
2026-04-10T16:55:00Z,75.68,24.73
2026-04-10T16:56:00Z,75.41,24.37
2026-04-10T16:57:00Z,77.66,25.32
2026-04-10T16:58:00Z,76.62,21.94
2026-04-10T16:59:00Z,75.33,27.43
2026-04-10T17:00:00Z,63.48,39.75
2026-04-10T17:01:00Z,62.22,40.24
2026-04-10T17:02:00Z,65.92,33.17
2026-04-10T17:03:00Z,59.74,41.92
2026-04-10T17:04:00Z,63.29,38.53
2026-04-10T17:05:00Z,63.73,37.01
2026-04-10T17:06:00Z,67.86,33.10
2026-04-10T17:07:00Z,74.98,23.41
2026-04-10T17:08:00Z,77.00,22.57
2026-04-10T17:09:00Z,72.17,25.90
2026-04-10T17:10:00Z,66.47,36.29
2026-04-10T17:11:00Z,65.67,37.55
2026-04-10T17:12:00Z,62.36,35.56
2026-04-10T17:13:00Z,68.14,32.82
2026-04-10T17:14:00Z,55.11,40.89
2026-04-10T17:15:00Z,47.30,55.15
2026-04-10T17:16:00Z,44.91,55.86
2026-04-10T17:17:00Z,49.99,52.89
2026-04-10T17:18:00Z,47.15,53.91
2026-04-10T17:19:00Z,51.41,48.81
2026-04-10T17:20:00Z,50.47,48.49
2026-04-10T17:21:00Z,43.23,55.81
2026-04-10T17:22:00Z,53.24,44.09
2026-04-10T17:23:00Z,50.54,49.96
2026-04-10T17:24:00Z,41.21,63.28
2026-04-10T17:25:00Z,34.43,66.81
2026-04-10T17:26:00Z,34.19,65.11
2026-04-10T17:27:00Z,34.94,66.84
2026-04-10T17:28:00Z,35.00,66.01
2026-04-10T17:29:00Z,34.84,65.08
2026-04-10T17:30:00Z,37.68,64.19
2026-04-10T17:31:00Z,40.54,60.12
2026-04-10T17:32:00Z,41.91,58.92
2026-04-10T17:33:00Z,41.96,59.00
2026-04-10T17:34:00Z,40.08,59.41
2026-04-10T17:35:00Z,44.99,54.97
2026-04-10T17:36:00Z,50.47,51.93
2026-04-10T17:37:00Z,52.25,46.79
2026-04-10T17:38:00Z,52.43,48.19
2026-04-10T17:39:00Z,46.80,54.81
2026-04-10T17:40:00Z,45.37,53.36
2026-04-10T17:41:00Z,41.11,59.74
2026-04-10T17:42:00Z,41.64,59.81
2026-04-10T17:43:00Z,39.23,59.36
2026-04-10T17:44:00Z,40.41,62.29
2026-04-10T17:45:00Z,36.41,62.75
2026-04-10T17:46:00Z,37.17,64.13
2026-04-10T17:47:00Z,33.94,66.09
2026-04-10T17:48:00Z,33.45,65.75
2026-04-10T17:49:00Z,34.87,67.52
2026-04-10T17:50:00Z,33.36,65.91
2026-04-10T17:51:00Z,36.37,65.81
2026-04-10T17:52:00Z,39.70,59.09
2026-04-10T17:53:00Z,41.78,60.24
2026-04-10T17:54:00Z,37.86,64.53
2026-04-10T17:55:00Z,34.97,67.92
2026-04-10T17:56:00Z,32.89,68.72
2026-04-10T17:57:00Z,30.13,73.83
2026-04-10T17:58:00Z,24.82,79.19
2026-04-10T17:59:00Z,29.56,72.06
2026-04-10T18:00:00Z,26.13,76.82
2026-04-10T18:01:00Z,15.49,85.06
2026-04-10T18:02:00Z,15.29,86.75
2026-04-10T18:03:00Z,9.81,91.46
2026-04-10T18:04:00Z,7.09,94.18
2026-04-10T18:05:00Z,4.37,96.13
2026-04-10T18:06:00Z,2.21,98.20
2026-04-10T18:07:00Z,2.61,97.41
2026-04-10T18:08:00Z,5.23,94.97
2026-04-10T18:09:00Z,7.97,94.72
2026-04-10T18:10:00Z,5.85,94.43
2026-04-10T18:11:00Z,5.34,94.95
2026-04-10T18:12:00Z,5.47,95.66
2026-04-10T18:13:00Z,5.68,95.29
2026-04-10T18:14:00Z,7.55,93.41
2026-04-10T18:15:00Z,7.32,94.03
2026-04-10T18:16:00Z,6.11,95.17
2026-04-10T18:17:00Z,4.28,95.91
2026-04-10T18:18:00Z,2.03,98.05
2026-04-10T18:19:00Z,6.46,92.79
2026-04-10T18:20:00Z,1.01,98.98
2026-04-10T18:21:00Z,1.01,99.00
2026-04-10T18:22:00Z,1.01,99.00
