# event_ticker=KXATPMATCH-26MAY08TABCER
# final_score=6-0 6-2
# score_resolution=0-6 2-6
# match_winner=Francisco Cerundolo
# fav_player=Alejandro Tabilo
# dog_player=Francisco Cerundolo
# kalshi_date=2026-05-08
timestamp,Alejandro Tabilo,Francisco Cerundolo
2026-05-08T02:29:00Z,,61.00
2026-05-08T02:33:00Z,40.00,61.00
2026-05-08T02:35:00Z,40.00,61.00
2026-05-08T02:37:00Z,40.00,61.00
2026-05-08T02:38:00Z,40.00,61.00
2026-05-08T03:01:00Z,40.00,61.00
2026-05-08T03:09:00Z,40.00,61.00
2026-05-08T03:12:00Z,40.00,61.00
2026-05-08T03:16:00Z,40.00,61.00
2026-05-08T03:18:00Z,40.00,61.00
2026-05-08T03:21:00Z,40.00,61.00
2026-05-08T03:36:00Z,40.00,61.00
2026-05-08T03:38:00Z,40.00,61.00
2026-05-08T03:51:00Z,40.00,61.00
2026-05-08T03:52:00Z,40.00,61.00
2026-05-08T03:55:00Z,40.00,61.00
2026-05-08T03:59:00Z,40.00,61.00
2026-05-08T04:01:00Z,40.00,61.00
2026-05-08T04:03:00Z,40.00,61.00
2026-05-08T04:04:00Z,40.00,61.00
2026-05-08T04:05:00Z,40.00,61.00
2026-05-08T04:14:00Z,40.00,61.00
2026-05-08T04:18:00Z,40.00,61.00
2026-05-08T04:19:00Z,40.00,61.00
2026-05-08T04:22:00Z,40.00,61.00
2026-05-08T04:24:00Z,40.00,61.00
2026-05-08T04:28:00Z,40.00,61.00
2026-05-08T04:29:00Z,40.00,61.00
2026-05-08T04:31:00Z,40.00,61.00
2026-05-08T04:33:00Z,40.00,61.00
2026-05-08T04:36:00Z,40.00,61.00
2026-05-08T04:39:00Z,40.00,61.00
2026-05-08T04:41:00Z,40.00,61.00
2026-05-08T04:45:00Z,40.00,61.00
2026-05-08T04:46:00Z,40.00,61.00
2026-05-08T04:47:00Z,40.00,61.00
2026-05-08T04:48:00Z,40.00,61.00
2026-05-08T04:49:00Z,40.00,61.00
2026-05-08T04:50:00Z,40.00,61.00
2026-05-08T04:53:00Z,40.00,61.00
2026-05-08T04:54:00Z,40.00,61.00
2026-05-08T04:58:00Z,39.00,61.00
2026-05-08T05:09:00Z,39.00,61.00
2026-05-08T05:12:00Z,39.00,60.00
2026-05-08T05:15:00Z,39.00,61.00
2026-05-08T05:17:00Z,39.16,61.00
2026-05-08T05:18:00Z,39.00,61.00
2026-05-08T05:24:00Z,39.00,61.00
2026-05-08T05:28:00Z,39.34,61.00
2026-05-08T05:32:00Z,39.34,61.00
2026-05-08T05:33:00Z,39.34,62.00
2026-05-08T05:36:00Z,40.00,62.00
2026-05-08T05:42:00Z,40.00,62.00
2026-05-08T05:45:00Z,40.00,62.00
2026-05-08T05:47:00Z,39.00,62.00
2026-05-08T05:49:00Z,39.00,62.00
2026-05-08T05:56:00Z,39.00,62.00
2026-05-08T05:59:00Z,39.00,62.00
2026-05-08T06:04:00Z,39.49,62.04
2026-05-08T06:08:00Z,39.00,62.04
2026-05-08T06:12:00Z,39.00,62.00
2026-05-08T06:21:00Z,39.00,62.00
2026-05-08T06:23:00Z,39.00,62.00
2026-05-08T06:30:00Z,39.00,62.00
2026-05-08T06:34:00Z,39.00,62.00
2026-05-08T06:47:00Z,39.00,62.00
2026-05-08T06:52:00Z,39.00,62.00
2026-05-08T06:56:00Z,39.00,62.00
2026-05-08T07:04:00Z,39.00,62.00
2026-05-08T07:23:00Z,39.00,62.00
2026-05-08T07:27:00Z,39.00,62.00
2026-05-08T07:33:00Z,39.00,62.00
2026-05-08T07:36:00Z,39.00,62.00
2026-05-08T07:37:00Z,39.00,62.00
2026-05-08T07:38:00Z,40.00,62.00
2026-05-08T07:41:00Z,40.00,62.00
2026-05-08T07:46:00Z,40.00,62.00
2026-05-08T07:47:00Z,40.00,62.00
2026-05-08T07:58:00Z,40.00,62.00
2026-05-08T08:06:00Z,40.00,62.00
2026-05-08T08:15:00Z,40.00,62.00
2026-05-08T08:49:00Z,40.00,62.00
2026-05-08T08:54:00Z,40.00,62.00
2026-05-08T09:00:00Z,40.00,62.00
2026-05-08T09:04:00Z,40.00,62.00
2026-05-08T09:08:00Z,40.00,62.00
2026-05-08T09:12:00Z,40.00,61.00
2026-05-08T09:14:00Z,40.00,61.00
2026-05-08T09:15:00Z,40.00,61.00
2026-05-08T09:36:00Z,40.00,61.00
2026-05-08T09:46:00Z,40.00,61.00
2026-05-08T09:47:00Z,40.00,61.00
2026-05-08T09:50:00Z,40.00,61.00
2026-05-08T09:53:00Z,40.00,61.00
2026-05-08T10:03:00Z,40.00,61.00
2026-05-08T10:04:00Z,40.00,61.00
2026-05-08T10:05:00Z,40.00,61.00
2026-05-08T10:10:00Z,40.00,61.00
2026-05-08T10:18:00Z,40.00,61.00
2026-05-08T10:20:00Z,40.00,61.00
2026-05-08T10:22:00Z,40.00,61.00
2026-05-08T10:24:00Z,40.00,61.00
2026-05-08T10:27:00Z,40.00,61.00
2026-05-08T10:37:00Z,40.00,61.00
2026-05-08T10:45:00Z,40.00,61.00
2026-05-08T10:46:00Z,40.00,61.00
2026-05-08T10:48:00Z,40.00,61.00
2026-05-08T10:50:00Z,40.00,61.00
2026-05-08T10:51:00Z,40.00,61.00
2026-05-08T10:52:00Z,40.00,61.00
2026-05-08T10:54:00Z,40.00,61.00
2026-05-08T10:56:00Z,40.00,61.00
2026-05-08T10:57:00Z,40.00,61.00
2026-05-08T11:02:00Z,40.00,61.00
2026-05-08T11:10:00Z,40.00,61.00
2026-05-08T11:19:00Z,40.00,61.00
2026-05-08T11:21:00Z,39.00,61.00
