# event_ticker=KXATPMATCH-26MAY08TABCER
# final_score=6-0 6-2
# score_resolution=0-6 2-6
# match_winner=Francisco Cerundolo
# fav_player=Alejandro Tabilo
# dog_player=Francisco Cerundolo
# kalshi_date=2026-05-08
timestamp,Alejandro Tabilo,Francisco Cerundolo
2026-05-08T11:27:00Z,39.00,61.00
2026-05-08T11:28:00Z,40.00,61.00
2026-05-08T11:29:00Z,40.00,61.00
2026-05-08T11:30:00Z,40.00,61.00
2026-05-08T11:31:00Z,40.00,61.00
2026-05-08T11:33:00Z,40.00,60.00
2026-05-08T11:34:00Z,40.00,61.00
2026-05-08T11:35:00Z,40.00,61.00
2026-05-08T11:36:00Z,40.00,61.00
2026-05-08T11:40:00Z,40.00,61.00
2026-05-08T11:42:00Z,40.00,61.00
2026-05-08T11:43:00Z,40.00,61.00
2026-05-08T11:47:00Z,40.00,61.00
2026-05-08T11:48:00Z,40.00,60.00
2026-05-08T11:49:00Z,40.00,60.15
2026-05-08T11:50:00Z,40.00,61.00
2026-05-08T11:53:00Z,40.00,61.00
2026-05-08T11:54:00Z,40.00,61.00
2026-05-08T11:55:00Z,40.00,61.00
2026-05-08T11:58:00Z,40.00,61.00
2026-05-08T12:03:00Z,40.00,61.00
2026-05-08T12:04:00Z,40.20,61.00
2026-05-08T12:05:00Z,41.00,61.00
2026-05-08T12:07:00Z,41.00,61.00
2026-05-08T12:09:00Z,41.00,61.00
2026-05-08T12:10:00Z,41.00,60.00
2026-05-08T12:11:00Z,41.00,59.00
2026-05-08T12:12:00Z,41.00,60.00
2026-05-08T12:13:00Z,41.00,60.00
2026-05-08T12:15:00Z,41.00,60.00
2026-05-08T12:16:00Z,41.00,60.00
2026-05-08T12:17:00Z,42.76,60.00
2026-05-08T12:18:00Z,42.00,60.00
2026-05-08T12:19:00Z,42.00,60.00
2026-05-08T12:20:00Z,42.00,59.00
2026-05-08T12:21:00Z,41.79,60.00
2026-05-08T12:22:00Z,42.44,60.00
2026-05-08T12:23:00Z,43.00,60.00
2026-05-08T12:24:00Z,43.00,60.00
2026-05-08T12:25:00Z,43.00,60.00
2026-05-08T12:26:00Z,43.00,60.00
2026-05-08T12:27:00Z,43.00,60.00
2026-05-08T12:28:00Z,43.00,60.00
2026-05-08T12:30:00Z,43.00,60.00
2026-05-08T12:35:00Z,43.00,60.00
2026-05-08T12:37:00Z,43.00,60.00
2026-05-08T12:38:00Z,43.00,60.00
2026-05-08T12:39:00Z,43.00,60.00
2026-05-08T12:41:00Z,43.00,60.00
2026-05-08T12:42:00Z,43.00,60.00
2026-05-08T12:43:00Z,43.00,60.00
2026-05-08T12:44:00Z,43.00,60.00
2026-05-08T12:45:00Z,43.00,59.00
2026-05-08T12:46:00Z,43.00,59.00
2026-05-08T12:47:00Z,43.00,60.00
2026-05-08T12:48:00Z,43.00,60.00
2026-05-08T12:49:00Z,41.02,60.00
2026-05-08T12:51:00Z,42.93,60.00
2026-05-08T12:52:00Z,42.93,59.67
2026-05-08T12:54:00Z,43.00,59.67
2026-05-08T12:55:00Z,43.00,60.00
2026-05-08T12:57:00Z,43.00,60.00
2026-05-08T12:58:00Z,41.43,59.00
2026-05-08T13:00:00Z,42.00,60.00
2026-05-08T13:01:00Z,41.01,60.00
2026-05-08T13:02:00Z,41.01,60.00
2026-05-08T13:05:00Z,41.01,60.00
2026-05-08T13:08:00Z,42.00,59.00
2026-05-08T13:09:00Z,42.00,60.00
2026-05-08T13:10:00Z,42.00,60.00
2026-05-08T13:11:00Z,42.00,60.00
2026-05-08T13:13:00Z,42.00,60.00
2026-05-08T13:14:00Z,42.00,60.00
2026-05-08T13:15:00Z,42.00,60.00
2026-05-08T13:17:00Z,42.00,60.00
2026-05-08T13:18:00Z,42.00,60.00
2026-05-08T13:19:00Z,42.00,60.00
2026-05-08T13:20:00Z,42.00,60.00
2026-05-08T13:21:00Z,42.00,60.00
2026-05-08T13:26:00Z,42.00,60.00
2026-05-08T13:28:00Z,42.00,60.00
2026-05-08T13:30:00Z,42.90,60.00
2026-05-08T13:32:00Z,42.49,60.00
2026-05-08T13:33:00Z,42.00,60.00
2026-05-08T13:34:00Z,42.00,60.00
2026-05-08T13:35:00Z,42.00,60.00
2026-05-08T13:38:00Z,42.00,60.00
2026-05-08T13:39:00Z,42.00,60.00
2026-05-08T13:40:00Z,42.00,60.00
2026-05-08T13:42:00Z,42.00,60.00
2026-05-08T13:43:00Z,42.00,60.00
2026-05-08T13:45:00Z,42.00,59.14
2026-05-08T13:46:00Z,41.00,59.00
2026-05-08T13:47:00Z,41.00,59.00
2026-05-08T13:51:00Z,41.00,60.00
2026-05-08T13:52:00Z,43.00,60.00
2026-05-08T13:53:00Z,43.00,60.00
2026-05-08T13:55:00Z,43.00,60.00
2026-05-08T13:56:00Z,43.00,60.00
2026-05-08T13:57:00Z,43.00,60.00
2026-05-08T13:58:00Z,43.00,60.00
2026-05-08T13:59:00Z,43.00,60.00
2026-05-08T14:00:00Z,43.00,60.00
2026-05-08T14:01:00Z,43.00,60.00
2026-05-08T14:02:00Z,43.00,59.00
2026-05-08T14:03:00Z,43.00,59.00
2026-05-08T14:04:00Z,43.00,58.31
2026-05-08T14:05:00Z,43.00,58.00
2026-05-08T14:06:00Z,43.00,58.00
2026-05-08T14:07:00Z,43.00,58.00
2026-05-08T14:08:00Z,43.00,58.00
2026-05-08T14:09:00Z,43.00,58.00
2026-05-08T14:10:00Z,43.00,58.00
2026-05-08T14:11:00Z,43.02,58.00
2026-05-08T14:12:00Z,43.00,58.00
2026-05-08T14:13:00Z,43.00,58.00
2026-05-08T14:14:00Z,43.00,57.51
2026-05-08T14:15:00Z,43.00,58.00
2026-05-08T14:16:00Z,43.00,58.00
2026-05-08T14:17:00Z,43.00,58.00
2026-05-08T14:18:00Z,43.00,58.00
2026-05-08T14:19:00Z,43.00,58.00
2026-05-08T14:20:00Z,43.00,58.00
2026-05-08T14:21:00Z,42.96,58.13
2026-05-08T14:22:00Z,41.50,59.69
2026-05-08T14:23:00Z,37.90,64.24
2026-05-08T14:24:00Z,37.63,64.33
2026-05-08T14:25:00Z,33.99,66.32
2026-05-08T14:26:00Z,36.49,64.47
2026-05-08T14:27:00Z,34.31,70.00
2026-05-08T14:28:00Z,30.06,70.99
2026-05-08T14:29:00Z,30.30,70.93
2026-05-08T14:30:00Z,29.85,71.94
2026-05-08T14:31:00Z,27.59,73.60
2026-05-08T14:32:00Z,26.07,74.44
2026-05-08T14:33:00Z,28.00,72.35
2026-05-08T14:34:00Z,27.20,73.05
2026-05-08T14:35:00Z,27.00,74.02
2026-05-08T14:36:00Z,25.51,75.56
2026-05-08T14:37:00Z,23.24,76.79
2026-05-08T14:38:00Z,19.49,80.19
2026-05-08T14:39:00Z,19.23,80.97
2026-05-08T14:40:00Z,19.00,82.00
2026-05-08T14:41:00Z,17.98,83.00
2026-05-08T14:42:00Z,17.36,82.83
2026-05-08T14:43:00Z,18.00,83.00
2026-05-08T14:44:00Z,16.53,83.66
2026-05-08T14:45:00Z,16.02,84.68
2026-05-08T14:46:00Z,15.04,85.50
2026-05-08T14:47:00Z,14.76,85.99
2026-05-08T14:48:00Z,15.00,86.03
2026-05-08T14:49:00Z,13.12,87.00
2026-05-08T14:50:00Z,13.04,87.00
2026-05-08T14:51:00Z,13.87,86.83
2026-05-08T14:52:00Z,12.99,87.97
2026-05-08T14:53:00Z,13.00,87.09
2026-05-08T14:54:00Z,12.07,86.55
2026-05-08T14:55:00Z,8.22,92.81
2026-05-08T14:56:00Z,9.54,92.90
2026-05-08T14:57:00Z,3.90,95.06
2026-05-08T14:58:00Z,4.82,95.65
2026-05-08T14:59:00Z,4.00,96.00
2026-05-08T15:00:00Z,3.96,96.30
2026-05-08T15:01:00Z,3.01,97.76
2026-05-08T15:02:00Z,2.93,95.85
2026-05-08T15:03:00Z,5.00,96.16
2026-05-08T15:04:00Z,4.58,95.02
2026-05-08T15:05:00Z,5.00,96.85
2026-05-08T15:06:00Z,3.70,97.18
2026-05-08T15:07:00Z,4.01,95.69
2026-05-08T15:08:00Z,4.99,95.57
2026-05-08T15:09:00Z,4.73,95.94
2026-05-08T15:10:00Z,4.84,95.26
2026-05-08T15:11:00Z,4.62,95.11
2026-05-08T15:12:00Z,2.76,97.00
2026-05-08T15:13:00Z,3.51,96.94
2026-05-08T15:14:00Z,3.73,96.24
2026-05-08T15:15:00Z,3.00,96.36
2026-05-08T15:16:00Z,2.00,96.02
2026-05-08T15:17:00Z,2.18,97.22
2026-05-08T15:18:00Z,1.01,99.00
2026-05-08T15:19:00Z,1.00,99.00
2026-05-08T15:20:00Z,1.00,99.00
2026-05-08T15:21:00Z,1.00,99.00
2026-05-08T15:22:00Z,1.02,98.95
2026-05-08T15:23:00Z,2.06,97.08
2026-05-08T15:24:00Z,1.98,98.36
2026-05-08T15:25:00Z,1.00,99.00
2026-05-08T15:26:00Z,1.00,99.00
2026-05-08T15:27:00Z,1.00,99.00
2026-05-08T15:28:00Z,1.00,99.00
2026-05-08T15:29:00Z,1.00,99.00
2026-05-08T15:31:00Z,1.00,99.00
2026-05-08T15:32:00Z,1.00,99.00
