# event_ticker=KXATPMATCH-25OCT25HUMDAV
# final_score=7-6(4) 3-1 RET
# match_winner=Alejandro Davidovich Fokina
# fav_player=Alejandro Davidovich Fokina
# dog_player=Ugo Humbert
# kalshi_date=2025-10-25
timestamp,Alejandro Davidovich Fokina,Ugo Humbert
2025-10-25T04:22:00Z,,62.00
2025-10-25T04:24:00Z,39.00,62.00
2025-10-25T04:51:00Z,39.00,62.00
2025-10-25T05:12:00Z,39.00,62.00
2025-10-25T05:13:00Z,39.00,63.00
2025-10-25T05:18:00Z,39.00,63.00
2025-10-25T05:35:00Z,39.00,63.00
2025-10-25T05:49:00Z,39.00,63.00
2025-10-25T05:50:00Z,39.00,63.00
2025-10-25T06:02:00Z,39.00,63.00
2025-10-25T06:04:00Z,39.00,63.00
2025-10-25T06:08:00Z,39.00,63.00
2025-10-25T06:16:00Z,39.00,63.00
2025-10-25T06:34:00Z,39.00,63.00
2025-10-25T06:38:00Z,39.00,63.00
2025-10-25T06:39:00Z,39.00,63.00
2025-10-25T06:40:00Z,39.00,63.00
2025-10-25T06:45:00Z,39.00,63.00
2025-10-25T06:53:00Z,39.00,63.00
2025-10-25T06:59:00Z,39.00,63.00
2025-10-25T07:07:00Z,39.00,63.00
2025-10-25T07:44:00Z,39.00,63.00
2025-10-25T07:49:00Z,39.00,63.00
2025-10-25T07:53:00Z,39.00,63.00
2025-10-25T08:19:00Z,39.00,63.00
2025-10-25T08:46:00Z,39.00,63.00
2025-10-25T08:50:00Z,39.00,63.00
2025-10-25T08:54:00Z,39.00,63.00
2025-10-25T09:10:00Z,39.00,63.00
2025-10-25T09:17:00Z,39.00,63.00
2025-10-25T09:25:00Z,39.00,63.00
2025-10-25T09:51:00Z,39.00,63.00
2025-10-25T09:53:00Z,39.00,62.00
2025-10-25T09:54:00Z,39.00,62.00
2025-10-25T10:02:00Z,41.00,62.00
2025-10-25T10:03:00Z,41.00,62.00
2025-10-25T10:13:00Z,41.00,62.00
2025-10-25T10:35:00Z,41.00,62.00
2025-10-25T10:39:00Z,41.00,62.00
2025-10-25T10:45:00Z,41.00,62.00
2025-10-25T10:46:00Z,41.00,61.00
2025-10-25T10:53:00Z,41.00,60.00
2025-10-25T10:59:00Z,41.00,60.00
2025-10-25T11:01:00Z,41.00,59.00
2025-10-25T11:03:00Z,41.00,59.00
2025-10-25T11:22:00Z,43.00,59.00
2025-10-25T11:24:00Z,43.00,58.00
2025-10-25T11:27:00Z,43.00,58.00
