# event_ticker=KXATPCHALLENGERMATCH-26APR08TRABRA
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Stefano Travaglia
# fav_player=Raul Brancaccio
# dog_player=Stefano Travaglia
# kalshi_date=2026-04-08
timestamp,Raul Brancaccio,Stefano Travaglia
2026-04-07T23:24:00Z,,70.00
2026-04-07T23:43:00Z,,70.89
2026-04-08T00:28:00Z,,71.00
2026-04-08T00:36:00Z,,71.00
2026-04-08T00:39:00Z,,71.00
2026-04-08T00:59:00Z,,71.00
2026-04-08T02:50:00Z,,71.00
2026-04-08T03:19:00Z,31.00,71.00
2026-04-08T03:21:00Z,31.00,71.00
2026-04-08T03:23:00Z,31.00,71.00
2026-04-08T03:24:00Z,31.00,72.00
2026-04-08T03:31:00Z,31.00,72.00
2026-04-08T03:34:00Z,31.00,72.00
2026-04-08T03:38:00Z,31.00,72.00
2026-04-08T03:44:00Z,31.00,72.00
2026-04-08T03:54:00Z,31.00,71.00
2026-04-08T03:59:00Z,31.00,70.00
2026-04-08T04:20:00Z,31.00,70.00
2026-04-08T04:23:00Z,31.00,70.00
2026-04-08T04:48:00Z,31.00,70.97
2026-04-08T04:50:00Z,29.00,70.97
2026-04-08T04:51:00Z,29.00,71.00
2026-04-08T04:52:00Z,29.00,71.00
2026-04-08T04:58:00Z,29.00,71.00
2026-04-08T05:01:00Z,29.00,71.00
2026-04-08T05:03:00Z,29.00,71.00
2026-04-08T05:05:00Z,29.00,71.00
2026-04-08T05:08:00Z,29.00,71.00
2026-04-08T05:15:00Z,29.00,73.00
2026-04-08T05:20:00Z,29.00,71.00
2026-04-08T05:39:00Z,29.00,71.00
2026-04-08T05:45:00Z,29.00,73.00
2026-04-08T05:48:00Z,29.00,73.00
2026-04-08T05:49:00Z,29.00,71.00
2026-04-08T05:53:00Z,29.00,71.00
2026-04-08T05:54:00Z,29.00,73.00
2026-04-08T05:55:00Z,29.00,73.00
2026-04-08T06:04:00Z,29.00,73.00
2026-04-08T06:11:00Z,29.00,73.00
2026-04-08T06:16:00Z,29.00,73.00
2026-04-08T06:17:00Z,29.00,72.04
2026-04-08T06:25:00Z,29.00,73.00
2026-04-08T06:28:00Z,29.00,73.00
2026-04-08T06:33:00Z,29.00,73.00
2026-04-08T06:34:00Z,29.00,73.00
2026-04-08T06:54:00Z,27.00,73.64
2026-04-08T06:55:00Z,27.00,75.97
2026-04-08T06:56:00Z,27.00,73.00
2026-04-08T06:57:00Z,27.00,75.00
2026-04-08T07:01:00Z,27.70,75.00
2026-04-08T07:03:00Z,28.00,75.00
2026-04-08T07:10:00Z,27.00,75.00
2026-04-08T07:11:00Z,25.00,75.00
2026-04-08T07:25:00Z,27.00,75.00
2026-04-08T07:26:00Z,27.00,73.00
2026-04-08T07:30:00Z,27.93,77.26
2026-04-08T07:31:00Z,25.00,78.00
2026-04-08T07:33:00Z,25.00,77.00
2026-04-08T07:47:00Z,25.00,77.00
2026-04-08T08:07:00Z,26.19,76.00
2026-04-08T08:09:00Z,24.00,76.00
2026-04-08T08:10:00Z,24.00,76.00
2026-04-08T08:14:00Z,26.00,76.00
2026-04-08T08:16:00Z,26.00,75.00
2026-04-08T08:17:00Z,25.00,76.30
2026-04-08T08:18:00Z,25.00,76.00
2026-04-08T08:19:00Z,25.00,77.00
2026-04-08T08:20:00Z,25.00,77.00
2026-04-08T08:24:00Z,25.00,77.00
2026-04-08T08:26:00Z,25.82,77.00
2026-04-08T08:28:00Z,25.82,75.00
2026-04-08T08:29:00Z,25.82,75.85
2026-04-08T08:30:00Z,25.60,75.85
2026-04-08T08:33:00Z,25.00,76.44
2026-04-08T08:34:00Z,25.00,76.55
2026-04-08T08:35:00Z,25.71,77.00
2026-04-08T08:36:00Z,26.00,77.00
2026-04-08T08:37:00Z,26.00,77.00
2026-04-08T08:38:00Z,26.99,70.41
2026-04-08T08:39:00Z,30.95,75.04
2026-04-08T08:40:00Z,30.03,73.27
2026-04-08T08:41:00Z,26.70,72.69
2026-04-08T08:42:00Z,25.04,74.98
2026-04-08T08:43:00Z,28.76,73.20
2026-04-08T08:44:00Z,31.90,73.20
2026-04-08T08:45:00Z,33.87,68.54
2026-04-08T08:46:00Z,32.08,71.64
2026-04-08T08:47:00Z,28.38,73.92
2026-04-08T08:48:00Z,28.00,73.00
2026-04-08T08:49:00Z,30.33,72.00
2026-04-08T08:50:00Z,25.04,75.14
2026-04-08T08:51:00Z,18.94,80.12
2026-04-08T08:52:00Z,18.14,82.24
2026-04-08T08:53:00Z,19.12,83.67
2026-04-08T08:54:00Z,14.39,86.11
2026-04-08T08:55:00Z,14.00,88.00
2026-04-08T08:56:00Z,14.00,86.00
2026-04-08T08:57:00Z,13.33,90.79
2026-04-08T08:58:00Z,16.38,86.00
2026-04-08T08:59:00Z,17.92,86.00
2026-04-08T09:00:00Z,13.54,84.83
2026-04-08T09:01:00Z,14.77,87.78
2026-04-08T09:02:00Z,15.00,86.02
2026-04-08T09:03:00Z,15.00,89.00
2026-04-08T09:04:00Z,13.00,89.00
2026-04-08T09:05:00Z,14.35,89.00
2026-04-08T09:06:00Z,9.80,92.67
2026-04-08T09:07:00Z,8.43,93.19
2026-04-08T09:08:00Z,9.00,91.05
2026-04-08T09:09:00Z,8.99,92.36
2026-04-08T09:10:00Z,9.00,92.36
2026-04-08T09:11:00Z,9.00,92.36
2026-04-08T09:12:00Z,9.00,92.02
2026-04-08T09:13:00Z,9.00,93.00
2026-04-08T09:14:00Z,8.14,94.48
2026-04-08T09:15:00Z,7.31,94.17
2026-04-08T09:16:00Z,8.39,92.98
2026-04-08T09:17:00Z,8.23,92.98
2026-04-08T09:18:00Z,9.96,91.02
2026-04-08T09:19:00Z,10.72,90.90
2026-04-08T09:20:00Z,8.26,94.00
2026-04-08T09:21:00Z,6.70,94.00
2026-04-08T09:22:00Z,6.86,94.00
2026-04-08T09:23:00Z,8.00,94.00
2026-04-08T09:24:00Z,4.68,95.67
2026-04-08T09:25:00Z,2.07,97.45
2026-04-08T09:26:00Z,1.18,98.00
2026-04-08T09:27:00Z,2.56,98.91
2026-04-08T09:28:00Z,2.17,99.00
2026-04-08T09:29:00Z,3.00,97.60
2026-04-08T09:30:00Z,2.76,99.00
2026-04-08T09:31:00Z,2.66,99.00
2026-04-08T09:32:00Z,2.97,99.00
2026-04-08T09:33:00Z,1.02,98.00
2026-04-08T09:34:00Z,1.33,97.05
2026-04-08T09:35:00Z,1.00,98.00
2026-04-08T09:36:00Z,1.00,98.00
2026-04-08T09:38:00Z,1.00,98.00
2026-04-08T09:39:00Z,1.00,97.60
2026-04-08T09:40:00Z,1.81,99.00
2026-04-08T09:41:00Z,1.51,99.00
2026-04-08T09:42:00Z,1.00,99.00
2026-04-08T09:44:00Z,1.00,99.00
