# event_ticker=KXATPCHALLENGERMATCH-26MAR31MORMAT
# final_score=4-6 6-4 6-0
# score_resolution=6-4 4-6 0-6
# match_winner=Hiroki Moriya
# fav_player=Koki Matsuda
# dog_player=Hiroki Moriya
# kalshi_date=2026-03-31
timestamp,Koki Matsuda,Hiroki Moriya
2026-03-31T05:58:00Z,41.00,61.98
2026-03-31T06:03:00Z,41.00,61.75
2026-03-31T06:05:00Z,42.00,61.75
2026-03-31T06:06:00Z,42.00,61.99
2026-03-31T06:07:00Z,42.00,61.00
2026-03-31T06:13:00Z,42.00,61.00
2026-03-31T06:15:00Z,41.01,61.00
2026-03-31T06:17:00Z,41.01,62.00
2026-03-31T06:25:00Z,41.01,62.00
2026-03-31T06:39:00Z,41.01,62.00
2026-03-31T06:42:00Z,38.00,62.00
2026-03-31T06:45:00Z,38.00,62.00
2026-03-31T06:46:00Z,41.00,62.00
2026-03-31T06:47:00Z,41.61,62.00
2026-03-31T06:48:00Z,41.61,62.00
2026-03-31T06:49:00Z,41.61,62.00
2026-03-31T06:50:00Z,41.86,62.00
2026-03-31T06:51:00Z,42.79,61.92
2026-03-31T06:52:00Z,41.00,61.90
2026-03-31T06:53:00Z,41.00,62.68
2026-03-31T06:54:00Z,41.35,62.68
2026-03-31T06:55:00Z,41.54,61.90
2026-03-31T06:56:00Z,41.00,61.69
2026-03-31T06:57:00Z,39.42,62.94
2026-03-31T06:58:00Z,42.06,59.82
2026-03-31T06:59:00Z,38.70,63.52
2026-03-31T07:00:00Z,44.24,57.98
2026-03-31T07:01:00Z,45.71,57.00
2026-03-31T07:02:00Z,44.51,57.11
2026-03-31T07:03:00Z,39.63,62.00
2026-03-31T07:04:00Z,37.00,65.00
2026-03-31T07:05:00Z,35.71,68.69
2026-03-31T07:06:00Z,41.46,60.87
2026-03-31T07:07:00Z,42.81,57.07
2026-03-31T07:08:00Z,42.87,58.48
2026-03-31T07:09:00Z,43.25,57.00
2026-03-31T07:10:00Z,45.26,55.50
2026-03-31T07:11:00Z,45.26,56.64
2026-03-31T07:12:00Z,42.89,59.24
2026-03-31T07:13:00Z,41.00,61.71
2026-03-31T07:14:00Z,38.49,66.00
2026-03-31T07:15:00Z,35.00,64.97
2026-03-31T07:16:00Z,42.00,62.93
2026-03-31T07:17:00Z,37.86,62.08
2026-03-31T07:18:00Z,42.75,57.73
2026-03-31T07:19:00Z,39.00,56.64
2026-03-31T07:20:00Z,39.00,63.90
2026-03-31T07:21:00Z,36.91,65.00
2026-03-31T07:22:00Z,40.09,60.00
2026-03-31T07:23:00Z,41.00,60.00
2026-03-31T07:24:00Z,41.35,60.00
2026-03-31T07:25:00Z,41.80,59.74
2026-03-31T07:26:00Z,41.80,58.07
2026-03-31T07:27:00Z,41.09,58.00
2026-03-31T07:28:00Z,41.09,61.00
2026-03-31T07:29:00Z,40.13,60.29
2026-03-31T07:30:00Z,39.00,62.91
2026-03-31T07:31:00Z,37.14,65.00
2026-03-31T07:32:00Z,43.61,57.60
2026-03-31T07:33:00Z,43.54,60.20
2026-03-31T07:34:00Z,40.73,60.02
2026-03-31T07:35:00Z,38.81,60.02
2026-03-31T07:36:00Z,35.09,65.25
2026-03-31T07:37:00Z,32.32,70.00
2026-03-31T07:38:00Z,35.33,66.03
2026-03-31T07:39:00Z,31.38,71.80
2026-03-31T07:40:00Z,31.87,66.43
2026-03-31T07:41:00Z,37.45,59.50
2026-03-31T07:42:00Z,39.97,59.00
2026-03-31T07:43:00Z,45.73,55.15
2026-03-31T07:44:00Z,53.76,51.97
2026-03-31T07:45:00Z,53.12,48.13
2026-03-31T07:46:00Z,52.16,55.54
2026-03-31T07:47:00Z,64.68,41.59
2026-03-31T07:48:00Z,66.65,35.00
2026-03-31T07:49:00Z,66.91,34.69
2026-03-31T07:50:00Z,66.03,41.56
2026-03-31T07:51:00Z,65.26,36.98
2026-03-31T07:52:00Z,70.59,30.79
2026-03-31T07:53:00Z,68.86,33.30
2026-03-31T07:54:00Z,70.54,32.93
2026-03-31T07:55:00Z,70.11,30.94
2026-03-31T07:56:00Z,64.12,37.61
2026-03-31T07:57:00Z,59.63,43.33
2026-03-31T07:58:00Z,51.22,54.69
2026-03-31T07:59:00Z,44.65,57.60
2026-03-31T08:00:00Z,44.20,58.17
2026-03-31T08:01:00Z,42.79,58.04
2026-03-31T08:02:00Z,42.63,57.50
2026-03-31T08:03:00Z,43.25,57.53
2026-03-31T08:04:00Z,45.34,56.32
2026-03-31T08:05:00Z,43.67,58.37
2026-03-31T08:06:00Z,39.20,60.11
2026-03-31T08:07:00Z,44.85,55.36
2026-03-31T08:08:00Z,45.98,56.00
2026-03-31T08:09:00Z,45.64,56.16
2026-03-31T08:10:00Z,49.44,51.03
2026-03-31T08:11:00Z,56.49,50.24
2026-03-31T08:12:00Z,63.70,37.32
2026-03-31T08:13:00Z,69.35,31.82
2026-03-31T08:14:00Z,71.39,30.22
2026-03-31T08:15:00Z,73.96,27.04
2026-03-31T08:16:00Z,73.15,28.86
2026-03-31T08:17:00Z,67.67,34.08
2026-03-31T08:18:00Z,67.33,35.06
2026-03-31T08:19:00Z,66.48,34.57
2026-03-31T08:20:00Z,61.57,38.28
2026-03-31T08:21:00Z,60.97,40.02
2026-03-31T08:22:00Z,61.81,40.24
2026-03-31T08:23:00Z,59.15,44.12
2026-03-31T08:24:00Z,56.86,42.90
2026-03-31T08:25:00Z,45.05,54.78
2026-03-31T08:26:00Z,44.39,57.21
2026-03-31T08:27:00Z,44.61,59.77
2026-03-31T08:28:00Z,43.37,56.41
2026-03-31T08:29:00Z,38.84,63.92
2026-03-31T08:30:00Z,41.72,62.94
2026-03-31T08:31:00Z,34.15,65.40
2026-03-31T08:32:00Z,35.44,64.58
2026-03-31T08:33:00Z,35.88,63.90
2026-03-31T08:34:00Z,36.92,63.16
2026-03-31T08:35:00Z,35.35,64.45
2026-03-31T08:36:00Z,36.00,64.88
2026-03-31T08:37:00Z,38.34,63.07
2026-03-31T08:38:00Z,38.69,59.05
2026-03-31T08:39:00Z,38.75,63.74
2026-03-31T08:40:00Z,30.96,71.30
2026-03-31T08:41:00Z,28.74,69.29
2026-03-31T08:42:00Z,16.35,81.76
2026-03-31T08:43:00Z,16.22,84.34
2026-03-31T08:44:00Z,18.72,81.25
2026-03-31T08:45:00Z,20.99,82.54
2026-03-31T08:46:00Z,20.31,81.85
2026-03-31T08:47:00Z,22.84,77.64
2026-03-31T08:48:00Z,20.34,79.33
2026-03-31T08:49:00Z,14.53,84.52
2026-03-31T08:50:00Z,13.97,85.20
2026-03-31T08:51:00Z,10.22,89.42
2026-03-31T08:52:00Z,5.13,95.38
2026-03-31T08:53:00Z,3.84,95.77
2026-03-31T08:54:00Z,2.77,96.20
2026-03-31T08:55:00Z,3.83,97.11
2026-03-31T08:56:00Z,1.87,97.87
2026-03-31T08:57:00Z,1.00,98.13
2026-03-31T08:58:00Z,1.00,98.35
2026-03-31T08:59:00Z,1.00,99.00
2026-03-31T09:00:00Z,1.00,99.00
2026-03-31T09:01:00Z,1.00,99.00
2026-03-31T09:02:00Z,1.00,99.00
2026-03-31T09:03:00Z,1.00,99.00
2026-03-31T09:04:00Z,1.00,99.00
2026-03-31T09:05:00Z,1.00,99.00
2026-03-31T09:06:00Z,1.00,99.00
2026-03-31T09:07:00Z,1.00,99.00
2026-03-31T09:08:00Z,1.00,99.00
2026-03-31T09:11:00Z,1.00,99.00
2026-03-31T09:12:00Z,1.00,99.00
2026-03-31T09:13:00Z,1.00,99.00
