# event_ticker=KXATPCHALLENGERMATCH-26APR15SAKTOR
# final_score=6-7(4) 6-2 6-0
# score_resolution=6-7 6-2 6-0
# match_winner=Juan Bautista Torres
# fav_player=Juan Bautista Torres
# dog_player=Pedro Sakamoto
# kalshi_date=2026-04-15
timestamp,Juan Bautista Torres,Pedro Sakamoto
2026-04-15T09:05:00Z,71.00,
2026-04-15T09:13:00Z,71.61,
2026-04-15T09:15:00Z,72.00,30.00
2026-04-15T09:18:00Z,71.60,30.00
2026-04-15T09:26:00Z,72.00,30.00
2026-04-15T09:48:00Z,72.00,30.00
2026-04-15T10:34:00Z,72.00,30.00
2026-04-15T10:52:00Z,75.00,30.00
2026-04-15T11:02:00Z,75.00,30.00
2026-04-15T11:53:00Z,75.00,30.00
2026-04-15T11:58:00Z,75.00,30.00
2026-04-15T12:16:00Z,75.00,30.00
2026-04-15T12:59:00Z,75.00,30.00
2026-04-15T13:37:00Z,75.00,30.00
2026-04-15T13:54:00Z,75.00,30.00
2026-04-15T14:13:00Z,76.00,30.00
2026-04-15T14:17:00Z,76.00,30.00
2026-04-15T14:21:00Z,76.00,30.00
2026-04-15T14:32:00Z,76.00,30.00
2026-04-15T14:47:00Z,76.00,30.00
2026-04-15T15:29:00Z,76.00,25.00
2026-04-15T15:44:00Z,76.00,25.00
2026-04-15T16:04:00Z,77.00,25.00
2026-04-15T16:10:00Z,76.00,25.00
2026-04-15T16:13:00Z,76.00,24.00
2026-04-15T16:15:00Z,76.00,24.00
2026-04-15T16:16:00Z,77.00,24.00
2026-04-15T16:21:00Z,77.00,24.00
2026-04-15T16:30:00Z,76.00,24.00
2026-04-15T16:41:00Z,76.00,24.00
2026-04-15T16:45:00Z,77.00,24.00
2026-04-15T16:52:00Z,77.00,24.00
2026-04-15T17:36:00Z,76.00,24.00
2026-04-15T17:44:00Z,77.00,24.00
2026-04-15T17:48:00Z,77.00,24.00
2026-04-15T17:49:00Z,77.00,24.00
2026-04-15T17:50:00Z,76.50,24.00
2026-04-15T17:52:00Z,76.00,24.00
2026-04-15T18:14:00Z,77.00,24.00
2026-04-15T18:22:00Z,77.00,24.00
2026-04-15T18:24:00Z,77.00,24.00
2026-04-15T18:29:00Z,76.00,24.00
2026-04-15T18:44:00Z,77.00,24.00
2026-04-15T18:45:00Z,77.00,24.00
2026-04-15T18:55:00Z,77.00,25.00
2026-04-15T18:58:00Z,76.00,25.00
2026-04-15T19:00:00Z,77.00,25.00
2026-04-15T19:04:00Z,76.20,25.00
2026-04-15T19:05:00Z,77.00,25.00
2026-04-15T19:13:00Z,77.00,25.00
2026-04-15T20:00:00Z,77.00,24.00
2026-04-15T20:02:00Z,77.00,24.00
2026-04-15T20:04:00Z,77.00,24.00
2026-04-15T20:05:00Z,77.00,24.70
2026-04-15T20:09:00Z,76.62,24.00
2026-04-15T20:10:00Z,76.62,26.74
2026-04-15T20:11:00Z,76.62,26.86
2026-04-15T20:12:00Z,76.62,27.00
2026-04-15T20:15:00Z,76.95,27.00
2026-04-15T20:16:00Z,76.95,26.00
2026-04-15T20:18:00Z,76.00,26.00
2026-04-15T20:19:00Z,74.00,26.71
2026-04-15T20:20:00Z,76.00,27.00
2026-04-15T20:22:00Z,76.00,27.00
2026-04-15T20:23:00Z,76.00,26.00
2026-04-15T20:24:00Z,76.00,26.00
2026-04-15T20:25:00Z,76.00,26.00
2026-04-15T20:26:00Z,76.00,26.00
2026-04-15T20:27:00Z,76.00,27.00
2026-04-15T20:28:00Z,76.00,27.00
2026-04-15T20:29:00Z,75.00,26.43
2026-04-15T20:30:00Z,77.00,26.43
2026-04-15T20:31:00Z,75.33,25.45
2026-04-15T20:32:00Z,74.12,28.12
2026-04-15T20:33:00Z,71.99,27.23
2026-04-15T20:34:00Z,70.99,29.08
2026-04-15T20:35:00Z,70.10,29.13
2026-04-15T20:36:00Z,64.48,35.65
2026-04-15T20:37:00Z,60.02,39.51
2026-04-15T20:38:00Z,61.63,42.70
2026-04-15T20:39:00Z,53.34,44.79
2026-04-15T20:40:00Z,54.03,46.01
2026-04-15T20:41:00Z,55.14,42.90
2026-04-15T20:42:00Z,58.91,42.32
2026-04-15T20:43:00Z,57.21,44.29
2026-04-15T20:44:00Z,61.09,42.98
2026-04-15T20:45:00Z,56.03,43.22
2026-04-15T20:46:00Z,60.79,44.67
2026-04-15T20:47:00Z,62.62,38.84
2026-04-15T20:48:00Z,59.95,43.17
2026-04-15T20:49:00Z,59.64,42.90
2026-04-15T20:50:00Z,55.92,46.97
2026-04-15T20:51:00Z,54.39,47.49
2026-04-15T20:52:00Z,56.47,46.80
2026-04-15T20:53:00Z,56.02,47.53
2026-04-15T20:54:00Z,54.94,45.95
2026-04-15T20:55:00Z,54.45,50.52
2026-04-15T20:56:00Z,53.59,47.69
2026-04-15T20:57:00Z,54.77,45.60
2026-04-15T20:58:00Z,55.72,45.38
2026-04-15T20:59:00Z,51.90,49.40
2026-04-15T21:00:00Z,56.48,45.34
2026-04-15T21:01:00Z,58.15,42.78
2026-04-15T21:02:00Z,58.74,42.82
2026-04-15T21:03:00Z,63.66,42.21
2026-04-15T21:04:00Z,57.61,40.06
2026-04-15T21:05:00Z,53.13,47.66
2026-04-15T21:06:00Z,53.04,48.73
2026-04-15T21:07:00Z,55.81,45.01
2026-04-15T21:08:00Z,57.19,44.00
2026-04-15T21:09:00Z,55.50,45.23
2026-04-15T21:10:00Z,52.50,49.70
2026-04-15T21:11:00Z,53.64,48.02
2026-04-15T21:12:00Z,48.07,51.52
2026-04-15T21:13:00Z,48.76,51.54
2026-04-15T21:14:00Z,49.14,50.71
2026-04-15T21:15:00Z,51.62,48.84
2026-04-15T21:16:00Z,52.50,47.87
2026-04-15T21:17:00Z,53.00,48.00
2026-04-15T21:18:00Z,57.38,42.91
2026-04-15T21:19:00Z,60.43,39.79
2026-04-15T21:20:00Z,62.91,39.17
2026-04-15T21:21:00Z,64.22,35.96
2026-04-15T21:22:00Z,61.00,35.72
2026-04-15T21:23:00Z,70.25,27.89
2026-04-15T21:24:00Z,70.43,28.75
2026-04-15T21:25:00Z,73.38,28.92
2026-04-15T21:26:00Z,69.56,30.77
2026-04-15T21:27:00Z,70.81,29.03
2026-04-15T21:28:00Z,67.33,31.13
2026-04-15T21:29:00Z,71.11,31.56
2026-04-15T21:30:00Z,74.26,26.27
2026-04-15T21:31:00Z,74.18,25.88
2026-04-15T21:32:00Z,75.71,26.65
2026-04-15T21:33:00Z,77.99,23.75
2026-04-15T21:34:00Z,75.31,25.55
2026-04-15T21:35:00Z,69.23,30.39
2026-04-15T21:36:00Z,71.24,28.67
2026-04-15T21:37:00Z,72.24,29.35
2026-04-15T21:38:00Z,65.75,33.86
2026-04-15T21:39:00Z,61.41,38.26
2026-04-15T21:40:00Z,55.31,41.93
2026-04-15T21:41:00Z,53.30,46.26
2026-04-15T21:42:00Z,59.95,41.08
2026-04-15T21:43:00Z,66.51,32.32
2026-04-15T21:44:00Z,61.65,37.22
2026-04-15T21:45:00Z,53.34,46.27
2026-04-15T21:46:00Z,51.35,48.31
2026-04-15T21:47:00Z,46.17,53.59
2026-04-15T21:48:00Z,44.45,54.04
2026-04-15T21:49:00Z,44.99,54.37
2026-04-15T21:50:00Z,45.00,55.70
2026-04-15T21:51:00Z,45.00,54.58
2026-04-15T21:52:00Z,46.79,53.99
2026-04-15T21:53:00Z,48.93,53.36
2026-04-15T21:54:00Z,48.69,53.46
2026-04-15T21:55:00Z,47.95,53.65
2026-04-15T21:56:00Z,44.70,56.22
2026-04-15T21:57:00Z,43.89,57.85
2026-04-15T21:58:00Z,42.66,58.69
2026-04-15T21:59:00Z,41.68,58.69
2026-04-15T22:00:00Z,41.12,59.32
2026-04-15T22:01:00Z,41.31,58.60
2026-04-15T22:02:00Z,45.89,56.11
2026-04-15T22:03:00Z,46.90,52.68
2026-04-15T22:04:00Z,47.00,53.69
2026-04-15T22:05:00Z,50.71,49.10
2026-04-15T22:06:00Z,41.55,59.08
2026-04-15T22:07:00Z,41.00,59.88
2026-04-15T22:08:00Z,42.05,59.87
2026-04-15T22:09:00Z,42.27,58.09
2026-04-15T22:10:00Z,46.44,53.96
2026-04-15T22:11:00Z,49.77,50.32
2026-04-15T22:12:00Z,47.79,51.02
2026-04-15T22:13:00Z,54.18,42.40
