# event_ticker=KXATPCHALLENGERMATCH-26MAR03BARKUZ
# final_score=6-3 6-2
# match_winner=Dimitar Kuzmanov
# fav_player=Dimitar Kuzmanov
# dog_player=Javier Barranco Cosano
# kalshi_date=2026-03-03
timestamp,Dimitar Kuzmanov,Javier Barranco Cosano
2026-03-03T23:22:00Z,81.00,18.00
2026-03-03T23:23:00Z,80.96,18.31
2026-03-03T23:24:00Z,82.93,16.34
2026-03-03T23:25:00Z,83.07,16.34
2026-03-03T23:26:00Z,82.22,19.02
2026-03-03T23:27:00Z,81.62,19.02
2026-03-03T23:28:00Z,81.43,16.83
2026-03-03T23:29:00Z,82.72,17.47
2026-03-03T23:30:00Z,80.33,17.47
2026-03-03T23:31:00Z,80.05,18.81
2026-03-03T23:32:00Z,81.25,19.00
2026-03-03T23:33:00Z,81.00,17.19
2026-03-03T23:34:00Z,82.00,17.85
2026-03-03T23:35:00Z,80.65,19.12
2026-03-03T23:36:00Z,81.80,16.19
2026-03-03T23:37:00Z,80.66,16.76
2026-03-03T23:38:00Z,81.09,16.76
2026-03-03T23:39:00Z,79.89,19.00
2026-03-03T23:40:00Z,84.00,16.51
2026-03-03T23:41:00Z,84.00,17.57
2026-03-03T23:42:00Z,81.21,19.00
2026-03-03T23:43:00Z,81.97,17.49
2026-03-03T23:44:00Z,82.53,16.79
2026-03-03T23:45:00Z,78.85,18.32
2026-03-03T23:46:00Z,80.09,18.87
2026-03-03T23:47:00Z,80.09,17.00
2026-03-03T23:48:00Z,81.00,18.95
2026-03-03T23:49:00Z,82.63,17.22
2026-03-03T23:50:00Z,81.61,19.29
2026-03-03T23:51:00Z,83.96,17.00
2026-03-03T23:52:00Z,81.08,17.67
2026-03-03T23:53:00Z,82.30,17.00
2026-03-03T23:54:00Z,83.90,16.31
2026-03-03T23:55:00Z,81.61,18.44
2026-03-03T23:56:00Z,82.92,17.00
2026-03-03T23:57:00Z,82.57,17.25
2026-03-03T23:58:00Z,83.00,17.86
2026-03-03T23:59:00Z,83.04,17.00
2026-03-04T00:00:00Z,83.89,16.13
2026-03-04T00:01:00Z,81.44,17.71
2026-03-04T00:02:00Z,81.23,18.37
2026-03-04T00:03:00Z,84.17,17.00
2026-03-04T00:04:00Z,80.86,19.00
2026-03-04T00:05:00Z,81.01,17.82
2026-03-04T00:06:00Z,81.27,17.00
2026-03-04T00:07:00Z,78.21,19.00
2026-03-04T00:08:00Z,80.15,19.00
2026-03-04T00:09:00Z,81.08,17.66
2026-03-04T00:10:00Z,80.00,19.00
2026-03-04T00:11:00Z,82.00,16.00
2026-03-04T00:12:00Z,82.13,18.63
2026-03-04T00:13:00Z,81.47,17.13
2026-03-04T00:14:00Z,80.42,17.00
2026-03-04T00:15:00Z,82.00,17.00
2026-03-04T00:16:00Z,82.00,16.18
2026-03-04T00:17:00Z,80.09,17.00
2026-03-04T00:18:00Z,80.48,17.50
2026-03-04T00:19:00Z,82.17,16.31
2026-03-04T00:20:00Z,84.00,16.31
2026-03-04T00:21:00Z,81.03,16.70
2026-03-04T00:22:00Z,84.00,16.70
2026-03-04T00:23:00Z,80.09,17.24
2026-03-04T00:24:00Z,81.19,17.24
2026-03-04T00:25:00Z,82.33,17.00
2026-03-04T00:26:00Z,82.39,17.43
2026-03-04T00:27:00Z,81.26,16.15
2026-03-04T00:28:00Z,82.24,16.00
2026-03-04T00:29:00Z,80.60,16.84
2026-03-04T00:30:00Z,82.23,18.99
2026-03-04T00:31:00Z,82.31,18.67
2026-03-04T00:32:00Z,82.87,18.00
2026-03-04T00:33:00Z,82.91,18.91
2026-03-04T00:34:00Z,79.21,18.00
2026-03-04T00:35:00Z,81.28,19.00
2026-03-04T00:36:00Z,82.00,18.71
2026-03-04T00:37:00Z,82.31,19.00
2026-03-04T00:38:00Z,81.65,18.59
2026-03-04T00:39:00Z,82.67,18.00
2026-03-04T00:40:00Z,80.14,17.30
2026-03-04T00:41:00Z,81.08,18.99
2026-03-04T00:42:00Z,81.88,18.99
2026-03-04T00:43:00Z,81.21,18.99
2026-03-04T00:44:00Z,80.70,20.00
2026-03-04T00:45:00Z,80.92,18.24
2026-03-04T00:46:00Z,80.52,18.00
2026-03-04T00:47:00Z,81.00,18.00
2026-03-04T00:48:00Z,79.00,18.00
2026-03-04T00:49:00Z,82.67,18.00
2026-03-04T00:50:00Z,81.07,20.00
2026-03-04T00:51:00Z,80.99,20.00
2026-03-04T00:52:00Z,81.00,19.32
2026-03-04T00:53:00Z,78.54,18.00
2026-03-04T00:54:00Z,81.61,18.00
2026-03-04T00:55:00Z,80.21,17.04
2026-03-04T00:56:00Z,80.21,19.00
2026-03-04T00:58:00Z,82.00,19.00
2026-03-04T00:59:00Z,79.79,17.49
2026-03-04T01:00:00Z,80.33,18.10
2026-03-04T01:01:00Z,80.33,20.00
2026-03-04T01:02:00Z,80.85,17.90
2026-03-04T01:03:00Z,79.00,16.22
2026-03-04T01:04:00Z,81.00,20.00
2026-03-04T01:05:00Z,79.00,20.00
2026-03-04T01:06:00Z,82.15,16.71
2026-03-04T01:07:00Z,84.00,15.45
2026-03-04T01:08:00Z,82.00,17.00
2026-03-04T01:09:00Z,83.77,15.49
2026-03-04T01:10:00Z,79.76,17.00
2026-03-04T01:11:00Z,82.18,18.00
2026-03-04T01:12:00Z,80.00,18.00
2026-03-04T01:13:00Z,78.95,17.68
2026-03-04T01:14:00Z,81.00,17.91
2026-03-04T01:16:00Z,81.95,16.00
2026-03-04T01:17:00Z,84.00,16.00
2026-03-04T01:18:00Z,79.83,17.00
2026-03-04T01:19:00Z,82.00,16.55
2026-03-04T01:20:00Z,82.00,16.28
2026-03-04T01:21:00Z,80.00,16.28
2026-03-04T01:22:00Z,80.00,16.95
2026-03-04T01:23:00Z,82.74,16.95
2026-03-04T01:24:00Z,82.74,15.50
2026-03-04T01:25:00Z,84.00,17.00
2026-03-04T01:26:00Z,84.00,16.24
2026-03-04T01:28:00Z,81.00,16.24
2026-03-04T01:29:00Z,77.45,18.81
2026-03-04T01:30:00Z,81.00,18.02
2026-03-04T01:31:00Z,82.00,18.02
2026-03-04T01:32:00Z,80.00,18.02
2026-03-04T01:33:00Z,80.00,19.00
2026-03-04T01:34:00Z,82.00,19.00
2026-03-04T01:35:00Z,82.00,16.44
2026-03-04T01:36:00Z,82.00,16.71
2026-03-04T01:37:00Z,82.00,19.00
2026-03-04T01:38:00Z,82.00,17.00
2026-03-04T01:39:00Z,82.98,17.00
2026-03-04T01:41:00Z,78.86,17.00
2026-03-04T01:42:00Z,79.40,17.99
2026-03-04T01:44:00Z,82.09,17.00
2026-03-04T01:45:00Z,82.09,18.92
2026-03-04T01:47:00Z,82.99,18.92
2026-03-04T01:48:00Z,82.99,16.14
2026-03-04T01:49:00Z,82.99,16.00
2026-03-04T01:50:00Z,84.00,16.00
2026-03-04T01:51:00Z,82.00,16.00
2026-03-04T01:52:00Z,82.00,15.61
2026-03-04T01:54:00Z,84.35,16.20
2026-03-04T01:55:00Z,80.00,16.20
2026-03-04T01:56:00Z,82.00,16.20
2026-03-04T01:57:00Z,82.00,17.00
2026-03-04T01:58:00Z,82.00,17.00
2026-03-04T01:59:00Z,82.00,18.17
2026-03-04T02:00:00Z,80.00,17.36
2026-03-04T02:01:00Z,80.00,19.00
2026-03-04T02:02:00Z,82.00,17.45
2026-03-04T02:03:00Z,81.00,19.00
2026-03-04T02:04:00Z,82.46,17.47
2026-03-04T02:05:00Z,80.24,17.47
2026-03-04T02:06:00Z,80.29,20.00
2026-03-04T02:07:00Z,80.29,18.10
2026-03-04T02:08:00Z,80.29,17.05
2026-03-04T02:09:00Z,82.02,17.05
2026-03-04T02:10:00Z,81.00,17.05
2026-03-04T02:11:00Z,81.00,17.05
2026-03-04T02:12:00Z,79.67,18.00
2026-03-04T02:13:00Z,79.76,18.00
2026-03-04T02:14:00Z,79.09,18.00
2026-03-04T02:15:00Z,79.09,20.00
2026-03-04T02:16:00Z,80.00,18.00
2026-03-04T02:17:00Z,79.17,18.00
2026-03-04T02:18:00Z,81.37,18.00
2026-03-04T02:19:00Z,81.37,20.00
2026-03-04T02:20:00Z,81.00,20.00
2026-03-04T02:21:00Z,81.00,17.19
2026-03-04T02:22:00Z,82.16,18.00
2026-03-04T02:24:00Z,83.00,17.00
2026-03-04T02:25:00Z,78.83,17.00
2026-03-04T02:26:00Z,79.00,20.00
2026-03-04T02:27:00Z,81.00,18.54
2026-03-04T02:28:00Z,81.00,19.00
2026-03-04T02:29:00Z,80.00,18.40
2026-03-04T02:30:00Z,81.00,18.13
2026-03-04T02:31:00Z,81.36,18.13
2026-03-04T02:32:00Z,80.29,18.13
2026-03-04T02:33:00Z,82.00,18.13
2026-03-04T02:34:00Z,81.00,17.16
2026-03-04T02:35:00Z,79.17,18.08
2026-03-04T02:37:00Z,82.00,17.44
2026-03-04T02:38:00Z,81.00,17.84
2026-03-04T02:39:00Z,81.00,20.00
2026-03-04T02:40:00Z,80.00,20.00
2026-03-04T02:41:00Z,80.71,19.64
2026-03-04T02:42:00Z,82.00,19.00
2026-03-04T02:43:00Z,80.03,19.00
2026-03-04T02:44:00Z,81.00,17.43
2026-03-04T02:45:00Z,81.20,18.88
2026-03-04T02:46:00Z,80.00,18.00
2026-03-04T02:47:00Z,79.73,18.00
2026-03-04T02:48:00Z,79.34,19.98
2026-03-04T02:49:00Z,79.42,19.98
2026-03-04T02:50:00Z,81.11,17.00
2026-03-04T02:51:00Z,81.68,19.83
2026-03-04T02:52:00Z,81.00,19.83
2026-03-04T02:54:00Z,79.77,19.83
2026-03-04T02:55:00Z,80.27,18.00
2026-03-04T02:56:00Z,83.00,18.16
2026-03-04T02:57:00Z,79.98,19.76
2026-03-04T02:58:00Z,82.83,17.00
2026-03-04T02:59:00Z,82.00,17.27
2026-03-04T03:00:00Z,79.61,20.00
2026-03-04T03:01:00Z,81.53,17.62
2026-03-04T03:02:00Z,81.22,17.10
2026-03-04T03:03:00Z,79.95,19.12
2026-03-04T03:04:00Z,80.66,19.80
2026-03-04T03:05:00Z,80.66,20.48
2026-03-04T03:07:00Z,81.00,20.69
2026-03-04T03:08:00Z,81.43,20.00
2026-03-04T03:09:00Z,80.86,20.16
2026-03-04T03:10:00Z,80.52,19.03
2026-03-04T03:11:00Z,81.51,20.16
2026-03-04T03:12:00Z,81.51,21.00
2026-03-04T03:13:00Z,81.88,20.64
2026-03-04T03:14:00Z,79.00,17.73
2026-03-04T03:15:00Z,81.10,20.00
2026-03-04T03:16:00Z,81.10,18.64
2026-03-04T03:17:00Z,81.99,18.64
2026-03-04T03:18:00Z,81.00,20.00
2026-03-04T03:19:00Z,81.02,21.00
2026-03-04T03:20:00Z,79.80,20.00
2026-03-04T03:21:00Z,81.01,19.98
2026-03-04T03:22:00Z,81.60,20.00
2026-03-04T03:23:00Z,80.25,20.74
2026-03-04T03:24:00Z,82.00,19.03
2026-03-04T03:25:00Z,81.68,20.30
2026-03-04T03:26:00Z,81.07,20.30
2026-03-04T03:27:00Z,82.00,20.00
2026-03-04T03:28:00Z,81.00,20.00
2026-03-04T03:29:00Z,82.00,20.00
2026-03-04T03:30:00Z,81.30,18.92
2026-03-04T03:32:00Z,81.52,19.00
2026-03-04T03:33:00Z,81.11,18.65
2026-03-04T03:34:00Z,81.89,18.24
2026-03-04T03:35:00Z,82.00,19.00
2026-03-04T03:36:00Z,82.00,18.00
2026-03-04T03:37:00Z,81.33,18.43
2026-03-04T03:38:00Z,81.00,20.00
2026-03-04T03:39:00Z,81.00,20.00
2026-03-04T03:40:00Z,81.00,18.02
2026-03-04T03:41:00Z,81.14,19.00
2026-03-04T03:42:00Z,80.98,20.00
2026-03-04T03:43:00Z,81.76,20.00
2026-03-04T03:44:00Z,81.30,20.00
2026-03-04T03:45:00Z,80.22,19.00
2026-03-04T03:46:00Z,80.00,19.94
2026-03-04T03:47:00Z,81.89,19.94
2026-03-04T03:48:00Z,81.00,18.70
2026-03-04T03:49:00Z,81.00,19.00
2026-03-04T03:50:00Z,81.95,19.00
2026-03-04T03:51:00Z,79.54,18.43
2026-03-04T03:52:00Z,82.00,18.00
2026-03-04T03:53:00Z,79.98,18.00
2026-03-04T03:54:00Z,80.43,19.00
2026-03-04T03:55:00Z,79.17,20.00
2026-03-04T03:56:00Z,79.17,18.80
2026-03-04T03:57:00Z,80.86,19.00
2026-03-04T03:58:00Z,80.98,20.00
2026-03-04T03:59:00Z,81.00,20.00
2026-03-04T04:00:00Z,81.00,20.00
2026-03-04T04:01:00Z,81.09,18.00
2026-03-04T04:02:00Z,82.00,18.00
2026-03-04T04:03:00Z,81.00,18.00
2026-03-04T04:04:00Z,80.05,18.00
2026-03-04T04:06:00Z,81.56,19.00
2026-03-04T04:07:00Z,81.00,20.00
2026-03-04T04:08:00Z,82.00,20.00
2026-03-04T04:09:00Z,80.85,20.00
2026-03-04T04:10:00Z,80.85,18.00
2026-03-04T04:11:00Z,81.43,18.00
2026-03-04T04:12:00Z,81.62,18.00
2026-03-04T04:13:00Z,82.00,18.00
2026-03-04T04:14:00Z,81.00,18.00
2026-03-04T04:15:00Z,79.79,20.00
2026-03-04T04:16:00Z,79.79,19.00
2026-03-04T04:17:00Z,82.00,19.00
2026-03-04T04:18:00Z,81.21,19.00
2026-03-04T04:19:00Z,80.63,19.00
2026-03-04T04:20:00Z,82.00,19.18
2026-03-04T04:22:00Z,80.74,18.00
2026-03-04T04:23:00Z,81.67,18.59
2026-03-04T04:25:00Z,82.00,17.68
2026-03-04T04:26:00Z,79.98,18.00
2026-03-04T04:27:00Z,81.00,18.00
2026-03-04T04:29:00Z,81.29,18.00
2026-03-04T04:30:00Z,82.97,18.26
2026-03-04T04:31:00Z,80.60,18.00
2026-03-04T04:32:00Z,80.00,18.00
2026-03-04T04:34:00Z,80.86,18.00
2026-03-04T04:35:00Z,83.00,17.00
2026-03-04T04:36:00Z,83.00,17.00
2026-03-04T04:37:00Z,83.00,18.43
2026-03-04T04:38:00Z,80.98,18.43
2026-03-04T04:39:00Z,79.61,18.43
2026-03-04T04:40:00Z,81.00,20.00
2026-03-04T04:41:00Z,82.12,18.00
2026-03-04T04:42:00Z,83.00,18.00
2026-03-04T04:43:00Z,79.25,20.00
2026-03-04T04:44:00Z,81.00,19.80
2026-03-04T04:45:00Z,80.25,19.80
2026-03-04T04:46:00Z,81.00,18.33
2026-03-04T04:47:00Z,82.85,18.26
2026-03-04T04:48:00Z,81.41,20.00
2026-03-04T04:49:00Z,81.04,20.00
2026-03-04T04:50:00Z,80.03,20.00
2026-03-04T04:51:00Z,80.25,17.00
2026-03-04T04:52:00Z,81.00,18.00
2026-03-04T04:53:00Z,81.28,19.09
2026-03-04T04:54:00Z,82.96,19.09
2026-03-04T04:55:00Z,81.59,19.09
2026-03-04T04:56:00Z,83.00,17.00
2026-03-04T04:57:00Z,80.97,18.00
2026-03-04T04:58:00Z,81.00,19.68
2026-03-04T05:00:00Z,83.00,17.00
2026-03-04T05:01:00Z,83.00,17.00
2026-03-04T05:02:00Z,80.00,17.00
2026-03-04T05:03:00Z,80.29,17.00
2026-03-04T05:04:00Z,80.29,18.00
2026-03-04T05:05:00Z,82.17,18.00
2026-03-04T05:06:00Z,83.00,18.00
2026-03-04T05:07:00Z,81.00,18.00
2026-03-04T05:09:00Z,83.00,18.00
2026-03-04T05:10:00Z,83.00,17.05
2026-03-04T05:11:00Z,81.00,20.00
2026-03-04T05:12:00Z,81.00,19.00
2026-03-04T05:13:00Z,81.46,19.00
2026-03-04T05:14:00Z,82.00,19.45
2026-03-04T05:15:00Z,82.00,17.45
2026-03-04T05:17:00Z,81.29,18.03
2026-03-04T05:18:00Z,81.00,20.00
2026-03-04T05:19:00Z,81.00,20.00
2026-03-04T05:20:00Z,81.00,17.09
2026-03-04T05:22:00Z,81.17,17.09
2026-03-04T05:23:00Z,81.05,19.38
2026-03-04T05:25:00Z,82.04,18.00
2026-03-04T05:26:00Z,80.44,17.47
2026-03-04T05:27:00Z,82.00,18.02
2026-03-04T05:28:00Z,81.00,18.00
2026-03-04T05:29:00Z,81.00,19.00
2026-03-04T05:30:00Z,81.00,19.00
2026-03-04T05:31:00Z,81.08,18.78
2026-03-04T05:32:00Z,81.52,18.00
2026-03-04T05:33:00Z,81.52,18.00
2026-03-04T05:34:00Z,81.00,19.00
2026-03-04T05:35:00Z,81.00,19.00
2026-03-04T05:36:00Z,81.00,19.00
2026-03-04T05:37:00Z,81.00,19.00
2026-03-04T05:38:00Z,83.00,18.00
2026-03-04T05:39:00Z,81.13,19.00
2026-03-04T05:40:00Z,81.00,19.00
2026-03-04T05:41:00Z,81.00,20.00
2026-03-04T05:42:00Z,80.94,20.00
2026-03-04T05:44:00Z,82.94,17.66
2026-03-04T05:45:00Z,83.00,17.66
2026-03-04T05:46:00Z,83.00,17.66
2026-03-04T05:47:00Z,80.52,18.00
2026-03-04T05:48:00Z,81.00,18.00
2026-03-04T05:50:00Z,81.67,18.00
2026-03-04T05:51:00Z,81.00,17.11
2026-03-04T05:52:00Z,80.00,18.20
2026-03-04T05:53:00Z,80.00,19.30
2026-03-04T05:54:00Z,81.00,19.30
2026-03-04T05:55:00Z,82.99,17.00
2026-03-04T05:56:00Z,81.14,18.00
2026-03-04T05:57:00Z,80.92,20.00
2026-03-04T05:58:00Z,81.68,18.00
2026-03-04T05:59:00Z,83.00,18.58
2026-03-04T06:00:00Z,81.16,18.78
2026-03-04T06:01:00Z,82.75,18.00
2026-03-04T06:02:00Z,81.40,20.00
2026-03-04T06:03:00Z,81.95,18.92
2026-03-04T06:04:00Z,81.20,19.95
2026-03-04T06:05:00Z,81.56,20.00
2026-03-04T06:06:00Z,81.56,20.00
2026-03-04T06:07:00Z,82.83,18.33
2026-03-04T06:08:00Z,80.00,19.04
2026-03-04T06:09:00Z,83.00,20.00
2026-03-04T06:10:00Z,80.47,20.00
2026-03-04T06:11:00Z,81.92,20.00
2026-03-04T06:12:00Z,82.00,19.97
2026-03-04T06:13:00Z,82.00,20.00
2026-03-04T06:14:00Z,83.00,19.58
2026-03-04T06:15:00Z,81.90,18.81
2026-03-04T06:16:00Z,82.42,19.00
2026-03-04T06:17:00Z,80.76,19.00
2026-03-04T06:18:00Z,83.00,19.00
2026-03-04T06:19:00Z,83.00,19.00
2026-03-04T06:20:00Z,83.00,19.00
2026-03-04T06:21:00Z,83.00,18.80
2026-03-04T06:22:00Z,82.75,17.95
2026-03-04T06:23:00Z,83.00,18.77
2026-03-04T06:24:00Z,82.80,19.00
2026-03-04T06:25:00Z,82.99,18.19
2026-03-04T06:26:00Z,83.00,18.45
2026-03-04T06:27:00Z,82.04,18.99
2026-03-04T06:28:00Z,82.63,19.00
2026-03-04T06:29:00Z,82.82,18.99
2026-03-04T06:30:00Z,82.81,19.53
2026-03-04T06:31:00Z,83.00,20.00
2026-03-04T06:32:00Z,81.97,18.23
2026-03-04T06:33:00Z,81.47,19.17
2026-03-04T06:34:00Z,82.60,17.02
2026-03-04T06:35:00Z,83.00,19.49
2026-03-04T06:36:00Z,82.86,18.57
2026-03-04T06:37:00Z,81.75,18.52
2026-03-04T06:38:00Z,83.35,19.00
2026-03-04T06:39:00Z,82.99,16.65
2026-03-04T06:40:00Z,84.00,19.00
2026-03-04T06:41:00Z,83.33,19.00
2026-03-04T06:42:00Z,83.70,17.99
2026-03-04T06:43:00Z,84.62,17.44
2026-03-04T06:44:00Z,84.81,16.04
2026-03-04T06:45:00Z,83.09,16.12
2026-03-04T06:46:00Z,82.77,17.00
2026-03-04T06:47:00Z,84.00,17.00
2026-03-04T06:48:00Z,83.77,16.55
2026-03-04T06:49:00Z,83.77,16.17
2026-03-04T06:50:00Z,83.91,17.48
2026-03-04T06:51:00Z,83.97,17.00
2026-03-04T06:52:00Z,83.47,16.00
2026-03-04T06:53:00Z,84.00,17.14
2026-03-04T06:54:00Z,84.00,17.14
2026-03-04T06:55:00Z,82.55,18.00
2026-03-04T06:56:00Z,82.01,18.00
2026-03-04T06:57:00Z,84.00,18.00
2026-03-04T06:58:00Z,84.00,18.00
2026-03-04T06:59:00Z,83.10,18.00
2026-03-04T07:00:00Z,83.82,18.00
2026-03-04T07:01:00Z,85.00,16.12
2026-03-04T07:02:00Z,85.00,16.12
2026-03-04T07:03:00Z,84.35,18.00
2026-03-04T07:04:00Z,85.00,18.00
2026-03-04T07:05:00Z,85.00,18.00
2026-03-04T07:06:00Z,82.86,18.00
2026-03-04T07:07:00Z,83.26,16.00
2026-03-04T07:08:00Z,85.00,18.00
2026-03-04T07:09:00Z,84.36,18.00
2026-03-04T07:10:00Z,84.33,18.00
2026-03-04T07:11:00Z,83.29,16.98
2026-03-04T07:12:00Z,82.49,16.66
2026-03-04T07:13:00Z,84.00,17.00
2026-03-04T07:14:00Z,84.08,17.00
2026-03-04T07:15:00Z,82.35,17.00
2026-03-04T07:16:00Z,84.00,16.17
2026-03-04T07:17:00Z,83.99,16.99
2026-03-04T07:18:00Z,83.98,16.84
2026-03-04T07:19:00Z,83.09,17.91
2026-03-04T07:20:00Z,84.00,17.91
2026-03-04T07:21:00Z,84.00,18.00
2026-03-04T07:22:00Z,82.10,18.00
2026-03-04T07:23:00Z,84.29,17.32
2026-03-04T07:24:00Z,83.79,18.00
2026-03-04T07:25:00Z,84.78,18.00
2026-03-04T07:26:00Z,85.00,16.47
2026-03-04T07:27:00Z,84.75,16.60
2026-03-04T07:28:00Z,84.00,16.60
2026-03-04T07:29:00Z,84.00,16.00
2026-03-04T07:30:00Z,84.96,16.00
2026-03-04T07:31:00Z,85.00,17.00
2026-03-04T07:32:00Z,82.61,17.00
2026-03-04T07:33:00Z,85.00,16.00
2026-03-04T07:34:00Z,83.97,17.10
2026-03-04T07:35:00Z,84.00,18.00
2026-03-04T07:36:00Z,84.84,18.00
2026-03-04T07:37:00Z,83.90,16.00
2026-03-04T07:38:00Z,84.00,16.00
2026-03-04T07:39:00Z,84.00,16.41
2026-03-04T07:40:00Z,84.00,18.00
2026-03-04T07:41:00Z,84.56,18.00
2026-03-04T07:42:00Z,84.00,17.89
2026-03-04T07:43:00Z,84.00,16.00
2026-03-04T07:44:00Z,84.00,17.00
2026-03-04T07:45:00Z,84.54,16.00
2026-03-04T07:46:00Z,84.30,18.00
2026-03-04T07:47:00Z,82.18,17.10
2026-03-04T07:48:00Z,84.06,18.00
2026-03-04T07:49:00Z,82.00,16.00
2026-03-04T07:50:00Z,84.67,16.00
2026-03-04T07:51:00Z,85.00,18.00
2026-03-04T07:52:00Z,82.56,18.00
2026-03-04T07:53:00Z,85.00,18.00
2026-03-04T07:54:00Z,82.01,16.00
2026-03-04T07:55:00Z,82.21,18.00
2026-03-04T07:56:00Z,85.00,16.00
2026-03-04T07:57:00Z,85.00,16.02
2026-03-04T07:58:00Z,85.00,16.02
2026-03-04T07:59:00Z,82.00,16.00
2026-03-04T08:00:00Z,85.00,16.00
2026-03-04T08:01:00Z,84.56,17.00
2026-03-04T08:02:00Z,84.07,17.00
2026-03-04T08:04:00Z,84.00,17.00
2026-03-04T08:05:00Z,84.00,16.00
2026-03-04T08:06:00Z,84.00,16.00
2026-03-04T08:07:00Z,84.50,17.00
2026-03-04T08:08:00Z,84.02,17.00
2026-03-04T08:09:00Z,84.00,17.00
2026-03-04T08:10:00Z,85.00,17.00
2026-03-04T08:11:00Z,85.00,18.00
2026-03-04T08:12:00Z,84.99,17.00
2026-03-04T08:13:00Z,82.96,18.00
2026-03-04T08:15:00Z,82.96,17.00
2026-03-04T08:16:00Z,84.00,17.96
2026-03-04T08:17:00Z,84.00,18.00
2026-03-04T08:18:00Z,84.00,17.19
2026-03-04T08:19:00Z,84.00,17.00
2026-03-04T08:20:00Z,84.00,17.00
2026-03-04T08:21:00Z,82.36,17.00
2026-03-04T08:22:00Z,82.53,17.00
2026-03-04T08:23:00Z,83.51,18.00
2026-03-04T08:24:00Z,84.00,18.00
2026-03-04T08:25:00Z,84.00,18.00
2026-03-04T08:26:00Z,83.02,18.00
2026-03-04T08:27:00Z,84.82,17.00
2026-03-04T08:28:00Z,82.00,16.21
2026-03-04T08:29:00Z,84.78,18.00
2026-03-04T08:30:00Z,84.99,16.43
2026-03-04T08:31:00Z,82.00,16.43
2026-03-04T08:32:00Z,82.00,16.43
2026-03-04T08:33:00Z,85.00,16.00
2026-03-04T08:34:00Z,85.00,16.00
2026-03-04T08:35:00Z,85.00,18.00
2026-03-04T08:36:00Z,83.11,18.00
2026-03-04T08:37:00Z,85.00,18.00
2026-03-04T08:38:00Z,83.00,18.00
2026-03-04T08:39:00Z,83.00,18.00
