# event_ticker=KXATPCHALLENGERMATCH-26MAR10NESJON
# final_score=3-6 6-3 6-4
# match_winner=Petr Nesterov
# fav_player=Pyotr Nesterov
# dog_player=Maximus Jones
# kalshi_date=2026-03-10
timestamp,Pyotr Nesterov,Maximus Jones
2026-03-10T02:12:00Z,63.00,
2026-03-10T04:08:00Z,63.00,
2026-03-10T04:49:00Z,63.00,
2026-03-10T05:02:00Z,62.00,
2026-03-10T05:12:00Z,63.00,
2026-03-10T05:36:00Z,62.00,
2026-03-10T06:46:00Z,62.00,
2026-03-10T08:47:00Z,63.00,
2026-03-10T09:19:00Z,64.00,
2026-03-10T09:30:00Z,64.00,
2026-03-10T09:42:00Z,64.00,
2026-03-10T10:19:00Z,64.00,39.00
2026-03-10T10:28:00Z,64.00,39.00
2026-03-10T11:36:00Z,65.00,39.00
2026-03-10T11:52:00Z,66.12,39.00
2026-03-10T12:11:00Z,66.00,39.00
2026-03-10T12:15:00Z,67.75,39.00
2026-03-10T12:16:00Z,59.52,40.36
2026-03-10T12:41:00Z,66.00,40.36
2026-03-10T12:49:00Z,65.00,40.36
2026-03-10T13:07:00Z,65.00,39.00
2026-03-10T13:11:00Z,65.00,39.00
2026-03-10T13:12:00Z,64.99,39.00
2026-03-10T13:13:00Z,65.00,39.00
2026-03-10T13:15:00Z,65.00,39.00
2026-03-10T13:18:00Z,64.60,38.08
2026-03-10T13:20:00Z,60.00,40.16
2026-03-10T13:21:00Z,59.00,43.48
2026-03-10T13:22:00Z,54.00,47.00
2026-03-10T13:23:00Z,50.59,52.72
2026-03-10T13:24:00Z,50.59,53.34
2026-03-10T13:25:00Z,55.85,50.00
2026-03-10T13:26:00Z,52.00,51.90
2026-03-10T13:27:00Z,45.00,57.71
2026-03-10T13:28:00Z,45.00,61.89
2026-03-10T13:29:00Z,41.11,57.13
2026-03-10T13:31:00Z,49.07,58.36
2026-03-10T13:33:00Z,48.17,58.36
2026-03-10T13:34:00Z,47.00,58.36
2026-03-10T13:35:00Z,47.00,59.00
2026-03-10T13:36:00Z,40.00,59.00
2026-03-10T13:38:00Z,40.00,60.14
2026-03-10T13:39:00Z,39.00,65.00
2026-03-10T13:40:00Z,32.00,69.68
2026-03-10T13:41:00Z,30.12,69.68
2026-03-10T13:42:00Z,31.00,70.00
2026-03-10T13:43:00Z,31.00,65.00
2026-03-10T13:46:00Z,31.00,63.00
2026-03-10T13:47:00Z,39.02,64.29
2026-03-10T13:48:00Z,38.00,62.00
2026-03-10T13:49:00Z,38.00,64.00
2026-03-10T13:50:00Z,38.00,62.00
2026-03-10T13:51:00Z,42.92,60.00
2026-03-10T13:52:00Z,40.00,63.00
2026-03-10T13:53:00Z,47.00,53.00
2026-03-10T13:54:00Z,47.00,55.91
2026-03-10T13:55:00Z,40.00,55.91
2026-03-10T13:56:00Z,36.00,55.91
2026-03-10T13:58:00Z,39.00,55.91
2026-03-10T13:59:00Z,39.00,65.00
2026-03-10T14:00:00Z,40.00,62.00
2026-03-10T14:03:00Z,32.46,68.03
2026-03-10T14:05:00Z,32.00,68.03
2026-03-10T14:07:00Z,32.00,66.27
2026-03-10T14:08:00Z,32.62,67.09
2026-03-10T14:09:00Z,33.00,70.20
2026-03-10T14:10:00Z,36.00,67.97
2026-03-10T14:11:00Z,38.90,66.00
2026-03-10T14:12:00Z,43.84,60.48
2026-03-10T14:13:00Z,45.89,61.06
2026-03-10T14:14:00Z,38.43,63.31
2026-03-10T14:15:00Z,39.40,60.35
2026-03-10T14:16:00Z,40.42,64.76
2026-03-10T14:17:00Z,40.53,61.84
2026-03-10T14:18:00Z,43.18,62.61
2026-03-10T14:19:00Z,50.75,50.45
2026-03-10T14:20:00Z,53.12,50.11
2026-03-10T14:21:00Z,57.12,44.11
2026-03-10T14:22:00Z,58.00,44.00
2026-03-10T14:23:00Z,59.88,40.34
2026-03-10T14:24:00Z,60.88,41.92
2026-03-10T14:25:00Z,61.02,40.27
2026-03-10T14:26:00Z,58.60,44.00
2026-03-10T14:27:00Z,56.00,43.04
2026-03-10T14:28:00Z,57.00,47.00
2026-03-10T14:29:00Z,44.60,56.94
2026-03-10T14:30:00Z,44.40,56.36
2026-03-10T14:31:00Z,40.61,62.50
2026-03-10T14:32:00Z,43.03,56.00
2026-03-10T14:33:00Z,44.26,58.57
2026-03-10T14:34:00Z,42.67,60.24
2026-03-10T14:35:00Z,38.65,63.31
2026-03-10T14:36:00Z,37.01,64.62
2026-03-10T14:37:00Z,34.09,60.40
2026-03-10T14:38:00Z,30.23,70.96
2026-03-10T14:39:00Z,31.35,69.69
2026-03-10T14:40:00Z,36.55,66.04
2026-03-10T14:41:00Z,37.04,66.46
2026-03-10T14:42:00Z,38.69,65.42
2026-03-10T14:43:00Z,38.56,62.00
2026-03-10T14:44:00Z,39.00,60.34
2026-03-10T14:45:00Z,46.68,59.94
2026-03-10T14:46:00Z,52.05,46.55
2026-03-10T14:47:00Z,53.79,48.03
2026-03-10T14:48:00Z,56.72,46.10
2026-03-10T14:49:00Z,59.44,42.94
2026-03-10T14:50:00Z,57.50,45.89
2026-03-10T14:51:00Z,61.00,41.60
2026-03-10T14:52:00Z,59.42,44.00
2026-03-10T14:53:00Z,55.08,50.59
2026-03-10T14:54:00Z,60.28,38.00
2026-03-10T14:55:00Z,61.98,40.00
2026-03-10T14:56:00Z,60.59,40.00
2026-03-10T14:57:00Z,65.08,38.43
2026-03-10T14:58:00Z,63.22,38.71
2026-03-10T14:59:00Z,57.26,46.51
2026-03-10T15:00:00Z,53.00,48.12
2026-03-10T15:01:00Z,51.14,49.53
2026-03-10T15:02:00Z,54.01,49.49
2026-03-10T15:03:00Z,55.19,46.94
2026-03-10T15:04:00Z,59.03,38.73
2026-03-10T15:05:00Z,66.54,35.57
2026-03-10T15:06:00Z,72.45,30.06
2026-03-10T15:07:00Z,70.12,33.81
2026-03-10T15:08:00Z,61.07,43.27
2026-03-10T15:09:00Z,58.95,43.79
2026-03-10T15:10:00Z,58.11,42.55
2026-03-10T15:11:00Z,58.11,38.35
2026-03-10T15:12:00Z,57.86,47.78
2026-03-10T15:13:00Z,54.00,48.61
2026-03-10T15:14:00Z,57.48,46.85
2026-03-10T15:15:00Z,55.02,49.58
2026-03-10T15:16:00Z,60.00,41.65
2026-03-10T15:17:00Z,57.89,40.29
2026-03-10T15:18:00Z,61.88,41.54
2026-03-10T15:19:00Z,69.60,33.13
2026-03-10T15:20:00Z,62.49,36.10
2026-03-10T15:21:00Z,51.92,48.50
2026-03-10T15:22:00Z,52.00,49.92
2026-03-10T15:23:00Z,45.44,56.80
2026-03-10T15:24:00Z,51.45,50.73
2026-03-10T15:25:00Z,59.71,41.97
2026-03-10T15:26:00Z,60.26,42.36
2026-03-10T15:27:00Z,55.92,45.58
2026-03-10T15:28:00Z,53.59,50.20
2026-03-10T15:29:00Z,55.71,44.52
2026-03-10T15:30:00Z,60.09,41.60
2026-03-10T15:31:00Z,55.05,45.76
2026-03-10T15:32:00Z,62.86,39.97
2026-03-10T15:33:00Z,66.65,33.37
2026-03-10T15:34:00Z,65.69,37.22
2026-03-10T15:35:00Z,73.16,28.66
2026-03-10T15:36:00Z,58.02,44.92
2026-03-10T15:37:00Z,51.00,49.06
2026-03-10T15:38:00Z,50.55,52.25
2026-03-10T15:39:00Z,54.30,48.27
2026-03-10T15:40:00Z,56.93,42.27
2026-03-10T15:41:00Z,58.67,46.05
2026-03-10T15:42:00Z,57.33,47.19
2026-03-10T15:43:00Z,58.97,40.32
2026-03-10T15:44:00Z,59.46,41.20
2026-03-10T15:45:00Z,78.75,28.02
2026-03-10T15:46:00Z,85.97,14.79
2026-03-10T15:47:00Z,90.69,10.87
2026-03-10T15:48:00Z,92.88,7.96
2026-03-10T15:49:00Z,88.89,9.59
2026-03-10T15:50:00Z,75.87,22.58
2026-03-10T15:51:00Z,68.54,31.12
2026-03-10T15:52:00Z,78.16,19.82
2026-03-10T15:53:00Z,91.51,8.12
2026-03-10T15:54:00Z,91.37,11.17
2026-03-10T15:55:00Z,81.06,21.94
2026-03-10T15:56:00Z,83.52,18.46
2026-03-10T15:57:00Z,97.01,4.48
2026-03-10T15:58:00Z,99.00,1.00
2026-03-10T15:59:00Z,99.00,1.00
2026-03-10T16:00:00Z,99.00,1.00
2026-03-10T16:01:00Z,99.00,1.00
2026-03-10T16:02:00Z,99.00,1.00
2026-03-10T16:03:00Z,99.00,1.00
