# event_ticker=KXATPMATCH-26FEB09SVADAV
# final_score=6-4 7-6(1)
# score_resolution=6-4 7-6
# match_winner=Alejandro Davidovich Fokina
# fav_player=Alejandro Davidovich Fokina
# dog_player=Zachary Svajda
# kalshi_date=2026-02-09
timestamp,Alejandro Davidovich Fokina,Zachary Svajda
2026-02-09T07:47:00Z,68.00,
2026-02-09T08:01:00Z,68.00,36.00
2026-02-09T08:58:00Z,69.97,36.00
2026-02-09T08:59:00Z,70.00,36.00
2026-02-09T10:03:00Z,70.00,32.00
2026-02-09T12:13:00Z,70.00,34.00
2026-02-09T12:42:00Z,66.98,34.00
2026-02-09T12:46:00Z,67.00,34.00
2026-02-09T12:54:00Z,67.00,34.00
2026-02-09T13:01:00Z,67.00,34.00
2026-02-09T13:05:00Z,67.00,34.00
2026-02-09T13:17:00Z,67.00,34.00
2026-02-09T13:32:00Z,67.00,34.00
2026-02-09T13:41:00Z,67.00,34.00
2026-02-09T13:47:00Z,67.00,34.00
2026-02-09T13:51:00Z,67.00,34.00
2026-02-09T13:57:00Z,67.00,34.00
2026-02-09T14:55:00Z,65.00,34.00
2026-02-09T14:58:00Z,65.00,34.00
2026-02-09T15:02:00Z,65.85,34.00
2026-02-09T15:09:00Z,66.00,34.00
2026-02-09T15:13:00Z,66.00,34.00
2026-02-09T15:17:00Z,66.00,34.00
2026-02-09T15:18:00Z,66.00,34.00
2026-02-09T15:24:00Z,66.00,34.00
2026-02-09T15:29:00Z,65.00,34.00
2026-02-09T15:32:00Z,65.00,34.00
2026-02-09T15:34:00Z,66.00,34.00
2026-02-09T15:43:00Z,66.00,35.00
2026-02-09T15:48:00Z,66.00,36.53
2026-02-09T15:59:00Z,66.72,36.53
2026-02-09T16:00:00Z,67.00,36.53
2026-02-09T16:01:00Z,67.00,36.00
2026-02-09T16:03:00Z,67.00,37.00
2026-02-09T16:16:00Z,67.00,37.00
2026-02-09T16:17:00Z,67.00,37.00
2026-02-09T16:18:00Z,67.00,37.00
2026-02-09T16:22:00Z,67.00,37.00
2026-02-09T16:31:00Z,67.00,37.00
2026-02-09T16:40:00Z,67.00,37.00
2026-02-09T16:42:00Z,67.00,37.00
2026-02-09T16:43:00Z,67.00,37.00
2026-02-09T16:44:00Z,67.00,37.00
2026-02-09T16:45:00Z,67.00,37.00
2026-02-09T16:50:00Z,67.00,36.00
2026-02-09T16:53:00Z,67.00,36.00
2026-02-09T16:55:00Z,67.00,36.00
2026-02-09T17:01:00Z,67.00,36.00
2026-02-09T17:04:00Z,67.00,36.00
2026-02-09T17:06:00Z,67.00,36.00
2026-02-09T17:11:00Z,67.00,36.00
2026-02-09T17:20:00Z,67.00,36.00
2026-02-09T17:22:00Z,67.00,36.00
2026-02-09T17:41:00Z,67.00,36.00
2026-02-09T17:49:00Z,67.00,35.72
2026-02-09T17:51:00Z,67.00,35.72
2026-02-09T17:53:00Z,67.00,35.72
2026-02-09T17:55:00Z,67.00,35.72
2026-02-09T17:57:00Z,67.00,35.72
2026-02-09T17:58:00Z,67.00,36.00
2026-02-09T17:59:00Z,67.00,36.00
2026-02-09T18:00:00Z,67.00,36.00
2026-02-09T18:06:00Z,67.00,36.00
2026-02-09T18:08:00Z,67.00,36.00
2026-02-09T18:10:00Z,67.00,34.00
2026-02-09T18:11:00Z,67.00,35.00
2026-02-09T18:13:00Z,67.00,35.00
2026-02-09T18:14:00Z,67.00,35.00
2026-02-09T18:18:00Z,67.00,35.00
2026-02-09T18:22:00Z,67.00,35.00
2026-02-09T18:23:00Z,67.00,35.00
2026-02-09T18:29:00Z,67.00,35.00
2026-02-09T18:30:00Z,67.00,35.00
2026-02-09T18:31:00Z,67.00,35.00
2026-02-09T18:32:00Z,67.00,35.00
2026-02-09T18:33:00Z,67.00,35.00
2026-02-09T18:34:00Z,67.00,35.00
2026-02-09T18:35:00Z,67.00,35.00
2026-02-09T18:37:00Z,67.00,35.00
2026-02-09T18:38:00Z,67.00,35.00
2026-02-09T18:42:00Z,67.00,35.00
2026-02-09T18:45:00Z,67.00,35.00
2026-02-09T18:46:00Z,67.00,35.00
2026-02-09T18:47:00Z,67.00,35.00
2026-02-09T18:50:00Z,67.00,35.00
2026-02-09T18:53:00Z,66.00,35.00
2026-02-09T18:54:00Z,67.00,34.00
2026-02-09T18:56:00Z,67.00,34.00
2026-02-09T18:58:00Z,67.00,34.00
2026-02-09T18:59:00Z,67.00,35.00
2026-02-09T19:00:00Z,67.00,35.00
2026-02-09T19:01:00Z,67.00,35.00
2026-02-09T19:02:00Z,67.00,35.00
2026-02-09T19:03:00Z,67.00,35.00
2026-02-09T19:04:00Z,67.00,35.00
2026-02-09T19:05:00Z,67.00,35.00
2026-02-09T19:06:00Z,67.00,35.00
2026-02-09T19:08:00Z,68.00,35.00
2026-02-09T19:09:00Z,68.00,35.00
2026-02-09T19:10:00Z,66.51,35.00
2026-02-09T19:11:00Z,68.00,34.96
2026-02-09T19:13:00Z,68.00,34.96
2026-02-09T19:14:00Z,68.00,34.96
2026-02-09T19:15:00Z,67.00,34.96
2026-02-09T19:16:00Z,67.00,34.96
2026-02-09T19:17:00Z,67.00,34.96
2026-02-09T19:18:00Z,67.79,35.00
2026-02-09T19:19:00Z,68.00,34.00
2026-02-09T19:20:00Z,68.00,34.62
2026-02-09T19:21:00Z,68.00,34.99
2026-02-09T19:22:00Z,68.00,35.00
2026-02-09T19:23:00Z,68.00,35.00
2026-02-09T19:24:00Z,68.00,35.00
2026-02-09T19:25:00Z,68.00,35.00
2026-02-09T19:26:00Z,68.00,35.00
2026-02-09T19:27:00Z,66.92,35.00
2026-02-09T19:28:00Z,68.00,35.00
2026-02-09T19:29:00Z,68.00,35.00
2026-02-09T19:30:00Z,66.12,34.96
2026-02-09T19:31:00Z,66.00,35.00
2026-02-09T19:32:00Z,66.00,35.00
2026-02-09T19:33:00Z,65.87,35.00
2026-02-09T19:34:00Z,66.10,35.00
2026-02-09T19:35:00Z,68.00,32.83
2026-02-09T19:36:00Z,67.86,35.12
2026-02-09T19:37:00Z,67.00,35.00
2026-02-09T19:38:00Z,67.87,33.97
2026-02-09T19:39:00Z,68.39,32.59
2026-02-09T19:40:00Z,75.32,25.17
2026-02-09T19:41:00Z,72.40,28.27
2026-02-09T19:42:00Z,75.95,22.53
2026-02-09T19:43:00Z,79.06,22.99
2026-02-09T19:44:00Z,81.96,20.00
2026-02-09T19:45:00Z,82.65,18.97
2026-02-09T19:46:00Z,82.40,20.00
2026-02-09T19:47:00Z,83.90,19.02
2026-02-09T19:48:00Z,82.08,19.04
2026-02-09T19:49:00Z,80.45,20.96
2026-02-09T19:50:00Z,81.00,21.82
2026-02-09T19:51:00Z,83.68,18.91
2026-02-09T19:52:00Z,81.70,18.29
2026-02-09T19:53:00Z,81.20,18.36
2026-02-09T19:54:00Z,80.24,20.29
2026-02-09T19:55:00Z,80.14,20.52
2026-02-09T19:56:00Z,78.37,23.99
2026-02-09T19:57:00Z,80.02,21.73
2026-02-09T19:58:00Z,81.39,20.00
2026-02-09T19:59:00Z,82.44,19.99
2026-02-09T20:00:00Z,83.50,18.00
2026-02-09T20:01:00Z,81.62,20.28
2026-02-09T20:02:00Z,80.82,20.45
2026-02-09T20:03:00Z,74.51,24.62
2026-02-09T20:04:00Z,74.60,26.72
2026-02-09T20:05:00Z,80.42,21.63
2026-02-09T20:06:00Z,77.73,24.85
2026-02-09T20:07:00Z,77.72,20.68
2026-02-09T20:08:00Z,75.13,26.05
2026-02-09T20:09:00Z,80.85,20.23
2026-02-09T20:10:00Z,79.47,21.47
2026-02-09T20:11:00Z,78.23,23.14
2026-02-09T20:12:00Z,78.78,22.89
2026-02-09T20:13:00Z,81.88,20.28
2026-02-09T20:14:00Z,83.41,19.99
2026-02-09T20:15:00Z,80.01,25.38
2026-02-09T20:16:00Z,80.13,21.04
2026-02-09T20:17:00Z,81.51,19.78
2026-02-09T20:18:00Z,81.60,19.98
2026-02-09T20:19:00Z,80.35,22.49
2026-02-09T20:20:00Z,78.78,22.79
2026-02-09T20:21:00Z,80.17,21.30
2026-02-09T20:22:00Z,81.26,19.47
2026-02-09T20:23:00Z,87.54,10.05
2026-02-09T20:24:00Z,89.94,9.52
2026-02-09T20:25:00Z,87.56,12.57
2026-02-09T20:26:00Z,88.01,13.01
2026-02-09T20:27:00Z,80.81,17.86
2026-02-09T20:28:00Z,80.52,19.89
2026-02-09T20:29:00Z,84.75,16.05
2026-02-09T20:30:00Z,82.73,18.90
2026-02-09T20:31:00Z,80.91,20.62
2026-02-09T20:32:00Z,82.31,20.07
2026-02-09T20:33:00Z,77.88,23.01
2026-02-09T20:34:00Z,76.97,26.33
2026-02-09T20:35:00Z,74.34,29.89
2026-02-09T20:36:00Z,74.43,27.26
2026-02-09T20:37:00Z,63.90,34.45
2026-02-09T20:38:00Z,70.13,29.04
2026-02-09T20:39:00Z,79.39,22.94
2026-02-09T20:40:00Z,75.77,23.82
2026-02-09T20:41:00Z,75.68,25.97
2026-02-09T20:42:00Z,77.18,25.39
2026-02-09T20:43:00Z,77.55,25.45
2026-02-09T20:44:00Z,74.93,25.76
2026-02-09T20:45:00Z,75.91,24.10
2026-02-09T20:46:00Z,77.90,22.97
2026-02-09T20:47:00Z,75.39,23.46
2026-02-09T20:48:00Z,75.36,26.92
2026-02-09T20:49:00Z,73.08,27.37
2026-02-09T20:50:00Z,73.25,28.53
2026-02-09T20:51:00Z,76.34,26.01
2026-02-09T20:52:00Z,79.90,20.98
2026-02-09T20:53:00Z,76.52,23.45
2026-02-09T20:54:00Z,72.72,28.10
2026-02-09T20:55:00Z,78.09,27.98
2026-02-09T20:56:00Z,78.69,23.97
2026-02-09T20:57:00Z,79.56,20.84
2026-02-09T20:58:00Z,81.65,19.83
2026-02-09T20:59:00Z,80.94,21.13
2026-02-09T21:00:00Z,76.41,25.90
2026-02-09T21:01:00Z,74.86,26.16
2026-02-09T21:02:00Z,72.43,26.97
2026-02-09T21:03:00Z,69.42,31.00
2026-02-09T21:04:00Z,72.67,27.50
2026-02-09T21:05:00Z,65.84,31.89
2026-02-09T21:06:00Z,75.54,25.50
2026-02-09T21:07:00Z,80.12,19.49
2026-02-09T21:08:00Z,88.63,12.20
2026-02-09T21:09:00Z,93.65,5.43
2026-02-09T21:10:00Z,95.71,4.93
2026-02-09T21:11:00Z,98.54,2.01
2026-02-09T21:12:00Z,99.00,1.00
2026-02-09T21:13:00Z,99.00,1.00
2026-02-09T21:14:00Z,99.00,1.00
2026-02-09T21:15:00Z,99.00,1.00
2026-02-09T21:16:00Z,99.00,1.00
2026-02-09T21:17:00Z,99.00,1.00
