# event_ticker=KXATPMATCH-25OCT24AUGMUN
# final_score=6-3 RET
# match_winner=Jaume Munar
# fav_player=Felix Auger-Aliassime
# dog_player=Jaume Munar
# kalshi_date=2025-10-24
timestamp,Felix Auger-Aliassime,Jaume Munar
2025-10-24T01:49:00Z,73.00,
2025-10-24T01:52:00Z,73.00,
2025-10-24T01:54:00Z,73.00,
2025-10-24T02:05:00Z,73.00,
2025-10-24T02:33:00Z,73.00,
2025-10-24T02:39:00Z,73.00,
2025-10-24T02:47:00Z,73.00,
2025-10-24T02:55:00Z,73.00,
2025-10-24T02:58:00Z,73.00,28.00
2025-10-24T03:00:00Z,73.00,28.00
2025-10-24T03:04:00Z,73.82,28.00
2025-10-24T03:05:00Z,73.82,28.00
2025-10-24T03:09:00Z,74.00,28.00
2025-10-24T03:10:00Z,74.00,28.00
2025-10-24T03:11:00Z,74.00,28.00
2025-10-24T03:18:00Z,74.00,28.00
2025-10-24T03:23:00Z,74.00,26.00
2025-10-24T03:24:00Z,74.00,26.00
2025-10-24T03:29:00Z,74.00,28.00
2025-10-24T03:35:00Z,74.00,28.00
2025-10-24T03:36:00Z,74.00,28.00
2025-10-24T03:40:00Z,74.00,28.00
2025-10-24T03:45:00Z,74.00,28.00
2025-10-24T04:07:00Z,72.00,28.00
2025-10-24T04:08:00Z,74.00,28.00
2025-10-24T04:11:00Z,74.00,28.00
2025-10-24T04:14:00Z,74.00,28.00
2025-10-24T04:18:00Z,74.00,28.00
2025-10-24T04:23:00Z,72.15,28.00
2025-10-24T04:24:00Z,74.00,28.00
2025-10-24T04:25:00Z,74.00,28.00
2025-10-24T04:33:00Z,74.00,28.00
2025-10-24T04:41:00Z,74.00,26.00
2025-10-24T04:43:00Z,74.00,26.00
2025-10-24T04:44:00Z,74.00,28.00
2025-10-24T04:45:00Z,74.00,28.00
2025-10-24T04:50:00Z,74.00,28.00
2025-10-24T04:53:00Z,74.00,28.00
2025-10-24T04:55:00Z,74.00,28.00
2025-10-24T04:57:00Z,74.00,28.00
2025-10-24T04:58:00Z,74.00,28.00
2025-10-24T04:59:00Z,74.00,28.00
2025-10-24T05:06:00Z,74.00,28.00
2025-10-24T05:13:00Z,74.00,28.00
2025-10-24T05:19:00Z,74.00,28.00
2025-10-24T05:23:00Z,74.00,28.00
2025-10-24T05:28:00Z,74.00,28.00
2025-10-24T05:31:00Z,74.00,28.00
2025-10-24T05:39:00Z,74.00,28.00
2025-10-24T05:41:00Z,74.00,28.00
2025-10-24T05:43:00Z,74.00,28.00
2025-10-24T05:56:00Z,74.00,28.00
2025-10-24T06:00:00Z,74.00,28.00
2025-10-24T06:01:00Z,74.00,28.00
2025-10-24T06:03:00Z,74.00,28.00
2025-10-24T06:06:00Z,74.00,28.00
2025-10-24T06:10:00Z,74.00,27.00
2025-10-24T06:14:00Z,74.00,27.00
2025-10-24T06:28:00Z,74.00,27.00
2025-10-24T06:33:00Z,74.00,27.00
2025-10-24T06:39:00Z,74.00,27.00
2025-10-24T06:41:00Z,74.00,27.00
2025-10-24T06:48:00Z,74.00,27.00
2025-10-24T06:51:00Z,74.00,27.00
2025-10-24T06:52:00Z,74.00,27.00
2025-10-24T06:53:00Z,74.00,27.00
2025-10-24T06:55:00Z,74.00,27.00
2025-10-24T06:57:00Z,74.00,27.00
2025-10-24T07:00:00Z,74.00,27.00
2025-10-24T07:04:00Z,74.00,27.00
