# event_ticker=KXATPCHALLENGERMATCH-26MAY29SMIZIN
# final_score=6-4 7-6(4)
# score_resolution=6-4 7-6
# match_winner=Colton Smith
# fav_player=Colton Smith
# dog_player=Tyler Zink
# kalshi_date=2026-05-29
timestamp,Colton Smith,Tyler Zink
2026-05-30T02:48:00Z,90.11,12.00
2026-05-30T02:49:00Z,90.65,11.70
2026-05-30T02:50:00Z,90.00,10.62
2026-05-30T02:51:00Z,90.00,10.00
2026-05-30T02:52:00Z,88.00,11.71
2026-05-30T02:53:00Z,89.86,11.86
2026-05-30T02:54:00Z,88.03,12.00
2026-05-30T02:55:00Z,89.99,12.00
2026-05-30T02:56:00Z,90.00,10.64
2026-05-30T02:57:00Z,90.00,10.90
2026-05-30T02:58:00Z,89.92,11.88
2026-05-30T02:59:00Z,90.00,10.01
2026-05-30T03:00:00Z,88.62,10.04
2026-05-30T03:01:00Z,92.42,10.00
2026-05-30T03:02:00Z,90.54,9.03
2026-05-30T03:03:00Z,89.00,9.36
2026-05-30T03:04:00Z,89.12,9.88
2026-05-30T03:05:00Z,90.03,9.97
2026-05-30T03:06:00Z,89.00,9.20
2026-05-30T03:07:00Z,90.18,10.00
2026-05-30T03:08:00Z,89.07,10.00
2026-05-30T03:09:00Z,89.00,9.91
2026-05-30T03:10:00Z,90.29,10.00
2026-05-30T03:11:00Z,89.38,9.99
2026-05-30T03:12:00Z,89.18,9.17
2026-05-30T03:13:00Z,90.46,9.04
2026-05-30T03:14:00Z,90.01,9.55
2026-05-30T03:15:00Z,90.96,10.00
2026-05-30T03:16:00Z,90.09,9.94
2026-05-30T03:17:00Z,90.95,10.00
2026-05-30T03:18:00Z,91.00,9.85
2026-05-30T03:19:00Z,91.00,10.00
2026-05-30T03:20:00Z,89.17,9.99
2026-05-30T03:21:00Z,89.17,10.00
2026-05-30T03:22:00Z,89.04,10.00
2026-05-30T03:23:00Z,90.74,10.00
2026-05-30T03:24:00Z,89.00,9.08
2026-05-30T03:25:00Z,89.00,9.84
2026-05-30T03:26:00Z,89.00,10.00
2026-05-30T03:27:00Z,89.15,10.85
2026-05-30T03:28:00Z,90.00,9.30
2026-05-30T03:29:00Z,91.00,11.00
2026-05-30T03:30:00Z,89.09,11.00
2026-05-30T03:31:00Z,90.56,9.58
2026-05-30T03:32:00Z,91.00,9.52
2026-05-30T03:33:00Z,89.00,9.00
2026-05-30T03:34:00Z,90.98,9.00
2026-05-30T03:35:00Z,90.61,9.64
2026-05-30T03:36:00Z,90.41,9.99
2026-05-30T03:37:00Z,89.07,9.00
2026-05-30T03:38:00Z,90.71,9.97
2026-05-30T03:39:00Z,90.66,9.57
2026-05-30T03:40:00Z,90.84,9.12
2026-05-30T03:41:00Z,91.00,9.57
2026-05-30T03:42:00Z,91.47,9.00
2026-05-30T03:43:00Z,91.00,10.00
2026-05-30T03:44:00Z,90.32,9.84
2026-05-30T03:45:00Z,90.00,10.00
2026-05-30T03:46:00Z,90.56,10.00
2026-05-30T03:47:00Z,89.10,10.00
2026-05-30T03:48:00Z,90.84,10.00
2026-05-30T03:49:00Z,91.00,9.00
2026-05-30T03:50:00Z,90.42,9.44
2026-05-30T03:51:00Z,90.91,9.72
2026-05-30T03:52:00Z,91.00,10.33
2026-05-30T03:53:00Z,91.00,11.00
2026-05-30T03:54:00Z,90.90,9.02
2026-05-30T03:55:00Z,90.93,11.00
2026-05-30T03:56:00Z,89.35,10.68
2026-05-30T03:57:00Z,90.96,9.61
2026-05-30T03:58:00Z,91.00,10.01
2026-05-30T03:59:00Z,90.11,11.00
2026-05-30T04:00:00Z,89.64,9.46
2026-05-30T04:01:00Z,90.17,9.12
2026-05-30T04:02:00Z,89.32,10.19
2026-05-30T04:03:00Z,91.00,10.92
2026-05-30T04:04:00Z,89.05,10.60
2026-05-30T04:05:00Z,91.00,10.55
2026-05-30T04:06:00Z,91.00,9.97
2026-05-30T04:07:00Z,90.90,11.00
2026-05-30T04:08:00Z,90.09,10.82
2026-05-30T04:09:00Z,90.08,9.17
2026-05-30T04:10:00Z,90.65,10.58
2026-05-30T04:11:00Z,89.73,11.00
2026-05-30T04:12:00Z,90.15,9.94
2026-05-30T04:13:00Z,91.00,9.00
2026-05-30T04:14:00Z,91.00,10.97
2026-05-30T04:15:00Z,90.00,10.70
2026-05-30T04:16:00Z,90.87,11.00
2026-05-30T04:17:00Z,89.00,9.07
2026-05-30T04:18:00Z,89.00,11.00
2026-05-30T04:19:00Z,89.29,10.52
2026-05-30T04:20:00Z,90.51,10.52
2026-05-30T04:21:00Z,90.23,11.00
2026-05-30T04:22:00Z,91.00,11.00
2026-05-30T04:23:00Z,91.00,10.17
2026-05-30T04:24:00Z,91.00,11.00
2026-05-30T04:25:00Z,91.00,9.95
2026-05-30T04:26:00Z,90.98,10.61
2026-05-30T04:27:00Z,89.00,11.00
2026-05-30T04:28:00Z,91.00,11.00
2026-05-30T04:29:00Z,91.00,11.00
2026-05-30T04:30:00Z,89.44,10.40
2026-05-30T04:31:00Z,91.00,9.18
2026-05-30T04:32:00Z,90.70,9.00
2026-05-30T04:33:00Z,91.00,10.00
2026-05-30T04:34:00Z,90.00,9.88
2026-05-30T04:35:00Z,89.31,9.88
2026-05-30T04:36:00Z,89.02,9.85
2026-05-30T04:37:00Z,90.83,9.93
2026-05-30T04:38:00Z,89.00,10.84
2026-05-30T04:39:00Z,91.00,11.00
2026-05-30T04:40:00Z,91.00,9.00
2026-05-30T04:41:00Z,91.00,9.17
2026-05-30T04:42:00Z,89.18,11.00
2026-05-30T04:43:00Z,89.00,10.91
2026-05-30T04:44:00Z,91.00,11.00
2026-05-30T04:45:00Z,91.00,10.00
2026-05-30T04:46:00Z,91.00,11.00
2026-05-30T04:47:00Z,89.00,10.55
2026-05-30T04:48:00Z,91.00,11.00
2026-05-30T04:49:00Z,90.94,11.00
2026-05-30T04:50:00Z,91.00,11.00
2026-05-30T04:51:00Z,91.00,11.00
2026-05-30T04:52:00Z,91.00,10.00
2026-05-30T04:53:00Z,89.48,11.00
2026-05-30T04:54:00Z,89.00,11.00
2026-05-30T04:55:00Z,89.00,11.00
2026-05-30T04:56:00Z,91.00,9.00
2026-05-30T04:57:00Z,89.75,10.59
2026-05-30T04:58:00Z,89.00,9.00
2026-05-30T05:00:00Z,90.85,9.05
2026-05-30T05:01:00Z,89.02,10.35
2026-05-30T05:02:00Z,91.00,11.00
2026-05-30T05:03:00Z,91.00,10.71
2026-05-30T05:04:00Z,89.00,11.00
2026-05-30T05:05:00Z,91.00,9.92
2026-05-30T05:06:00Z,90.95,9.03
2026-05-30T05:07:00Z,89.00,10.29
2026-05-30T05:08:00Z,89.03,10.84
2026-05-30T05:09:00Z,89.03,11.00
2026-05-30T05:10:00Z,91.00,9.35
2026-05-30T05:11:00Z,90.79,10.94
2026-05-30T05:12:00Z,89.39,9.49
2026-05-30T05:13:00Z,90.62,10.81
2026-05-30T05:14:00Z,90.64,9.26
2026-05-30T05:15:00Z,90.72,9.43
2026-05-30T05:16:00Z,89.91,10.00
2026-05-30T05:17:00Z,90.44,10.06
2026-05-30T05:18:00Z,90.68,10.85
2026-05-30T05:19:00Z,91.00,9.21
2026-05-30T05:20:00Z,91.00,9.46
2026-05-30T05:21:00Z,89.06,10.76
2026-05-30T05:22:00Z,91.00,11.00
2026-05-30T05:23:00Z,90.50,10.91
2026-05-30T05:24:00Z,90.64,11.00
2026-05-30T05:25:00Z,91.04,9.12
2026-05-30T05:26:00Z,91.10,10.00
2026-05-30T05:27:00Z,90.40,10.00
2026-05-30T05:28:00Z,91.84,10.00
2026-05-30T05:29:00Z,90.11,9.64
2026-05-30T05:30:00Z,90.49,9.88
2026-05-30T05:31:00Z,90.74,10.00
2026-05-30T05:32:00Z,90.81,10.00
2026-05-30T05:33:00Z,90.04,9.00
2026-05-30T05:34:00Z,91.00,9.97
2026-05-30T05:35:00Z,91.00,9.35
2026-05-30T05:36:00Z,91.22,9.96
2026-05-30T05:37:00Z,90.15,9.45
2026-05-30T05:38:00Z,90.00,10.00
2026-05-30T05:39:00Z,90.05,9.63
2026-05-30T05:40:00Z,90.19,9.23
2026-05-30T05:41:00Z,90.14,9.16
2026-05-30T05:42:00Z,90.01,10.00
2026-05-30T05:43:00Z,90.21,9.78
2026-05-30T05:44:00Z,90.48,10.00
2026-05-30T05:45:00Z,90.99,9.70
2026-05-30T05:46:00Z,90.26,10.00
2026-05-30T05:47:00Z,91.00,10.00
2026-05-30T05:48:00Z,90.99,9.36
2026-05-30T05:49:00Z,90.73,9.56
