# event_ticker=KXATPCHALLENGERMATCH-26APR07BOUUCH
# final_score=6-3 6-4
# match_winner=Justin Boulais
# fav_player=Justin Boulais
# dog_player=Kaichi Uchida
# kalshi_date=2026-04-07
timestamp,Justin Boulais,Kaichi Uchida
2026-04-07T16:02:00Z,52.60,
2026-04-07T16:03:00Z,51.00,
2026-04-07T16:21:00Z,51.00,
2026-04-07T16:24:00Z,51.00,
2026-04-07T16:30:00Z,51.00,
2026-04-07T16:31:00Z,51.00,
2026-04-07T16:37:00Z,51.00,
2026-04-07T16:58:00Z,51.00,
2026-04-07T17:05:00Z,51.00,
2026-04-07T17:15:00Z,52.00,
2026-04-07T17:24:00Z,52.00,
2026-04-07T17:56:00Z,52.00,
2026-04-07T18:28:00Z,52.00,
2026-04-07T18:30:00Z,52.00,
2026-04-07T19:10:00Z,52.00,
2026-04-07T19:16:00Z,52.39,
2026-04-07T19:22:00Z,55.00,
2026-04-07T19:28:00Z,55.00,46.00
2026-04-07T19:33:00Z,55.00,46.00
2026-04-07T19:35:00Z,55.00,46.00
2026-04-07T19:55:00Z,53.00,46.00
2026-04-07T20:07:00Z,53.00,48.00
2026-04-07T20:12:00Z,53.00,49.00
2026-04-07T20:13:00Z,53.00,49.00
2026-04-07T20:18:00Z,53.00,50.00
2026-04-07T20:20:00Z,53.00,50.00
2026-04-07T20:29:00Z,53.00,50.00
2026-04-07T20:50:00Z,52.00,50.00
2026-04-07T20:51:00Z,52.00,50.00
2026-04-07T20:52:00Z,52.00,50.00
2026-04-07T21:04:00Z,52.00,50.00
2026-04-07T21:07:00Z,52.00,50.00
2026-04-07T22:13:00Z,52.00,49.00
2026-04-07T23:05:00Z,52.00,49.00
2026-04-07T23:15:00Z,51.00,49.00
2026-04-07T23:28:00Z,51.00,49.00
2026-04-08T00:03:00Z,52.00,49.00
2026-04-08T00:04:00Z,52.00,49.00
2026-04-08T00:13:00Z,52.00,49.00
2026-04-08T00:38:00Z,52.00,49.00
2026-04-08T00:39:00Z,52.00,49.00
2026-04-08T00:41:00Z,53.00,49.00
2026-04-08T00:46:00Z,53.00,49.00
2026-04-08T00:47:00Z,53.00,49.00
2026-04-08T00:50:00Z,52.00,49.00
2026-04-08T00:51:00Z,53.00,49.00
2026-04-08T00:57:00Z,53.00,49.00
2026-04-08T01:04:00Z,53.00,49.00
2026-04-08T01:05:00Z,53.00,49.00
2026-04-08T01:06:00Z,53.00,49.00
2026-04-08T01:12:00Z,53.00,49.00
2026-04-08T01:13:00Z,53.00,49.00
2026-04-08T01:15:00Z,53.00,49.00
2026-04-08T01:19:00Z,53.00,49.00
2026-04-08T01:20:00Z,53.00,49.00
2026-04-08T01:22:00Z,53.00,49.00
2026-04-08T01:29:00Z,53.00,49.00
2026-04-08T01:36:00Z,53.00,49.00
2026-04-08T01:42:00Z,53.00,49.00
2026-04-08T01:47:00Z,53.00,49.00
2026-04-08T01:49:00Z,53.33,49.00
2026-04-08T01:50:00Z,54.00,49.00
2026-04-08T01:52:00Z,53.00,49.00
2026-04-08T01:53:00Z,53.00,49.00
2026-04-08T01:54:00Z,53.00,49.00
2026-04-08T01:58:00Z,53.00,49.00
2026-04-08T02:00:00Z,50.79,49.00
2026-04-08T02:03:00Z,52.90,49.00
2026-04-08T02:05:00Z,52.90,49.00
2026-04-08T02:06:00Z,54.00,49.00
2026-04-08T02:07:00Z,54.00,49.00
2026-04-08T02:10:00Z,53.00,49.00
2026-04-08T02:13:00Z,53.00,49.00
2026-04-08T02:14:00Z,53.00,49.00
2026-04-08T02:16:00Z,53.00,49.00
2026-04-08T02:18:00Z,53.00,49.00
2026-04-08T02:21:00Z,53.00,49.00
2026-04-08T02:24:00Z,53.00,49.00
2026-04-08T02:30:00Z,53.00,49.00
2026-04-08T02:31:00Z,53.00,49.00
2026-04-08T02:32:00Z,53.00,49.00
2026-04-08T02:33:00Z,53.00,48.00
2026-04-08T02:35:00Z,53.00,48.00
2026-04-08T02:36:00Z,53.00,48.00
2026-04-08T02:38:00Z,53.00,48.00
2026-04-08T02:40:00Z,53.00,48.00
2026-04-08T02:41:00Z,53.00,48.00
2026-04-08T02:42:00Z,53.00,48.00
2026-04-08T02:43:00Z,53.00,48.00
2026-04-08T02:45:00Z,53.00,49.00
2026-04-08T02:47:00Z,53.00,49.00
2026-04-08T02:49:00Z,53.00,49.00
2026-04-08T02:50:00Z,51.00,49.00
2026-04-08T02:51:00Z,53.00,49.00
2026-04-08T02:53:00Z,53.00,49.00
2026-04-08T02:54:00Z,53.00,49.00
2026-04-08T02:56:00Z,53.00,49.00
2026-04-08T02:57:00Z,53.00,49.00
2026-04-08T02:58:00Z,53.00,49.00
2026-04-08T03:00:00Z,52.00,50.08
2026-04-08T03:01:00Z,52.43,50.00
2026-04-08T03:04:00Z,53.00,50.00
2026-04-08T03:05:00Z,51.00,50.00
2026-04-08T03:06:00Z,52.93,49.78
2026-04-08T03:07:00Z,52.00,49.49
2026-04-08T03:08:00Z,52.96,49.96
2026-04-08T03:09:00Z,56.24,47.81
2026-04-08T03:10:00Z,55.90,47.30
2026-04-08T03:11:00Z,54.19,48.97
2026-04-08T03:12:00Z,55.67,47.04
2026-04-08T03:13:00Z,55.78,50.28
2026-04-08T03:14:00Z,56.71,47.15
2026-04-08T03:15:00Z,55.20,49.84
2026-04-08T03:16:00Z,51.95,51.93
2026-04-08T03:17:00Z,48.38,52.42
2026-04-08T03:18:00Z,49.26,53.53
2026-04-08T03:19:00Z,54.46,49.12
2026-04-08T03:20:00Z,53.57,48.76
2026-04-08T03:21:00Z,54.87,47.41
2026-04-08T03:22:00Z,50.28,52.21
2026-04-08T03:23:00Z,49.39,53.67
2026-04-08T03:24:00Z,52.47,51.50
2026-04-08T03:25:00Z,49.96,55.88
2026-04-08T03:26:00Z,50.14,53.16
2026-04-08T03:27:00Z,49.64,53.15
2026-04-08T03:28:00Z,51.15,51.05
2026-04-08T03:29:00Z,61.45,41.78
2026-04-08T03:30:00Z,63.49,40.39
2026-04-08T03:31:00Z,70.10,31.99
2026-04-08T03:32:00Z,72.60,28.10
2026-04-08T03:33:00Z,73.75,29.76
2026-04-08T03:34:00Z,65.33,36.35
2026-04-08T03:35:00Z,66.02,34.85
2026-04-08T03:36:00Z,66.38,37.07
2026-04-08T03:37:00Z,71.06,30.82
2026-04-08T03:38:00Z,70.65,30.93
