# event_ticker=KXATPMATCH-26FEB08TSIRIN
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Stefanos Tsitsipas
# fav_player=Arthur Rinderknech
# dog_player=Stefanos Tsitsipas
# kalshi_date=2026-02-08
timestamp,Arthur Rinderknech,Stefanos Tsitsipas
2026-02-11T05:34:00Z,39.00,62.00
2026-02-11T05:37:00Z,39.00,62.00
2026-02-11T05:39:00Z,39.00,62.00
2026-02-11T05:41:00Z,39.00,62.00
2026-02-11T05:44:00Z,39.00,62.00
2026-02-11T05:47:00Z,39.00,62.00
2026-02-11T05:51:00Z,39.00,62.00
2026-02-11T05:53:00Z,39.00,62.00
2026-02-11T05:56:00Z,39.00,62.00
2026-02-11T05:57:00Z,39.00,62.00
2026-02-11T06:00:00Z,39.00,62.00
2026-02-11T06:01:00Z,39.00,62.00
2026-02-11T06:03:00Z,39.00,62.00
2026-02-11T06:05:00Z,39.00,61.00
2026-02-11T06:06:00Z,39.00,61.00
2026-02-11T06:07:00Z,39.00,62.00
2026-02-11T06:09:00Z,39.00,62.00
2026-02-11T06:10:00Z,39.00,62.00
2026-02-11T06:11:00Z,39.00,62.00
2026-02-11T06:12:00Z,39.00,62.00
2026-02-11T06:13:00Z,39.00,62.00
2026-02-11T06:15:00Z,39.00,62.00
2026-02-11T06:19:00Z,39.00,62.00
2026-02-11T06:20:00Z,39.00,62.00
2026-02-11T06:22:00Z,39.00,62.00
2026-02-11T06:23:00Z,39.00,62.00
2026-02-11T06:25:00Z,39.00,62.00
2026-02-11T06:28:00Z,39.00,62.00
2026-02-11T06:29:00Z,39.00,62.00
2026-02-11T06:34:00Z,39.00,62.00
2026-02-11T06:36:00Z,39.00,62.00
2026-02-11T06:37:00Z,39.00,63.00
2026-02-11T06:38:00Z,39.00,63.00
2026-02-11T06:39:00Z,39.00,63.00
2026-02-11T06:40:00Z,39.00,63.00
2026-02-11T06:41:00Z,39.00,62.00
2026-02-11T06:42:00Z,39.00,62.00
2026-02-11T06:45:00Z,39.00,62.00
2026-02-11T06:46:00Z,39.00,62.80
2026-02-11T06:49:00Z,39.00,62.71
2026-02-11T06:52:00Z,39.00,63.00
2026-02-11T06:53:00Z,39.00,63.00
2026-02-11T06:54:00Z,39.00,63.00
2026-02-11T06:59:00Z,39.00,63.00
2026-02-11T07:00:00Z,39.00,63.00
2026-02-11T07:01:00Z,39.00,63.00
2026-02-11T07:03:00Z,39.00,63.00
2026-02-11T07:09:00Z,39.00,63.00
2026-02-11T07:10:00Z,39.00,63.00
2026-02-11T07:11:00Z,39.00,63.00
2026-02-11T07:18:00Z,39.00,63.00
2026-02-11T07:23:00Z,39.00,62.00
2026-02-11T07:29:00Z,39.00,62.00
2026-02-11T07:30:00Z,39.00,62.00
2026-02-11T07:34:00Z,39.00,62.00
2026-02-11T07:35:00Z,39.00,62.00
2026-02-11T07:40:00Z,39.00,62.00
2026-02-11T07:41:00Z,39.00,62.00
2026-02-11T07:42:00Z,39.00,63.00
2026-02-11T07:43:00Z,39.00,61.00
2026-02-11T07:44:00Z,39.00,61.00
2026-02-11T07:45:00Z,39.00,61.00
2026-02-11T07:48:00Z,39.00,63.00
2026-02-11T07:50:00Z,39.00,63.00
2026-02-11T07:54:00Z,39.00,63.00
2026-02-11T07:55:00Z,39.00,63.00
2026-02-11T07:56:00Z,39.00,62.00
2026-02-11T07:57:00Z,39.00,62.00
2026-02-11T08:06:00Z,38.00,62.00
2026-02-11T08:07:00Z,37.00,63.00
2026-02-11T08:14:00Z,37.00,63.00
2026-02-11T08:15:00Z,37.00,63.00
2026-02-11T08:16:00Z,37.00,63.00
2026-02-11T08:19:00Z,38.00,63.00
2026-02-11T08:21:00Z,38.00,63.00
2026-02-11T08:22:00Z,38.00,63.00
2026-02-11T08:23:00Z,38.00,63.00
2026-02-11T08:25:00Z,38.00,63.00
2026-02-11T08:28:00Z,38.00,63.00
2026-02-11T08:29:00Z,38.00,63.00
2026-02-11T08:32:00Z,38.00,63.00
2026-02-11T08:34:00Z,38.00,63.00
2026-02-11T08:39:00Z,38.00,63.00
2026-02-11T08:47:00Z,38.00,63.00
2026-02-11T08:48:00Z,38.00,63.00
2026-02-11T08:49:00Z,38.00,63.00
2026-02-11T08:51:00Z,38.00,63.00
2026-02-11T08:52:00Z,39.00,63.00
2026-02-11T08:53:00Z,39.00,62.00
2026-02-11T08:56:00Z,38.32,62.00
2026-02-11T09:02:00Z,38.32,62.00
2026-02-11T09:03:00Z,38.32,62.00
2026-02-11T09:07:00Z,38.32,62.00
2026-02-11T09:09:00Z,39.00,62.00
2026-02-11T09:16:00Z,39.00,62.00
2026-02-11T09:18:00Z,39.00,62.00
2026-02-11T09:27:00Z,39.00,62.00
2026-02-11T09:28:00Z,39.00,62.00
2026-02-11T09:29:00Z,39.00,62.00
2026-02-11T09:32:00Z,39.00,61.29
2026-02-11T09:36:00Z,39.00,62.00
2026-02-11T09:38:00Z,39.00,61.41
2026-02-11T09:41:00Z,38.00,62.00
2026-02-11T09:43:00Z,38.00,61.00
2026-02-11T09:45:00Z,38.00,63.00
2026-02-11T09:46:00Z,38.00,63.00
2026-02-11T09:50:00Z,38.00,63.00
2026-02-11T09:51:00Z,38.00,63.00
2026-02-11T09:53:00Z,38.00,63.00
2026-02-11T09:56:00Z,38.00,63.00
2026-02-11T10:02:00Z,38.00,63.00
2026-02-11T10:03:00Z,38.00,63.00
2026-02-11T10:07:00Z,38.00,63.00
2026-02-11T10:09:00Z,38.00,63.00
2026-02-11T10:10:00Z,38.00,63.00
2026-02-11T10:11:00Z,38.00,63.00
2026-02-11T10:13:00Z,38.00,63.00
2026-02-11T10:14:00Z,38.00,63.00
2026-02-11T10:17:00Z,38.00,63.00
2026-02-11T10:20:00Z,38.00,63.00
2026-02-11T10:21:00Z,38.00,64.00
2026-02-11T10:22:00Z,38.00,64.00
2026-02-11T10:24:00Z,39.00,63.00
2026-02-11T10:25:00Z,39.00,62.14
2026-02-11T10:28:00Z,39.00,64.00
2026-02-11T10:34:00Z,39.00,64.00
2026-02-11T10:35:00Z,39.00,64.00
2026-02-11T10:36:00Z,39.00,64.00
2026-02-11T10:37:00Z,39.00,64.00
2026-02-11T10:38:00Z,39.00,64.00
2026-02-11T10:39:00Z,39.00,62.00
2026-02-11T10:41:00Z,39.00,64.00
2026-02-11T10:43:00Z,39.00,64.00
2026-02-11T10:44:00Z,39.00,62.00
2026-02-11T10:45:00Z,39.00,61.00
2026-02-11T10:50:00Z,39.00,62.00
2026-02-11T10:51:00Z,39.00,62.00
2026-02-11T10:53:00Z,39.00,62.00
2026-02-11T10:55:00Z,39.00,61.04
2026-02-11T10:57:00Z,39.00,61.04
2026-02-11T10:58:00Z,39.00,64.00
2026-02-11T10:59:00Z,39.00,64.00
2026-02-11T11:04:00Z,39.00,64.00
2026-02-11T11:05:00Z,39.00,64.00
2026-02-11T11:06:00Z,39.00,64.00
2026-02-11T11:08:00Z,37.00,64.00
2026-02-11T11:11:00Z,37.00,64.00
2026-02-11T11:13:00Z,38.00,64.00
2026-02-11T11:15:00Z,38.00,64.00
2026-02-11T11:16:00Z,38.00,64.00
2026-02-11T11:17:00Z,38.00,64.00
2026-02-11T11:18:00Z,38.00,64.00
2026-02-11T11:22:00Z,38.00,64.00
2026-02-11T11:24:00Z,38.92,64.00
2026-02-11T11:28:00Z,38.92,64.00
2026-02-11T11:29:00Z,39.00,64.00
2026-02-11T11:30:00Z,39.00,64.00
2026-02-11T11:31:00Z,39.00,64.00
2026-02-11T11:34:00Z,39.00,64.00
2026-02-11T11:39:00Z,37.00,62.26
2026-02-11T11:40:00Z,39.00,64.00
2026-02-11T11:41:00Z,39.00,63.00
2026-02-11T11:42:00Z,39.00,64.00
2026-02-11T11:43:00Z,39.00,64.00
2026-02-11T11:44:00Z,39.00,64.40
2026-02-11T11:46:00Z,39.00,66.00
2026-02-11T11:47:00Z,39.00,66.00
2026-02-11T11:48:00Z,39.00,66.00
2026-02-11T11:49:00Z,37.00,66.00
2026-02-11T11:50:00Z,37.00,66.00
2026-02-11T11:51:00Z,37.00,66.00
2026-02-11T11:52:00Z,36.00,66.09
2026-02-11T11:53:00Z,37.00,65.70
2026-02-11T11:54:00Z,37.00,67.00
2026-02-11T11:55:00Z,36.05,67.00
2026-02-11T11:56:00Z,34.45,67.77
2026-02-11T11:57:00Z,34.00,67.98
2026-02-11T11:58:00Z,34.24,68.54
2026-02-11T11:59:00Z,34.24,67.52
2026-02-11T12:00:00Z,36.81,63.53
2026-02-11T12:01:00Z,35.08,66.00
2026-02-11T12:02:00Z,37.00,63.32
2026-02-11T12:03:00Z,33.79,66.45
2026-02-11T12:04:00Z,32.99,68.35
2026-02-11T12:05:00Z,31.00,69.00
2026-02-11T12:06:00Z,29.89,71.09
2026-02-11T12:07:00Z,34.18,68.24
2026-02-11T12:08:00Z,39.07,63.04
2026-02-11T12:09:00Z,39.74,59.45
2026-02-11T12:10:00Z,35.21,65.65
2026-02-11T12:11:00Z,35.00,66.10
2026-02-11T12:12:00Z,34.84,67.00
2026-02-11T12:13:00Z,35.28,66.99
2026-02-11T12:14:00Z,33.40,67.20
2026-02-11T12:15:00Z,36.21,66.00
2026-02-11T12:16:00Z,35.06,65.37
2026-02-11T12:17:00Z,35.98,66.00
2026-02-11T12:18:00Z,34.00,67.00
2026-02-11T12:19:00Z,32.87,67.00
2026-02-11T12:20:00Z,29.43,67.24
2026-02-11T12:21:00Z,34.23,68.15
2026-02-11T12:22:00Z,36.99,63.40
2026-02-11T12:23:00Z,40.52,59.66
2026-02-11T12:24:00Z,40.67,54.42
2026-02-11T12:25:00Z,43.62,58.84
2026-02-11T12:26:00Z,41.43,59.79
2026-02-11T12:27:00Z,35.00,67.61
2026-02-11T12:28:00Z,33.08,67.44
2026-02-11T12:29:00Z,33.73,65.67
2026-02-11T12:30:00Z,32.05,68.82
2026-02-11T12:31:00Z,29.66,70.33
2026-02-11T12:32:00Z,35.41,65.32
2026-02-11T12:33:00Z,34.09,66.21
2026-02-11T12:34:00Z,35.00,65.67
2026-02-11T12:35:00Z,35.39,65.46
2026-02-11T12:36:00Z,34.98,65.96
2026-02-11T12:37:00Z,34.29,68.72
2026-02-11T12:38:00Z,31.43,67.32
2026-02-11T12:39:00Z,29.55,70.49
2026-02-11T12:40:00Z,23.39,74.89
2026-02-11T12:41:00Z,15.56,85.94
2026-02-11T12:42:00Z,14.98,85.07
2026-02-11T12:43:00Z,14.42,85.01
2026-02-11T12:44:00Z,15.30,86.30
2026-02-11T12:45:00Z,14.32,86.63
2026-02-11T12:46:00Z,13.00,89.00
2026-02-11T12:47:00Z,15.88,89.00
2026-02-11T12:48:00Z,16.51,84.89
2026-02-11T12:49:00Z,13.42,84.60
2026-02-11T12:50:00Z,14.48,87.00
2026-02-11T12:51:00Z,14.35,86.99
2026-02-11T12:52:00Z,14.89,87.00
2026-02-11T12:53:00Z,14.61,88.69
2026-02-11T12:54:00Z,11.93,89.92
2026-02-11T12:55:00Z,8.04,93.96
2026-02-11T12:56:00Z,7.36,94.21
2026-02-11T12:57:00Z,13.06,87.74
2026-02-11T12:58:00Z,13.27,86.80
2026-02-11T12:59:00Z,13.82,86.88
2026-02-11T13:00:00Z,9.72,89.63
2026-02-11T13:01:00Z,3.78,96.55
2026-02-11T13:02:00Z,4.00,96.84
2026-02-11T13:03:00Z,2.04,97.99
2026-02-11T13:04:00Z,2.05,98.82
2026-02-11T13:05:00Z,2.48,99.00
2026-02-11T13:06:00Z,2.46,98.62
2026-02-11T13:07:00Z,2.97,97.00
2026-02-11T13:08:00Z,2.53,97.00
2026-02-11T13:09:00Z,2.17,99.00
2026-02-11T13:10:00Z,1.87,94.07
2026-02-11T13:11:00Z,1.23,94.07
2026-02-11T13:12:00Z,1.64,98.00
2026-02-11T13:13:00Z,2.01,98.89
2026-02-11T13:14:00Z,2.71,98.08
2026-02-11T13:15:00Z,1.66,98.95
2026-02-11T13:16:00Z,2.00,98.00
2026-02-11T13:17:00Z,1.00,99.00
2026-02-11T13:18:00Z,1.00,99.00
2026-02-11T13:19:00Z,1.00,99.00
2026-02-11T13:20:00Z,1.00,99.00
2026-02-11T13:22:00Z,1.00,99.00
