# event_ticker=KXATPMATCH-26MAY21POPRUU
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Casper Ruud
# fav_player=Alexei Popyrin
# dog_player=Casper Ruud
# kalshi_date=2026-05-21
timestamp,Alexei Popyrin,Casper Ruud
2026-05-21T01:15:00Z,,74.00
2026-05-21T01:16:00Z,,74.00
2026-05-21T01:22:00Z,,74.00
2026-05-21T01:23:00Z,,74.00
2026-05-21T01:24:00Z,,74.00
2026-05-21T01:29:00Z,,74.00
2026-05-21T01:33:00Z,,74.00
2026-05-21T01:36:00Z,27.00,74.00
2026-05-21T01:39:00Z,27.00,74.00
2026-05-21T01:44:00Z,27.00,74.00
2026-05-21T01:50:00Z,27.00,74.00
2026-05-21T02:06:00Z,27.00,74.00
2026-05-21T02:16:00Z,27.00,74.00
2026-05-21T02:17:00Z,27.00,74.00
2026-05-21T02:18:00Z,27.00,73.75
2026-05-21T02:21:00Z,27.00,74.00
2026-05-21T02:34:00Z,26.00,74.00
2026-05-21T02:48:00Z,26.00,75.00
2026-05-21T02:51:00Z,26.00,75.00
2026-05-21T02:59:00Z,27.00,75.00
2026-05-21T03:00:00Z,27.00,75.00
2026-05-21T03:02:00Z,27.00,75.00
2026-05-21T03:08:00Z,27.00,74.00
2026-05-21T03:09:00Z,27.00,74.00
2026-05-21T03:12:00Z,27.00,74.00
2026-05-21T03:13:00Z,27.00,74.00
2026-05-21T03:14:00Z,27.00,74.00
2026-05-21T03:16:00Z,27.00,74.00
2026-05-21T03:17:00Z,27.00,74.00
2026-05-21T03:18:00Z,27.00,74.00
2026-05-21T03:19:00Z,27.00,74.00
2026-05-21T03:21:00Z,27.00,74.00
2026-05-21T03:23:00Z,26.00,74.00
2026-05-21T03:24:00Z,26.00,74.00
2026-05-21T03:26:00Z,26.00,74.00
2026-05-21T03:28:00Z,27.00,74.00
2026-05-21T03:32:00Z,27.00,74.00
2026-05-21T03:35:00Z,27.00,74.00
2026-05-21T03:38:00Z,27.00,74.00
2026-05-21T03:42:00Z,27.00,74.00
2026-05-21T03:44:00Z,27.00,74.00
2026-05-21T03:45:00Z,27.00,74.00
2026-05-21T03:48:00Z,27.00,74.00
2026-05-21T03:49:00Z,27.00,73.00
2026-05-21T03:50:00Z,27.00,74.00
2026-05-21T04:00:00Z,27.00,74.00
2026-05-21T04:01:00Z,27.00,74.00
2026-05-21T04:03:00Z,27.00,74.39
2026-05-21T04:05:00Z,27.00,74.00
2026-05-21T04:07:00Z,27.00,74.00
2026-05-21T04:12:00Z,27.00,74.00
2026-05-21T04:13:00Z,27.00,74.00
2026-05-21T04:15:00Z,27.00,74.00
2026-05-21T04:16:00Z,27.00,74.00
2026-05-21T04:18:00Z,27.00,74.00
2026-05-21T04:20:00Z,27.00,74.00
2026-05-21T04:21:00Z,27.00,74.00
2026-05-21T04:22:00Z,27.00,74.00
2026-05-21T04:24:00Z,27.00,74.00
2026-05-21T04:26:00Z,27.00,74.00
2026-05-21T04:29:00Z,27.00,74.00
2026-05-21T04:31:00Z,27.00,74.00
2026-05-21T04:32:00Z,27.00,74.96
2026-05-21T04:33:00Z,27.00,75.00
2026-05-21T04:35:00Z,27.00,75.00
2026-05-21T04:36:00Z,27.00,75.00
2026-05-21T04:38:00Z,27.00,75.02
2026-05-21T04:39:00Z,27.00,75.02
2026-05-21T04:41:00Z,27.00,75.02
2026-05-21T04:45:00Z,27.00,75.00
2026-05-21T04:49:00Z,27.00,75.00
2026-05-21T04:52:00Z,27.00,75.00
2026-05-21T04:53:00Z,26.00,75.00
2026-05-21T04:54:00Z,26.00,75.00
2026-05-21T04:55:00Z,26.00,75.00
2026-05-21T04:57:00Z,26.00,75.00
2026-05-21T04:58:00Z,27.00,75.00
2026-05-21T04:59:00Z,27.00,76.40
2026-05-21T05:00:00Z,27.00,77.00
2026-05-21T05:01:00Z,27.00,77.00
2026-05-21T05:02:00Z,26.00,76.00
2026-05-21T05:05:00Z,26.00,76.00
2026-05-21T05:06:00Z,26.00,76.00
2026-05-21T05:08:00Z,27.00,76.00
2026-05-21T05:11:00Z,26.97,76.00
2026-05-21T05:14:00Z,27.00,76.00
2026-05-21T05:17:00Z,26.23,76.00
2026-05-21T05:20:00Z,26.00,76.14
2026-05-21T05:21:00Z,26.00,76.00
2026-05-21T05:22:00Z,26.00,76.00
2026-05-21T05:25:00Z,26.00,76.00
2026-05-21T05:28:00Z,26.00,76.95
2026-05-21T05:31:00Z,26.00,76.97
2026-05-21T05:37:00Z,26.00,76.97
2026-05-21T05:40:00Z,27.00,76.97
2026-05-21T05:43:00Z,26.00,76.98
2026-05-21T05:44:00Z,24.58,76.00
2026-05-21T05:45:00Z,23.00,77.00
2026-05-21T05:46:00Z,23.00,77.00
2026-05-21T05:48:00Z,24.61,77.00
2026-05-21T05:49:00Z,24.61,76.00
2026-05-21T05:59:00Z,25.00,76.98
2026-05-21T06:01:00Z,25.00,77.00
2026-05-21T06:02:00Z,25.00,77.00
2026-05-21T06:07:00Z,25.00,77.00
2026-05-21T06:08:00Z,25.00,77.00
2026-05-21T06:11:00Z,25.00,77.00
2026-05-21T06:12:00Z,25.00,77.00
2026-05-21T06:17:00Z,25.00,77.00
2026-05-21T06:19:00Z,25.00,77.00
2026-05-21T06:24:00Z,25.00,75.75
2026-05-21T06:25:00Z,25.00,76.90
2026-05-21T06:26:00Z,25.00,76.90
2026-05-21T06:30:00Z,25.00,76.00
2026-05-21T06:36:00Z,25.00,76.82
2026-05-21T06:40:00Z,25.00,76.00
2026-05-21T06:41:00Z,25.00,76.00
2026-05-21T06:42:00Z,25.00,76.00
2026-05-21T06:44:00Z,25.00,77.00
2026-05-21T06:45:00Z,25.00,77.00
2026-05-21T06:46:00Z,25.00,77.00
2026-05-21T06:49:00Z,25.00,77.00
2026-05-21T06:52:00Z,25.00,77.00
2026-05-21T06:54:00Z,25.00,77.00
2026-05-21T06:56:00Z,25.00,77.00
2026-05-21T06:57:00Z,25.00,77.00
2026-05-21T07:00:00Z,25.00,77.00
2026-05-21T07:02:00Z,25.00,77.31
2026-05-21T07:03:00Z,24.00,77.31
2026-05-21T07:05:00Z,24.00,77.00
2026-05-21T07:07:00Z,24.00,77.00
2026-05-21T07:36:00Z,24.00,75.50
2026-05-21T07:37:00Z,25.00,75.50
2026-05-21T07:41:00Z,25.00,76.00
2026-05-21T07:43:00Z,25.00,76.99
2026-05-21T07:50:00Z,25.00,76.99
2026-05-21T07:57:00Z,25.00,77.00
2026-05-21T09:01:00Z,25.00,75.00
2026-05-21T09:03:00Z,25.00,75.00
2026-05-21T09:04:00Z,26.00,75.00
2026-05-21T09:05:00Z,26.00,75.00
2026-05-21T09:07:00Z,26.00,75.00
2026-05-21T09:08:00Z,26.00,75.00
2026-05-21T09:10:00Z,26.00,75.00
2026-05-21T09:13:00Z,26.00,75.00
2026-05-21T09:15:00Z,26.00,75.00
2026-05-21T09:16:00Z,26.00,75.00
2026-05-21T09:17:00Z,26.00,75.00
2026-05-21T09:19:00Z,26.00,75.00
2026-05-21T09:20:00Z,27.00,75.00
2026-05-21T09:22:00Z,27.00,75.00
2026-05-21T09:23:00Z,27.00,75.00
2026-05-21T09:27:00Z,27.00,75.00
2026-05-21T09:30:00Z,27.00,75.00
2026-05-21T09:36:00Z,27.00,75.00
2026-05-21T09:37:00Z,27.00,75.00
2026-05-21T09:40:00Z,27.00,75.00
2026-05-21T09:42:00Z,27.00,74.20
2026-05-21T09:43:00Z,27.00,73.00
2026-05-21T09:48:00Z,27.00,74.00
2026-05-21T09:52:00Z,27.00,74.00
2026-05-21T09:54:00Z,27.00,74.00
2026-05-21T09:56:00Z,27.00,74.00
2026-05-21T09:57:00Z,27.00,74.00
2026-05-21T10:02:00Z,27.00,74.00
2026-05-21T10:03:00Z,27.00,74.00
2026-05-21T10:10:00Z,27.00,74.00
2026-05-21T10:13:00Z,27.00,74.00
2026-05-21T10:14:00Z,27.00,74.00
2026-05-21T10:16:00Z,27.00,74.00
2026-05-21T10:19:00Z,27.00,74.00
2026-05-21T10:25:00Z,26.00,74.00
2026-05-21T10:32:00Z,26.00,75.00
2026-05-21T10:33:00Z,26.00,75.00
2026-05-21T10:38:00Z,26.00,75.00
2026-05-21T10:39:00Z,26.00,75.00
2026-05-21T10:44:00Z,26.00,75.00
2026-05-21T10:48:00Z,26.00,75.00
2026-05-21T10:49:00Z,26.00,75.00
2026-05-21T10:50:00Z,26.00,75.00
2026-05-21T10:51:00Z,26.00,75.00
2026-05-21T10:53:00Z,26.00,75.00
2026-05-21T10:55:00Z,26.00,75.00
2026-05-21T10:56:00Z,26.00,75.00
2026-05-21T10:57:00Z,27.00,75.00
2026-05-21T11:00:00Z,27.00,75.00
2026-05-21T11:03:00Z,27.00,75.00
2026-05-21T11:04:00Z,26.00,75.00
2026-05-21T11:07:00Z,27.00,75.00
2026-05-21T11:08:00Z,27.00,75.00
2026-05-21T11:09:00Z,27.00,75.00
2026-05-21T11:10:00Z,27.00,75.00
2026-05-21T11:12:00Z,26.00,75.00
2026-05-21T11:14:00Z,26.00,75.00
2026-05-21T11:15:00Z,26.00,75.00
2026-05-21T11:16:00Z,26.00,74.06
2026-05-21T11:17:00Z,26.00,75.00
2026-05-21T11:18:00Z,26.00,75.00
2026-05-21T11:21:00Z,26.00,75.00
2026-05-21T11:24:00Z,26.00,75.00
2026-05-21T11:27:00Z,26.00,75.00
2026-05-21T11:28:00Z,26.00,75.00
2026-05-21T11:29:00Z,27.00,75.00
2026-05-21T11:31:00Z,27.00,75.00
