# event_ticker=KXATPCHALLENGERMATCH-26MAY21NEDPOL
# final_score=6-1 6-2
# match_winner=Andrej Nedic
# fav_player=Andrej Nedic
# dog_player=Mili Poljicak
# kalshi_date=2026-05-21
timestamp,Andrej Nedic,Mili Poljicak
2026-05-21T11:34:00Z,64.36,47.00
2026-05-21T11:51:00Z,51.00,47.00
2026-05-21T12:23:00Z,51.00,52.00
2026-05-21T12:24:00Z,64.87,52.00
2026-05-21T12:25:00Z,64.87,52.00
2026-05-21T12:32:00Z,65.00,52.00
2026-05-21T12:51:00Z,52.00,52.00
2026-05-21T12:52:00Z,52.00,52.00
2026-05-21T12:59:00Z,54.00,52.00
2026-05-21T13:00:00Z,54.00,47.00
2026-05-21T13:07:00Z,69.68,52.00
2026-05-21T13:09:00Z,65.00,52.00
2026-05-21T13:10:00Z,65.00,61.00
2026-05-21T13:11:00Z,65.00,52.41
2026-05-21T13:12:00Z,55.00,47.31
2026-05-21T13:13:00Z,60.58,43.19
2026-05-21T13:14:00Z,57.95,46.94
2026-05-21T13:15:00Z,60.22,40.00
2026-05-21T13:16:00Z,63.30,36.00
2026-05-21T13:17:00Z,67.17,31.18
2026-05-21T13:18:00Z,69.36,31.00
2026-05-21T13:19:00Z,73.73,27.00
2026-05-21T13:20:00Z,77.00,27.00
2026-05-21T13:21:00Z,76.84,24.00
2026-05-21T13:22:00Z,76.85,23.63
2026-05-21T13:23:00Z,78.05,22.00
2026-05-21T13:24:00Z,79.80,21.00
2026-05-21T13:25:00Z,77.77,22.63
2026-05-21T13:26:00Z,79.07,21.74
2026-05-21T13:27:00Z,79.00,21.74
2026-05-21T13:28:00Z,79.00,24.00
2026-05-21T13:29:00Z,77.68,24.00
2026-05-21T13:30:00Z,80.25,22.00
2026-05-21T13:31:00Z,80.19,20.00
2026-05-21T13:32:00Z,81.95,20.00
2026-05-21T13:33:00Z,83.37,17.00
2026-05-21T13:34:00Z,84.35,17.00
2026-05-21T13:35:00Z,84.00,15.20
2026-05-21T13:36:00Z,85.00,16.00
2026-05-21T13:37:00Z,84.88,16.00
2026-05-21T13:38:00Z,83.71,18.00
2026-05-21T13:39:00Z,85.00,15.00
2026-05-21T13:40:00Z,87.00,13.51
2026-05-21T13:41:00Z,88.05,13.00
2026-05-21T13:42:00Z,88.15,13.47
2026-05-21T13:43:00Z,87.82,13.00
2026-05-21T13:44:00Z,85.00,15.64
2026-05-21T13:45:00Z,84.27,16.40
2026-05-21T13:46:00Z,81.00,20.00
2026-05-21T13:47:00Z,81.19,23.29
2026-05-21T13:48:00Z,84.81,17.42
2026-05-21T13:49:00Z,83.72,16.00
2026-05-21T13:50:00Z,86.04,14.06
2026-05-21T13:51:00Z,87.40,14.00
2026-05-21T13:52:00Z,88.30,10.00
2026-05-21T13:53:00Z,89.61,10.00
2026-05-21T13:54:00Z,92.87,7.83
2026-05-21T13:55:00Z,94.63,5.08
2026-05-21T13:56:00Z,93.25,6.23
2026-05-21T13:57:00Z,95.01,5.64
2026-05-21T13:58:00Z,96.81,3.55
2026-05-21T13:59:00Z,96.98,4.00
2026-05-21T14:00:00Z,97.00,4.00
2026-05-21T14:01:00Z,96.91,4.00
2026-05-21T14:02:00Z,97.75,2.64
2026-05-21T14:03:00Z,97.03,2.05
2026-05-21T14:04:00Z,97.03,3.00
2026-05-21T14:05:00Z,98.39,2.59
2026-05-21T14:06:00Z,97.71,2.25
2026-05-21T14:07:00Z,99.00,1.00
2026-05-21T14:08:00Z,99.00,1.00
2026-05-21T14:09:00Z,98.95,1.00
2026-05-21T14:10:00Z,98.00,1.00
2026-05-21T14:11:00Z,98.00,2.13
2026-05-21T14:12:00Z,98.31,1.79
2026-05-21T14:13:00Z,99.00,1.42
2026-05-21T14:14:00Z,99.00,1.33
2026-05-21T14:20:00Z,99.00,1.33
2026-05-21T14:21:00Z,99.00,1.33
2026-05-21T14:22:00Z,99.00,1.33
