# event_ticker=KXATPCHALLENGERMATCH-26FEB21MIDSAN
# final_score=6-4 7-5
# score_resolution=4-6 5-7
# match_winner=Lautaro Midon
# fav_player=Carlos Sanchez Jover
# dog_player=Lautaro Midon
# kalshi_date=2026-02-21
timestamp,Carlos Sanchez Jover,Lautaro Midon
2026-02-21T17:11:00Z,21.80,80.92
2026-02-21T17:12:00Z,22.45,78.00
2026-02-21T17:13:00Z,20.00,82.08
2026-02-21T17:14:00Z,20.00,83.16
2026-02-21T17:15:00Z,18.38,80.20
2026-02-21T17:16:00Z,20.00,80.24
2026-02-21T17:17:00Z,20.00,77.95
2026-02-21T17:18:00Z,23.00,76.52
2026-02-21T17:19:00Z,23.00,76.43
2026-02-21T17:20:00Z,21.49,77.60
2026-02-21T17:21:00Z,25.89,76.84
2026-02-21T17:22:00Z,22.21,78.08
2026-02-21T17:23:00Z,24.98,76.97
2026-02-21T17:24:00Z,22.00,77.46
2026-02-21T17:25:00Z,27.36,74.23
2026-02-21T17:26:00Z,24.00,77.80
2026-02-21T17:27:00Z,21.98,79.11
2026-02-21T17:28:00Z,21.00,80.00
2026-02-21T17:29:00Z,20.81,82.27
2026-02-21T17:30:00Z,24.39,78.17
2026-02-21T17:31:00Z,24.55,76.92
2026-02-21T17:32:00Z,25.57,77.65
2026-02-21T17:33:00Z,27.00,80.60
2026-02-21T17:34:00Z,20.76,78.05
2026-02-21T17:35:00Z,23.71,80.38
2026-02-21T17:36:00Z,31.02,69.62
2026-02-21T17:37:00Z,35.10,63.47
2026-02-21T17:38:00Z,34.73,66.09
2026-02-21T17:39:00Z,27.76,72.62
2026-02-21T17:40:00Z,23.58,79.26
2026-02-21T17:41:00Z,20.00,80.82
2026-02-21T17:42:00Z,20.00,79.58
2026-02-21T17:43:00Z,20.00,79.79
2026-02-21T17:44:00Z,26.97,76.10
2026-02-21T17:45:00Z,30.25,71.19
2026-02-21T17:46:00Z,31.00,70.86
2026-02-21T17:47:00Z,30.41,69.76
2026-02-21T17:48:00Z,37.70,65.11
2026-02-21T17:49:00Z,32.02,66.00
2026-02-21T17:50:00Z,34.89,64.12
2026-02-21T17:51:00Z,34.89,65.67
2026-02-21T17:52:00Z,36.06,65.34
2026-02-21T17:53:00Z,31.00,70.72
2026-02-21T17:54:00Z,31.00,70.00
2026-02-21T17:55:00Z,36.00,68.01
2026-02-21T17:56:00Z,36.89,65.84
2026-02-21T17:57:00Z,37.44,67.07
2026-02-21T17:58:00Z,37.69,64.18
2026-02-21T17:59:00Z,37.44,63.46
2026-02-21T18:00:00Z,38.85,58.90
2026-02-21T18:01:00Z,40.75,61.07
2026-02-21T18:02:00Z,38.00,66.44
2026-02-21T18:03:00Z,34.83,68.05
2026-02-21T18:04:00Z,32.98,67.93
2026-02-21T18:05:00Z,32.06,68.57
2026-02-21T18:06:00Z,23.63,74.60
2026-02-21T18:07:00Z,20.97,79.85
2026-02-21T18:08:00Z,19.96,82.71
2026-02-21T18:09:00Z,22.56,81.23
2026-02-21T18:10:00Z,31.07,74.33
2026-02-21T18:11:00Z,33.95,66.86
2026-02-21T18:12:00Z,33.78,69.05
2026-02-21T18:13:00Z,35.70,66.49
2026-02-21T18:14:00Z,24.31,73.50
2026-02-21T18:15:00Z,21.61,80.06
2026-02-21T18:16:00Z,18.59,80.86
2026-02-21T18:17:00Z,27.19,77.20
2026-02-21T18:18:00Z,35.70,67.75
2026-02-21T18:19:00Z,36.98,64.53
2026-02-21T18:20:00Z,35.76,68.34
2026-02-21T18:21:00Z,27.30,73.53
2026-02-21T18:22:00Z,28.57,73.20
2026-02-21T18:23:00Z,22.32,72.30
2026-02-21T18:24:00Z,20.75,80.88
2026-02-21T18:25:00Z,12.13,87.56
2026-02-21T18:26:00Z,12.54,89.33
2026-02-21T18:27:00Z,19.64,83.06
2026-02-21T18:28:00Z,11.69,87.16
2026-02-21T18:29:00Z,11.67,88.87
2026-02-21T18:30:00Z,4.42,95.72
2026-02-21T18:31:00Z,1.92,97.52
2026-02-21T18:32:00Z,2.47,97.19
2026-02-21T18:33:00Z,2.47,99.00
2026-02-21T18:34:00Z,2.47,99.00
2026-02-21T18:35:00Z,2.47,99.00
2026-02-21T18:36:00Z,2.47,99.00
2026-02-21T18:37:00Z,2.47,99.00
2026-02-21T18:38:00Z,2.47,99.00
2026-02-21T18:39:00Z,2.47,99.00
2026-02-21T18:40:00Z,2.47,99.00
2026-02-21T18:41:00Z,2.47,99.00
