# event_ticker=KXATPCHALLENGERMATCH-26FEB21MIDSAN
# final_score=6-4 7-5
# score_resolution=4-6 5-7
# match_winner=Lautaro Midon
# fav_player=Carlos Sanchez Jover
# dog_player=Lautaro Midon
# kalshi_date=2026-02-21
timestamp,Carlos Sanchez Jover,Lautaro Midon
2026-02-21T05:11:00Z,,61.00
2026-02-21T05:16:00Z,,61.00
2026-02-21T05:17:00Z,,61.00
2026-02-21T05:22:00Z,,60.00
2026-02-21T05:39:00Z,,60.00
2026-02-21T05:40:00Z,,60.00
2026-02-21T06:02:00Z,,60.00
2026-02-21T06:03:00Z,43.00,60.00
2026-02-21T06:05:00Z,43.00,60.00
2026-02-21T06:11:00Z,43.00,61.00
2026-02-21T06:35:00Z,43.00,58.14
2026-02-21T06:39:00Z,43.00,61.00
2026-02-21T06:40:00Z,42.00,61.00
2026-02-21T06:41:00Z,42.00,61.00
2026-02-21T06:43:00Z,42.00,61.00
2026-02-21T06:52:00Z,42.00,61.00
2026-02-21T07:10:00Z,42.00,61.00
2026-02-21T07:21:00Z,42.00,61.00
2026-02-21T07:37:00Z,42.00,61.00
2026-02-21T07:50:00Z,42.00,61.00
2026-02-21T08:09:00Z,42.00,61.00
2026-02-21T08:13:00Z,42.00,61.00
2026-02-21T08:54:00Z,42.00,61.00
2026-02-21T09:56:00Z,42.00,61.00
2026-02-21T10:15:00Z,42.00,61.00
2026-02-21T10:16:00Z,42.00,61.00
2026-02-21T10:17:00Z,39.00,61.00
2026-02-21T10:22:00Z,39.00,61.00
2026-02-21T10:46:00Z,42.00,61.00
2026-02-21T10:56:00Z,42.00,61.00
2026-02-21T10:58:00Z,42.00,61.00
2026-02-21T11:11:00Z,42.00,61.00
2026-02-21T11:20:00Z,42.00,61.00
2026-02-21T11:24:00Z,42.00,61.00
2026-02-21T11:29:00Z,42.00,61.00
2026-02-21T11:47:00Z,42.00,61.00
2026-02-21T11:53:00Z,42.00,61.00
2026-02-21T12:10:00Z,38.94,61.00
2026-02-21T12:13:00Z,42.00,61.00
2026-02-21T12:19:00Z,38.00,61.00
2026-02-21T12:37:00Z,38.00,61.00
2026-02-21T12:38:00Z,38.00,62.00
2026-02-21T12:43:00Z,38.00,62.00
2026-02-21T12:56:00Z,38.00,62.00
2026-02-21T12:57:00Z,38.00,62.00
2026-02-21T13:08:00Z,38.00,60.00
2026-02-21T13:09:00Z,38.00,63.00
2026-02-21T13:26:00Z,38.00,63.00
2026-02-21T13:37:00Z,38.00,63.00
2026-02-21T13:43:00Z,38.00,63.00
2026-02-21T14:05:00Z,38.00,60.00
2026-02-21T14:08:00Z,38.00,63.00
2026-02-21T14:12:00Z,38.00,63.00
2026-02-21T14:18:00Z,38.00,63.00
2026-02-21T14:19:00Z,38.00,63.00
2026-02-21T14:32:00Z,37.00,63.00
2026-02-21T14:37:00Z,37.00,63.00
2026-02-21T14:38:00Z,37.00,63.00
2026-02-21T14:39:00Z,37.00,63.00
2026-02-21T14:53:00Z,37.00,65.78
2026-02-21T14:56:00Z,39.00,63.00
2026-02-21T15:01:00Z,39.00,63.00
2026-02-21T15:02:00Z,39.00,63.00
2026-02-21T15:06:00Z,39.00,63.00
2026-02-21T15:07:00Z,39.00,63.00
2026-02-21T15:09:00Z,39.00,63.00
2026-02-21T15:12:00Z,39.00,63.00
2026-02-21T15:17:00Z,39.00,63.00
2026-02-21T15:21:00Z,39.00,63.00
2026-02-21T15:22:00Z,39.00,63.00
2026-02-21T15:24:00Z,39.00,63.00
2026-02-21T15:27:00Z,39.00,63.00
2026-02-21T15:28:00Z,39.00,63.80
2026-02-21T15:29:00Z,39.00,63.04
2026-02-21T15:30:00Z,39.00,63.00
2026-02-21T15:31:00Z,39.00,64.00
2026-02-21T15:33:00Z,39.38,64.00
2026-02-21T15:36:00Z,39.00,63.00
2026-02-21T15:38:00Z,39.00,63.00
2026-02-21T15:40:00Z,39.00,63.00
2026-02-21T15:41:00Z,39.00,64.00
2026-02-21T15:43:00Z,38.00,62.00
2026-02-21T15:44:00Z,38.00,64.00
2026-02-21T15:45:00Z,38.00,64.00
2026-02-21T15:47:00Z,38.00,64.00
2026-02-21T15:49:00Z,39.00,64.00
2026-02-21T15:52:00Z,39.00,64.00
2026-02-21T15:53:00Z,39.00,64.00
2026-02-21T15:54:00Z,39.00,64.00
2026-02-21T15:56:00Z,39.00,64.00
2026-02-21T15:57:00Z,39.00,64.00
2026-02-21T15:58:00Z,39.00,64.87
2026-02-21T15:59:00Z,39.00,64.00
2026-02-21T16:04:00Z,39.00,64.00
2026-02-21T16:08:00Z,36.72,64.00
2026-02-21T16:09:00Z,36.72,64.00
2026-02-21T16:12:00Z,36.72,64.00
2026-02-21T16:14:00Z,36.72,64.00
2026-02-21T16:16:00Z,39.00,64.00
2026-02-21T16:17:00Z,39.00,64.00
2026-02-21T16:19:00Z,39.00,64.00
2026-02-21T16:22:00Z,39.00,64.00
2026-02-21T16:23:00Z,39.00,64.00
2026-02-21T16:24:00Z,39.00,64.00
2026-02-21T16:25:00Z,39.00,64.00
2026-02-21T16:31:00Z,39.00,64.00
2026-02-21T16:32:00Z,39.00,64.00
2026-02-21T16:34:00Z,39.00,64.23
2026-02-21T16:35:00Z,39.00,64.00
2026-02-21T16:36:00Z,39.00,64.16
2026-02-21T16:37:00Z,36.00,64.16
2026-02-21T16:38:00Z,39.00,64.00
2026-02-21T16:40:00Z,39.00,61.00
2026-02-21T16:43:00Z,39.00,63.92
2026-02-21T16:44:00Z,39.00,61.17
2026-02-21T16:48:00Z,39.00,61.17
2026-02-21T16:49:00Z,40.00,62.81
2026-02-21T16:50:00Z,40.00,62.00
2026-02-21T16:52:00Z,40.00,62.00
2026-02-21T16:53:00Z,40.00,63.24
2026-02-21T16:54:00Z,40.00,63.00
2026-02-21T16:55:00Z,39.00,63.56
2026-02-21T16:56:00Z,39.00,64.00
2026-02-21T16:57:00Z,37.28,62.56
2026-02-21T16:58:00Z,40.46,66.94
2026-02-21T16:59:00Z,35.94,66.94
2026-02-21T17:00:00Z,38.51,64.15
2026-02-21T17:01:00Z,37.20,65.98
2026-02-21T17:02:00Z,36.11,67.00
2026-02-21T17:03:00Z,31.03,68.89
2026-02-21T17:04:00Z,30.28,72.27
2026-02-21T17:05:00Z,28.52,71.78
2026-02-21T17:06:00Z,25.00,75.02
2026-02-21T17:07:00Z,23.00,77.00
2026-02-21T17:08:00Z,23.00,77.00
2026-02-21T17:09:00Z,23.63,76.17
2026-02-21T17:10:00Z,21.91,78.04
