# event_ticker=KXATPMATCH-25JUL13DUCMAN
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=James Duckworth
# fav_player=Adrian Mannarino
# dog_player=James Duckworth
# kalshi_date=2025-07-13
timestamp,Adrian Mannarino,James Duckworth
2025-07-16T03:52:00Z,6.52,93.00
2025-07-16T03:53:00Z,6.54,94.38
2025-07-16T03:54:00Z,5.17,95.39
2025-07-16T03:55:00Z,5.66,94.29
2025-07-16T03:56:00Z,6.57,94.00
2025-07-16T03:57:00Z,4.34,96.58
2025-07-16T03:58:00Z,6.88,97.00
2025-07-16T03:59:00Z,7.52,95.13
2025-07-16T04:02:00Z,3.33,97.63
2025-07-16T04:03:00Z,2.00,98.76
2025-07-16T04:04:00Z,3.03,98.00
2025-07-16T04:05:00Z,3.03,98.00
2025-07-16T04:08:00Z,3.63,97.26
2025-07-16T04:09:00Z,8.22,98.00
2025-07-16T04:10:00Z,8.54,91.04
2025-07-16T04:11:00Z,10.49,91.90
2025-07-16T04:12:00Z,10.80,96.73
2025-07-16T04:13:00Z,14.24,89.30
2025-07-16T04:14:00Z,7.92,87.64
2025-07-16T04:15:00Z,7.92,95.04
2025-07-16T04:16:00Z,17.93,93.73
2025-07-16T04:17:00Z,17.93,95.00
2025-07-16T04:18:00Z,7.81,93.84
2025-07-16T04:19:00Z,3.89,93.00
2025-07-16T04:20:00Z,2.12,99.00
2025-07-16T04:21:00Z,1.00,99.00
2025-07-16T04:22:00Z,1.00,99.00
2025-07-16T04:23:00Z,5.77,95.48
2025-07-16T04:24:00Z,4.86,98.00
2025-07-16T04:25:00Z,3.84,97.91
2025-07-16T04:26:00Z,3.84,99.00
