# event_ticker=KXATPMATCH-26MAY06DEJBOR
# final_score=6-3 6-0
# score_resolution=3-6 0-6
# match_winner=Nuno Borges
# fav_player=Jesper De Jong
# dog_player=Nuno Borges
# kalshi_date=2026-05-06
timestamp,Jesper De Jong,Nuno Borges
2026-05-06T03:23:00Z,46.00,
2026-05-06T03:28:00Z,46.00,56.36
2026-05-06T03:41:00Z,46.00,57.00
2026-05-06T03:43:00Z,45.00,57.00
2026-05-06T03:44:00Z,45.00,57.00
2026-05-06T03:52:00Z,45.00,57.00
2026-05-06T03:54:00Z,45.00,57.00
2026-05-06T04:07:00Z,45.00,57.00
2026-05-06T04:13:00Z,45.00,57.00
2026-05-06T04:15:00Z,45.00,57.00
2026-05-06T04:17:00Z,45.00,57.00
2026-05-06T04:20:00Z,45.00,57.00
2026-05-06T04:21:00Z,43.00,57.00
2026-05-06T04:26:00Z,45.00,57.00
2026-05-06T04:27:00Z,45.00,57.00
2026-05-06T04:29:00Z,45.00,57.00
2026-05-06T04:30:00Z,45.00,57.00
2026-05-06T04:31:00Z,45.00,57.00
2026-05-06T04:33:00Z,45.00,57.00
2026-05-06T04:35:00Z,45.00,57.00
2026-05-06T04:44:00Z,45.00,57.00
2026-05-06T04:45:00Z,45.00,54.28
2026-05-06T04:53:00Z,45.00,56.73
2026-05-06T04:54:00Z,45.00,57.00
2026-05-06T05:06:00Z,45.00,57.00
2026-05-06T05:16:00Z,45.64,57.00
2026-05-06T05:17:00Z,45.64,56.00
2026-05-06T05:20:00Z,45.64,56.00
2026-05-06T05:21:00Z,45.64,56.00
2026-05-06T05:23:00Z,45.00,56.00
2026-05-06T05:30:00Z,45.39,56.00
2026-05-06T05:36:00Z,45.39,56.00
2026-05-06T05:37:00Z,45.39,56.00
2026-05-06T05:42:00Z,45.39,56.00
2026-05-06T05:46:00Z,45.39,56.00
2026-05-06T05:49:00Z,46.00,56.00
2026-05-06T05:53:00Z,46.00,56.00
2026-05-06T06:00:00Z,46.00,56.00
2026-05-06T06:01:00Z,45.30,56.00
2026-05-06T06:04:00Z,46.00,56.00
2026-05-06T06:14:00Z,46.00,56.00
2026-05-06T06:31:00Z,46.00,56.00
2026-05-06T06:38:00Z,45.00,56.00
2026-05-06T06:45:00Z,45.00,56.00
2026-05-06T06:49:00Z,45.00,56.00
2026-05-06T06:50:00Z,45.00,56.00
2026-05-06T07:10:00Z,45.00,56.00
2026-05-06T07:17:00Z,45.00,56.00
2026-05-06T07:27:00Z,45.00,57.00
2026-05-06T07:37:00Z,45.00,57.00
2026-05-06T07:38:00Z,45.00,57.00
2026-05-06T07:44:00Z,45.00,57.00
2026-05-06T07:59:00Z,45.00,56.00
2026-05-06T08:04:00Z,45.00,56.00
2026-05-06T08:15:00Z,45.00,56.00
2026-05-06T08:16:00Z,45.00,56.00
2026-05-06T08:43:00Z,45.00,56.00
2026-05-06T08:51:00Z,45.00,56.00
2026-05-06T09:10:00Z,45.00,56.00
2026-05-06T09:19:00Z,45.00,56.00
2026-05-06T09:21:00Z,45.00,56.00
2026-05-06T09:24:00Z,45.00,56.00
2026-05-06T09:25:00Z,45.00,56.00
2026-05-06T09:56:00Z,45.00,56.00
2026-05-06T10:03:00Z,45.00,56.00
2026-05-06T10:30:00Z,45.00,56.00
2026-05-06T10:31:00Z,45.00,56.00
2026-05-06T10:33:00Z,45.00,56.00
2026-05-06T10:34:00Z,45.00,56.00
2026-05-06T11:02:00Z,45.00,56.00
2026-05-06T11:05:00Z,45.00,56.00
2026-05-06T11:08:00Z,45.00,56.00
2026-05-06T11:10:00Z,45.00,56.00
2026-05-06T11:21:00Z,45.00,56.00
2026-05-06T11:26:00Z,45.00,56.00
2026-05-06T11:29:00Z,45.00,56.00
2026-05-06T11:32:00Z,45.00,56.00
2026-05-06T11:34:00Z,45.00,56.00
2026-05-06T11:35:00Z,45.00,56.00
2026-05-06T11:39:00Z,45.00,56.00
2026-05-06T11:40:00Z,45.00,56.00
2026-05-06T11:57:00Z,45.00,56.00
2026-05-06T11:58:00Z,45.00,56.00
2026-05-06T12:03:00Z,45.00,56.00
2026-05-06T12:04:00Z,45.00,56.00
2026-05-06T12:09:00Z,44.00,56.00
2026-05-06T12:12:00Z,44.00,56.00
2026-05-06T12:16:00Z,44.00,56.00
2026-05-06T12:19:00Z,44.00,56.00
2026-05-06T12:20:00Z,44.00,56.00
2026-05-06T12:22:00Z,44.00,56.00
2026-05-06T12:24:00Z,44.00,56.00
2026-05-06T12:25:00Z,44.00,56.00
2026-05-06T12:26:00Z,44.00,56.00
2026-05-06T12:29:00Z,44.00,56.00
2026-05-06T12:32:00Z,44.00,57.00
2026-05-06T12:38:00Z,44.00,57.00
2026-05-06T12:39:00Z,44.00,57.00
2026-05-06T12:40:00Z,44.00,56.00
2026-05-06T12:44:00Z,44.00,57.00
2026-05-06T12:47:00Z,44.00,57.00
2026-05-06T12:55:00Z,44.00,57.00
2026-05-06T12:57:00Z,44.00,58.00
2026-05-06T12:59:00Z,44.00,58.00
2026-05-06T13:00:00Z,44.00,58.00
2026-05-06T13:02:00Z,44.00,58.00
2026-05-06T13:03:00Z,44.00,57.00
2026-05-06T13:12:00Z,44.00,57.00
2026-05-06T13:16:00Z,44.00,57.00
2026-05-06T13:17:00Z,44.00,57.00
