# event_ticker=KXATPMATCH-26APR04NAVVAN
# final_score=5-7 7-6(3) 7-5
# score_resolution=7-5 6-7 5-7
# match_winner=Mariano Navone
# fav_player=Botic Van de Zandschulp
# dog_player=Mariano Navone
# kalshi_date=2026-04-04
timestamp,Botic Van de Zandschulp,Mariano Navone
2026-04-03T23:05:00Z,43.00,
2026-04-03T23:09:00Z,43.00,59.00
2026-04-03T23:11:00Z,43.00,59.00
2026-04-03T23:47:00Z,43.00,57.00
2026-04-04T00:38:00Z,43.00,58.00
2026-04-04T01:05:00Z,43.00,58.00
2026-04-04T01:10:00Z,43.00,58.00
2026-04-04T01:25:00Z,43.00,58.00
2026-04-04T01:27:00Z,43.00,58.00
2026-04-04T01:35:00Z,43.00,58.00
2026-04-04T01:43:00Z,43.00,58.00
2026-04-04T01:47:00Z,43.00,58.00
2026-04-04T01:54:00Z,43.00,58.00
2026-04-04T02:55:00Z,43.00,58.00
2026-04-04T03:01:00Z,43.00,58.00
2026-04-04T03:14:00Z,43.00,58.00
2026-04-04T03:22:00Z,43.00,58.00
2026-04-04T03:27:00Z,43.00,58.00
2026-04-04T03:36:00Z,43.00,58.00
2026-04-04T03:48:00Z,43.00,58.00
2026-04-04T03:55:00Z,43.90,58.00
2026-04-04T03:56:00Z,44.00,58.00
2026-04-04T04:00:00Z,44.00,57.00
2026-04-04T04:01:00Z,45.00,57.00
2026-04-04T04:05:00Z,45.00,57.00
2026-04-04T04:08:00Z,45.00,56.02
2026-04-04T04:12:00Z,43.00,56.02
2026-04-04T04:15:00Z,43.00,58.00
2026-04-04T04:19:00Z,43.00,58.00
2026-04-04T04:20:00Z,43.00,58.00
2026-04-04T04:21:00Z,43.00,58.00
2026-04-04T04:23:00Z,43.00,58.00
2026-04-04T04:25:00Z,43.00,58.00
2026-04-04T04:26:00Z,43.00,58.00
2026-04-04T04:29:00Z,43.00,58.00
2026-04-04T04:32:00Z,43.00,58.00
2026-04-04T04:33:00Z,43.00,58.00
2026-04-04T04:36:00Z,43.00,58.00
2026-04-04T04:37:00Z,43.00,57.55
2026-04-04T04:39:00Z,43.00,56.00
2026-04-04T04:41:00Z,43.00,56.00
2026-04-04T04:47:00Z,43.00,58.00
2026-04-04T04:49:00Z,43.00,58.00
2026-04-04T04:51:00Z,43.00,57.00
2026-04-04T04:52:00Z,43.00,58.67
2026-04-04T04:56:00Z,43.00,59.00
2026-04-04T04:59:00Z,43.00,59.00
2026-04-04T05:00:00Z,43.00,58.00
2026-04-04T05:01:00Z,43.00,58.00
2026-04-04T05:03:00Z,43.00,58.71
2026-04-04T05:04:00Z,43.00,59.00
2026-04-04T05:06:00Z,42.00,59.00
2026-04-04T05:07:00Z,42.00,57.00
2026-04-04T05:09:00Z,43.00,57.00
2026-04-04T05:10:00Z,43.00,59.00
2026-04-04T05:12:00Z,43.00,59.00
2026-04-04T05:15:00Z,43.00,60.00
2026-04-04T05:20:00Z,43.00,60.00
2026-04-04T05:21:00Z,43.00,60.00
2026-04-04T05:22:00Z,43.00,59.00
2026-04-04T05:26:00Z,43.00,59.00
2026-04-04T05:29:00Z,43.00,59.00
2026-04-04T05:32:00Z,43.00,59.00
2026-04-04T05:33:00Z,43.00,57.00
2026-04-04T05:34:00Z,43.00,57.00
2026-04-04T05:36:00Z,43.00,57.00
2026-04-04T05:43:00Z,43.00,59.00
2026-04-04T05:46:00Z,43.00,59.00
2026-04-04T05:48:00Z,43.00,59.53
2026-04-04T05:50:00Z,43.00,60.00
2026-04-04T05:57:00Z,43.00,60.00
2026-04-04T06:07:00Z,43.00,60.00
2026-04-04T06:12:00Z,43.00,60.00
2026-04-04T06:16:00Z,41.08,59.00
2026-04-04T06:19:00Z,42.00,59.00
2026-04-04T06:24:00Z,42.00,59.00
2026-04-04T06:27:00Z,42.00,59.00
2026-04-04T06:35:00Z,42.00,60.00
2026-04-04T06:37:00Z,40.00,60.00
2026-04-04T06:38:00Z,40.00,59.00
2026-04-04T06:39:00Z,40.00,59.00
2026-04-04T06:44:00Z,40.00,59.00
2026-04-04T06:46:00Z,40.00,59.00
2026-04-04T06:51:00Z,40.00,59.00
2026-04-04T06:57:00Z,40.00,60.00
2026-04-04T07:00:00Z,40.00,60.00
2026-04-04T07:02:00Z,40.00,60.00
2026-04-04T07:06:00Z,40.00,60.00
2026-04-04T07:08:00Z,40.00,60.32
2026-04-04T07:09:00Z,40.00,62.00
2026-04-04T07:10:00Z,40.00,62.00
2026-04-04T07:11:00Z,40.00,62.00
