# event_ticker=KXATPCHALLENGERMATCH-26MAR27OFNCEC
# final_score=7-6(6) 7-5
# score_resolution=7-6 7-5
# match_winner=Sebastian Ofner
# fav_player=Sebastian Ofner
# dog_player=Marco Cecchinato
# kalshi_date=2026-03-27
timestamp,Sebastian Ofner,Marco Cecchinato
2026-03-26T22:26:00Z,69.00,
2026-03-26T23:14:00Z,69.00,
2026-03-26T23:26:00Z,69.00,
2026-03-26T23:49:00Z,69.00,
2026-03-26T23:52:00Z,69.00,
2026-03-27T00:35:00Z,69.00,
2026-03-27T01:26:00Z,69.00,
2026-03-27T01:50:00Z,69.00,
2026-03-27T01:54:00Z,69.00,
2026-03-27T01:56:00Z,69.00,
2026-03-27T02:31:00Z,69.00,
2026-03-27T03:15:00Z,69.00,
2026-03-27T03:24:00Z,69.00,
2026-03-27T03:28:00Z,69.00,33.00
2026-03-27T03:42:00Z,69.00,33.00
2026-03-27T04:04:00Z,69.00,33.00
2026-03-27T04:06:00Z,69.00,33.00
2026-03-27T04:10:00Z,69.00,33.00
2026-03-27T04:15:00Z,69.00,33.00
2026-03-27T04:22:00Z,69.00,31.00
2026-03-27T04:33:00Z,69.00,31.00
2026-03-27T04:39:00Z,69.00,31.00
2026-03-27T04:41:00Z,69.00,31.00
2026-03-27T04:55:00Z,69.00,33.00
2026-03-27T04:56:00Z,69.01,33.00
2026-03-27T05:00:00Z,69.00,31.89
2026-03-27T05:01:00Z,69.00,31.89
2026-03-27T05:08:00Z,69.00,31.89
2026-03-27T05:11:00Z,69.00,31.89
2026-03-27T05:13:00Z,69.59,31.89
2026-03-27T05:23:00Z,68.00,32.79
2026-03-27T05:26:00Z,68.00,33.00
2026-03-27T05:27:00Z,68.00,33.00
2026-03-27T05:28:00Z,68.00,33.00
2026-03-27T05:29:00Z,68.00,33.00
2026-03-27T05:31:00Z,69.00,33.00
2026-03-27T05:33:00Z,69.00,33.00
2026-03-27T05:34:00Z,69.00,33.00
2026-03-27T05:35:00Z,69.00,33.00
2026-03-27T05:42:00Z,69.00,33.00
2026-03-27T05:43:00Z,70.00,33.00
2026-03-27T05:46:00Z,70.00,33.00
2026-03-27T05:47:00Z,70.00,33.00
2026-03-27T05:52:00Z,70.00,32.00
2026-03-27T06:02:00Z,70.00,32.00
2026-03-27T06:12:00Z,70.00,32.00
2026-03-27T06:19:00Z,70.00,32.00
2026-03-27T06:20:00Z,70.00,32.00
2026-03-27T06:21:00Z,70.00,32.00
2026-03-27T06:34:00Z,70.00,32.00
2026-03-27T06:36:00Z,70.00,32.00
2026-03-27T06:37:00Z,70.00,32.00
2026-03-27T06:38:00Z,70.00,32.00
2026-03-27T06:44:00Z,70.00,32.00
2026-03-27T06:54:00Z,70.00,32.00
2026-03-27T07:01:00Z,70.00,32.00
2026-03-27T07:03:00Z,70.24,32.00
2026-03-27T07:04:00Z,70.00,32.00
2026-03-27T07:06:00Z,70.00,32.00
2026-03-27T07:07:00Z,70.00,32.00
2026-03-27T07:09:00Z,70.00,32.00
2026-03-27T07:13:00Z,70.00,32.00
2026-03-27T07:29:00Z,70.00,32.00
2026-03-27T07:33:00Z,70.00,32.00
2026-03-27T07:37:00Z,70.00,32.00
2026-03-27T07:40:00Z,70.00,32.00
2026-03-27T07:41:00Z,70.00,32.00
2026-03-27T07:51:00Z,70.00,32.00
2026-03-27T07:55:00Z,70.00,32.00
2026-03-27T07:59:00Z,70.00,32.00
2026-03-27T08:04:00Z,70.00,32.00
2026-03-27T08:15:00Z,70.00,32.00
2026-03-27T08:16:00Z,70.00,32.00
2026-03-27T08:20:00Z,70.00,32.00
2026-03-27T08:21:00Z,70.00,33.00
2026-03-27T08:26:00Z,70.03,33.00
2026-03-27T08:27:00Z,71.00,33.00
2026-03-27T08:41:00Z,71.00,29.16
2026-03-27T08:50:00Z,71.00,29.16
2026-03-27T08:51:00Z,71.00,30.00
2026-03-27T08:57:00Z,71.00,30.00
2026-03-27T08:59:00Z,71.00,30.00
2026-03-27T09:02:00Z,71.00,30.00
2026-03-27T09:04:00Z,71.00,30.00
2026-03-27T09:13:00Z,71.00,30.00
2026-03-27T09:18:00Z,71.00,30.00
2026-03-27T09:25:00Z,71.00,30.00
2026-03-27T09:27:00Z,71.00,30.00
2026-03-27T09:30:00Z,70.00,32.38
2026-03-27T09:37:00Z,70.00,33.00
2026-03-27T09:38:00Z,70.00,33.00
2026-03-27T09:48:00Z,70.00,33.00
2026-03-27T09:50:00Z,69.00,33.00
2026-03-27T09:51:00Z,69.00,33.18
2026-03-27T09:52:00Z,69.00,33.18
2026-03-27T09:54:00Z,69.00,33.18
2026-03-27T09:56:00Z,69.00,33.00
2026-03-27T09:57:00Z,69.00,33.00
2026-03-27T10:00:00Z,69.00,33.00
2026-03-27T10:01:00Z,69.00,33.00
2026-03-27T10:07:00Z,69.00,33.00
2026-03-27T10:08:00Z,69.00,34.00
2026-03-27T10:09:00Z,69.00,34.00
2026-03-27T10:10:00Z,68.70,34.15
2026-03-27T10:11:00Z,73.89,26.07
2026-03-27T10:12:00Z,79.79,24.44
2026-03-27T10:13:00Z,81.60,20.81
2026-03-27T10:14:00Z,82.98,19.00
2026-03-27T10:15:00Z,84.94,18.19
2026-03-27T10:16:00Z,83.11,17.13
2026-03-27T10:17:00Z,85.59,16.41
2026-03-27T10:18:00Z,86.91,14.01
2026-03-27T10:19:00Z,84.05,16.85
2026-03-27T10:20:00Z,83.19,16.75
2026-03-27T10:21:00Z,82.71,19.00
2026-03-27T10:22:00Z,81.00,20.11
2026-03-27T10:23:00Z,79.05,23.68
2026-03-27T10:24:00Z,76.79,23.01
2026-03-27T10:25:00Z,74.11,30.24
2026-03-27T10:26:00Z,70.13,32.96
2026-03-27T10:27:00Z,66.73,33.35
2026-03-27T10:28:00Z,67.00,34.50
2026-03-27T10:29:00Z,62.36,38.36
2026-03-27T10:30:00Z,66.54,35.44
2026-03-27T10:31:00Z,64.73,34.83
2026-03-27T10:32:00Z,60.37,39.01
2026-03-27T10:33:00Z,65.55,34.04
2026-03-27T10:34:00Z,71.54,29.81
2026-03-27T10:35:00Z,75.78,26.01
2026-03-27T10:36:00Z,73.89,29.78
2026-03-27T10:37:00Z,67.41,34.79
2026-03-27T10:38:00Z,65.00,36.01
2026-03-27T10:39:00Z,63.46,39.15
2026-03-27T10:40:00Z,69.83,31.49
2026-03-27T10:41:00Z,67.95,28.00
2026-03-27T10:42:00Z,68.07,35.73
2026-03-27T10:43:00Z,69.41,32.58
2026-03-27T10:44:00Z,65.00,36.18
2026-03-27T10:45:00Z,63.17,40.35
2026-03-27T10:46:00Z,53.16,43.92
2026-03-27T10:47:00Z,53.13,48.95
2026-03-27T10:48:00Z,58.53,40.77
2026-03-27T10:49:00Z,66.83,35.92
2026-03-27T10:50:00Z,65.65,36.74
2026-03-27T10:51:00Z,65.53,35.98
2026-03-27T10:52:00Z,71.64,32.17
2026-03-27T10:53:00Z,74.82,27.48
2026-03-27T10:54:00Z,67.15,35.33
2026-03-27T10:55:00Z,64.33,36.88
