# event_ticker=KXATPCHALLENGERMATCH-26MAR27OFNCEC
# final_score=7-6(6) 7-5
# score_resolution=7-6 7-5
# match_winner=Sebastian Ofner
# fav_player=Sebastian Ofner
# dog_player=Marco Cecchinato
# kalshi_date=2026-03-27
timestamp,Sebastian Ofner,Marco Cecchinato
2026-03-27T10:56:00Z,63.04,38.08
2026-03-27T10:57:00Z,57.21,43.38
2026-03-27T10:58:00Z,62.40,36.90
2026-03-27T10:59:00Z,62.20,36.96
2026-03-27T11:00:00Z,64.22,39.95
2026-03-27T11:01:00Z,60.37,36.18
2026-03-27T11:02:00Z,58.14,44.61
2026-03-27T11:03:00Z,55.23,44.80
2026-03-27T11:04:00Z,50.62,48.15
2026-03-27T11:05:00Z,66.61,34.95
2026-03-27T11:06:00Z,78.12,21.82
2026-03-27T11:07:00Z,84.97,13.96
2026-03-27T11:08:00Z,86.03,13.34
2026-03-27T11:09:00Z,86.23,13.00
2026-03-27T11:10:00Z,86.05,13.00
2026-03-27T11:11:00Z,86.66,13.85
2026-03-27T11:12:00Z,86.65,14.03
2026-03-27T11:13:00Z,86.06,14.66
2026-03-27T11:14:00Z,85.05,13.62
2026-03-27T11:15:00Z,86.98,11.57
2026-03-27T11:16:00Z,91.35,11.35
2026-03-27T11:17:00Z,86.51,15.26
2026-03-27T11:18:00Z,85.77,14.55
2026-03-27T11:19:00Z,87.98,13.38
2026-03-27T11:20:00Z,87.64,13.51
2026-03-27T11:21:00Z,88.33,12.02
2026-03-27T11:22:00Z,89.88,11.65
2026-03-27T11:23:00Z,87.78,13.01
2026-03-27T11:24:00Z,85.01,15.94
2026-03-27T11:25:00Z,87.00,14.22
2026-03-27T11:26:00Z,88.73,12.93
2026-03-27T11:27:00Z,85.45,14.35
2026-03-27T11:28:00Z,79.57,20.65
2026-03-27T11:29:00Z,71.12,29.59
2026-03-27T11:30:00Z,70.01,31.48
2026-03-27T11:31:00Z,66.88,34.61
2026-03-27T11:32:00Z,63.56,35.37
2026-03-27T11:33:00Z,65.15,32.80
2026-03-27T11:34:00Z,68.93,31.41
2026-03-27T11:35:00Z,72.70,26.34
2026-03-27T11:36:00Z,75.45,25.37
2026-03-27T11:37:00Z,78.23,21.97
2026-03-27T11:38:00Z,74.29,26.46
2026-03-27T11:39:00Z,77.87,23.94
2026-03-27T11:40:00Z,71.87,27.36
2026-03-27T11:41:00Z,71.41,30.87
2026-03-27T11:42:00Z,72.28,29.97
2026-03-27T11:43:00Z,75.64,26.42
2026-03-27T11:44:00Z,71.76,27.89
2026-03-27T11:45:00Z,71.05,28.05
2026-03-27T11:46:00Z,70.78,29.35
2026-03-27T11:47:00Z,70.45,29.39
2026-03-27T11:48:00Z,72.86,30.45
2026-03-27T11:49:00Z,76.27,28.17
2026-03-27T11:50:00Z,69.82,31.26
2026-03-27T11:51:00Z,65.84,33.91
2026-03-27T11:52:00Z,66.64,35.23
2026-03-27T11:53:00Z,66.86,34.98
2026-03-27T11:54:00Z,69.95,31.46
2026-03-27T11:55:00Z,73.82,31.20
2026-03-27T11:56:00Z,71.24,29.53
2026-03-27T11:57:00Z,75.20,27.15
2026-03-27T11:58:00Z,76.97,24.60
2026-03-27T11:59:00Z,85.04,13.86
2026-03-27T12:00:00Z,88.48,11.52
2026-03-27T12:01:00Z,89.43,10.32
2026-03-27T12:02:00Z,89.81,10.96
2026-03-27T12:03:00Z,91.01,10.29
2026-03-27T12:04:00Z,88.94,10.60
2026-03-27T12:05:00Z,93.36,5.56
2026-03-27T12:06:00Z,94.81,6.71
2026-03-27T12:07:00Z,98.69,4.80
2026-03-27T12:08:00Z,99.00,4.80
2026-03-27T12:09:00Z,99.00,1.00
2026-03-27T12:10:00Z,99.00,1.00
2026-03-27T12:11:00Z,99.00,1.00
2026-03-27T12:12:00Z,99.00,1.00
