# event_ticker=KXATPMATCH-26MAR23TABMIC
# final_score=3-6 6-3 6-4
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Alejandro Tabilo
# kalshi_date=2026-03-23
timestamp,Alex Michelsen,Alejandro Tabilo
2026-03-23T08:28:00Z,,39.00
2026-03-23T08:36:00Z,62.00,39.00
2026-03-23T09:04:00Z,62.00,39.00
2026-03-23T09:06:00Z,62.00,40.00
2026-03-23T09:16:00Z,62.00,40.00
2026-03-23T09:54:00Z,62.00,40.00
2026-03-23T10:04:00Z,62.00,40.00
2026-03-23T11:00:00Z,62.00,40.00
2026-03-23T11:04:00Z,61.00,40.00
2026-03-23T11:12:00Z,61.00,40.00
2026-03-23T11:13:00Z,62.00,40.00
2026-03-23T11:22:00Z,62.00,39.00
2026-03-23T11:27:00Z,62.00,39.00
2026-03-23T11:32:00Z,62.00,39.00
2026-03-23T11:38:00Z,62.00,39.00
2026-03-23T12:00:00Z,62.00,39.00
2026-03-23T12:05:00Z,62.00,40.00
2026-03-23T12:19:00Z,62.00,38.00
2026-03-23T12:24:00Z,62.00,38.00
2026-03-23T12:30:00Z,62.00,40.00
2026-03-23T12:31:00Z,62.00,40.00
2026-03-23T12:32:00Z,62.00,40.00
2026-03-23T12:46:00Z,62.00,40.00
2026-03-23T12:48:00Z,62.00,40.00
2026-03-23T12:54:00Z,62.00,40.00
2026-03-23T12:58:00Z,62.00,40.00
2026-03-23T12:59:00Z,62.00,40.00
2026-03-23T13:01:00Z,62.00,40.00
2026-03-23T13:05:00Z,62.00,40.00
2026-03-23T13:10:00Z,62.00,40.00
2026-03-23T13:16:00Z,62.00,40.00
2026-03-23T13:23:00Z,62.00,40.00
2026-03-23T13:29:00Z,62.00,40.00
2026-03-23T13:30:00Z,62.00,40.00
2026-03-23T13:31:00Z,62.00,40.00
2026-03-23T13:35:00Z,62.00,40.00
2026-03-23T13:39:00Z,62.00,40.00
2026-03-23T13:41:00Z,62.00,40.00
2026-03-23T13:43:00Z,62.00,40.00
2026-03-23T13:44:00Z,62.00,40.00
2026-03-23T13:45:00Z,61.00,40.00
2026-03-23T13:48:00Z,61.00,40.00
