# event_ticker=KXATPMATCH-26APR15DEMED
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Hamad Medjedovic
# fav_player=Alex de Minaur
# dog_player=Hamad Medjedovic
# kalshi_date=2026-04-15
timestamp,Alex de Minaur,Hamad Medjedovic
2026-04-14T23:45:00Z,71.00,
2026-04-14T23:57:00Z,71.00,
2026-04-15T00:02:00Z,71.00,
2026-04-15T00:04:00Z,70.00,
2026-04-15T00:12:00Z,71.00,
2026-04-15T00:13:00Z,71.00,
2026-04-15T00:18:00Z,70.00,
2026-04-15T00:38:00Z,70.00,32.00
2026-04-15T00:39:00Z,70.00,31.00
2026-04-15T00:43:00Z,71.00,31.00
2026-04-15T00:52:00Z,71.00,31.00
2026-04-15T00:55:00Z,71.00,31.00
2026-04-15T00:57:00Z,71.00,31.00
2026-04-15T00:58:00Z,72.00,31.00
2026-04-15T01:00:00Z,72.00,31.00
2026-04-15T01:02:00Z,72.00,31.00
2026-04-15T01:06:00Z,72.00,30.00
2026-04-15T01:07:00Z,72.00,30.00
2026-04-15T01:12:00Z,72.00,30.00
2026-04-15T01:16:00Z,72.00,30.00
2026-04-15T01:23:00Z,72.00,30.00
2026-04-15T01:24:00Z,72.00,30.00
2026-04-15T01:25:00Z,72.00,30.00
2026-04-15T01:32:00Z,72.00,30.00
2026-04-15T01:39:00Z,72.00,30.00
2026-04-15T01:40:00Z,72.00,30.00
2026-04-15T01:41:00Z,70.49,30.00
2026-04-15T01:50:00Z,72.00,30.00
2026-04-15T01:51:00Z,72.00,30.00
2026-04-15T01:57:00Z,72.00,30.00
2026-04-15T02:00:00Z,72.00,30.00
2026-04-15T02:08:00Z,72.00,30.00
2026-04-15T02:13:00Z,71.00,30.00
2026-04-15T02:16:00Z,71.00,30.00
2026-04-15T02:27:00Z,71.00,30.00
2026-04-15T02:29:00Z,72.00,30.00
2026-04-15T02:30:00Z,71.78,30.00
2026-04-15T02:32:00Z,71.78,30.77
2026-04-15T02:38:00Z,71.37,30.77
2026-04-15T02:39:00Z,72.00,30.77
2026-04-15T02:42:00Z,72.00,30.77
2026-04-15T02:43:00Z,72.00,30.77
2026-04-15T02:44:00Z,72.00,31.00
2026-04-15T02:45:00Z,72.00,29.00
2026-04-15T02:46:00Z,71.00,29.00
2026-04-15T02:53:00Z,71.00,29.00
2026-04-15T02:54:00Z,71.00,29.00
2026-04-15T02:55:00Z,71.00,29.00
2026-04-15T03:00:00Z,71.00,29.00
2026-04-15T03:03:00Z,71.00,29.00
2026-04-15T03:04:00Z,71.00,29.00
2026-04-15T03:07:00Z,71.00,29.00
2026-04-15T03:08:00Z,71.00,29.00
2026-04-15T03:11:00Z,71.00,29.00
2026-04-15T03:12:00Z,71.00,30.00
2026-04-15T03:16:00Z,71.00,30.00
2026-04-15T03:22:00Z,71.00,30.00
2026-04-15T03:23:00Z,71.00,30.00
2026-04-15T03:24:00Z,71.00,30.00
2026-04-15T03:25:00Z,71.00,30.00
2026-04-15T03:26:00Z,71.00,30.00
2026-04-15T03:29:00Z,71.00,30.00
2026-04-15T03:30:00Z,71.00,30.00
2026-04-15T03:35:00Z,71.00,30.00
2026-04-15T03:41:00Z,71.00,30.00
