# event_ticker=KXATPCHALLENGERMATCH-26MAY13SAKMUL
# final_score=6-4 3-6 6-3
# score_resolution=4-6 6-3 3-6
# match_winner=Rei Sakamoto
# fav_player=Alexandre Muller
# dog_player=Rei Sakamoto
# kalshi_date=2026-05-13
timestamp,Rei Sakamoto,Alexandre Muller
2026-05-13T00:44:00Z,,56.00
2026-05-13T01:17:00Z,44.53,56.00
2026-05-13T01:53:00Z,44.00,56.00
2026-05-13T02:31:00Z,44.00,58.00
2026-05-13T02:32:00Z,44.00,58.83
2026-05-13T02:40:00Z,44.00,59.00
2026-05-13T02:43:00Z,44.00,59.00
2026-05-13T02:46:00Z,44.00,59.00
2026-05-13T02:54:00Z,44.00,59.00
2026-05-13T02:55:00Z,44.00,59.00
2026-05-13T02:56:00Z,42.00,59.00
2026-05-13T03:02:00Z,42.00,59.00
2026-05-13T03:03:00Z,42.00,59.00
2026-05-13T03:32:00Z,42.00,59.00
2026-05-13T03:43:00Z,42.00,59.00
2026-05-13T03:50:00Z,42.00,60.00
2026-05-13T03:54:00Z,42.00,60.00
2026-05-13T03:58:00Z,42.00,60.00
2026-05-13T04:18:00Z,42.32,60.00
2026-05-13T04:20:00Z,42.32,60.00
2026-05-13T04:41:00Z,43.00,60.00
2026-05-13T04:51:00Z,43.00,60.00
2026-05-13T04:52:00Z,43.00,60.00
2026-05-13T04:58:00Z,43.00,60.00
2026-05-13T05:01:00Z,43.00,60.00
2026-05-13T05:09:00Z,43.00,60.00
2026-05-13T05:12:00Z,43.00,60.00
2026-05-13T05:27:00Z,41.24,60.00
2026-05-13T05:48:00Z,41.24,60.00
2026-05-13T06:04:00Z,43.00,60.00
2026-05-13T06:08:00Z,43.51,59.00
2026-05-13T06:28:00Z,43.51,59.00
2026-05-13T06:44:00Z,43.00,59.00
2026-05-13T07:20:00Z,43.00,59.00
2026-05-13T07:39:00Z,43.00,59.00
2026-05-13T07:49:00Z,43.00,59.00
2026-05-13T07:51:00Z,42.00,59.78
2026-05-13T08:03:00Z,42.00,60.00
2026-05-13T08:15:00Z,43.00,60.00
2026-05-13T08:23:00Z,43.00,60.00
2026-05-13T08:24:00Z,43.00,60.00
2026-05-13T08:25:00Z,42.00,60.00
2026-05-13T08:41:00Z,42.00,60.00
2026-05-13T08:59:00Z,42.00,60.00
2026-05-13T09:06:00Z,42.00,60.00
2026-05-13T09:11:00Z,42.00,60.00
2026-05-13T09:21:00Z,42.00,60.00
2026-05-13T09:22:00Z,42.00,59.00
2026-05-13T09:24:00Z,42.00,59.00
2026-05-13T09:26:00Z,42.00,59.00
2026-05-13T09:28:00Z,42.00,60.00
2026-05-13T09:29:00Z,42.00,60.00
2026-05-13T09:39:00Z,42.00,60.00
2026-05-13T09:42:00Z,40.00,60.00
2026-05-13T09:43:00Z,43.08,59.00
2026-05-13T09:44:00Z,44.75,56.01
2026-05-13T09:45:00Z,41.00,60.83
2026-05-13T09:46:00Z,39.00,60.83
2026-05-13T09:47:00Z,39.00,62.19
2026-05-13T09:48:00Z,38.00,64.00
2026-05-13T09:51:00Z,42.00,64.00
2026-05-13T09:52:00Z,38.23,63.00
2026-05-13T09:53:00Z,36.00,63.00
2026-05-13T09:54:00Z,38.00,63.00
2026-05-13T09:55:00Z,39.00,61.00
2026-05-13T09:57:00Z,43.00,62.00
2026-05-13T09:58:00Z,43.00,63.00
2026-05-13T10:00:00Z,43.00,61.00
2026-05-13T10:01:00Z,42.98,59.00
2026-05-13T10:03:00Z,41.00,59.00
2026-05-13T10:04:00Z,42.00,61.44
2026-05-13T10:05:00Z,49.60,55.02
2026-05-13T10:06:00Z,42.00,55.21
2026-05-13T10:07:00Z,44.69,54.66
2026-05-13T10:08:00Z,41.00,59.78
2026-05-13T10:09:00Z,41.00,61.00
2026-05-13T10:10:00Z,42.14,61.00
2026-05-13T10:11:00Z,40.88,60.84
2026-05-13T10:12:00Z,39.02,61.36
2026-05-13T10:13:00Z,41.59,60.01
2026-05-13T10:14:00Z,42.71,60.01
2026-05-13T10:15:00Z,34.52,62.43
2026-05-13T10:16:00Z,33.38,62.43
2026-05-13T10:17:00Z,39.88,59.00
2026-05-13T10:18:00Z,39.88,61.05
2026-05-13T10:19:00Z,46.25,59.14
2026-05-13T10:20:00Z,58.25,43.58
2026-05-13T10:21:00Z,63.01,35.99
2026-05-13T10:22:00Z,64.54,35.94
2026-05-13T10:23:00Z,68.70,31.80
2026-05-13T10:24:00Z,64.31,34.23
2026-05-13T10:25:00Z,62.03,35.13
2026-05-13T10:26:00Z,66.94,32.38
2026-05-13T10:27:00Z,68.80,32.00
2026-05-13T10:28:00Z,67.00,32.24
2026-05-13T10:29:00Z,68.00,33.11
2026-05-13T10:30:00Z,66.00,35.39
2026-05-13T10:31:00Z,66.92,30.00
2026-05-13T10:32:00Z,70.77,32.32
2026-05-13T10:33:00Z,64.90,34.90
2026-05-13T10:34:00Z,65.64,36.76
2026-05-13T10:35:00Z,66.00,34.56
2026-05-13T10:36:00Z,66.00,36.85
2026-05-13T10:37:00Z,64.59,34.78
2026-05-13T10:38:00Z,67.00,35.06
2026-05-13T10:39:00Z,67.00,35.41
2026-05-13T10:40:00Z,67.00,37.00
2026-05-13T10:41:00Z,63.00,38.00
2026-05-13T10:42:00Z,62.91,38.00
2026-05-13T10:43:00Z,66.63,35.00
2026-05-13T10:44:00Z,65.94,35.80
2026-05-13T10:45:00Z,63.08,34.93
2026-05-13T10:46:00Z,64.90,35.30
2026-05-13T10:47:00Z,64.14,35.63
2026-05-13T10:48:00Z,62.17,38.15
2026-05-13T10:49:00Z,62.00,39.00
2026-05-13T10:50:00Z,64.67,35.57
2026-05-13T10:51:00Z,66.63,35.57
2026-05-13T10:52:00Z,72.25,33.79
2026-05-13T10:53:00Z,70.97,30.98
2026-05-13T10:54:00Z,73.14,30.01
2026-05-13T10:55:00Z,75.45,23.97
2026-05-13T10:56:00Z,65.63,34.32
2026-05-13T10:57:00Z,65.00,35.00
2026-05-13T10:58:00Z,61.61,39.70
2026-05-13T10:59:00Z,56.72,44.68
2026-05-13T11:00:00Z,62.04,39.54
2026-05-13T11:01:00Z,48.67,52.26
2026-05-13T11:02:00Z,46.01,55.91
2026-05-13T11:03:00Z,49.73,53.50
2026-05-13T11:04:00Z,43.00,55.42
2026-05-13T11:05:00Z,51.69,46.43
2026-05-13T11:06:00Z,49.48,51.94
2026-05-13T11:07:00Z,45.08,57.16
2026-05-13T11:08:00Z,43.83,54.44
2026-05-13T11:09:00Z,43.00,57.17
2026-05-13T11:40:00Z,55.26,30.82
2026-05-13T11:41:00Z,86.74,10.71
2026-05-13T11:42:00Z,90.10,17.57
2026-05-13T11:43:00Z,90.46,13.13
2026-05-13T11:44:00Z,90.46,42.75
2026-05-13T11:45:00Z,78.46,47.65
2026-05-13T11:46:00Z,63.42,45.14
2026-05-13T11:47:00Z,57.60,63.30
2026-05-13T11:48:00Z,74.93,60.70
2026-05-13T11:49:00Z,86.15,19.17
2026-05-13T11:50:00Z,88.51,10.66
2026-05-13T11:51:00Z,90.92,9.04
2026-05-13T11:52:00Z,90.05,8.78
2026-05-13T11:53:00Z,91.72,8.22
2026-05-13T11:54:00Z,92.10,8.79
2026-05-13T11:55:00Z,93.64,8.85
2026-05-13T11:56:00Z,91.69,9.22
2026-05-13T11:57:00Z,92.92,8.17
2026-05-13T11:58:00Z,91.85,9.99
2026-05-13T11:59:00Z,92.25,8.63
2026-05-13T12:00:00Z,95.86,4.50
2026-05-13T12:01:00Z,99.00,1.00
2026-05-13T12:02:00Z,99.00,1.00
