# event_ticker=KXATPMATCH-26FEB06GRIDRO
# final_score=7-6(5) 7-6(1)
# score_resolution=6-7 6-7
# match_winner=Titouan Droguet
# fav_player=Tallon Griekspoor
# dog_player=Titouan Droguet
# kalshi_date=2026-02-06
timestamp,Tallon Griekspoor,Titouan Droguet
2026-02-06T07:49:00Z,63.00,
2026-02-06T07:58:00Z,63.00,
2026-02-06T08:05:00Z,63.00,
2026-02-06T08:06:00Z,63.00,38.00
2026-02-06T08:27:00Z,63.00,38.00
2026-02-06T08:33:00Z,63.00,38.00
2026-02-06T08:35:00Z,63.00,38.00
2026-02-06T08:45:00Z,63.00,38.00
2026-02-06T08:53:00Z,63.78,38.00
2026-02-06T08:59:00Z,64.00,38.00
2026-02-06T09:04:00Z,64.00,38.00
2026-02-06T09:06:00Z,64.00,38.00
2026-02-06T09:20:00Z,64.00,38.00
2026-02-06T09:48:00Z,63.00,38.00
2026-02-06T09:55:00Z,63.00,37.00
2026-02-06T10:01:00Z,63.00,38.00
2026-02-06T10:02:00Z,63.80,38.00
2026-02-06T10:07:00Z,64.00,38.00
2026-02-06T10:26:00Z,64.00,38.00
2026-02-06T11:02:00Z,64.00,38.00
2026-02-06T11:12:00Z,64.00,38.00
2026-02-06T11:21:00Z,64.00,38.00
2026-02-06T11:35:00Z,64.00,38.00
2026-02-06T11:57:00Z,64.00,38.00
2026-02-06T12:13:00Z,64.00,38.00
2026-02-06T12:15:00Z,64.00,38.00
2026-02-06T12:24:00Z,64.00,37.00
2026-02-06T12:26:00Z,64.00,37.00
2026-02-06T12:30:00Z,64.00,37.00
2026-02-06T12:31:00Z,64.00,37.00
2026-02-06T12:34:00Z,64.00,37.00
2026-02-06T12:37:00Z,63.00,37.00
2026-02-06T12:40:00Z,64.00,37.00
2026-02-06T12:42:00Z,64.00,38.00
2026-02-06T12:49:00Z,64.00,38.00
2026-02-06T13:02:00Z,64.00,38.00
2026-02-06T13:03:00Z,64.00,38.00
2026-02-06T13:04:00Z,64.00,38.00
2026-02-06T13:06:00Z,64.00,38.00
2026-02-06T13:07:00Z,64.00,38.00
2026-02-06T13:08:00Z,64.00,38.00
2026-02-06T13:10:00Z,63.00,38.00
2026-02-06T13:11:00Z,64.00,38.00
2026-02-06T13:13:00Z,64.00,38.00
2026-02-06T13:15:00Z,64.00,38.00
2026-02-06T13:16:00Z,64.00,38.00
2026-02-06T13:22:00Z,64.00,38.00
2026-02-06T13:24:00Z,64.00,38.00
2026-02-06T13:25:00Z,63.00,38.00
2026-02-06T13:26:00Z,64.00,38.00
2026-02-06T13:27:00Z,63.00,38.00
2026-02-06T13:32:00Z,64.00,38.00
2026-02-06T13:35:00Z,64.00,38.00
2026-02-06T13:36:00Z,64.00,38.00
2026-02-06T13:38:00Z,64.00,38.00
2026-02-06T13:42:00Z,64.00,38.00
2026-02-06T13:43:00Z,64.00,38.00
2026-02-06T13:47:00Z,64.00,38.00
2026-02-06T13:48:00Z,64.00,38.00
2026-02-06T13:50:00Z,64.00,38.00
2026-02-06T13:51:00Z,64.00,38.00
2026-02-06T14:02:00Z,64.00,38.00
2026-02-06T14:08:00Z,64.00,38.00
2026-02-06T14:16:00Z,64.00,38.00
2026-02-06T14:18:00Z,64.00,38.00
2026-02-06T14:19:00Z,64.00,38.00
2026-02-06T14:28:00Z,64.00,38.00
2026-02-06T14:32:00Z,64.00,38.00
2026-02-06T14:35:00Z,64.00,37.00
2026-02-06T14:38:00Z,64.00,37.00
2026-02-06T14:49:00Z,64.00,37.00
2026-02-06T14:50:00Z,64.00,37.00
2026-02-06T14:53:00Z,63.22,37.00
2026-02-06T14:55:00Z,64.00,37.00
2026-02-06T14:56:00Z,64.00,38.00
2026-02-06T14:57:00Z,64.00,38.00
2026-02-06T15:10:00Z,64.00,38.00
2026-02-06T15:14:00Z,64.00,38.00
2026-02-06T15:15:00Z,64.00,38.00
2026-02-06T15:21:00Z,64.00,38.00
2026-02-06T15:25:00Z,64.00,37.00
2026-02-06T15:32:00Z,64.00,38.00
2026-02-06T15:34:00Z,63.00,38.00
2026-02-06T15:36:00Z,63.00,38.00
2026-02-06T15:50:00Z,63.00,38.00
2026-02-06T15:58:00Z,63.00,38.00
2026-02-06T16:00:00Z,63.00,38.00
2026-02-06T16:01:00Z,63.00,38.00
2026-02-06T16:03:00Z,63.00,38.00
2026-02-06T16:07:00Z,63.00,38.00
2026-02-06T16:10:00Z,63.00,38.00
2026-02-06T16:13:00Z,63.00,38.00
2026-02-06T16:14:00Z,63.00,38.00
2026-02-06T16:15:00Z,63.00,38.00
2026-02-06T16:16:00Z,63.00,38.00
2026-02-06T16:18:00Z,63.00,38.00
2026-02-06T16:22:00Z,63.00,38.00
2026-02-06T16:23:00Z,63.00,38.00
2026-02-06T16:24:00Z,63.00,38.00
2026-02-06T16:27:00Z,63.00,38.00
2026-02-06T16:28:00Z,63.00,38.00
2026-02-06T16:29:00Z,63.00,38.00
2026-02-06T16:31:00Z,63.00,38.00
2026-02-06T16:36:00Z,63.00,38.00
2026-02-06T16:37:00Z,63.00,38.00
2026-02-06T16:38:00Z,63.00,38.00
2026-02-06T16:39:00Z,63.00,38.00
2026-02-06T16:40:00Z,63.00,38.00
2026-02-06T16:42:00Z,63.00,38.00
2026-02-06T16:43:00Z,63.00,38.00
2026-02-06T16:45:00Z,63.00,38.00
2026-02-06T16:46:00Z,63.00,38.00
2026-02-06T16:49:00Z,63.00,38.00
2026-02-06T16:52:00Z,63.00,38.00
2026-02-06T16:55:00Z,63.00,38.00
2026-02-06T16:57:00Z,63.00,38.00
2026-02-06T16:58:00Z,63.00,38.00
2026-02-06T17:01:00Z,63.00,38.39
2026-02-06T17:03:00Z,63.00,39.00
2026-02-06T17:05:00Z,63.00,39.00
2026-02-06T17:06:00Z,63.00,39.00
2026-02-06T17:08:00Z,63.00,39.00
2026-02-06T17:09:00Z,63.00,39.00
2026-02-06T17:10:00Z,63.00,39.00
2026-02-06T17:12:00Z,63.00,39.00
2026-02-06T17:13:00Z,63.00,39.00
2026-02-06T17:15:00Z,63.00,39.00
2026-02-06T17:16:00Z,63.00,39.00
2026-02-06T17:23:00Z,63.00,39.00
2026-02-06T17:24:00Z,63.00,39.00
2026-02-06T17:25:00Z,63.00,39.00
2026-02-06T17:28:00Z,63.00,39.00
2026-02-06T17:29:00Z,63.00,39.00
2026-02-06T17:31:00Z,63.00,39.00
2026-02-06T17:35:00Z,63.00,39.00
2026-02-06T17:37:00Z,63.00,39.00
2026-02-06T17:40:00Z,63.00,39.00
2026-02-06T17:41:00Z,63.00,39.00
2026-02-06T17:43:00Z,63.00,39.00
2026-02-06T17:45:00Z,63.00,39.00
2026-02-06T17:46:00Z,63.00,39.00
2026-02-06T17:49:00Z,63.00,39.00
2026-02-06T17:52:00Z,63.00,39.00
2026-02-06T17:53:00Z,63.00,39.00
2026-02-06T17:54:00Z,63.00,39.00
2026-02-06T17:55:00Z,63.00,39.00
2026-02-06T17:56:00Z,63.00,39.00
2026-02-06T17:57:00Z,63.00,39.00
2026-02-06T17:59:00Z,63.00,39.00
2026-02-06T18:00:00Z,63.00,39.00
2026-02-06T18:01:00Z,63.00,39.00
2026-02-06T18:02:00Z,63.00,39.00
2026-02-06T18:03:00Z,63.00,38.00
2026-02-06T18:04:00Z,63.00,38.00
2026-02-06T18:05:00Z,63.00,38.00
2026-02-06T18:06:00Z,63.00,38.00
2026-02-06T18:10:00Z,63.00,38.00
2026-02-06T18:11:00Z,63.00,38.00
2026-02-06T18:12:00Z,63.00,38.00
2026-02-06T18:13:00Z,63.00,38.00
2026-02-06T18:14:00Z,63.00,38.00
2026-02-06T18:16:00Z,63.00,38.00
2026-02-06T18:17:00Z,63.00,38.00
2026-02-06T18:19:00Z,63.00,38.00
2026-02-06T18:20:00Z,63.00,38.00
2026-02-06T18:21:00Z,63.00,38.00
2026-02-06T18:22:00Z,63.00,38.00
2026-02-06T18:24:00Z,61.48,38.00
2026-02-06T18:26:00Z,63.00,38.00
2026-02-06T18:27:00Z,63.00,38.00
2026-02-06T18:28:00Z,63.00,38.00
2026-02-06T18:29:00Z,63.00,38.00
2026-02-06T18:31:00Z,63.00,38.00
2026-02-06T18:32:00Z,63.00,38.00
2026-02-06T18:33:00Z,63.00,38.00
2026-02-06T18:35:00Z,63.00,38.00
2026-02-06T18:37:00Z,63.00,38.00
2026-02-06T18:38:00Z,63.00,38.00
2026-02-06T18:39:00Z,63.00,38.00
2026-02-06T18:40:00Z,63.00,38.00
2026-02-06T18:41:00Z,63.00,38.00
2026-02-06T18:42:00Z,62.29,38.00
2026-02-06T18:43:00Z,63.00,38.00
2026-02-06T18:44:00Z,63.00,37.73
2026-02-06T18:45:00Z,63.00,38.00
2026-02-06T18:46:00Z,63.00,38.00
2026-02-06T18:47:00Z,63.00,38.00
2026-02-06T18:48:00Z,63.00,38.00
2026-02-06T18:49:00Z,63.00,38.00
2026-02-06T18:50:00Z,63.00,38.00
2026-02-06T18:51:00Z,63.00,38.00
2026-02-06T18:52:00Z,63.00,38.00
2026-02-06T18:53:00Z,62.00,38.00
2026-02-06T18:54:00Z,63.00,38.00
2026-02-06T18:55:00Z,64.00,38.00
2026-02-06T18:57:00Z,64.00,38.00
2026-02-06T18:58:00Z,64.00,38.00
2026-02-06T18:59:00Z,64.00,38.00
2026-02-06T19:00:00Z,64.00,38.00
2026-02-06T19:01:00Z,64.00,38.00
2026-02-06T19:02:00Z,64.00,38.00
2026-02-06T19:03:00Z,64.00,38.00
