# event_ticker=KXATPMATCH-26FEB06DAMNAR
# final_score=6-3 7-6(8)
# score_resolution=3-6 6-7
# match_winner=Martin Damm
# fav_player=Luca Nardi
# dog_player=Martin Damm Jr
# kalshi_date=2026-02-06
timestamp,Luca Nardi,Martin Damm Jr
2026-02-06T04:42:00Z,43.98,
2026-02-06T04:46:00Z,43.98,57.00
2026-02-06T04:53:00Z,44.00,57.00
2026-02-06T04:54:00Z,44.00,57.00
2026-02-06T04:58:00Z,44.00,57.00
2026-02-06T05:01:00Z,44.00,57.00
2026-02-06T05:02:00Z,44.00,57.00
2026-02-06T05:03:00Z,44.00,57.00
2026-02-06T05:04:00Z,44.00,57.00
2026-02-06T05:08:00Z,44.00,57.00
2026-02-06T05:11:00Z,44.00,57.00
2026-02-06T05:12:00Z,44.00,57.00
2026-02-06T05:13:00Z,44.00,57.00
2026-02-06T05:19:00Z,44.00,57.00
2026-02-06T05:23:00Z,44.67,57.00
2026-02-06T05:26:00Z,44.67,57.00
2026-02-06T05:29:00Z,45.00,56.00
2026-02-06T05:30:00Z,45.00,56.00
2026-02-06T05:32:00Z,46.00,57.00
2026-02-06T05:33:00Z,46.00,57.00
2026-02-06T05:35:00Z,46.00,57.00
2026-02-06T05:36:00Z,46.00,57.00
2026-02-06T05:37:00Z,45.00,57.00
2026-02-06T05:38:00Z,45.00,57.00
2026-02-06T05:39:00Z,45.00,57.00
2026-02-06T05:40:00Z,45.00,57.00
2026-02-06T05:41:00Z,45.00,57.00
2026-02-06T05:42:00Z,45.00,57.00
2026-02-06T05:43:00Z,45.00,57.00
2026-02-06T05:44:00Z,45.00,56.44
2026-02-06T05:45:00Z,45.00,57.00
2026-02-06T05:46:00Z,45.00,57.00
2026-02-06T05:47:00Z,45.00,57.00
2026-02-06T05:48:00Z,45.00,57.00
2026-02-06T05:49:00Z,45.00,57.00
2026-02-06T05:50:00Z,45.00,57.00
2026-02-06T05:52:00Z,45.00,57.00
2026-02-06T05:53:00Z,45.00,57.00
2026-02-06T05:55:00Z,45.00,57.00
2026-02-06T05:56:00Z,45.00,57.00
2026-02-06T05:57:00Z,45.00,57.00
2026-02-06T05:58:00Z,45.00,57.00
2026-02-06T06:00:00Z,45.00,57.00
2026-02-06T06:01:00Z,45.00,57.00
2026-02-06T06:02:00Z,45.00,57.00
2026-02-06T06:03:00Z,45.00,57.00
2026-02-06T06:04:00Z,45.00,57.00
2026-02-06T06:06:00Z,44.00,57.40
2026-02-06T06:07:00Z,44.00,57.00
2026-02-06T06:08:00Z,44.00,57.00
2026-02-06T06:09:00Z,44.00,57.00
2026-02-06T06:10:00Z,44.00,57.00
2026-02-06T06:11:00Z,44.00,57.00
2026-02-06T06:13:00Z,44.00,56.00
2026-02-06T06:15:00Z,44.00,57.00
2026-02-06T06:16:00Z,44.00,57.00
2026-02-06T06:17:00Z,44.00,57.00
2026-02-06T06:18:00Z,44.00,57.00
2026-02-06T06:20:00Z,44.00,57.00
2026-02-06T06:21:00Z,44.16,57.00
2026-02-06T06:23:00Z,44.00,57.00
2026-02-06T06:24:00Z,44.00,57.00
2026-02-06T06:25:00Z,45.00,57.00
2026-02-06T06:26:00Z,45.00,57.00
2026-02-06T06:27:00Z,45.00,57.00
2026-02-06T06:29:00Z,45.00,57.00
