# event_ticker=KXATPMATCH-25NOV05HANKOP
# final_score=6-2 5-7 7-5
# score_resolution=2-6 7-5 5-7
# match_winner=Yannick Hanfmann
# fav_player=Vit Kopriva
# dog_player=Yannick Hanfmann
# kalshi_date=2025-11-05
timestamp,Vit Kopriva,Yannick Hanfmann
2025-11-05T02:57:00Z,,71.00
2025-11-05T03:26:00Z,,71.00
2025-11-05T03:33:00Z,,71.00
2025-11-05T03:43:00Z,30.00,71.00
2025-11-05T04:03:00Z,30.00,71.00
2025-11-05T04:25:00Z,30.00,71.00
2025-11-05T05:39:00Z,30.00,70.00
2025-11-05T05:52:00Z,30.00,71.00
2025-11-05T05:56:00Z,30.00,71.00
2025-11-05T05:59:00Z,30.00,71.00
2025-11-05T06:04:00Z,30.00,71.00
2025-11-05T06:08:00Z,30.00,71.00
2025-11-05T06:12:00Z,30.00,71.00
2025-11-05T06:19:00Z,30.00,71.00
2025-11-05T06:25:00Z,30.16,71.00
2025-11-05T06:27:00Z,31.00,71.00
2025-11-05T06:29:00Z,31.00,71.00
2025-11-05T06:31:00Z,31.00,70.00
2025-11-05T06:36:00Z,31.00,70.00
2025-11-05T06:37:00Z,31.00,70.00
2025-11-05T06:39:00Z,31.00,70.00
2025-11-05T06:41:00Z,31.00,70.00
2025-11-05T06:47:00Z,31.00,70.00
2025-11-05T06:49:00Z,31.00,70.00
2025-11-05T06:52:00Z,31.00,70.00
2025-11-05T06:55:00Z,31.00,70.00
2025-11-05T06:56:00Z,31.00,71.00
2025-11-05T07:02:00Z,30.80,71.00
2025-11-05T07:09:00Z,30.80,71.00
2025-11-05T07:10:00Z,30.80,71.00
2025-11-05T07:18:00Z,30.00,71.00
2025-11-05T07:21:00Z,30.00,71.00
2025-11-05T07:27:00Z,30.00,71.00
2025-11-05T07:29:00Z,30.00,71.00
2025-11-05T07:34:00Z,30.00,71.00
2025-11-05T07:38:00Z,30.00,71.00
2025-11-05T07:45:00Z,30.00,71.00
2025-11-05T07:50:00Z,30.00,71.00
2025-11-05T08:13:00Z,30.00,71.00
2025-11-05T08:18:00Z,30.00,71.00
2025-11-05T08:24:00Z,30.46,71.00
2025-11-05T08:31:00Z,30.46,71.00
2025-11-05T08:32:00Z,31.00,71.00
2025-11-05T08:41:00Z,30.00,71.00
2025-11-05T08:49:00Z,30.00,71.00
2025-11-05T09:01:00Z,31.00,71.00
2025-11-05T09:05:00Z,31.00,71.00
2025-11-05T09:26:00Z,31.00,71.00
2025-11-05T09:36:00Z,31.00,71.00
2025-11-05T09:42:00Z,31.00,71.00
2025-11-05T09:57:00Z,31.00,71.00
2025-11-05T10:08:00Z,31.00,71.00
2025-11-05T10:23:00Z,31.00,71.00
2025-11-05T10:29:00Z,30.00,71.00
2025-11-05T10:33:00Z,31.00,71.00
2025-11-05T10:40:00Z,31.00,71.00
2025-11-05T10:46:00Z,31.00,71.00
2025-11-05T10:47:00Z,31.00,71.00
2025-11-05T10:49:00Z,31.00,71.00
2025-11-05T10:55:00Z,31.00,71.00
2025-11-05T11:30:00Z,31.00,71.00
2025-11-05T11:34:00Z,31.00,71.00
2025-11-05T11:36:00Z,31.00,71.00
2025-11-05T11:44:00Z,31.00,71.00
2025-11-05T11:53:00Z,31.00,71.00
2025-11-05T11:58:00Z,31.00,71.00
2025-11-05T12:02:00Z,31.00,71.00
2025-11-05T12:03:00Z,31.00,71.00
2025-11-05T12:10:00Z,31.00,71.00
2025-11-05T12:15:00Z,31.00,71.00
2025-11-05T12:16:00Z,31.00,71.00
2025-11-05T12:17:00Z,31.00,71.00
2025-11-05T12:26:00Z,31.00,71.00
2025-11-05T12:28:00Z,31.00,71.00
2025-11-05T12:33:00Z,31.00,70.00
2025-11-05T12:35:00Z,31.00,70.00
2025-11-05T12:38:00Z,31.00,71.00
2025-11-05T12:49:00Z,31.00,71.00
2025-11-05T12:54:00Z,31.00,71.00
2025-11-05T12:55:00Z,31.00,71.00
2025-11-05T13:01:00Z,31.00,71.00
2025-11-05T13:10:00Z,31.00,71.00
2025-11-05T13:13:00Z,31.00,71.00
2025-11-05T13:15:00Z,31.00,71.00
2025-11-05T13:16:00Z,31.00,71.00
2025-11-05T13:17:00Z,30.33,71.00
2025-11-05T13:18:00Z,30.33,71.00
2025-11-05T13:20:00Z,31.00,71.00
2025-11-05T13:22:00Z,31.00,70.00
2025-11-05T13:23:00Z,31.00,70.00
2025-11-05T13:29:00Z,31.00,70.00
2025-11-05T13:33:00Z,31.00,70.00
2025-11-05T13:34:00Z,31.00,70.00
2025-11-05T13:36:00Z,31.00,70.00
2025-11-05T13:37:00Z,31.00,70.00
2025-11-05T13:39:00Z,31.00,70.00
2025-11-05T13:40:00Z,31.00,70.00
2025-11-05T13:41:00Z,31.00,70.92
2025-11-05T13:43:00Z,31.00,70.00
