# event_ticker=KXATPMATCH-25OCT23SINCOB
# final_score=6-2 7-6(4)
# score_resolution=2-6 6-7
# match_winner=Jannik Sinner
# fav_player=Flavio Cobolli
# dog_player=Jannik Sinner
# kalshi_date=2025-10-23
timestamp,Flavio Cobolli,Jannik Sinner
2025-10-23T06:30:00Z,,96.00
2025-10-23T06:31:00Z,,96.00
2025-10-23T06:35:00Z,,96.00
2025-10-23T06:43:00Z,6.00,96.00
2025-10-23T06:45:00Z,6.00,96.00
2025-10-23T06:47:00Z,6.00,96.00
2025-10-23T06:48:00Z,6.00,96.00
2025-10-23T06:51:00Z,6.00,96.00
2025-10-23T06:52:00Z,6.00,96.00
2025-10-23T06:53:00Z,6.00,96.00
2025-10-23T06:55:00Z,6.00,96.00
2025-10-23T06:58:00Z,6.00,96.00
2025-10-23T09:03:00Z,6.00,96.00
2025-10-23T09:07:00Z,6.00,96.00
2025-10-23T09:09:00Z,6.00,96.00
2025-10-23T09:35:00Z,6.00,96.00
2025-10-23T09:40:00Z,6.00,96.00
2025-10-23T09:55:00Z,6.00,96.00
2025-10-23T09:56:00Z,6.00,96.00
2025-10-23T10:02:00Z,6.00,96.00
2025-10-23T10:06:00Z,6.00,96.00
2025-10-23T10:18:00Z,5.00,96.00
2025-10-23T10:20:00Z,6.00,96.00
2025-10-23T10:26:00Z,6.00,96.00
2025-10-23T10:28:00Z,6.00,96.00
2025-10-23T10:30:00Z,6.00,96.00
2025-10-23T10:32:00Z,6.00,96.00
2025-10-23T10:35:00Z,6.00,96.00
2025-10-23T10:41:00Z,6.00,96.00
2025-10-23T10:45:00Z,6.00,96.00
2025-10-23T10:56:00Z,6.00,95.00
2025-10-23T11:06:00Z,6.00,95.00
2025-10-23T11:12:00Z,6.00,96.00
2025-10-23T11:27:00Z,6.00,96.00
2025-10-23T11:29:00Z,6.00,94.00
2025-10-23T11:37:00Z,6.00,94.00
2025-10-23T11:38:00Z,6.00,96.00
2025-10-23T11:39:00Z,6.00,96.00
2025-10-23T11:43:00Z,6.00,96.00
2025-10-23T11:46:00Z,6.00,96.00
2025-10-23T11:53:00Z,6.00,96.00
2025-10-23T12:06:00Z,6.00,96.00
2025-10-23T12:09:00Z,6.00,96.00
2025-10-23T12:18:00Z,6.00,96.00
2025-10-23T12:19:00Z,6.00,96.00
2025-10-23T12:23:00Z,6.00,96.00
2025-10-23T12:25:00Z,6.00,96.00
2025-10-23T12:34:00Z,6.00,94.00
2025-10-23T12:35:00Z,6.00,94.00
2025-10-23T12:36:00Z,6.00,94.00
2025-10-23T12:37:00Z,5.00,94.00
2025-10-23T12:42:00Z,7.00,94.00
2025-10-23T12:43:00Z,6.00,94.00
2025-10-23T12:48:00Z,6.00,95.00
2025-10-23T12:53:00Z,5.00,95.00
2025-10-23T12:56:00Z,6.00,95.00
2025-10-23T12:57:00Z,6.00,95.00
2025-10-23T12:58:00Z,6.00,95.00
2025-10-23T12:59:00Z,6.00,95.00
2025-10-23T13:04:00Z,6.00,95.00
2025-10-23T13:06:00Z,6.00,95.00
2025-10-23T13:08:00Z,6.00,95.00
2025-10-23T13:13:00Z,6.00,95.00
2025-10-23T13:18:00Z,6.00,95.00
2025-10-23T13:21:00Z,5.00,95.00
2025-10-23T13:23:00Z,6.00,95.00
2025-10-23T13:24:00Z,6.00,95.00
2025-10-23T13:29:00Z,6.00,95.00
2025-10-23T13:34:00Z,6.00,95.00
2025-10-23T13:35:00Z,6.00,95.00
2025-10-23T13:37:00Z,6.00,95.00
2025-10-23T13:39:00Z,6.00,95.00
2025-10-23T13:40:00Z,6.00,95.00
2025-10-23T13:44:00Z,6.00,96.00
2025-10-23T13:46:00Z,6.00,96.00
2025-10-23T13:49:00Z,6.00,96.00
2025-10-23T13:50:00Z,6.00,96.00
2025-10-23T13:51:00Z,6.00,96.00
2025-10-23T13:54:00Z,6.00,96.00
2025-10-23T13:57:00Z,6.00,96.00
2025-10-23T13:59:00Z,6.00,96.00
2025-10-23T14:00:00Z,6.00,96.00
2025-10-23T14:01:00Z,6.00,96.00
2025-10-23T14:02:00Z,6.00,96.00
2025-10-23T14:04:00Z,6.00,96.00
2025-10-23T14:05:00Z,6.00,96.00
2025-10-23T14:06:00Z,6.00,96.00
2025-10-23T14:07:00Z,6.00,96.00
2025-10-23T14:08:00Z,6.00,96.00
2025-10-23T14:09:00Z,6.00,96.00
2025-10-23T14:11:00Z,6.00,96.00
2025-10-23T14:13:00Z,6.00,96.00
2025-10-23T14:14:00Z,6.00,96.00
2025-10-23T14:17:00Z,6.00,96.00
2025-10-23T14:20:00Z,6.00,96.00
2025-10-23T14:21:00Z,6.00,96.00
2025-10-23T14:23:00Z,6.00,96.00
2025-10-23T14:24:00Z,6.00,96.00
2025-10-23T14:25:00Z,6.00,96.00
2025-10-23T14:27:00Z,6.00,96.00
2025-10-23T14:28:00Z,6.00,96.00
2025-10-23T14:29:00Z,6.00,96.00
2025-10-23T14:31:00Z,6.00,96.00
2025-10-23T14:32:00Z,6.00,96.00
2025-10-23T14:34:00Z,6.00,96.00
2025-10-23T14:38:00Z,6.00,96.00
2025-10-23T14:40:00Z,6.00,96.00
2025-10-23T14:42:00Z,5.00,96.00
2025-10-23T14:43:00Z,6.00,96.00
2025-10-23T14:44:00Z,6.00,96.00
2025-10-23T14:45:00Z,6.00,96.00
2025-10-23T14:48:00Z,6.00,96.00
2025-10-23T14:49:00Z,6.00,96.00
2025-10-23T14:51:00Z,6.00,96.00
2025-10-23T14:53:00Z,6.00,96.00
2025-10-23T14:54:00Z,6.00,96.00
2025-10-23T14:57:00Z,6.00,96.00
2025-10-23T14:59:00Z,5.00,96.00
2025-10-23T15:01:00Z,5.00,96.00
2025-10-23T15:03:00Z,5.00,96.00
2025-10-23T15:05:00Z,5.00,96.00
2025-10-23T15:06:00Z,5.00,96.00
2025-10-23T15:07:00Z,5.00,96.00
2025-10-23T15:08:00Z,5.00,96.00
2025-10-23T15:09:00Z,5.00,96.00
2025-10-23T15:10:00Z,5.00,96.00
2025-10-23T15:11:00Z,5.00,96.00
2025-10-23T15:12:00Z,5.00,96.00
2025-10-23T15:13:00Z,5.00,95.00
2025-10-23T15:14:00Z,5.00,95.00
2025-10-23T15:15:00Z,5.00,95.00
2025-10-23T15:16:00Z,5.00,95.00
2025-10-23T15:17:00Z,5.00,96.00
2025-10-23T15:18:00Z,5.00,96.00
2025-10-23T15:19:00Z,5.00,96.00
2025-10-23T15:21:00Z,5.00,96.00
2025-10-23T15:22:00Z,5.00,96.00
2025-10-23T15:23:00Z,5.00,96.00
2025-10-23T15:24:00Z,5.00,96.00
2025-10-23T15:27:00Z,5.00,96.00
2025-10-23T15:28:00Z,5.00,96.00
2025-10-23T15:29:00Z,5.00,96.00
2025-10-23T15:30:00Z,5.00,96.00
2025-10-23T15:32:00Z,5.00,96.00
2025-10-23T15:33:00Z,5.23,96.00
2025-10-23T15:34:00Z,4.12,96.00
2025-10-23T15:36:00Z,5.00,96.00
2025-10-23T15:39:00Z,5.00,96.00
2025-10-23T15:40:00Z,5.00,96.00
2025-10-23T15:41:00Z,5.25,96.00
2025-10-23T15:42:00Z,5.00,96.00
2025-10-23T15:43:00Z,5.00,96.00
2025-10-23T15:44:00Z,5.00,96.00
2025-10-23T15:47:00Z,5.00,96.00
2025-10-23T15:48:00Z,5.00,96.00
2025-10-23T15:53:00Z,5.00,96.00
2025-10-23T15:54:00Z,5.00,96.00
2025-10-23T15:55:00Z,5.00,96.00
2025-10-23T15:58:00Z,5.00,96.00
2025-10-23T15:59:00Z,5.00,96.00
2025-10-23T16:00:00Z,5.00,96.00
2025-10-23T16:02:00Z,5.53,96.00
2025-10-23T16:03:00Z,5.00,96.00
2025-10-23T16:04:00Z,5.00,96.00
2025-10-23T16:07:00Z,5.00,96.00
2025-10-23T16:08:00Z,5.00,96.00
2025-10-23T16:09:00Z,5.48,96.00
2025-10-23T16:10:00Z,6.00,96.00
2025-10-23T16:12:00Z,6.00,96.00
2025-10-23T16:15:00Z,6.00,96.00
2025-10-23T16:17:00Z,6.00,96.00
2025-10-23T16:18:00Z,6.00,96.00
2025-10-23T16:19:00Z,6.00,96.00
2025-10-23T16:20:00Z,6.00,96.00
2025-10-23T16:21:00Z,5.00,96.00
2025-10-23T16:22:00Z,5.00,96.00
2025-10-23T16:23:00Z,6.00,96.00
2025-10-23T16:24:00Z,6.00,96.00
2025-10-23T16:26:00Z,6.00,96.00
2025-10-23T16:27:00Z,6.00,96.00
2025-10-23T16:28:00Z,6.00,96.00
2025-10-23T16:29:00Z,6.00,96.00
