# event_ticker=KXATPCHALLENGERMATCH-26APR07BASDRA
# final_score=6-3 7-6(5)
# score_resolution=3-6 6-7
# match_winner=Nishesh Basavareddy
# fav_player=Liam Draxl
# dog_player=Nishesh Basavareddy
# kalshi_date=2026-04-07
timestamp,Liam Draxl,Nishesh Basavareddy
2026-04-07T17:44:00Z,49.00,53.00
2026-04-07T17:45:00Z,49.00,53.00
2026-04-07T17:46:00Z,49.00,51.08
2026-04-07T17:48:00Z,49.00,52.00
2026-04-07T17:52:00Z,49.00,52.00
2026-04-07T17:53:00Z,49.00,52.00
2026-04-07T17:54:00Z,49.00,52.00
2026-04-07T17:55:00Z,49.00,52.00
2026-04-07T17:56:00Z,49.75,52.00
2026-04-07T17:58:00Z,50.00,52.00
2026-04-07T17:59:00Z,50.00,53.00
2026-04-07T18:02:00Z,49.28,52.90
2026-04-07T18:03:00Z,49.93,53.00
2026-04-07T18:04:00Z,49.65,53.00
2026-04-07T18:05:00Z,52.21,50.69
2026-04-07T18:06:00Z,52.21,50.00
2026-04-07T18:07:00Z,52.21,50.00
2026-04-07T18:08:00Z,51.00,50.00
2026-04-07T18:09:00Z,51.00,49.59
2026-04-07T18:10:00Z,51.00,50.00
2026-04-07T18:11:00Z,52.47,50.00
2026-04-07T18:12:00Z,51.16,50.00
2026-04-07T18:13:00Z,51.16,50.00
2026-04-07T18:14:00Z,52.00,50.00
2026-04-07T18:15:00Z,52.00,50.00
2026-04-07T18:16:00Z,52.00,50.17
2026-04-07T18:17:00Z,51.79,48.91
2026-04-07T18:18:00Z,55.58,46.68
2026-04-07T18:19:00Z,46.00,53.81
2026-04-07T18:20:00Z,46.00,55.00
2026-04-07T18:21:00Z,40.21,59.28
2026-04-07T18:22:00Z,36.97,62.97
2026-04-07T18:23:00Z,43.45,59.99
2026-04-07T18:24:00Z,44.60,56.15
2026-04-07T18:25:00Z,46.73,56.65
2026-04-07T18:26:00Z,43.40,59.12
2026-04-07T18:27:00Z,39.47,60.23
2026-04-07T18:28:00Z,44.00,56.62
2026-04-07T18:29:00Z,43.13,56.62
2026-04-07T18:30:00Z,45.58,53.31
2026-04-07T18:31:00Z,49.68,49.95
2026-04-07T18:32:00Z,47.86,55.32
2026-04-07T18:33:00Z,44.43,57.62
2026-04-07T18:34:00Z,43.86,59.35
2026-04-07T18:35:00Z,42.00,59.23
2026-04-07T18:36:00Z,39.27,61.66
2026-04-07T18:37:00Z,34.70,65.57
2026-04-07T18:38:00Z,30.28,69.81
2026-04-07T18:39:00Z,32.87,67.23
2026-04-07T18:40:00Z,39.76,61.34
2026-04-07T18:41:00Z,40.72,59.44
2026-04-07T18:42:00Z,41.96,61.59
2026-04-07T18:43:00Z,44.85,57.02
2026-04-07T18:44:00Z,43.79,54.75
2026-04-07T18:45:00Z,41.19,59.08
2026-04-07T18:46:00Z,38.00,62.56
2026-04-07T18:47:00Z,37.53,64.85
2026-04-07T18:48:00Z,35.90,65.19
2026-04-07T18:49:00Z,38.14,63.50
2026-04-07T18:50:00Z,29.38,70.42
2026-04-07T18:51:00Z,33.39,67.40
2026-04-07T18:52:00Z,36.80,61.99
2026-04-07T18:53:00Z,37.69,64.66
2026-04-07T18:54:00Z,37.33,63.16
2026-04-07T18:55:00Z,37.64,64.85
2026-04-07T18:56:00Z,30.54,70.33
2026-04-07T18:57:00Z,22.48,77.68
2026-04-07T18:58:00Z,20.13,82.20
2026-04-07T18:59:00Z,19.71,80.93
2026-04-07T19:00:00Z,20.93,78.58
2026-04-07T19:01:00Z,21.43,78.65
2026-04-07T19:02:00Z,21.00,80.00
2026-04-07T19:03:00Z,19.00,81.42
2026-04-07T19:04:00Z,18.62,81.58
2026-04-07T19:05:00Z,18.13,82.92
2026-04-07T19:06:00Z,17.99,83.51
2026-04-07T19:07:00Z,19.97,80.16
2026-04-07T19:08:00Z,21.27,80.00
2026-04-07T19:09:00Z,18.08,81.83
2026-04-07T19:10:00Z,19.45,81.88
2026-04-07T19:11:00Z,18.94,82.41
2026-04-07T19:12:00Z,18.99,82.04
2026-04-07T19:13:00Z,19.00,82.90
2026-04-07T19:14:00Z,19.00,82.40
2026-04-07T19:15:00Z,19.00,83.00
2026-04-07T19:16:00Z,21.77,77.13
2026-04-07T19:17:00Z,24.81,74.97
2026-04-07T19:18:00Z,29.69,73.68
2026-04-07T19:19:00Z,27.94,71.59
2026-04-07T19:20:00Z,25.36,75.66
2026-04-07T19:21:00Z,24.58,76.27
2026-04-07T19:22:00Z,24.38,76.33
2026-04-07T19:23:00Z,24.45,77.91
2026-04-07T19:24:00Z,24.21,76.52
2026-04-07T19:25:00Z,24.27,78.11
2026-04-07T19:26:00Z,21.12,78.24
2026-04-07T19:27:00Z,26.17,75.64
2026-04-07T19:28:00Z,25.81,78.42
2026-04-07T19:29:00Z,24.67,78.77
2026-04-07T19:30:00Z,23.83,77.88
2026-04-07T19:31:00Z,20.70,81.87
2026-04-07T19:32:00Z,25.01,77.30
2026-04-07T19:33:00Z,26.33,75.88
2026-04-07T19:34:00Z,26.00,75.85
2026-04-07T19:35:00Z,26.07,76.53
2026-04-07T19:36:00Z,24.50,77.78
2026-04-07T19:37:00Z,22.15,77.86
2026-04-07T19:38:00Z,17.62,81.67
2026-04-07T19:39:00Z,17.39,83.69
2026-04-07T19:40:00Z,22.28,77.50
2026-04-07T19:41:00Z,20.66,81.23
2026-04-07T19:42:00Z,15.21,87.20
2026-04-07T19:43:00Z,13.65,87.22
2026-04-07T19:44:00Z,18.81,84.29
2026-04-07T19:45:00Z,21.96,79.81
2026-04-07T19:46:00Z,21.00,81.00
2026-04-07T19:47:00Z,20.60,79.19
2026-04-07T19:48:00Z,16.27,83.77
2026-04-07T19:49:00Z,15.92,85.02
2026-04-07T19:50:00Z,18.05,84.27
2026-04-07T19:51:00Z,20.32,83.84
2026-04-07T19:52:00Z,22.96,76.38
2026-04-07T19:53:00Z,23.50,77.12
2026-04-07T19:54:00Z,18.50,83.11
2026-04-07T19:55:00Z,20.92,80.38
2026-04-07T19:56:00Z,18.27,81.21
2026-04-07T19:57:00Z,22.81,77.08
2026-04-07T19:58:00Z,25.12,75.37
2026-04-07T19:59:00Z,24.64,76.09
2026-04-07T20:00:00Z,22.07,81.49
2026-04-07T20:01:00Z,20.10,81.42
2026-04-07T20:02:00Z,15.14,84.53
2026-04-07T20:03:00Z,15.21,87.13
2026-04-07T20:04:00Z,15.09,85.98
2026-04-07T20:05:00Z,9.26,90.09
2026-04-07T20:06:00Z,7.06,93.93
2026-04-07T20:07:00Z,4.38,95.40
2026-04-07T20:08:00Z,4.08,94.02
2026-04-07T20:09:00Z,6.46,96.00
2026-04-07T20:10:00Z,1.00,99.00
2026-04-07T20:11:00Z,1.00,99.00
2026-04-07T20:12:00Z,1.00,99.00
2026-04-07T20:13:00Z,1.00,99.00
