# event_ticker=KXATPCHALLENGERMATCH-26MAR13RODONC
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Jurij Rodionov
# fav_player=Gauthier Onclin
# dog_player=Jurij Rodionov
# kalshi_date=2026-03-13
timestamp,Gauthier Onclin,Jurij Rodionov
2026-03-13T09:18:00Z,,64.00
2026-03-13T09:34:00Z,,64.00
2026-03-13T10:10:00Z,,64.00
2026-03-13T10:26:00Z,,64.00
2026-03-13T12:16:00Z,38.00,64.00
2026-03-13T12:50:00Z,38.00,65.00
2026-03-13T12:59:00Z,38.00,65.00
2026-03-13T13:03:00Z,37.00,65.00
2026-03-13T13:20:00Z,37.00,65.00
2026-03-13T13:23:00Z,37.00,65.00
2026-03-13T13:29:00Z,37.00,65.00
2026-03-13T14:01:00Z,37.00,65.00
2026-03-13T14:07:00Z,37.00,65.00
2026-03-13T14:09:00Z,37.00,65.00
2026-03-13T14:13:00Z,37.00,65.00
2026-03-13T14:16:00Z,37.00,65.00
2026-03-13T14:22:00Z,37.00,65.00
2026-03-13T14:23:00Z,37.00,65.00
2026-03-13T14:25:00Z,37.00,65.00
2026-03-13T14:45:00Z,37.00,65.00
2026-03-13T14:49:00Z,37.00,65.00
2026-03-13T15:35:00Z,37.00,65.00
2026-03-13T15:36:00Z,37.00,65.00
2026-03-13T15:40:00Z,37.00,65.00
2026-03-13T15:42:00Z,37.00,65.00
2026-03-13T15:55:00Z,37.00,65.00
2026-03-13T16:04:00Z,37.00,65.00
2026-03-13T16:10:00Z,37.28,65.00
2026-03-13T16:12:00Z,37.28,65.00
2026-03-13T16:19:00Z,37.00,65.00
2026-03-13T16:23:00Z,37.00,65.00
2026-03-13T16:24:00Z,37.00,65.00
2026-03-13T16:26:00Z,37.00,64.00
2026-03-13T16:30:00Z,37.00,64.00
2026-03-13T16:36:00Z,37.00,64.00
2026-03-13T16:40:00Z,37.00,64.86
2026-03-13T16:42:00Z,37.00,65.00
2026-03-13T16:49:00Z,37.00,65.00
2026-03-13T16:50:00Z,37.00,65.00
2026-03-13T16:56:00Z,37.00,65.23
2026-03-13T16:57:00Z,37.00,65.02
2026-03-13T16:59:00Z,37.00,66.00
2026-03-13T17:02:00Z,37.00,65.09
2026-03-13T17:16:00Z,37.00,65.00
2026-03-13T17:34:00Z,37.00,65.80
2026-03-13T17:38:00Z,35.00,65.80
2026-03-13T17:40:00Z,36.00,65.80
2026-03-13T17:51:00Z,36.00,66.00
2026-03-13T18:02:00Z,36.00,66.00
2026-03-13T18:03:00Z,35.00,66.00
2026-03-13T18:04:00Z,35.00,66.00
2026-03-13T18:11:00Z,35.00,66.00
2026-03-13T18:14:00Z,35.00,66.00
2026-03-13T18:15:00Z,35.00,66.00
2026-03-13T18:16:00Z,35.00,66.00
2026-03-13T18:25:00Z,35.00,66.00
2026-03-13T18:29:00Z,36.00,66.00
2026-03-13T18:33:00Z,36.00,66.00
2026-03-13T18:41:00Z,36.00,66.00
2026-03-13T18:46:00Z,36.00,66.00
2026-03-13T18:47:00Z,36.00,66.00
2026-03-13T18:50:00Z,36.00,66.00
2026-03-13T18:51:00Z,36.00,66.00
2026-03-13T18:53:00Z,36.00,66.00
2026-03-13T18:54:00Z,36.00,66.00
2026-03-13T18:57:00Z,36.00,66.00
2026-03-13T19:03:00Z,36.00,65.00
2026-03-13T19:04:00Z,36.00,65.00
2026-03-13T19:05:00Z,36.00,66.00
2026-03-13T19:11:00Z,36.00,66.00
2026-03-13T19:14:00Z,36.00,65.00
2026-03-13T19:18:00Z,36.00,66.00
2026-03-13T19:34:00Z,35.84,66.00
2026-03-13T19:37:00Z,36.00,66.00
2026-03-13T19:38:00Z,36.00,65.00
2026-03-13T19:41:00Z,35.00,65.50
2026-03-13T19:43:00Z,36.00,65.50
2026-03-13T19:46:00Z,36.00,66.00
2026-03-13T19:49:00Z,36.00,66.00
2026-03-13T19:51:00Z,35.00,66.00
2026-03-13T19:52:00Z,35.00,66.00
2026-03-13T19:54:00Z,35.00,66.00
2026-03-13T19:56:00Z,36.00,66.00
2026-03-13T19:57:00Z,36.00,66.00
2026-03-13T19:58:00Z,36.00,66.00
2026-03-13T19:59:00Z,36.00,66.00
2026-03-13T20:02:00Z,36.00,65.00
2026-03-13T20:04:00Z,36.00,65.00
2026-03-13T20:05:00Z,36.00,65.00
2026-03-13T20:06:00Z,36.00,65.00
2026-03-13T20:08:00Z,37.09,65.00
2026-03-13T20:09:00Z,36.56,67.71
2026-03-13T20:10:00Z,35.14,65.88
2026-03-13T20:11:00Z,37.80,65.63
2026-03-13T20:12:00Z,37.80,64.63
2026-03-13T20:13:00Z,30.76,70.10
2026-03-13T20:14:00Z,25.00,76.00
2026-03-13T20:15:00Z,24.12,74.95
2026-03-13T20:16:00Z,22.00,78.11
2026-03-13T20:17:00Z,19.00,82.82
2026-03-13T20:18:00Z,20.53,79.05
2026-03-13T20:19:00Z,24.75,75.81
2026-03-13T20:20:00Z,25.00,75.00
2026-03-13T20:21:00Z,25.64,75.38
2026-03-13T20:22:00Z,25.64,77.82
2026-03-13T20:23:00Z,25.64,80.00
2026-03-13T20:24:00Z,22.00,80.05
2026-03-13T20:25:00Z,16.00,81.01
2026-03-13T20:26:00Z,16.81,90.58
2026-03-13T20:27:00Z,16.00,86.21
2026-03-13T20:28:00Z,12.77,94.50
2026-03-13T20:29:00Z,14.30,94.00
2026-03-13T20:30:00Z,11.69,95.38
2026-03-13T20:31:00Z,14.42,95.38
2026-03-13T20:32:00Z,14.00,90.99
2026-03-13T20:33:00Z,11.78,89.19
2026-03-13T20:34:00Z,15.37,85.04
2026-03-13T20:35:00Z,14.85,86.99
2026-03-13T20:36:00Z,12.13,87.95
2026-03-13T20:37:00Z,12.41,87.99
2026-03-13T20:38:00Z,12.97,87.99
2026-03-13T20:39:00Z,14.00,85.00
2026-03-13T20:40:00Z,16.97,82.75
2026-03-13T20:41:00Z,17.34,82.95
2026-03-13T20:42:00Z,21.67,78.07
2026-03-13T20:43:00Z,22.01,78.00
2026-03-13T20:44:00Z,21.66,78.67
2026-03-13T20:45:00Z,20.15,80.68
2026-03-13T20:46:00Z,20.77,79.23
2026-03-13T20:47:00Z,25.35,73.62
2026-03-13T20:48:00Z,23.42,76.96
2026-03-13T20:49:00Z,20.04,80.61
2026-03-13T20:50:00Z,21.00,81.00
2026-03-13T20:51:00Z,19.04,80.49
2026-03-13T20:52:00Z,21.00,79.00
2026-03-13T20:53:00Z,21.94,78.00
2026-03-13T20:54:00Z,23.00,78.35
2026-03-13T20:55:00Z,18.03,81.79
2026-03-13T20:56:00Z,16.21,83.99
2026-03-13T20:57:00Z,16.00,83.95
2026-03-13T20:58:00Z,16.00,83.81
2026-03-13T20:59:00Z,16.00,83.00
2026-03-13T21:00:00Z,18.00,82.34
2026-03-13T21:01:00Z,14.94,85.01
2026-03-13T21:02:00Z,13.00,85.98
2026-03-13T21:03:00Z,9.70,89.36
2026-03-13T21:04:00Z,8.64,92.00
2026-03-13T21:05:00Z,7.72,92.24
2026-03-13T21:06:00Z,6.45,93.25
2026-03-13T21:07:00Z,7.00,95.16
2026-03-13T21:08:00Z,8.35,92.00
2026-03-13T21:09:00Z,9.00,92.00
2026-03-13T21:10:00Z,7.00,94.23
2026-03-13T21:11:00Z,6.92,94.53
