# event_ticker=KXATPCHALLENGERMATCH-26FEB26IMACLA
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Masamichi Imamura
# fav_player=Jay Clarke
# dog_player=Masamichi Imamura
# kalshi_date=2026-02-26
timestamp,Jay Clarke,Masamichi Imamura
2026-02-26T01:41:00Z,74.00,
2026-02-26T01:48:00Z,74.00,29.00
2026-02-26T01:50:00Z,74.00,29.00
2026-02-26T01:52:00Z,70.00,29.00
2026-02-26T02:05:00Z,70.00,26.00
2026-02-26T02:13:00Z,74.00,26.00
2026-02-26T02:41:00Z,74.00,30.00
2026-02-26T02:42:00Z,70.00,30.00
2026-02-26T03:10:00Z,70.00,29.22
2026-02-26T03:14:00Z,73.00,29.22
2026-02-26T03:21:00Z,73.00,29.82
2026-02-26T03:23:00Z,73.00,30.00
2026-02-26T03:24:00Z,72.00,30.00
2026-02-26T03:33:00Z,72.00,30.00
2026-02-26T03:46:00Z,72.00,30.00
2026-02-26T04:14:00Z,72.00,30.00
2026-02-26T04:15:00Z,72.00,30.00
2026-02-26T04:18:00Z,72.00,30.00
2026-02-26T04:20:00Z,72.00,30.00
2026-02-26T04:22:00Z,73.00,30.00
2026-02-26T04:26:00Z,73.00,30.00
2026-02-26T04:28:00Z,73.00,30.00
2026-02-26T04:33:00Z,73.00,30.00
2026-02-26T04:49:00Z,73.00,30.00
2026-02-26T04:50:00Z,73.00,30.00
2026-02-26T05:10:00Z,73.00,30.00
2026-02-26T05:12:00Z,73.00,30.00
2026-02-26T05:20:00Z,73.00,30.00
2026-02-26T05:30:00Z,73.00,30.00
2026-02-26T05:31:00Z,73.00,29.00
2026-02-26T05:33:00Z,73.00,29.00
2026-02-26T05:38:00Z,73.00,29.00
2026-02-26T05:39:00Z,73.00,29.00
2026-02-26T05:41:00Z,73.00,29.00
2026-02-26T05:42:00Z,73.00,29.00
2026-02-26T05:43:00Z,73.00,29.00
2026-02-26T05:44:00Z,73.00,29.00
2026-02-26T05:45:00Z,73.00,29.00
2026-02-26T05:46:00Z,73.00,29.00
2026-02-26T05:49:00Z,73.00,29.00
2026-02-26T05:50:00Z,73.00,29.00
2026-02-26T05:52:00Z,73.00,29.00
2026-02-26T05:55:00Z,73.00,29.00
2026-02-26T05:56:00Z,73.00,29.00
2026-02-26T05:57:00Z,74.00,29.00
2026-02-26T05:59:00Z,74.00,29.00
2026-02-26T06:00:00Z,74.00,29.00
2026-02-26T06:03:00Z,74.00,29.00
2026-02-26T06:04:00Z,74.00,29.00
2026-02-26T06:05:00Z,74.00,29.00
2026-02-26T06:06:00Z,74.00,29.00
2026-02-26T06:07:00Z,74.00,29.00
2026-02-26T06:08:00Z,74.00,29.00
2026-02-26T06:09:00Z,73.02,29.72
2026-02-26T06:10:00Z,74.00,30.00
2026-02-26T06:11:00Z,74.00,29.81
