# event_ticker=KXATPCHALLENGERMATCH-26FEB26IMACLA
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Masamichi Imamura
# fav_player=Jay Clarke
# dog_player=Masamichi Imamura
# kalshi_date=2026-02-26
timestamp,Jay Clarke,Masamichi Imamura
2026-02-26T06:13:00Z,74.00,29.00
2026-02-26T06:14:00Z,74.00,29.00
2026-02-26T06:15:00Z,74.00,29.00
2026-02-26T06:16:00Z,74.00,29.00
2026-02-26T06:17:00Z,74.00,29.00
2026-02-26T06:18:00Z,74.00,29.00
2026-02-26T06:19:00Z,74.00,28.99
2026-02-26T06:20:00Z,74.00,28.99
2026-02-26T06:21:00Z,74.00,28.00
2026-02-26T06:22:00Z,73.00,29.04
2026-02-26T06:23:00Z,73.00,29.88
2026-02-26T06:24:00Z,73.00,29.00
2026-02-26T06:25:00Z,73.00,29.00
2026-02-26T06:26:00Z,73.00,29.89
2026-02-26T06:27:00Z,72.00,30.00
2026-02-26T06:28:00Z,72.00,30.00
2026-02-26T06:29:00Z,72.00,30.00
2026-02-26T06:30:00Z,70.56,30.00
2026-02-26T06:31:00Z,72.00,30.25
2026-02-26T06:32:00Z,72.00,30.99
2026-02-26T06:33:00Z,69.64,38.25
2026-02-26T06:34:00Z,70.00,31.00
2026-02-26T06:35:00Z,70.00,32.00
2026-02-26T06:36:00Z,70.46,31.82
2026-02-26T06:37:00Z,72.19,30.94
2026-02-26T06:38:00Z,74.85,27.34
2026-02-26T06:39:00Z,76.36,24.05
2026-02-26T06:40:00Z,78.24,24.23
2026-02-26T06:41:00Z,76.17,26.56
2026-02-26T06:42:00Z,72.72,27.43
2026-02-26T06:43:00Z,70.90,30.40
2026-02-26T06:44:00Z,68.08,34.78
2026-02-26T06:45:00Z,62.96,39.02
2026-02-26T06:46:00Z,57.47,42.25
2026-02-26T06:47:00Z,58.06,42.76
2026-02-26T06:48:00Z,52.66,47.27
2026-02-26T06:49:00Z,55.06,46.09
2026-02-26T06:50:00Z,60.40,41.15
2026-02-26T06:51:00Z,53.72,46.43
2026-02-26T06:52:00Z,51.42,49.27
2026-02-26T06:53:00Z,46.74,54.69
2026-02-26T06:54:00Z,41.54,58.85
2026-02-26T06:55:00Z,45.74,56.18
2026-02-26T06:56:00Z,42.81,57.34
2026-02-26T06:57:00Z,42.63,59.84
2026-02-26T06:58:00Z,44.95,56.09
2026-02-26T06:59:00Z,47.29,54.88
2026-02-26T07:00:00Z,42.17,58.00
2026-02-26T07:01:00Z,38.33,62.57
2026-02-26T07:02:00Z,39.40,63.60
2026-02-26T07:03:00Z,37.33,64.66
2026-02-26T07:04:00Z,34.72,66.15
2026-02-26T07:05:00Z,38.26,62.96
2026-02-26T07:06:00Z,38.98,62.96
2026-02-26T07:07:00Z,36.03,65.27
2026-02-26T07:08:00Z,34.89,66.58
2026-02-26T07:09:00Z,34.90,66.07
2026-02-26T07:10:00Z,34.50,67.02
2026-02-26T07:11:00Z,32.34,68.85
2026-02-26T07:12:00Z,34.23,67.21
2026-02-26T07:13:00Z,37.90,62.85
2026-02-26T07:14:00Z,37.75,63.83
2026-02-26T07:15:00Z,39.07,63.57
2026-02-26T07:16:00Z,36.86,63.58
2026-02-26T07:17:00Z,36.03,66.09
2026-02-26T07:18:00Z,41.04,59.83
2026-02-26T07:19:00Z,37.74,65.29
2026-02-26T07:20:00Z,32.03,67.00
2026-02-26T07:21:00Z,34.41,68.31
2026-02-26T07:22:00Z,37.23,63.00
2026-02-26T07:23:00Z,39.39,62.33
2026-02-26T07:24:00Z,40.30,60.86
2026-02-26T07:25:00Z,41.68,59.41
2026-02-26T07:26:00Z,48.77,52.04
2026-02-26T07:27:00Z,47.76,54.25
2026-02-26T07:28:00Z,44.75,57.36
2026-02-26T07:29:00Z,38.10,60.41
2026-02-26T07:30:00Z,37.61,62.62
2026-02-26T07:31:00Z,42.36,59.17
2026-02-26T07:32:00Z,46.17,56.07
2026-02-26T07:33:00Z,45.24,56.05
2026-02-26T07:34:00Z,45.17,57.74
2026-02-26T07:35:00Z,41.08,59.84
2026-02-26T07:36:00Z,40.85,62.06
2026-02-26T07:37:00Z,39.25,61.00
2026-02-26T07:38:00Z,36.92,67.83
2026-02-26T07:39:00Z,28.45,72.72
2026-02-26T07:40:00Z,18.35,81.46
2026-02-26T07:41:00Z,20.82,81.80
2026-02-26T07:42:00Z,13.61,86.26
2026-02-26T07:43:00Z,13.77,85.49
2026-02-26T07:44:00Z,10.04,92.11
2026-02-26T07:45:00Z,7.17,92.82
2026-02-26T07:46:00Z,6.62,92.35
2026-02-26T07:47:00Z,6.33,92.59
2026-02-26T07:48:00Z,7.77,92.52
2026-02-26T07:49:00Z,8.14,91.28
2026-02-26T07:50:00Z,9.07,89.26
2026-02-26T07:51:00Z,10.66,88.64
2026-02-26T07:52:00Z,10.00,87.64
2026-02-26T07:53:00Z,9.41,89.76
2026-02-26T07:54:00Z,10.06,89.94
2026-02-26T07:55:00Z,9.17,87.64
2026-02-26T07:56:00Z,8.24,89.40
2026-02-26T07:57:00Z,8.73,88.08
2026-02-26T07:58:00Z,10.92,80.48
2026-02-26T07:59:00Z,10.81,80.33
2026-02-26T08:00:00Z,10.64,83.77
