# event_ticker=KXATPMATCH-25OCT29MOUBUB
# final_score=6-3 7-5
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Corentin Moutet
# kalshi_date=2025-10-29
timestamp,Alexander Bublik,Corentin Moutet
2025-10-29T06:55:00Z,60.00,
2025-10-29T07:28:00Z,60.00,
2025-10-29T07:32:00Z,60.00,
2025-10-29T07:38:00Z,60.00,
2025-10-29T07:39:00Z,60.00,41.00
2025-10-29T07:49:00Z,60.00,41.00
2025-10-29T08:05:00Z,60.00,41.00
2025-10-29T08:32:00Z,60.00,41.00
2025-10-29T09:39:00Z,60.00,41.00
2025-10-29T11:31:00Z,60.00,41.00
2025-10-29T11:32:00Z,60.00,41.00
2025-10-29T11:50:00Z,60.00,41.00
2025-10-29T11:52:00Z,60.00,41.00
2025-10-29T12:00:00Z,60.00,41.00
2025-10-29T12:05:00Z,60.00,41.00
2025-10-29T12:10:00Z,60.00,41.00
2025-10-29T12:13:00Z,60.00,41.00
2025-10-29T12:15:00Z,60.00,41.00
2025-10-29T12:18:00Z,60.00,41.00
2025-10-29T12:22:00Z,60.00,41.00
2025-10-29T12:27:00Z,60.00,41.00
2025-10-29T12:28:00Z,60.00,41.00
2025-10-29T12:38:00Z,61.00,41.00
2025-10-29T12:40:00Z,61.00,41.00
2025-10-29T12:49:00Z,61.00,41.00
2025-10-29T13:02:00Z,61.00,41.00
2025-10-29T13:08:00Z,61.00,41.00
2025-10-29T13:21:00Z,61.00,41.00
2025-10-29T13:29:00Z,61.00,41.00
2025-10-29T13:32:00Z,61.00,41.00
2025-10-29T13:36:00Z,61.00,41.00
2025-10-29T13:47:00Z,61.33,41.00
2025-10-29T14:02:00Z,62.00,41.00
2025-10-29T14:05:00Z,62.00,41.00
2025-10-29T14:14:00Z,62.00,41.00
2025-10-29T14:26:00Z,62.00,40.00
2025-10-29T14:27:00Z,62.00,41.00
2025-10-29T14:31:00Z,62.00,41.00
2025-10-29T14:32:00Z,62.00,41.00
2025-10-29T14:34:00Z,61.00,41.00
2025-10-29T14:37:00Z,61.00,41.00
2025-10-29T14:38:00Z,61.00,41.00
2025-10-29T14:39:00Z,61.00,41.00
2025-10-29T14:43:00Z,61.00,41.00
2025-10-29T14:49:00Z,61.00,41.00
2025-10-29T14:52:00Z,61.00,41.00
2025-10-29T14:54:00Z,60.00,41.00
2025-10-29T15:00:00Z,60.00,41.00
2025-10-29T15:02:00Z,61.00,41.00
2025-10-29T15:04:00Z,61.00,41.00
2025-10-29T15:05:00Z,61.00,41.00
2025-10-29T15:07:00Z,61.00,41.00
2025-10-29T15:08:00Z,61.00,41.00
2025-10-29T15:11:00Z,61.00,41.00
2025-10-29T15:12:00Z,61.00,41.00
2025-10-29T15:13:00Z,61.00,41.00
2025-10-29T15:14:00Z,61.00,41.00
2025-10-29T15:15:00Z,61.00,41.00
2025-10-29T15:16:00Z,61.00,41.00
2025-10-29T15:18:00Z,61.00,41.00
2025-10-29T15:19:00Z,61.00,40.00
2025-10-29T15:20:00Z,61.00,40.00
2025-10-29T15:21:00Z,61.00,40.00
2025-10-29T15:22:00Z,61.00,40.00
2025-10-29T15:24:00Z,61.00,41.00
2025-10-29T15:31:00Z,61.00,41.00
2025-10-29T15:33:00Z,60.00,41.00
2025-10-29T15:34:00Z,60.00,41.00
2025-10-29T15:36:00Z,60.00,41.00
2025-10-29T15:38:00Z,60.00,41.00
2025-10-29T15:43:00Z,60.00,41.00
2025-10-29T15:46:00Z,60.00,41.00
2025-10-29T15:49:00Z,60.00,41.00
2025-10-29T15:55:00Z,60.00,41.00
2025-10-29T16:07:00Z,60.00,41.00
2025-10-29T16:11:00Z,60.00,41.00
2025-10-29T16:12:00Z,60.00,41.00
2025-10-29T16:15:00Z,60.00,41.00
2025-10-29T16:20:00Z,60.00,41.00
2025-10-29T16:26:00Z,60.00,41.00
2025-10-29T16:27:00Z,60.00,41.00
2025-10-29T16:28:00Z,60.00,41.00
2025-10-29T16:30:00Z,60.00,41.00
2025-10-29T16:32:00Z,60.00,41.00
2025-10-29T16:33:00Z,60.00,41.00
2025-10-29T16:34:00Z,60.00,41.00
2025-10-29T16:36:00Z,60.00,41.00
2025-10-29T16:37:00Z,60.00,41.00
2025-10-29T16:38:00Z,60.27,41.00
2025-10-29T16:39:00Z,60.39,41.00
2025-10-29T16:40:00Z,60.39,41.00
2025-10-29T16:42:00Z,60.00,41.00
2025-10-29T16:43:00Z,60.00,41.00
2025-10-29T16:44:00Z,60.00,41.00
2025-10-29T16:45:00Z,60.00,41.00
2025-10-29T16:46:00Z,59.18,41.00
2025-10-29T16:47:00Z,60.00,41.00
2025-10-29T16:49:00Z,60.00,41.00
2025-10-29T16:52:00Z,60.00,41.00
2025-10-29T16:55:00Z,60.00,41.00
2025-10-29T16:56:00Z,60.00,41.00
2025-10-29T16:57:00Z,60.00,41.00
2025-10-29T16:58:00Z,60.00,41.00
2025-10-29T16:59:00Z,60.00,41.00
2025-10-29T17:00:00Z,60.00,41.00
2025-10-29T17:04:00Z,60.00,41.00
2025-10-29T17:05:00Z,60.00,41.00
2025-10-29T17:06:00Z,60.00,41.00
2025-10-29T17:07:00Z,60.00,41.00
2025-10-29T17:08:00Z,60.00,41.00
2025-10-29T17:09:00Z,60.00,41.00
2025-10-29T17:10:00Z,60.00,41.00
2025-10-29T17:11:00Z,60.00,41.00
2025-10-29T17:12:00Z,60.78,41.00
2025-10-29T17:14:00Z,60.00,41.00
2025-10-29T17:16:00Z,60.00,41.00
2025-10-29T17:17:00Z,60.00,41.00
2025-10-29T17:18:00Z,60.16,41.00
2025-10-29T17:19:00Z,60.00,41.00
