# event_ticker=KXATPCHALLENGERMATCH-26FEB25BLABRO
# final_score=7-6(3) 6-7(5) 7-6(8)
# score_resolution=6-7 7-6 6-7
# match_winner=Ugo Blanchet
# fav_player=Florian Broska
# dog_player=Ugo Blanchet
# kalshi_date=2026-02-25
timestamp,Florian Broska,Ugo Blanchet
2026-02-25T04:06:00Z,,65.00
2026-02-25T04:12:00Z,,66.00
2026-02-25T05:21:00Z,,66.00
2026-02-25T05:29:00Z,36.00,66.00
2026-02-25T05:42:00Z,36.00,66.00
2026-02-25T05:56:00Z,34.00,66.00
2026-02-25T06:11:00Z,35.98,66.00
2026-02-25T06:12:00Z,35.98,66.00
2026-02-25T06:14:00Z,35.98,66.00
2026-02-25T06:15:00Z,35.98,66.00
2026-02-25T06:16:00Z,35.98,67.00
2026-02-25T06:21:00Z,35.98,66.95
2026-02-25T06:22:00Z,35.00,66.95
2026-02-25T06:29:00Z,32.00,66.95
2026-02-25T06:34:00Z,35.00,66.95
2026-02-25T06:50:00Z,35.00,66.95
2026-02-25T06:51:00Z,35.00,66.95
2026-02-25T06:52:00Z,35.00,66.95
2026-02-25T07:38:00Z,35.00,68.00
2026-02-25T07:53:00Z,35.00,68.00
2026-02-25T09:15:00Z,35.00,68.00
2026-02-25T09:37:00Z,36.00,68.00
2026-02-25T10:37:00Z,38.00,68.00
2026-02-25T10:41:00Z,38.00,64.00
2026-02-25T11:03:00Z,38.00,64.00
2026-02-25T11:15:00Z,38.00,64.00
2026-02-25T11:26:00Z,38.00,65.00
2026-02-25T11:55:00Z,38.00,65.00
2026-02-25T12:06:00Z,38.00,65.00
2026-02-25T12:08:00Z,38.00,65.00
2026-02-25T12:10:00Z,38.00,65.00
2026-02-25T12:11:00Z,38.00,64.00
2026-02-25T12:30:00Z,38.00,64.00
2026-02-25T12:31:00Z,38.00,65.00
2026-02-25T12:32:00Z,38.00,65.00
2026-02-25T12:44:00Z,38.00,65.00
2026-02-25T13:03:00Z,38.00,65.00
2026-02-25T13:08:00Z,38.00,65.00
2026-02-25T13:10:00Z,38.00,65.00
2026-02-25T13:26:00Z,38.00,65.00
2026-02-25T13:29:00Z,38.00,65.00
2026-02-25T13:30:00Z,38.00,65.00
2026-02-25T13:40:00Z,38.00,65.00
2026-02-25T13:43:00Z,38.00,66.00
2026-02-25T13:45:00Z,38.00,66.00
2026-02-25T13:48:00Z,37.00,66.00
2026-02-25T13:54:00Z,37.00,66.00
2026-02-25T14:02:00Z,37.00,66.00
2026-02-25T14:08:00Z,37.00,66.00
2026-02-25T14:13:00Z,37.00,66.00
2026-02-25T14:15:00Z,37.00,66.00
2026-02-25T14:18:00Z,37.00,66.00
2026-02-25T14:19:00Z,37.00,66.00
2026-02-25T14:24:00Z,37.00,66.00
2026-02-25T14:30:00Z,37.00,66.00
2026-02-25T14:34:00Z,37.00,66.00
2026-02-25T14:36:00Z,37.00,66.00
2026-02-25T14:39:00Z,37.00,66.00
2026-02-25T14:42:00Z,35.00,66.00
2026-02-25T14:45:00Z,35.00,66.00
2026-02-25T14:47:00Z,35.00,66.00
2026-02-25T14:53:00Z,35.00,66.00
2026-02-25T15:03:00Z,35.00,66.00
2026-02-25T15:05:00Z,35.00,66.00
2026-02-25T15:11:00Z,35.00,67.00
2026-02-25T15:12:00Z,35.00,67.00
2026-02-25T15:13:00Z,35.00,67.00
2026-02-25T15:19:00Z,37.00,67.00
2026-02-25T15:20:00Z,36.99,67.00
2026-02-25T15:21:00Z,36.00,67.00
2026-02-25T15:22:00Z,36.00,67.00
2026-02-25T15:23:00Z,36.00,66.55
2026-02-25T15:24:00Z,37.94,64.85
2026-02-25T15:25:00Z,40.95,62.32
2026-02-25T15:26:00Z,45.00,57.00
2026-02-25T15:27:00Z,45.00,59.44
2026-02-25T15:28:00Z,44.98,57.00
2026-02-25T15:29:00Z,47.99,58.26
2026-02-25T15:30:00Z,40.43,62.00
2026-02-25T15:31:00Z,40.43,67.99
2026-02-25T15:33:00Z,35.00,66.93
2026-02-25T15:34:00Z,38.02,61.15
