# event_ticker=KXATPCHALLENGERMATCH-26MAY26TSEBOS
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Chun-Hsin Tseng
# fav_player=Pedro Boscardin Dias
# dog_player=Chun Hsin Tseng
# kalshi_date=2026-05-26
timestamp,Chun Hsin Tseng,Pedro Boscardin Dias
2026-05-26T05:20:00Z,64.00,36.00
2026-05-26T07:31:00Z,63.00,36.00
2026-05-26T08:08:00Z,63.00,37.00
2026-05-26T09:51:00Z,63.00,37.00
2026-05-26T11:30:00Z,64.00,37.00
2026-05-26T12:44:00Z,64.00,37.00
2026-05-26T13:31:00Z,64.00,37.00
2026-05-26T13:54:00Z,64.00,37.00
2026-05-26T15:55:00Z,64.00,37.00
2026-05-26T15:56:00Z,64.00,37.00
2026-05-26T15:57:00Z,64.00,37.00
2026-05-26T16:11:00Z,64.00,36.00
2026-05-26T16:13:00Z,65.00,36.00
2026-05-26T16:31:00Z,65.00,37.08
2026-05-26T16:41:00Z,66.00,37.08
2026-05-26T16:44:00Z,66.00,37.08
2026-05-26T16:45:00Z,66.00,33.00
2026-05-26T16:46:00Z,65.00,33.00
2026-05-26T16:47:00Z,68.97,32.00
2026-05-26T16:48:00Z,68.00,32.10
2026-05-26T16:49:00Z,66.00,35.00
2026-05-26T16:50:00Z,66.00,36.00
2026-05-26T16:51:00Z,64.00,37.00
2026-05-26T16:52:00Z,66.97,37.00
2026-05-26T16:53:00Z,68.95,37.00
2026-05-26T16:54:00Z,70.29,29.00
2026-05-26T16:55:00Z,72.00,29.50
2026-05-26T16:56:00Z,71.15,28.96
2026-05-26T16:57:00Z,72.76,27.00
2026-05-26T16:58:00Z,78.63,23.20
2026-05-26T16:59:00Z,83.00,18.01
2026-05-26T17:00:00Z,83.97,17.00
2026-05-26T17:01:00Z,83.86,17.00
2026-05-26T17:02:00Z,84.31,16.00
2026-05-26T17:04:00Z,85.00,16.00
2026-05-26T17:05:00Z,84.00,16.00
2026-05-26T17:06:00Z,87.00,16.00
2026-05-26T17:07:00Z,88.98,13.00
2026-05-26T17:08:00Z,89.00,13.00
2026-05-26T17:09:00Z,89.44,13.00
2026-05-26T17:10:00Z,90.00,13.00
2026-05-26T17:11:00Z,90.00,13.00
2026-05-26T17:12:00Z,90.00,13.00
2026-05-26T17:13:00Z,90.00,12.33
2026-05-26T17:14:00Z,88.00,12.03
2026-05-26T17:15:00Z,88.00,13.00
2026-05-26T17:16:00Z,88.00,12.98
2026-05-26T17:17:00Z,88.00,12.00
2026-05-26T17:19:00Z,88.00,12.97
2026-05-26T17:20:00Z,88.00,12.75
2026-05-26T17:21:00Z,87.00,13.07
2026-05-26T17:22:00Z,87.00,13.07
2026-05-26T17:23:00Z,87.00,13.00
2026-05-26T17:24:00Z,88.89,12.92
2026-05-26T17:25:00Z,89.00,12.00
2026-05-26T17:26:00Z,89.12,10.00
2026-05-26T17:27:00Z,88.83,10.83
2026-05-26T17:28:00Z,87.00,13.51
2026-05-26T17:29:00Z,86.99,14.00
2026-05-26T17:30:00Z,85.76,14.86
2026-05-26T17:31:00Z,86.33,12.01
2026-05-26T17:32:00Z,86.55,14.76
2026-05-26T17:33:00Z,82.94,17.67
2026-05-26T17:34:00Z,82.59,16.06
2026-05-26T17:35:00Z,88.00,14.00
2026-05-26T17:36:00Z,86.96,13.21
2026-05-26T17:37:00Z,87.00,12.00
2026-05-26T17:38:00Z,87.98,12.00
2026-05-26T17:39:00Z,85.23,14.81
2026-05-26T17:40:00Z,85.00,16.00
2026-05-26T17:41:00Z,84.94,17.80
2026-05-26T17:42:00Z,78.11,24.03
2026-05-26T17:43:00Z,71.55,28.43
2026-05-26T17:44:00Z,74.47,27.63
2026-05-26T17:45:00Z,80.41,19.32
2026-05-26T17:46:00Z,78.89,22.58
2026-05-26T17:47:00Z,81.47,21.56
2026-05-26T17:48:00Z,85.80,14.92
2026-05-26T17:49:00Z,86.76,12.18
2026-05-26T17:50:00Z,87.38,13.12
2026-05-26T17:51:00Z,84.99,15.15
2026-05-26T17:52:00Z,84.59,15.61
2026-05-26T17:53:00Z,95.69,3.95
2026-05-26T17:54:00Z,97.00,3.00
2026-05-26T17:55:00Z,97.55,2.96
2026-05-26T17:56:00Z,96.77,2.67
2026-05-26T17:57:00Z,98.70,1.00
2026-05-26T17:58:00Z,99.00,1.11
2026-05-26T17:59:00Z,99.00,1.11
2026-05-26T18:00:00Z,99.00,1.11
2026-05-26T18:02:00Z,99.00,1.11
