# event_ticker=KXATPMATCH-26MAR07KORDE
# final_score=4-6 6-4 6-4
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Sebastian Korda
# kalshi_date=2026-03-07
timestamp,Alex de Minaur,Sebastian Korda
2026-03-07T11:54:00Z,,39.00
2026-03-07T12:00:00Z,,39.00
2026-03-07T12:05:00Z,63.00,39.00
2026-03-07T12:07:00Z,63.00,39.00
2026-03-07T12:17:00Z,63.00,39.00
2026-03-07T12:20:00Z,63.00,39.00
2026-03-07T12:24:00Z,63.00,39.00
2026-03-07T12:27:00Z,63.00,39.00
2026-03-07T12:29:00Z,63.00,39.00
2026-03-07T12:47:00Z,63.00,39.00
2026-03-07T12:50:00Z,63.00,39.00
2026-03-07T12:52:00Z,64.00,39.00
2026-03-07T12:53:00Z,63.00,39.00
2026-03-07T12:55:00Z,63.00,39.00
2026-03-07T13:05:00Z,63.00,38.75
2026-03-07T13:08:00Z,63.00,39.00
2026-03-07T13:13:00Z,63.00,39.00
2026-03-07T13:27:00Z,63.00,39.00
2026-03-07T13:33:00Z,63.00,39.00
2026-03-07T13:36:00Z,63.00,39.00
2026-03-07T13:41:00Z,63.00,39.00
2026-03-07T13:49:00Z,63.00,39.00
2026-03-07T13:54:00Z,63.00,39.00
2026-03-07T13:59:00Z,63.00,39.00
2026-03-07T14:00:00Z,63.80,39.00
2026-03-07T14:01:00Z,63.80,38.00
2026-03-07T14:03:00Z,64.00,38.00
2026-03-07T14:06:00Z,64.00,38.00
2026-03-07T14:07:00Z,64.00,38.00
2026-03-07T14:12:00Z,64.00,38.00
2026-03-07T14:14:00Z,64.00,38.00
2026-03-07T14:15:00Z,64.00,39.00
2026-03-07T14:20:00Z,64.00,39.00
2026-03-07T14:23:00Z,64.00,38.00
2026-03-07T14:26:00Z,64.00,38.00
2026-03-07T14:27:00Z,64.00,38.00
2026-03-07T14:28:00Z,64.00,38.00
2026-03-07T14:30:00Z,64.00,38.00
