# event_ticker=KXATPCHALLENGERMATCH-26MAY28AGUILA
# final_score=7-6(6) 3-1 RET
# match_winner=Andre Ilagan
# fav_player=Enzo Aguiard
# dog_player=Andre Ilagan
# kalshi_date=2026-05-28
timestamp,Enzo Aguiard,Andre Ilagan
2026-05-29T10:05:00Z,30.00,
2026-05-29T11:04:00Z,30.00,71.00
2026-05-29T11:28:00Z,28.00,71.00
2026-05-29T11:29:00Z,27.00,71.00
2026-05-29T12:07:00Z,27.00,69.00
2026-05-29T12:09:00Z,27.00,69.00
2026-05-29T12:24:00Z,27.00,70.00
2026-05-29T13:10:00Z,30.00,70.00
2026-05-29T13:32:00Z,30.00,70.00
2026-05-29T13:37:00Z,30.00,70.00
2026-05-29T13:41:00Z,30.00,72.00
2026-05-29T14:31:00Z,30.00,72.00
2026-05-29T14:41:00Z,30.00,72.00
2026-05-29T14:44:00Z,30.00,72.00
2026-05-29T14:46:00Z,30.00,72.00
2026-05-29T14:50:00Z,30.00,72.00
2026-05-29T15:03:00Z,29.00,72.00
2026-05-29T15:29:00Z,28.00,72.00
2026-05-29T15:33:00Z,29.00,72.00
2026-05-29T15:38:00Z,29.00,72.00
2026-05-29T15:45:00Z,29.00,72.00
2026-05-29T15:48:00Z,29.00,72.00
2026-05-29T16:01:00Z,29.00,72.00
2026-05-29T16:02:00Z,29.00,73.00
2026-05-29T16:06:00Z,29.00,73.00
2026-05-29T16:08:00Z,29.00,73.00
2026-05-29T16:15:00Z,29.00,73.00
2026-05-29T16:18:00Z,29.00,73.00
2026-05-29T16:27:00Z,30.69,72.00
2026-05-29T16:35:00Z,30.69,72.00
2026-05-29T16:50:00Z,30.69,72.00
2026-05-29T16:52:00Z,30.69,72.00
2026-05-29T16:56:00Z,30.00,72.00
2026-05-29T16:57:00Z,28.00,72.00
2026-05-29T16:58:00Z,28.00,71.00
2026-05-29T17:06:00Z,31.88,71.00
2026-05-29T17:11:00Z,30.94,71.00
2026-05-29T17:17:00Z,31.97,71.00
2026-05-29T17:22:00Z,31.97,71.21
2026-05-29T17:25:00Z,31.97,69.00
2026-05-29T17:30:00Z,31.97,71.00
2026-05-29T17:31:00Z,31.97,71.79
2026-05-29T17:37:00Z,31.97,72.00
2026-05-29T18:03:00Z,31.97,72.00
2026-05-29T18:05:00Z,31.97,69.00
2026-05-29T18:08:00Z,31.97,67.00
2026-05-29T18:10:00Z,34.00,43.76
2026-05-29T18:12:00Z,34.00,69.00
2026-05-29T18:14:00Z,34.00,70.00
2026-05-29T18:17:00Z,34.00,70.77
2026-05-29T18:18:00Z,28.29,70.77
2026-05-29T18:25:00Z,28.29,64.72
2026-05-29T18:26:00Z,33.33,64.72
2026-05-29T18:27:00Z,33.33,60.70
2026-05-29T18:29:00Z,36.41,62.50
2026-05-29T18:34:00Z,33.76,62.50
2026-05-29T18:35:00Z,33.13,62.50
2026-05-29T18:36:00Z,33.77,70.00
2026-05-29T18:51:00Z,33.77,70.00
2026-05-29T18:52:00Z,33.77,70.00
2026-05-29T18:55:00Z,33.77,70.00
2026-05-29T18:58:00Z,33.77,71.00
2026-05-29T19:01:00Z,33.77,66.00
2026-05-29T19:10:00Z,32.00,66.00
2026-05-29T19:14:00Z,32.00,71.50
2026-05-29T19:15:00Z,32.00,66.00
2026-05-29T19:18:00Z,32.00,72.31
2026-05-29T19:24:00Z,32.00,71.00
2026-05-29T19:26:00Z,32.00,71.45
2026-05-29T19:28:00Z,32.00,71.60
2026-05-29T19:34:00Z,32.00,73.00
2026-05-29T19:35:00Z,32.00,67.00
2026-05-29T19:37:00Z,32.00,71.00
2026-05-29T19:38:00Z,32.00,69.00
2026-05-29T19:39:00Z,32.00,69.00
2026-05-29T19:52:00Z,32.00,71.00
2026-05-29T19:57:00Z,32.00,68.00
2026-05-29T19:59:00Z,32.00,67.00
2026-05-29T20:00:00Z,27.00,75.26
2026-05-29T20:01:00Z,27.00,72.00
2026-05-29T20:04:00Z,27.00,70.00
2026-05-29T20:21:00Z,32.00,72.26
2026-05-29T20:23:00Z,32.00,70.00
2026-05-29T20:27:00Z,32.32,72.00
2026-05-29T20:35:00Z,32.32,71.00
2026-05-29T20:36:00Z,32.11,71.00
2026-05-29T20:39:00Z,32.11,66.00
2026-05-29T20:45:00Z,32.00,66.00
2026-05-29T20:47:00Z,33.00,66.00
2026-05-29T20:48:00Z,33.00,66.00
2026-05-29T20:50:00Z,33.46,70.00
2026-05-29T20:52:00Z,34.00,70.00
2026-05-29T20:54:00Z,34.05,70.00
2026-05-29T20:55:00Z,38.24,70.21
2026-05-29T20:58:00Z,38.24,70.00
2026-05-29T21:02:00Z,33.98,70.00
2026-05-29T21:06:00Z,33.98,70.00
2026-05-29T21:09:00Z,37.50,70.00
2026-05-29T21:15:00Z,37.50,67.00
2026-05-29T21:17:00Z,34.00,67.00
2026-05-29T21:18:00Z,34.98,70.09
2026-05-29T21:19:00Z,34.98,72.34
2026-05-29T21:20:00Z,31.00,72.34
2026-05-29T21:21:00Z,29.00,66.37
2026-05-29T21:22:00Z,38.47,66.37
2026-05-29T21:23:00Z,38.09,65.83
2026-05-29T21:24:00Z,38.98,67.35
2026-05-29T21:25:00Z,38.44,70.38
2026-05-29T21:26:00Z,36.17,67.17
2026-05-29T21:27:00Z,34.18,69.95
2026-05-29T21:28:00Z,33.43,69.58
2026-05-29T21:29:00Z,34.95,68.68
2026-05-29T21:30:00Z,33.59,69.94
2026-05-29T21:31:00Z,36.49,69.34
2026-05-29T21:32:00Z,35.61,66.48
2026-05-29T21:33:00Z,35.50,67.00
2026-05-29T21:34:00Z,35.05,67.00
2026-05-29T21:35:00Z,35.24,66.34
2026-05-29T21:36:00Z,34.76,67.06
2026-05-29T21:37:00Z,32.82,70.87
2026-05-29T21:38:00Z,27.04,77.69
2026-05-29T21:39:00Z,22.08,78.98
2026-05-29T21:40:00Z,19.98,80.67
2026-05-29T21:41:00Z,21.02,80.53
2026-05-29T21:42:00Z,19.58,81.67
2026-05-29T21:43:00Z,20.38,81.95
2026-05-29T21:44:00Z,20.54,81.09
2026-05-29T21:45:00Z,20.04,80.97
2026-05-29T21:46:00Z,21.00,80.00
