# event_ticker=KXATPCHALLENGERMATCH-26MAY28AGUILA
# final_score=7-6(6) 3-1 RET
# match_winner=Andre Ilagan
# fav_player=Enzo Aguiard
# dog_player=Andre Ilagan
# kalshi_date=2026-05-28
timestamp,Enzo Aguiard,Andre Ilagan
2026-05-29T21:47:00Z,22.39,78.68
2026-05-29T21:48:00Z,25.56,75.69
2026-05-29T21:49:00Z,26.03,76.64
2026-05-29T21:50:00Z,21.93,78.88
2026-05-29T21:51:00Z,20.05,80.77
2026-05-29T21:52:00Z,19.97,80.97
2026-05-29T21:53:00Z,21.10,80.00
2026-05-29T21:54:00Z,21.76,79.42
2026-05-29T21:55:00Z,24.11,79.42
2026-05-29T21:56:00Z,24.32,76.04
2026-05-29T21:57:00Z,31.47,76.26
2026-05-29T21:58:00Z,38.18,65.88
2026-05-29T21:59:00Z,39.06,64.21
2026-05-29T22:00:00Z,39.62,62.09
2026-05-29T22:01:00Z,38.00,64.35
2026-05-29T22:02:00Z,39.26,61.88
2026-05-29T22:03:00Z,37.09,62.14
2026-05-29T22:04:00Z,42.15,59.93
2026-05-29T22:05:00Z,41.94,59.00
2026-05-29T22:06:00Z,40.25,61.26
2026-05-29T22:07:00Z,38.93,62.98
2026-05-29T22:08:00Z,35.45,65.97
2026-05-29T22:09:00Z,31.19,67.82
2026-05-29T22:10:00Z,30.36,71.10
2026-05-29T22:11:00Z,33.47,68.42
2026-05-29T22:12:00Z,33.08,72.72
2026-05-29T22:13:00Z,32.50,68.17
2026-05-29T22:14:00Z,25.31,74.92
2026-05-29T22:15:00Z,17.92,82.54
2026-05-29T22:16:00Z,18.86,82.76
2026-05-29T22:17:00Z,20.30,80.14
2026-05-29T22:18:00Z,27.09,71.68
2026-05-29T22:19:00Z,29.04,72.59
2026-05-29T22:20:00Z,35.20,65.74
2026-05-29T22:21:00Z,39.53,63.00
2026-05-29T22:22:00Z,42.91,58.73
2026-05-29T22:23:00Z,44.05,56.88
2026-05-29T22:24:00Z,43.91,57.04
2026-05-29T22:25:00Z,42.96,58.67
2026-05-29T22:26:00Z,39.54,60.95
2026-05-29T22:27:00Z,39.72,68.82
2026-05-29T22:28:00Z,35.65,69.15
2026-05-29T22:29:00Z,38.49,66.47
2026-05-29T22:30:00Z,25.82,74.42
2026-05-29T22:31:00Z,27.72,73.45
2026-05-29T22:32:00Z,26.40,73.34
2026-05-29T22:33:00Z,22.37,75.25
2026-05-29T22:34:00Z,17.45,81.70
2026-05-29T22:35:00Z,17.71,82.66
2026-05-29T22:36:00Z,24.83,74.66
2026-05-29T22:37:00Z,35.87,63.99
2026-05-29T22:38:00Z,35.37,61.09
2026-05-29T22:39:00Z,28.44,71.98
2026-05-29T22:40:00Z,19.39,82.24
2026-05-29T22:41:00Z,17.93,82.94
2026-05-29T22:42:00Z,17.02,82.71
2026-05-29T22:43:00Z,18.93,82.97
2026-05-29T22:44:00Z,18.70,81.60
2026-05-29T22:45:00Z,18.92,81.82
2026-05-29T22:46:00Z,18.94,81.18
2026-05-29T22:47:00Z,17.50,83.95
2026-05-29T22:48:00Z,16.29,83.72
2026-05-29T22:49:00Z,15.82,85.47
2026-05-29T22:50:00Z,16.57,87.37
2026-05-29T22:51:00Z,18.54,81.53
2026-05-29T22:52:00Z,20.58,82.04
2026-05-29T22:53:00Z,16.83,83.39
2026-05-29T22:54:00Z,16.95,83.92
2026-05-29T22:55:00Z,17.09,83.65
2026-05-29T22:56:00Z,17.08,84.14
2026-05-29T22:57:00Z,3.92,96.26
2026-05-29T22:58:00Z,1.60,98.37
2026-05-29T22:59:00Z,1.00,99.00
2026-05-29T23:00:00Z,1.00,99.00
2026-05-29T23:01:00Z,1.00,99.00
2026-05-29T23:02:00Z,1.00,99.00
2026-05-29T23:03:00Z,1.00,99.00
