# event_ticker=KXATPMATCH-26FEB10KOVKYP
# final_score=6-4 7-6(1)
# score_resolution=6-4 7-6
# match_winner=Aleksandar Kovacevic
# fav_player=Aleksandar Kovacevic
# dog_player=Patrick Kypson
# kalshi_date=2026-02-10
timestamp,Aleksandar Kovacevic,Patrick Kypson
2026-02-10T23:54:00Z,57.00,
2026-02-11T00:26:00Z,58.00,
2026-02-11T00:30:00Z,58.00,
2026-02-11T00:36:00Z,59.85,
2026-02-11T00:50:00Z,59.00,
2026-02-11T00:52:00Z,59.00,
2026-02-11T00:56:00Z,59.00,44.00
2026-02-11T00:57:00Z,59.00,44.00
2026-02-11T01:01:00Z,59.00,44.00
2026-02-11T01:02:00Z,59.00,44.00
2026-02-11T01:06:00Z,59.00,44.00
2026-02-11T01:07:00Z,59.00,44.00
2026-02-11T01:08:00Z,58.00,44.00
2026-02-11T01:16:00Z,59.00,44.00
2026-02-11T01:18:00Z,59.00,45.00
2026-02-11T01:19:00Z,59.00,45.00
2026-02-11T01:22:00Z,59.00,45.00
2026-02-11T01:23:00Z,59.00,45.00
2026-02-11T01:24:00Z,59.00,45.00
2026-02-11T01:29:00Z,59.00,45.00
2026-02-11T01:30:00Z,59.00,45.00
2026-02-11T01:33:00Z,59.50,45.00
2026-02-11T01:34:00Z,59.89,45.00
2026-02-11T01:36:00Z,58.00,45.40
2026-02-11T01:37:00Z,58.71,45.00
2026-02-11T01:39:00Z,59.00,45.00
2026-02-11T01:40:00Z,59.00,45.00
2026-02-11T01:41:00Z,57.99,45.00
2026-02-11T01:42:00Z,57.99,48.00
2026-02-11T01:43:00Z,55.00,48.00
2026-02-11T01:44:00Z,55.96,50.00
2026-02-11T01:45:00Z,56.38,47.00
2026-02-11T01:46:00Z,58.00,47.00
2026-02-11T01:47:00Z,57.99,47.00
2026-02-11T01:48:00Z,55.00,47.00
2026-02-11T01:49:00Z,55.00,48.00
2026-02-11T01:50:00Z,55.00,46.98
2026-02-11T01:51:00Z,56.14,47.00
2026-02-11T01:52:00Z,56.14,45.00
2026-02-11T01:53:00Z,57.61,45.00
2026-02-11T01:54:00Z,55.50,49.00
2026-02-11T01:55:00Z,54.00,49.00
2026-02-11T01:56:00Z,54.00,49.00
2026-02-11T01:57:00Z,54.00,49.00
2026-02-11T01:58:00Z,57.00,49.00
2026-02-11T01:59:00Z,58.00,46.00
2026-02-11T02:00:00Z,52.43,46.00
2026-02-11T02:01:00Z,59.08,39.22
2026-02-11T02:02:00Z,71.94,31.13
2026-02-11T02:03:00Z,79.00,23.84
2026-02-11T02:04:00Z,79.00,23.84
2026-02-11T02:05:00Z,80.00,23.00
2026-02-11T02:06:00Z,81.00,23.00
2026-02-11T02:07:00Z,78.00,19.51
2026-02-11T02:08:00Z,79.00,23.00
2026-02-11T02:10:00Z,79.00,19.38
2026-02-11T02:11:00Z,79.14,20.32
2026-02-11T02:12:00Z,79.15,20.13
2026-02-11T02:13:00Z,79.15,21.00
2026-02-11T02:14:00Z,80.00,21.00
2026-02-11T02:15:00Z,82.00,21.00
2026-02-11T02:16:00Z,83.33,18.01
2026-02-11T02:17:00Z,83.77,16.19
2026-02-11T02:18:00Z,78.68,17.01
2026-02-11T02:19:00Z,78.00,23.00
2026-02-11T02:20:00Z,79.98,20.28
2026-02-11T02:21:00Z,83.00,19.93
2026-02-11T02:22:00Z,81.18,23.52
2026-02-11T02:23:00Z,85.70,15.73
2026-02-11T02:24:00Z,83.79,18.01
2026-02-11T02:25:00Z,83.00,18.55
2026-02-11T02:26:00Z,82.77,20.00
2026-02-11T02:27:00Z,81.00,19.69
2026-02-11T02:28:00Z,79.89,20.28
2026-02-11T02:29:00Z,77.01,22.78
2026-02-11T02:30:00Z,80.63,20.74
2026-02-11T02:31:00Z,81.79,21.35
2026-02-11T02:32:00Z,78.30,22.98
2026-02-11T02:33:00Z,79.00,23.47
2026-02-11T02:34:00Z,78.00,23.97
2026-02-11T02:35:00Z,80.23,21.62
2026-02-11T02:36:00Z,80.49,22.00
2026-02-11T02:37:00Z,78.68,23.00
2026-02-11T02:38:00Z,78.00,23.59
2026-02-11T02:39:00Z,77.91,22.46
2026-02-11T02:40:00Z,79.75,22.00
2026-02-11T02:41:00Z,80.00,22.46
2026-02-11T02:42:00Z,80.54,19.19
2026-02-11T02:43:00Z,83.91,17.41
2026-02-11T02:44:00Z,80.92,20.16
2026-02-11T02:45:00Z,78.00,22.68
2026-02-11T02:46:00Z,79.30,22.00
2026-02-11T02:47:00Z,80.05,20.28
2026-02-11T02:48:00Z,82.50,20.85
2026-02-11T02:49:00Z,83.83,16.22
2026-02-11T02:50:00Z,87.18,10.64
2026-02-11T02:51:00Z,87.94,11.73
2026-02-11T02:52:00Z,83.96,14.10
2026-02-11T02:53:00Z,85.79,15.48
2026-02-11T02:54:00Z,82.00,19.85
2026-02-11T02:55:00Z,80.22,19.22
2026-02-11T02:56:00Z,79.41,21.00
2026-02-11T02:57:00Z,82.00,20.97
2026-02-11T02:58:00Z,82.01,19.02
2026-02-11T02:59:00Z,82.11,19.99
2026-02-11T03:00:00Z,78.13,21.67
2026-02-11T03:01:00Z,80.73,17.27
2026-02-11T03:02:00Z,91.64,5.36
2026-02-11T03:03:00Z,98.68,1.31
2026-02-11T03:04:00Z,98.87,1.00
2026-02-11T03:05:00Z,99.00,1.00
2026-02-11T03:06:00Z,99.00,1.00
