# event_ticker=KXATPCHALLENGERMATCH-26MAR24RINMRV
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Maxim Mrva
# fav_player=Daniel Rincon
# dog_player=Maxim Mrva
# kalshi_date=2026-03-24
timestamp,Daniel Rincon,Maxim Mrva
2026-03-24T04:08:00Z,47.00,
2026-03-24T04:51:00Z,47.00,55.43
2026-03-24T04:57:00Z,47.00,56.00
2026-03-24T05:01:00Z,45.00,56.00
2026-03-24T05:57:00Z,44.00,56.00
2026-03-24T06:18:00Z,45.00,56.00
2026-03-24T06:25:00Z,45.00,56.00
2026-03-24T08:01:00Z,45.00,56.00
2026-03-24T08:44:00Z,45.00,56.00
2026-03-24T09:55:00Z,45.00,56.00
2026-03-24T10:28:00Z,45.00,56.00
2026-03-24T10:33:00Z,45.00,56.00
2026-03-24T10:40:00Z,45.00,56.00
2026-03-24T10:56:00Z,45.00,56.00
2026-03-24T11:15:00Z,45.00,56.00
2026-03-24T11:25:00Z,45.00,56.00
2026-03-24T11:41:00Z,45.00,56.00
2026-03-24T11:46:00Z,45.00,56.00
2026-03-24T11:48:00Z,45.00,56.89
2026-03-24T11:49:00Z,45.00,56.78
2026-03-24T11:59:00Z,45.00,57.00
2026-03-24T12:02:00Z,45.00,57.00
2026-03-24T12:06:00Z,45.00,57.00
2026-03-24T12:07:00Z,45.00,57.00
2026-03-24T12:11:00Z,45.00,57.00
2026-03-24T12:12:00Z,45.00,57.00
2026-03-24T12:13:00Z,45.00,57.00
2026-03-24T12:18:00Z,45.00,57.00
2026-03-24T12:20:00Z,45.00,57.00
2026-03-24T12:31:00Z,45.00,57.00
2026-03-24T12:38:00Z,45.00,57.00
2026-03-24T12:42:00Z,45.00,57.00
2026-03-24T12:48:00Z,45.00,57.00
2026-03-24T13:05:00Z,45.00,56.00
2026-03-24T13:12:00Z,45.00,57.00
2026-03-24T13:17:00Z,45.00,57.00
2026-03-24T13:19:00Z,45.00,57.00
2026-03-24T13:20:00Z,45.00,57.00
2026-03-24T13:32:00Z,45.00,57.00
2026-03-24T13:34:00Z,45.00,57.00
2026-03-24T13:35:00Z,45.00,57.00
2026-03-24T13:42:00Z,45.00,57.00
2026-03-24T13:50:00Z,45.00,56.00
2026-03-24T13:53:00Z,45.00,57.00
2026-03-24T13:54:00Z,45.00,57.00
2026-03-24T13:55:00Z,45.00,57.00
2026-03-24T13:57:00Z,46.00,57.00
2026-03-24T13:58:00Z,46.00,57.00
2026-03-24T14:03:00Z,46.00,57.00
2026-03-24T14:07:00Z,47.00,57.00
2026-03-24T14:08:00Z,47.00,57.00
2026-03-24T14:10:00Z,46.00,57.00
2026-03-24T14:13:00Z,46.00,57.00
2026-03-24T14:14:00Z,46.00,57.00
2026-03-24T14:27:00Z,46.00,56.00
2026-03-24T14:28:00Z,46.00,56.82
2026-03-24T14:32:00Z,46.00,55.76
2026-03-24T14:33:00Z,46.60,56.00
2026-03-24T14:34:00Z,46.60,56.00
2026-03-24T14:35:00Z,46.60,56.00
2026-03-24T14:36:00Z,46.00,56.00
2026-03-24T14:37:00Z,46.69,56.09
2026-03-24T14:38:00Z,47.00,56.09
2026-03-24T14:39:00Z,47.00,56.09
2026-03-24T14:40:00Z,47.00,56.00
2026-03-24T14:42:00Z,47.00,56.13
2026-03-24T14:43:00Z,47.00,56.99
2026-03-24T14:45:00Z,47.00,56.99
2026-03-24T14:46:00Z,47.00,55.00
2026-03-24T14:47:00Z,47.00,55.00
2026-03-24T14:48:00Z,47.00,55.00
2026-03-24T14:49:00Z,47.00,55.11
2026-03-24T14:50:00Z,47.00,55.00
2026-03-24T14:52:00Z,42.55,58.97
2026-03-24T14:53:00Z,40.13,61.84
2026-03-24T14:54:00Z,35.00,67.67
2026-03-24T14:55:00Z,37.76,66.18
2026-03-24T14:56:00Z,29.56,66.18
2026-03-24T14:57:00Z,29.56,69.44
2026-03-24T14:58:00Z,28.01,71.93
2026-03-24T14:59:00Z,28.23,73.09
2026-03-24T15:00:00Z,26.13,73.09
2026-03-24T15:01:00Z,27.03,73.96
2026-03-24T15:02:00Z,25.83,77.47
2026-03-24T15:03:00Z,21.84,79.05
2026-03-24T15:04:00Z,18.87,87.64
2026-03-24T15:05:00Z,18.64,81.83
2026-03-24T15:06:00Z,24.00,76.94
2026-03-24T15:07:00Z,26.55,74.51
2026-03-24T15:08:00Z,27.00,72.76
2026-03-24T15:09:00Z,30.06,69.00
2026-03-24T15:10:00Z,33.29,66.00
2026-03-24T15:11:00Z,35.00,65.00
2026-03-24T15:12:00Z,31.94,65.00
2026-03-24T15:13:00Z,40.00,64.28
2026-03-24T15:14:00Z,43.00,60.00
2026-03-24T15:15:00Z,47.87,58.53
2026-03-24T15:16:00Z,52.19,45.52
2026-03-24T15:17:00Z,56.07,45.41
2026-03-24T15:18:00Z,56.71,44.97
2026-03-24T15:19:00Z,56.93,44.95
2026-03-24T15:20:00Z,51.94,49.98
2026-03-24T15:21:00Z,52.28,49.89
2026-03-24T15:22:00Z,47.03,53.59
2026-03-24T15:23:00Z,49.97,54.62
2026-03-24T15:24:00Z,40.84,59.99
2026-03-24T15:25:00Z,29.17,66.92
2026-03-24T15:26:00Z,29.00,71.75
2026-03-24T15:27:00Z,28.10,74.71
2026-03-24T15:28:00Z,27.81,78.72
2026-03-24T15:29:00Z,22.20,77.81
2026-03-24T15:30:00Z,27.00,73.74
2026-03-24T15:31:00Z,26.50,71.38
2026-03-24T15:32:00Z,21.01,78.00
2026-03-24T15:33:00Z,21.00,80.00
2026-03-24T15:34:00Z,21.00,80.00
2026-03-24T15:35:00Z,21.00,83.01
2026-03-24T15:36:00Z,14.37,86.42
2026-03-24T15:37:00Z,11.01,89.99
2026-03-24T15:38:00Z,10.83,89.00
2026-03-24T15:39:00Z,16.30,82.47
2026-03-24T15:40:00Z,20.01,80.00
2026-03-24T15:41:00Z,23.38,78.00
2026-03-24T15:42:00Z,20.00,78.76
2026-03-24T15:43:00Z,20.84,81.00
2026-03-24T15:44:00Z,20.94,81.00
2026-03-24T15:45:00Z,21.00,81.00
2026-03-24T15:46:00Z,21.00,80.08
2026-03-24T15:47:00Z,19.51,81.34
2026-03-24T15:48:00Z,21.52,77.52
2026-03-24T15:49:00Z,17.71,77.52
2026-03-24T15:50:00Z,18.85,82.75
2026-03-24T15:51:00Z,20.00,82.00
2026-03-24T15:52:00Z,18.67,81.16
2026-03-24T15:53:00Z,21.48,79.42
2026-03-24T15:54:00Z,21.00,86.00
2026-03-24T15:55:00Z,19.00,80.00
2026-03-24T15:56:00Z,24.00,77.47
2026-03-24T15:57:00Z,26.70,76.79
2026-03-24T15:58:00Z,26.84,75.00
2026-03-24T15:59:00Z,25.24,71.11
2026-03-24T16:00:00Z,27.07,75.48
2026-03-24T16:01:00Z,25.58,73.93
2026-03-24T16:02:00Z,24.64,77.53
2026-03-24T16:03:00Z,23.89,76.04
2026-03-24T16:04:00Z,27.46,73.67
2026-03-24T16:05:00Z,27.59,73.14
2026-03-24T16:06:00Z,25.20,79.40
2026-03-24T16:07:00Z,22.32,80.58
2026-03-24T16:08:00Z,25.00,79.00
2026-03-24T16:09:00Z,27.87,72.18
2026-03-24T16:10:00Z,28.70,76.38
2026-03-24T16:11:00Z,22.04,78.60
2026-03-24T16:12:00Z,21.00,80.99
2026-03-24T16:13:00Z,17.56,83.56
2026-03-24T16:14:00Z,13.17,88.74
2026-03-24T16:15:00Z,9.28,90.39
2026-03-24T16:16:00Z,7.86,93.00
2026-03-24T16:17:00Z,8.00,90.49
2026-03-24T16:18:00Z,9.86,90.87
2026-03-24T16:19:00Z,8.00,90.63
2026-03-24T16:20:00Z,3.87,95.53
2026-03-24T16:21:00Z,2.97,96.07
2026-03-24T16:22:00Z,4.40,95.76
2026-03-24T16:23:00Z,5.75,95.08
2026-03-24T16:24:00Z,5.82,96.96
2026-03-24T16:25:00Z,1.61,97.87
2026-03-24T16:26:00Z,1.00,99.00
2026-03-24T16:27:00Z,1.00,99.00
