# event_ticker=KXATPMATCH-26FEB13CERKOP
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Francisco Cerundolo
# fav_player=Vit Kopriva
# dog_player=Francisco Cerundolo
# kalshi_date=2026-02-13
timestamp,Vit Kopriva,Francisco Cerundolo
2026-02-13T08:16:00Z,16.00,
2026-02-13T08:56:00Z,15.00,
2026-02-13T09:06:00Z,15.00,
2026-02-13T09:26:00Z,15.00,86.00
2026-02-13T10:01:00Z,15.00,86.00
2026-02-13T10:07:00Z,16.00,86.00
2026-02-13T10:12:00Z,16.00,86.00
2026-02-13T10:30:00Z,16.00,86.00
2026-02-13T11:10:00Z,16.00,86.00
2026-02-13T11:30:00Z,16.00,86.00
2026-02-13T11:51:00Z,16.00,86.00
2026-02-13T12:36:00Z,16.00,86.00
2026-02-13T12:48:00Z,16.00,85.00
2026-02-13T13:03:00Z,16.00,85.00
2026-02-13T13:08:00Z,16.00,86.00
2026-02-13T13:09:00Z,16.00,86.00
2026-02-13T13:11:00Z,16.00,86.00
2026-02-13T13:22:00Z,16.00,86.00
2026-02-13T13:24:00Z,16.00,86.00
2026-02-13T13:25:00Z,16.00,86.00
2026-02-13T13:26:00Z,16.00,86.00
2026-02-13T13:28:00Z,17.00,86.00
2026-02-13T13:33:00Z,17.00,86.00
2026-02-13T13:36:00Z,17.00,86.00
2026-02-13T13:37:00Z,17.00,86.00
2026-02-13T13:38:00Z,17.00,86.00
2026-02-13T13:39:00Z,17.00,86.00
2026-02-13T13:42:00Z,17.00,86.00
2026-02-13T13:45:00Z,17.00,86.00
2026-02-13T13:47:00Z,17.00,86.00
2026-02-13T13:50:00Z,17.00,86.00
2026-02-13T13:52:00Z,17.00,86.00
2026-02-13T14:05:00Z,16.00,85.00
2026-02-13T14:11:00Z,17.00,85.00
2026-02-13T14:15:00Z,17.00,85.00
2026-02-13T14:17:00Z,17.00,85.00
2026-02-13T14:18:00Z,17.00,84.00
2026-02-13T14:21:00Z,17.00,84.00
2026-02-13T14:25:00Z,17.00,83.00
2026-02-13T14:29:00Z,17.00,84.00
2026-02-13T14:31:00Z,17.00,84.00
2026-02-13T14:32:00Z,17.00,83.00
2026-02-13T14:36:00Z,17.00,83.00
2026-02-13T14:39:00Z,17.00,84.00
2026-02-13T14:40:00Z,17.00,84.00
2026-02-13T14:48:00Z,17.00,84.00
2026-02-13T14:49:00Z,17.00,84.00
2026-02-13T15:20:00Z,17.00,84.00
2026-02-13T15:24:00Z,17.00,84.00
2026-02-13T15:25:00Z,17.00,84.00
2026-02-13T15:27:00Z,17.00,84.00
2026-02-13T15:28:00Z,17.00,84.00
2026-02-13T15:34:00Z,17.00,84.00
2026-02-13T15:47:00Z,17.00,84.00
2026-02-13T15:58:00Z,17.00,84.00
2026-02-13T16:01:00Z,17.00,84.00
2026-02-13T16:05:00Z,17.00,84.00
2026-02-13T16:10:00Z,16.00,84.00
2026-02-13T16:12:00Z,16.00,84.00
2026-02-13T16:14:00Z,16.00,84.00
2026-02-13T16:15:00Z,16.00,85.00
2026-02-13T16:17:00Z,16.00,85.00
2026-02-13T16:18:00Z,16.00,85.00
2026-02-13T16:21:00Z,16.00,85.00
2026-02-13T16:25:00Z,16.00,85.00
2026-02-13T16:27:00Z,16.00,85.00
2026-02-13T16:31:00Z,16.00,85.00
2026-02-13T16:32:00Z,16.00,85.00
2026-02-13T16:33:00Z,16.00,85.00
2026-02-13T16:38:00Z,16.00,85.00
2026-02-13T16:40:00Z,16.00,85.00
2026-02-13T16:42:00Z,16.00,85.00
2026-02-13T16:43:00Z,16.00,85.00
2026-02-13T16:44:00Z,16.00,85.00
2026-02-13T16:46:00Z,16.00,85.00
2026-02-13T16:49:00Z,16.00,85.00
2026-02-13T16:50:00Z,16.00,85.00
2026-02-13T16:53:00Z,16.00,85.00
2026-02-13T16:57:00Z,16.00,85.00
2026-02-13T16:58:00Z,16.00,85.00
2026-02-13T17:02:00Z,16.00,85.00
2026-02-13T17:03:00Z,16.00,85.53
2026-02-13T17:04:00Z,16.00,86.00
2026-02-13T17:09:00Z,16.00,86.00
2026-02-13T17:10:00Z,16.00,86.00
2026-02-13T17:12:00Z,16.00,86.00
2026-02-13T17:13:00Z,16.00,86.00
2026-02-13T17:17:00Z,16.00,86.00
2026-02-13T17:18:00Z,16.00,86.00
2026-02-13T17:20:00Z,16.00,85.00
2026-02-13T17:23:00Z,16.00,85.00
2026-02-13T17:28:00Z,16.00,85.00
2026-02-13T17:29:00Z,16.00,85.00
2026-02-13T17:33:00Z,16.00,86.00
2026-02-13T17:34:00Z,16.00,86.00
2026-02-13T17:35:00Z,16.00,86.00
