# event_ticker=KXATPCHALLENGERMATCH-26MAY13SAFDJE
# final_score=6-4 7-5
# match_winner=Laslo Djere
# fav_player=Laslo Djere
# dog_player=Roman Safiullin
# kalshi_date=2026-05-13
timestamp,Roman Safiullin,Laslo Djere
2026-05-13T05:43:00Z,57.00,45.00
2026-05-13T05:44:00Z,57.00,45.00
2026-05-13T05:48:00Z,58.00,45.00
2026-05-13T05:51:00Z,58.00,45.00
2026-05-13T05:55:00Z,58.00,45.00
2026-05-13T05:57:00Z,58.00,45.00
2026-05-13T05:59:00Z,58.00,45.00
2026-05-13T06:33:00Z,57.00,45.00
2026-05-13T06:35:00Z,58.00,45.00
2026-05-13T07:00:00Z,58.00,45.00
2026-05-13T07:18:00Z,58.00,43.00
2026-05-13T07:35:00Z,58.00,43.00
2026-05-13T07:50:00Z,58.00,43.00
2026-05-13T07:51:00Z,58.00,43.00
2026-05-13T07:56:00Z,58.00,43.00
2026-05-13T08:09:00Z,58.00,43.00
2026-05-13T08:10:00Z,56.00,43.00
2026-05-13T08:41:00Z,57.00,43.00
2026-05-13T09:10:00Z,58.00,43.00
2026-05-13T09:19:00Z,57.00,43.00
2026-05-13T09:40:00Z,57.00,43.00
2026-05-13T09:45:00Z,57.48,43.00
2026-05-13T09:49:00Z,58.00,43.00
2026-05-13T09:50:00Z,58.00,43.00
2026-05-13T09:53:00Z,58.00,43.00
2026-05-13T09:55:00Z,58.00,43.00
2026-05-13T09:56:00Z,58.00,43.00
2026-05-13T10:04:00Z,58.00,43.00
2026-05-13T10:09:00Z,58.00,43.00
2026-05-13T10:12:00Z,58.70,43.00
2026-05-13T10:13:00Z,59.00,43.00
2026-05-13T10:14:00Z,58.68,43.42
2026-05-13T10:15:00Z,56.67,44.00
2026-05-13T10:16:00Z,58.62,43.00
2026-05-13T10:17:00Z,60.00,42.00
2026-05-13T10:18:00Z,55.00,42.00
2026-05-13T10:19:00Z,55.00,44.00
2026-05-13T10:20:00Z,59.00,44.00
2026-05-13T10:21:00Z,57.07,42.50
2026-05-13T10:22:00Z,56.99,42.50
2026-05-13T10:24:00Z,55.27,46.00
2026-05-13T10:25:00Z,54.00,47.00
2026-05-13T10:26:00Z,49.02,52.14
2026-05-13T10:27:00Z,51.03,49.00
2026-05-13T10:28:00Z,53.22,49.00
2026-05-13T10:29:00Z,53.41,47.10
2026-05-13T10:30:00Z,46.06,50.20
2026-05-13T10:31:00Z,50.44,47.05
2026-05-13T10:32:00Z,50.44,52.00
2026-05-13T10:33:00Z,50.39,49.00
2026-05-13T10:34:00Z,48.11,52.00
2026-05-13T10:35:00Z,39.47,60.86
2026-05-13T10:36:00Z,39.82,64.56
2026-05-13T10:37:00Z,35.17,65.23
2026-05-13T10:38:00Z,36.09,64.00
2026-05-13T10:39:00Z,37.73,61.04
2026-05-13T10:40:00Z,36.85,65.31
2026-05-13T10:41:00Z,37.37,61.00
2026-05-13T10:42:00Z,36.80,65.00
2026-05-13T10:43:00Z,36.00,64.00
2026-05-13T10:44:00Z,37.00,63.24
2026-05-13T10:45:00Z,37.52,65.00
2026-05-13T10:46:00Z,34.01,66.00
2026-05-13T10:47:00Z,30.26,68.95
2026-05-13T10:48:00Z,31.91,68.30
2026-05-13T10:49:00Z,33.98,67.99
2026-05-13T10:50:00Z,35.00,66.00
2026-05-13T10:51:00Z,35.03,66.00
2026-05-13T10:52:00Z,32.00,71.00
2026-05-13T10:53:00Z,29.69,68.90
2026-05-13T10:54:00Z,31.00,72.00
2026-05-13T10:55:00Z,31.00,71.93
2026-05-13T10:56:00Z,31.14,71.00
2026-05-13T10:57:00Z,31.14,70.31
2026-05-13T10:58:00Z,30.00,70.00
2026-05-13T10:59:00Z,31.99,69.00
2026-05-13T11:00:00Z,32.39,65.09
2026-05-13T11:01:00Z,35.78,66.15
2026-05-13T11:02:00Z,35.93,63.47
2026-05-13T11:03:00Z,30.67,63.47
2026-05-13T11:04:00Z,31.56,70.84
2026-05-13T11:05:00Z,29.49,74.00
2026-05-13T11:06:00Z,29.29,73.00
2026-05-13T11:07:00Z,29.26,70.68
2026-05-13T11:08:00Z,29.39,70.98
2026-05-13T11:09:00Z,27.00,74.00
2026-05-13T11:41:00Z,26.15,76.01
2026-05-13T11:42:00Z,34.06,87.64
2026-05-13T11:43:00Z,12.58,94.98
2026-05-13T11:44:00Z,37.87,72.22
2026-05-13T11:45:00Z,11.67,91.92
2026-05-13T11:46:00Z,6.71,94.95
2026-05-13T11:47:00Z,9.00,95.70
2026-05-13T11:48:00Z,10.00,98.45
2026-05-13T11:49:00Z,4.45,99.00
2026-05-13T11:50:00Z,16.29,89.31
2026-05-13T11:51:00Z,18.10,87.58
2026-05-13T11:52:00Z,20.50,82.45
2026-05-13T11:53:00Z,24.22,83.03
2026-05-13T11:54:00Z,12.50,85.56
2026-05-13T11:55:00Z,19.24,78.04
2026-05-13T11:56:00Z,15.14,89.47
2026-05-13T11:57:00Z,6.81,93.92
2026-05-13T11:58:00Z,8.83,92.90
2026-05-13T11:59:00Z,7.30,92.03
2026-05-13T12:00:00Z,1.85,98.75
2026-05-13T12:01:00Z,1.00,98.75
2026-05-13T12:02:00Z,1.00,99.00
