# event_ticker=KXATPMATCH-26JUN03BERARN
# final_score=7-5 5-2 RET
# match_winner=Matteo Arnaldi
# fav_player=Matteo Berrettini
# dog_player=Matteo Arnaldi
# kalshi_date=2026-06-03
timestamp,Matteo Berrettini,Matteo Arnaldi
2026-06-03T06:43:00Z,63.00,
2026-06-03T06:45:00Z,63.00,38.00
2026-06-03T06:47:00Z,62.00,38.00
2026-06-03T06:49:00Z,62.00,38.00
2026-06-03T06:51:00Z,63.00,38.00
2026-06-03T06:52:00Z,63.00,38.00
2026-06-03T06:55:00Z,62.00,38.00
2026-06-03T06:57:00Z,63.00,38.00
2026-06-03T06:58:00Z,63.00,38.00
2026-06-03T07:00:00Z,63.00,38.00
2026-06-03T07:01:00Z,63.00,38.00
2026-06-03T07:02:00Z,63.00,38.00
2026-06-03T07:05:00Z,63.00,38.00
2026-06-03T07:07:00Z,63.00,38.00
2026-06-03T07:13:00Z,62.00,38.00
2026-06-03T07:15:00Z,63.00,38.00
2026-06-03T07:16:00Z,63.42,38.00
2026-06-03T07:19:00Z,64.00,38.00
2026-06-03T07:20:00Z,64.00,38.00
2026-06-03T07:23:00Z,64.00,38.00
2026-06-03T07:25:00Z,64.00,38.00
2026-06-03T07:27:00Z,64.00,38.00
2026-06-03T07:28:00Z,64.00,38.00
2026-06-03T07:29:00Z,64.00,38.00
2026-06-03T07:30:00Z,64.00,38.00
2026-06-03T07:33:00Z,64.00,38.00
2026-06-03T07:34:00Z,64.00,38.00
2026-06-03T07:35:00Z,64.00,37.00
2026-06-03T07:36:00Z,63.00,37.00
2026-06-03T07:40:00Z,63.00,38.00
2026-06-03T07:41:00Z,63.00,38.00
2026-06-03T07:42:00Z,63.00,38.00
2026-06-03T07:43:00Z,64.00,38.00
2026-06-03T07:44:00Z,64.00,38.00
2026-06-03T07:46:00Z,64.00,38.00
2026-06-03T07:49:00Z,64.00,38.00
2026-06-03T07:53:00Z,64.00,38.00
2026-06-03T07:56:00Z,64.00,38.00
2026-06-03T08:00:00Z,64.00,38.00
2026-06-03T08:01:00Z,64.00,37.99
2026-06-03T08:04:00Z,64.00,38.00
2026-06-03T08:05:00Z,64.00,37.98
2026-06-03T08:06:00Z,64.00,37.98
2026-06-03T08:15:00Z,64.00,38.00
2026-06-03T08:17:00Z,64.00,38.00
2026-06-03T08:18:00Z,64.00,38.00
2026-06-03T08:20:00Z,64.00,38.00
2026-06-03T08:24:00Z,64.00,38.00
2026-06-03T08:25:00Z,64.00,38.00
2026-06-03T08:26:00Z,64.00,38.00
2026-06-03T08:27:00Z,64.00,38.00
2026-06-03T08:28:00Z,64.00,38.00
2026-06-03T08:30:00Z,64.00,38.00
2026-06-03T08:35:00Z,64.00,38.00
2026-06-03T08:37:00Z,63.00,38.00
2026-06-03T08:38:00Z,64.00,38.00
2026-06-03T08:40:00Z,64.00,38.00
2026-06-03T08:41:00Z,64.00,38.00
2026-06-03T08:42:00Z,64.00,38.00
2026-06-03T08:44:00Z,64.00,38.00
2026-06-03T08:45:00Z,63.00,38.00
2026-06-03T08:46:00Z,64.00,38.00
2026-06-03T08:47:00Z,64.00,38.00
2026-06-03T08:49:00Z,64.00,38.00
2026-06-03T08:50:00Z,64.00,38.00
2026-06-03T08:51:00Z,64.00,38.00
2026-06-03T08:54:00Z,64.00,38.00
2026-06-03T08:56:00Z,64.00,38.00
2026-06-03T08:57:00Z,64.00,38.00
2026-06-03T08:58:00Z,64.00,38.00
2026-06-03T08:59:00Z,64.00,38.00
2026-06-03T09:00:00Z,64.00,38.00
2026-06-03T09:01:00Z,64.00,38.00
2026-06-03T09:02:00Z,64.00,38.00
2026-06-03T09:05:00Z,64.00,37.00
2026-06-03T09:06:00Z,64.00,38.00
2026-06-03T09:08:00Z,64.00,38.00
2026-06-03T09:09:00Z,64.00,38.00
2026-06-03T09:12:00Z,64.00,38.00
2026-06-03T09:13:00Z,64.00,38.00
2026-06-03T09:15:00Z,64.00,38.00
2026-06-03T09:16:00Z,64.00,38.00
2026-06-03T09:23:00Z,64.00,38.00
2026-06-03T09:28:00Z,64.00,38.00
2026-06-03T09:29:00Z,64.00,38.00
2026-06-03T09:30:00Z,64.00,38.00
2026-06-03T09:32:00Z,64.00,38.00
2026-06-03T09:36:00Z,64.00,38.00
2026-06-03T09:37:00Z,64.00,38.00
2026-06-03T09:38:00Z,64.00,38.00
2026-06-03T09:40:00Z,64.00,38.00
2026-06-03T09:43:00Z,64.00,38.00
2026-06-03T09:45:00Z,62.05,38.00
2026-06-03T09:49:00Z,64.00,38.00
2026-06-03T09:50:00Z,64.00,38.00
2026-06-03T09:52:00Z,64.00,38.00
2026-06-03T09:53:00Z,64.00,38.00
2026-06-03T09:55:00Z,64.00,38.00
2026-06-03T09:56:00Z,64.00,38.00
2026-06-03T10:01:00Z,64.00,38.00
2026-06-03T10:02:00Z,62.00,38.00
2026-06-03T10:03:00Z,62.00,38.00
2026-06-03T10:04:00Z,62.00,38.00
2026-06-03T10:08:00Z,62.00,38.00
2026-06-03T10:09:00Z,62.00,38.00
2026-06-03T10:10:00Z,62.13,38.00
2026-06-03T10:11:00Z,64.00,38.00
2026-06-03T10:16:00Z,64.00,38.00
2026-06-03T10:21:00Z,64.00,38.00
2026-06-03T10:22:00Z,64.00,38.00
2026-06-03T10:23:00Z,64.00,38.00
2026-06-03T10:24:00Z,64.00,38.00
2026-06-03T10:25:00Z,64.00,38.00
2026-06-03T10:37:00Z,64.00,37.00
2026-06-03T10:39:00Z,64.00,37.00
2026-06-03T10:42:00Z,64.00,38.00
2026-06-03T10:45:00Z,64.00,38.00
2026-06-03T10:48:00Z,64.00,38.00
2026-06-03T10:49:00Z,64.00,38.00
2026-06-03T10:52:00Z,64.00,38.00
2026-06-03T10:53:00Z,64.00,38.00
2026-06-03T10:56:00Z,64.00,38.00
2026-06-03T10:57:00Z,64.00,38.00
2026-06-03T10:58:00Z,64.00,38.00
2026-06-03T11:00:00Z,64.00,38.00
2026-06-03T11:01:00Z,64.00,38.00
2026-06-03T11:02:00Z,64.00,38.00
2026-06-03T11:03:00Z,64.00,38.00
2026-06-03T11:04:00Z,64.00,38.00
2026-06-03T11:05:00Z,64.00,38.00
2026-06-03T11:06:00Z,64.00,38.00
2026-06-03T11:07:00Z,64.00,38.00
2026-06-03T11:08:00Z,64.00,38.00
2026-06-03T11:09:00Z,64.00,37.50
2026-06-03T11:10:00Z,64.00,38.00
2026-06-03T11:11:00Z,64.00,38.00
2026-06-03T11:13:00Z,64.00,38.00
2026-06-03T11:15:00Z,64.00,38.00
2026-06-03T11:16:00Z,64.00,38.00
2026-06-03T11:17:00Z,64.00,38.00
2026-06-03T11:18:00Z,64.00,38.00
2026-06-03T11:19:00Z,64.00,38.00
2026-06-03T11:20:00Z,64.00,38.00
2026-06-03T11:21:00Z,64.00,38.00
2026-06-03T11:22:00Z,64.00,38.00
2026-06-03T11:29:00Z,64.00,38.00
2026-06-03T11:30:00Z,64.00,38.00
2026-06-03T11:31:00Z,64.00,38.00
2026-06-03T11:32:00Z,64.00,38.00
2026-06-03T11:34:00Z,64.00,38.00
2026-06-03T11:35:00Z,64.00,38.00
2026-06-03T11:36:00Z,62.00,38.00
2026-06-03T11:37:00Z,62.00,38.00
2026-06-03T11:38:00Z,62.00,38.00
2026-06-03T11:39:00Z,62.00,38.00
2026-06-03T11:40:00Z,62.00,38.00
2026-06-03T11:41:00Z,63.00,38.00
2026-06-03T11:43:00Z,63.00,38.00
2026-06-03T11:44:00Z,63.00,38.00
2026-06-03T11:46:00Z,63.00,38.00
