# event_ticker=KXATPMATCH-26FEB12SHAKOV
# final_score=6-4 6-4
# match_winner=Denis Shapovalov
# fav_player=Denis Shapovalov
# dog_player=Aleksandar Kovacevic
# kalshi_date=2026-02-12
timestamp,Denis Shapovalov,Aleksandar Kovacevic
2026-02-12T10:07:00Z,,30.00
2026-02-12T10:39:00Z,,30.00
2026-02-12T10:50:00Z,,30.00
2026-02-12T11:02:00Z,,30.00
2026-02-12T11:04:00Z,71.00,30.00
2026-02-12T11:40:00Z,71.00,30.00
2026-02-12T11:47:00Z,71.00,30.00
2026-02-12T11:51:00Z,71.00,30.00
2026-02-12T12:16:00Z,71.00,30.00
2026-02-12T12:29:00Z,71.00,30.00
2026-02-12T12:49:00Z,71.00,30.00
2026-02-12T13:01:00Z,71.00,30.00
2026-02-12T13:09:00Z,71.00,30.00
2026-02-12T13:25:00Z,71.00,30.00
2026-02-12T13:27:00Z,71.00,30.00
2026-02-12T13:31:00Z,70.00,30.00
2026-02-12T13:32:00Z,71.00,30.00
2026-02-12T13:36:00Z,71.00,30.00
2026-02-12T13:37:00Z,71.00,30.00
2026-02-12T14:02:00Z,71.00,30.00
2026-02-12T14:03:00Z,71.00,30.00
2026-02-12T14:10:00Z,71.00,30.00
2026-02-12T14:23:00Z,71.00,30.00
2026-02-12T14:26:00Z,71.00,30.00
2026-02-12T14:49:00Z,71.00,30.00
2026-02-12T15:02:00Z,71.00,30.00
2026-02-12T15:05:00Z,72.00,30.00
2026-02-12T15:06:00Z,72.00,29.00
2026-02-12T15:19:00Z,72.00,29.00
2026-02-12T15:22:00Z,72.00,29.00
2026-02-12T15:23:00Z,72.00,29.00
2026-02-12T15:28:00Z,72.00,29.00
2026-02-12T15:30:00Z,71.00,29.00
2026-02-12T15:34:00Z,72.00,29.00
2026-02-12T15:36:00Z,72.00,29.00
2026-02-12T15:38:00Z,72.00,29.00
2026-02-12T15:39:00Z,71.27,29.00
2026-02-12T15:47:00Z,71.27,29.00
2026-02-12T15:49:00Z,72.00,29.00
2026-02-12T15:53:00Z,72.00,29.00
2026-02-12T15:56:00Z,72.00,29.00
2026-02-12T16:00:00Z,72.00,29.00
2026-02-12T16:20:00Z,72.00,29.00
2026-02-12T16:21:00Z,72.00,29.00
2026-02-12T16:26:00Z,72.00,27.13
2026-02-12T16:30:00Z,72.00,28.00
2026-02-12T16:40:00Z,72.00,28.00
2026-02-12T16:42:00Z,72.68,28.00
2026-02-12T16:44:00Z,73.00,28.00
2026-02-12T16:45:00Z,73.00,28.00
2026-02-12T16:50:00Z,73.00,28.00
2026-02-12T16:57:00Z,73.00,28.00
2026-02-12T16:59:00Z,73.00,28.00
2026-02-12T17:01:00Z,73.00,28.00
2026-02-12T17:04:00Z,73.00,27.00
2026-02-12T17:06:00Z,73.00,27.00
2026-02-12T17:08:00Z,73.00,27.00
2026-02-12T17:12:00Z,73.00,27.00
2026-02-12T17:16:00Z,73.00,27.00
2026-02-12T17:22:00Z,73.00,27.00
2026-02-12T17:23:00Z,73.00,27.00
2026-02-12T17:24:00Z,72.00,27.00
2026-02-12T17:26:00Z,72.00,27.00
2026-02-12T17:31:00Z,73.00,27.00
2026-02-12T17:33:00Z,73.00,27.00
2026-02-12T17:35:00Z,73.00,27.00
2026-02-12T17:37:00Z,73.00,27.00
2026-02-12T17:43:00Z,73.00,27.97
2026-02-12T17:47:00Z,73.00,27.97
2026-02-12T17:54:00Z,73.00,27.97
2026-02-12T17:57:00Z,73.00,27.97
2026-02-12T18:00:00Z,73.00,28.00
2026-02-12T18:01:00Z,73.00,28.00
2026-02-12T18:04:00Z,73.00,28.00
2026-02-12T18:07:00Z,73.00,28.00
2026-02-12T18:08:00Z,73.00,28.00
2026-02-12T18:09:00Z,73.00,28.00
2026-02-12T18:10:00Z,74.00,28.00
2026-02-12T18:13:00Z,74.00,28.00
2026-02-12T18:20:00Z,74.00,28.00
2026-02-12T18:22:00Z,74.00,27.00
2026-02-12T18:32:00Z,74.00,26.00
2026-02-12T18:33:00Z,74.00,26.00
2026-02-12T18:34:00Z,74.00,26.00
2026-02-12T18:35:00Z,74.00,26.00
2026-02-12T18:41:00Z,74.67,26.00
2026-02-12T18:42:00Z,73.98,26.00
2026-02-12T18:43:00Z,74.00,26.00
2026-02-12T18:46:00Z,74.00,27.00
2026-02-12T18:49:00Z,75.00,27.00
2026-02-12T18:55:00Z,75.00,27.00
2026-02-12T18:57:00Z,75.00,27.00
2026-02-12T18:58:00Z,75.00,27.00
2026-02-12T19:00:00Z,75.00,27.00
2026-02-12T19:02:00Z,75.00,27.00
2026-02-12T19:03:00Z,74.92,27.00
2026-02-12T19:04:00Z,75.00,27.00
2026-02-12T19:06:00Z,75.00,27.00
2026-02-12T19:10:00Z,75.00,27.40
2026-02-12T19:11:00Z,75.00,27.00
2026-02-12T19:12:00Z,74.64,28.00
2026-02-12T19:15:00Z,74.00,28.00
2026-02-12T19:18:00Z,74.00,28.00
2026-02-12T19:23:00Z,74.00,28.00
2026-02-12T19:24:00Z,74.00,25.21
2026-02-12T19:25:00Z,74.15,25.21
2026-02-12T19:26:00Z,74.00,25.21
2026-02-12T19:27:00Z,74.00,28.00
2026-02-12T19:28:00Z,74.00,28.00
2026-02-12T19:29:00Z,74.00,28.00
2026-02-12T19:30:00Z,74.00,28.00
2026-02-12T19:31:00Z,74.00,28.00
2026-02-12T19:32:00Z,74.00,27.99
2026-02-12T19:33:00Z,74.00,27.00
2026-02-12T19:34:00Z,74.00,27.00
2026-02-12T19:35:00Z,74.00,27.00
2026-02-12T19:36:00Z,74.00,27.83
2026-02-12T19:37:00Z,74.00,28.00
2026-02-12T19:38:00Z,74.00,28.00
2026-02-12T19:39:00Z,74.00,28.00
2026-02-12T19:40:00Z,74.00,28.00
2026-02-12T19:41:00Z,74.00,28.00
2026-02-12T19:42:00Z,74.00,27.00
2026-02-12T19:43:00Z,74.00,27.00
2026-02-12T19:44:00Z,74.00,27.00
2026-02-12T19:46:00Z,74.00,27.00
2026-02-12T19:47:00Z,74.00,27.00
2026-02-12T19:48:00Z,74.00,27.00
2026-02-12T19:49:00Z,74.00,27.00
2026-02-12T19:50:00Z,75.00,27.00
2026-02-12T19:52:00Z,75.00,27.00
2026-02-12T19:53:00Z,74.00,27.00
2026-02-12T19:54:00Z,74.00,27.00
2026-02-12T19:55:00Z,74.00,26.98
2026-02-12T19:56:00Z,74.00,27.00
2026-02-12T19:57:00Z,74.00,27.00
2026-02-12T19:58:00Z,74.00,27.00
2026-02-12T19:59:00Z,74.00,27.00
2026-02-12T20:01:00Z,74.00,27.00
2026-02-12T20:02:00Z,74.00,27.34
2026-02-12T20:03:00Z,73.00,28.00
2026-02-12T20:04:00Z,75.00,27.72
2026-02-12T20:05:00Z,75.00,27.00
2026-02-12T20:06:00Z,75.47,23.03
2026-02-12T20:07:00Z,81.47,15.83
2026-02-12T20:08:00Z,85.12,14.20
2026-02-12T20:09:00Z,84.01,15.22
2026-02-12T20:10:00Z,84.03,17.12
2026-02-12T20:11:00Z,87.00,13.39
2026-02-12T20:12:00Z,87.04,13.23
2026-02-12T20:13:00Z,85.00,15.34
2026-02-12T20:14:00Z,84.09,16.11
2026-02-12T20:15:00Z,82.00,19.05
2026-02-12T20:16:00Z,82.95,17.57
2026-02-12T20:17:00Z,83.07,18.15
2026-02-12T20:18:00Z,83.99,16.47
2026-02-12T20:19:00Z,84.00,17.56
2026-02-12T20:20:00Z,83.00,17.53
2026-02-12T20:21:00Z,83.08,17.89
2026-02-12T20:22:00Z,83.54,17.82
2026-02-12T20:23:00Z,85.92,17.82
2026-02-12T20:24:00Z,85.34,15.99
2026-02-12T20:25:00Z,85.96,16.27
2026-02-12T20:26:00Z,87.27,15.84
2026-02-12T20:27:00Z,86.62,14.23
2026-02-12T20:28:00Z,85.81,16.74
2026-02-12T20:29:00Z,86.68,16.28
2026-02-12T20:30:00Z,84.00,17.97
2026-02-12T20:31:00Z,85.81,16.31
2026-02-12T20:32:00Z,85.00,14.80
2026-02-12T20:33:00Z,87.50,15.49
2026-02-12T20:34:00Z,87.00,15.00
2026-02-12T20:35:00Z,87.01,15.00
2026-02-12T20:36:00Z,87.00,14.98
2026-02-12T20:37:00Z,86.64,14.99
2026-02-12T20:38:00Z,84.00,17.08
