# event_ticker=KXATPCHALLENGERMATCH-26MAR24KINSOR
# final_score=6-3 6-7(5) 6-3
# score_resolution=6-3 6-7 6-3
# match_winner=Cannon Kingsley
# fav_player=Cannon Kingsley
# dog_player=Adria Soriano Barrera
# kalshi_date=2026-03-24
timestamp,Cannon Kingsley,Adria Soriano Barrera
2026-03-24T11:56:00Z,,44.00
2026-03-24T12:11:00Z,,44.00
2026-03-24T12:44:00Z,,44.00
2026-03-24T14:08:00Z,56.00,44.00
2026-03-24T14:20:00Z,56.00,44.00
2026-03-24T14:21:00Z,54.00,44.00
2026-03-24T14:22:00Z,54.00,44.00
2026-03-24T14:52:00Z,54.00,47.00
2026-03-24T15:03:00Z,54.00,47.00
2026-03-24T15:39:00Z,54.00,47.00
2026-03-24T16:13:00Z,54.00,47.00
2026-03-24T17:41:00Z,52.00,47.00
2026-03-24T18:02:00Z,52.00,47.00
2026-03-24T18:04:00Z,52.00,47.00
2026-03-24T18:32:00Z,52.00,48.00
2026-03-24T18:43:00Z,52.00,49.00
2026-03-24T19:27:00Z,52.00,49.00
2026-03-24T19:32:00Z,52.00,49.00
2026-03-24T20:04:00Z,52.00,49.00
2026-03-24T20:10:00Z,52.00,49.00
2026-03-24T20:25:00Z,52.00,49.00
2026-03-24T20:58:00Z,51.00,49.00
2026-03-24T21:02:00Z,52.00,49.00
2026-03-24T21:11:00Z,52.00,49.00
2026-03-24T21:18:00Z,52.00,49.00
2026-03-24T21:20:00Z,52.00,49.00
2026-03-24T21:26:00Z,52.00,49.00
2026-03-24T21:32:00Z,52.35,49.00
2026-03-24T21:33:00Z,52.00,49.00
2026-03-24T21:34:00Z,52.00,50.00
2026-03-24T21:50:00Z,52.00,50.00
2026-03-24T22:02:00Z,52.00,50.00
2026-03-24T22:03:00Z,52.00,50.00
2026-03-24T22:04:00Z,52.00,50.00
2026-03-24T22:05:00Z,52.00,50.00
2026-03-24T22:23:00Z,52.00,50.00
2026-03-24T22:24:00Z,52.00,50.00
2026-03-24T22:27:00Z,52.00,50.92
2026-03-24T22:48:00Z,52.00,50.12
2026-03-24T22:54:00Z,51.00,50.12
2026-03-24T22:58:00Z,51.00,50.12
2026-03-24T23:00:00Z,51.00,51.00
2026-03-24T23:04:00Z,52.00,51.00
2026-03-24T23:05:00Z,52.00,51.00
2026-03-24T23:08:00Z,52.99,51.00
2026-03-24T23:09:00Z,52.00,51.00
2026-03-24T23:10:00Z,52.00,51.00
2026-03-24T23:11:00Z,52.00,51.00
2026-03-24T23:14:00Z,52.67,51.00
2026-03-24T23:27:00Z,51.91,51.00
2026-03-24T23:29:00Z,51.91,51.16
2026-03-24T23:38:00Z,51.91,51.21
2026-03-24T23:39:00Z,52.00,51.00
2026-03-24T23:40:00Z,49.02,51.00
2026-03-24T23:41:00Z,52.00,50.04
2026-03-24T23:42:00Z,50.33,50.04
2026-03-24T23:43:00Z,53.00,45.67
2026-03-24T23:44:00Z,57.55,41.04
2026-03-24T23:45:00Z,64.09,41.27
2026-03-24T23:46:00Z,64.99,38.86
2026-03-24T23:47:00Z,68.01,27.25
2026-03-24T23:48:00Z,75.00,26.76
2026-03-24T23:49:00Z,77.00,23.78
2026-03-24T23:50:00Z,76.92,24.78
2026-03-24T23:51:00Z,75.00,27.05
2026-03-24T23:52:00Z,72.00,30.90
2026-03-24T23:53:00Z,69.50,32.89
2026-03-24T23:54:00Z,70.00,31.00
2026-03-24T23:55:00Z,74.00,26.17
2026-03-24T23:56:00Z,74.00,27.65
2026-03-24T23:57:00Z,76.00,26.76
2026-03-24T23:58:00Z,74.00,25.03
2026-03-24T23:59:00Z,74.00,29.97
2026-03-25T00:00:00Z,69.00,33.74
2026-03-25T00:01:00Z,70.95,32.24
2026-03-25T00:02:00Z,70.95,30.20
2026-03-25T00:03:00Z,69.46,34.51
2026-03-25T00:04:00Z,75.00,26.00
2026-03-25T00:05:00Z,74.98,26.00
2026-03-25T00:06:00Z,74.98,28.28
2026-03-25T00:07:00Z,72.00,28.50
2026-03-25T00:08:00Z,75.04,24.79
2026-03-25T00:09:00Z,75.19,24.00
2026-03-25T00:10:00Z,76.37,23.99
2026-03-25T00:11:00Z,78.00,24.00
2026-03-25T00:12:00Z,77.77,24.06
2026-03-25T00:13:00Z,76.04,25.54
2026-03-25T00:14:00Z,74.00,28.12
2026-03-25T00:15:00Z,73.91,30.27
2026-03-25T00:16:00Z,80.11,25.01
2026-03-25T00:17:00Z,73.50,29.23
2026-03-25T00:18:00Z,72.24,32.42
2026-03-25T00:19:00Z,72.37,27.29
2026-03-25T00:20:00Z,76.10,26.51
2026-03-25T00:21:00Z,73.99,29.03
2026-03-25T00:22:00Z,67.18,34.54
2026-03-25T00:23:00Z,67.00,33.05
2026-03-25T00:24:00Z,67.00,35.00
2026-03-25T00:25:00Z,69.25,34.30
2026-03-25T00:26:00Z,69.00,31.86
2026-03-25T00:27:00Z,68.88,34.89
2026-03-25T00:28:00Z,67.70,34.43
2026-03-25T00:29:00Z,70.58,29.07
2026-03-25T00:30:00Z,70.76,28.80
2026-03-25T00:31:00Z,69.32,32.40
2026-03-25T00:32:00Z,69.00,32.00
2026-03-25T00:33:00Z,72.00,29.81
2026-03-25T00:34:00Z,68.19,33.56
2026-03-25T00:35:00Z,63.00,38.08
2026-03-25T00:36:00Z,69.60,38.08
2026-03-25T00:37:00Z,72.66,31.00
2026-03-25T00:38:00Z,65.00,35.00
2026-03-25T00:39:00Z,65.00,34.63
2026-03-25T00:40:00Z,68.00,33.45
2026-03-25T00:41:00Z,70.00,29.08
2026-03-25T00:42:00Z,71.43,28.86
2026-03-25T00:43:00Z,71.50,31.20
2026-03-25T00:44:00Z,67.41,32.74
2026-03-25T00:45:00Z,64.00,35.30
2026-03-25T00:46:00Z,64.27,37.06
2026-03-25T00:47:00Z,66.23,32.88
2026-03-25T00:48:00Z,69.82,28.64
2026-03-25T00:49:00Z,67.76,31.40
2026-03-25T00:50:00Z,72.00,31.40
2026-03-25T00:51:00Z,74.31,26.94
2026-03-25T00:52:00Z,76.08,26.96
2026-03-25T00:53:00Z,70.00,34.47
2026-03-25T00:54:00Z,69.77,32.67
2026-03-25T00:55:00Z,68.79,28.83
2026-03-25T00:56:00Z,76.62,25.21
2026-03-25T00:57:00Z,75.22,26.25
2026-03-25T00:58:00Z,81.97,22.82
2026-03-25T00:59:00Z,85.51,15.24
2026-03-25T01:00:00Z,87.76,12.76
2026-03-25T01:01:00Z,81.05,17.05
2026-03-25T01:02:00Z,64.32,34.58
2026-03-25T01:03:00Z,57.96,41.68
2026-03-25T01:04:00Z,57.71,46.72
2026-03-25T01:05:00Z,52.20,45.11
2026-03-25T01:06:00Z,54.00,45.69
2026-03-25T01:07:00Z,54.00,45.04
2026-03-25T01:08:00Z,54.00,45.21
2026-03-25T01:09:00Z,54.36,45.44
2026-03-25T01:10:00Z,56.47,44.61
2026-03-25T01:11:00Z,57.66,47.00
2026-03-25T01:12:00Z,52.87,47.32
2026-03-25T01:13:00Z,53.14,47.76
2026-03-25T01:14:00Z,43.75,52.46
2026-03-25T01:15:00Z,42.05,60.00
2026-03-25T01:16:00Z,50.37,46.27
2026-03-25T01:17:00Z,57.55,46.61
2026-03-25T01:18:00Z,62.45,45.92
2026-03-25T01:19:00Z,63.99,35.36
2026-03-25T01:20:00Z,56.40,42.81
2026-03-25T01:21:00Z,55.47,46.98
2026-03-25T01:22:00Z,54.21,45.14
2026-03-25T01:23:00Z,50.09,51.94
2026-03-25T01:24:00Z,52.87,46.69
2026-03-25T01:25:00Z,56.71,44.32
2026-03-25T01:26:00Z,58.00,44.27
2026-03-25T01:27:00Z,57.51,42.00
2026-03-25T01:28:00Z,62.55,39.38
2026-03-25T01:29:00Z,54.29,44.96
2026-03-25T01:30:00Z,51.29,47.22
2026-03-25T01:31:00Z,45.96,53.46
2026-03-25T01:32:00Z,54.06,45.10
2026-03-25T01:33:00Z,57.08,40.00
2026-03-25T01:34:00Z,57.08,47.09
2026-03-25T01:35:00Z,53.22,50.68
2026-03-25T01:36:00Z,52.10,50.68
2026-03-25T01:37:00Z,58.56,40.23
2026-03-25T01:38:00Z,59.78,41.21
2026-03-25T01:39:00Z,54.01,48.96
2026-03-25T01:40:00Z,55.89,46.15
2026-03-25T01:41:00Z,59.04,43.46
2026-03-25T01:42:00Z,61.41,40.60
2026-03-25T01:43:00Z,65.92,41.67
2026-03-25T01:44:00Z,59.05,40.34
