# event_ticker=KXATPMATCH-26FEB27KECCOB
# final_score=7-6(5) 3-6 6-4
# score_resolution=7-6 3-6 6-4
# match_winner=Flavio Cobolli
# fav_player=Flavio Cobolli
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-02-27
timestamp,Flavio Cobolli,Miomir Kecmanovic
2026-02-27T13:18:00Z,,57.72
2026-02-27T13:20:00Z,44.00,56.00
2026-02-27T13:23:00Z,44.00,59.00
2026-02-27T13:24:00Z,44.00,59.00
2026-02-27T13:26:00Z,44.00,57.00
2026-02-27T13:28:00Z,43.00,57.00
2026-02-27T13:31:00Z,43.00,59.00
2026-02-27T13:35:00Z,43.00,59.00
2026-02-27T13:36:00Z,43.00,59.00
2026-02-27T13:57:00Z,43.00,59.00
2026-02-27T13:58:00Z,43.00,59.00
2026-02-27T14:03:00Z,43.00,58.00
2026-02-27T14:08:00Z,43.00,59.00
2026-02-27T14:10:00Z,43.00,59.00
2026-02-27T14:13:00Z,43.00,59.00
2026-02-27T14:16:00Z,42.00,59.00
2026-02-27T14:17:00Z,42.00,59.00
2026-02-27T14:18:00Z,42.00,59.00
2026-02-27T14:19:00Z,42.00,59.00
2026-02-27T14:22:00Z,42.00,59.00
2026-02-27T14:23:00Z,42.00,59.00
2026-02-27T14:25:00Z,40.24,59.00
2026-02-27T14:27:00Z,42.00,59.00
2026-02-27T14:28:00Z,42.00,59.00
2026-02-27T14:30:00Z,42.00,59.00
2026-02-27T14:31:00Z,42.00,59.00
2026-02-27T14:36:00Z,42.00,59.00
2026-02-27T14:38:00Z,42.00,59.00
2026-02-27T14:39:00Z,42.00,59.00
2026-02-27T14:40:00Z,42.00,59.31
2026-02-27T14:41:00Z,42.00,59.31
2026-02-27T14:43:00Z,42.00,60.00
2026-02-27T14:44:00Z,42.00,60.00
2026-02-27T14:46:00Z,42.00,60.00
2026-02-27T14:47:00Z,42.00,60.00
2026-02-27T14:48:00Z,42.00,59.04
2026-02-27T14:49:00Z,42.00,60.00
2026-02-27T14:50:00Z,42.00,60.00
2026-02-27T14:51:00Z,42.00,60.00
2026-02-27T14:59:00Z,42.00,60.00
2026-02-27T15:00:00Z,42.00,60.00
2026-02-27T15:01:00Z,42.00,60.00
2026-02-27T15:02:00Z,42.00,60.00
2026-02-27T15:03:00Z,39.00,60.00
