# event_ticker=KXATPMATCH-26JAN11OPEPOP
# final_score=6-3 7-6(6)
# score_resolution=3-6 6-7
# match_winner=Reilly Opelka
# fav_player=Alexei Popyrin
# dog_player=Reilly Opelka
# kalshi_date=2026-01-11
timestamp,Alexei Popyrin,Reilly Opelka
2026-01-11T18:30:00Z,52.00,
2026-01-11T18:43:00Z,52.00,
2026-01-11T21:52:00Z,52.00,52.00
2026-01-11T23:08:00Z,50.00,52.00
2026-01-11T23:09:00Z,52.00,52.00
2026-01-11T23:16:00Z,52.00,52.00
2026-01-11T23:46:00Z,53.00,52.00
2026-01-12T00:24:00Z,52.00,52.00
2026-01-12T01:09:00Z,52.00,49.00
2026-01-12T01:22:00Z,53.00,49.00
2026-01-12T01:32:00Z,53.00,48.00
2026-01-12T01:35:00Z,53.00,48.00
2026-01-12T01:54:00Z,53.00,48.00
2026-01-12T02:42:00Z,53.00,48.00
2026-01-12T02:47:00Z,53.00,48.00
2026-01-12T02:51:00Z,53.00,48.00
2026-01-12T02:54:00Z,54.00,48.00
2026-01-12T02:55:00Z,53.00,48.00
2026-01-12T02:56:00Z,55.00,48.00
2026-01-12T03:00:00Z,55.00,48.00
2026-01-12T03:04:00Z,55.00,48.00
2026-01-12T03:06:00Z,55.00,48.00
2026-01-12T03:08:00Z,55.00,48.00
2026-01-12T03:10:00Z,55.00,48.00
2026-01-12T03:13:00Z,55.00,48.00
2026-01-12T03:20:00Z,55.00,48.00
2026-01-12T03:36:00Z,55.00,48.00
2026-01-12T03:38:00Z,55.00,47.00
2026-01-12T03:43:00Z,55.00,47.00
2026-01-12T03:44:00Z,55.00,47.00
2026-01-12T03:45:00Z,55.00,47.00
2026-01-12T03:47:00Z,55.00,46.00
2026-01-12T03:49:00Z,55.00,46.00
2026-01-12T03:51:00Z,55.00,46.00
2026-01-12T03:52:00Z,55.00,47.00
2026-01-12T03:53:00Z,55.00,47.00
2026-01-12T03:54:00Z,55.00,47.00
2026-01-12T03:55:00Z,55.00,47.00
2026-01-12T03:57:00Z,55.00,47.00
2026-01-12T03:58:00Z,55.00,47.00
2026-01-12T03:59:00Z,55.29,47.00
2026-01-12T04:01:00Z,55.29,46.50
2026-01-12T04:03:00Z,55.57,47.00
2026-01-12T04:04:00Z,55.57,47.00
2026-01-12T04:05:00Z,55.00,47.00
2026-01-12T04:06:00Z,55.00,46.00
2026-01-12T04:07:00Z,55.00,47.00
2026-01-12T04:08:00Z,55.00,48.00
2026-01-12T04:09:00Z,55.00,48.00
2026-01-12T04:10:00Z,54.09,48.00
2026-01-12T04:11:00Z,55.00,48.00
2026-01-12T04:12:00Z,55.00,47.96
2026-01-12T04:13:00Z,54.97,47.96
2026-01-12T04:14:00Z,52.65,50.58
2026-01-12T04:15:00Z,49.04,59.35
2026-01-12T04:16:00Z,52.05,53.47
2026-01-12T04:17:00Z,52.94,50.00
2026-01-12T04:18:00Z,50.77,52.61
2026-01-12T04:19:00Z,49.00,54.00
2026-01-12T04:20:00Z,48.77,54.60
2026-01-12T04:21:00Z,48.72,54.73
2026-01-12T04:22:00Z,53.45,51.95
2026-01-12T04:23:00Z,52.36,49.44
2026-01-12T04:24:00Z,51.57,51.01
2026-01-12T04:25:00Z,52.38,49.26
2026-01-12T04:26:00Z,52.23,46.99
2026-01-12T04:27:00Z,52.36,51.30
2026-01-12T04:28:00Z,51.80,52.61
2026-01-12T04:29:00Z,48.38,53.17
2026-01-12T04:30:00Z,45.27,57.40
2026-01-12T04:31:00Z,33.44,64.53
2026-01-12T04:32:00Z,27.56,72.43
2026-01-12T04:33:00Z,27.85,74.90
2026-01-12T04:34:00Z,27.25,75.71
2026-01-12T04:35:00Z,26.67,76.53
2026-01-12T04:36:00Z,26.26,78.79
2026-01-12T04:37:00Z,28.79,73.63
2026-01-12T04:38:00Z,27.43,74.62
2026-01-12T04:39:00Z,26.85,75.33
2026-01-12T04:40:00Z,25.29,74.78
2026-01-12T04:41:00Z,24.98,76.98
2026-01-12T04:42:00Z,25.78,76.99
2026-01-12T04:43:00Z,28.21,73.33
2026-01-12T04:44:00Z,29.41,73.38
2026-01-12T04:45:00Z,27.58,73.24
2026-01-12T04:46:00Z,30.82,74.99
2026-01-12T04:47:00Z,31.52,71.20
2026-01-12T04:48:00Z,32.07,71.01
2026-01-12T04:49:00Z,30.32,72.09
2026-01-12T04:50:00Z,30.74,72.39
2026-01-12T04:51:00Z,31.56,72.23
2026-01-12T04:52:00Z,29.24,71.89
2026-01-12T04:53:00Z,31.33,70.97
2026-01-12T04:54:00Z,30.23,71.70
2026-01-12T04:55:00Z,27.22,72.18
2026-01-12T04:56:00Z,30.80,70.96
2026-01-12T04:57:00Z,31.67,69.78
2026-01-12T04:58:00Z,30.64,72.59
2026-01-12T04:59:00Z,30.96,70.36
2026-01-12T05:00:00Z,31.98,69.00
2026-01-12T05:01:00Z,32.28,69.00
2026-01-12T05:02:00Z,29.75,70.74
2026-01-12T05:03:00Z,31.13,72.07
2026-01-12T05:04:00Z,26.45,73.77
2026-01-12T05:05:00Z,25.31,75.54
2026-01-12T05:06:00Z,24.54,77.13
2026-01-12T05:07:00Z,27.22,75.70
2026-01-12T05:08:00Z,29.90,71.82
2026-01-12T05:09:00Z,30.25,79.58
2026-01-12T05:10:00Z,28.37,72.62
2026-01-12T05:11:00Z,26.42,75.18
2026-01-12T05:12:00Z,26.76,75.58
2026-01-12T05:13:00Z,27.24,74.70
2026-01-12T05:14:00Z,30.30,70.84
2026-01-12T05:15:00Z,31.84,70.93
2026-01-12T05:16:00Z,33.99,68.43
2026-01-12T05:17:00Z,34.64,68.05
2026-01-12T05:18:00Z,38.33,66.34
2026-01-12T05:19:00Z,38.18,66.44
2026-01-12T05:20:00Z,30.84,68.73
2026-01-12T05:21:00Z,29.86,71.63
2026-01-12T05:22:00Z,32.58,68.81
2026-01-12T05:23:00Z,32.93,67.84
2026-01-12T05:24:00Z,33.49,67.91
2026-01-12T05:25:00Z,32.59,67.74
2026-01-12T05:26:00Z,31.32,68.82
2026-01-12T05:27:00Z,28.65,71.25
2026-01-12T05:28:00Z,31.10,69.82
2026-01-12T05:29:00Z,26.68,72.28
2026-01-12T05:30:00Z,30.82,70.68
2026-01-12T05:31:00Z,29.39,69.25
2026-01-12T05:32:00Z,25.69,73.05
2026-01-12T05:33:00Z,34.40,70.73
2026-01-12T05:34:00Z,28.14,69.41
2026-01-12T05:35:00Z,20.28,78.52
2026-01-12T05:36:00Z,10.06,89.05
2026-01-12T05:37:00Z,2.91,98.53
2026-01-12T05:38:00Z,1.00,99.00
2026-01-12T05:39:00Z,1.00,99.00
2026-01-12T05:40:00Z,1.00,99.00
2026-01-12T05:41:00Z,1.00,99.00
2026-01-12T05:42:00Z,1.00,99.00
2026-01-12T05:43:00Z,1.00,99.00
2026-01-12T05:44:00Z,1.00,99.00
2026-01-12T05:45:00Z,1.00,99.00
