# event_ticker=KXATPMATCH-25JUL16NAVYUN
# final_score=3-6 7-5 7-6(6)
# score_resolution=3-6 7-5 7-6
# match_winner=Emilio Nava
# fav_player=Emilio Nava
# dog_player=Yunchaokete Bu
# kalshi_date=2025-07-16
timestamp,Emilio Nava,Yunchaokete Bu
2025-07-16T15:34:00Z,,54.00
2025-07-16T15:46:00Z,48.00,54.00
2025-07-16T15:52:00Z,48.00,54.00
2025-07-16T15:55:00Z,48.00,54.00
2025-07-16T16:43:00Z,46.00,54.00
2025-07-16T16:45:00Z,46.00,54.00
2025-07-16T16:56:00Z,46.60,54.00
2025-07-16T17:34:00Z,49.00,53.00
2025-07-16T18:33:00Z,49.00,53.00
2025-07-16T18:41:00Z,49.00,53.82
2025-07-16T18:53:00Z,49.00,54.00
2025-07-16T19:41:00Z,49.00,54.00
2025-07-16T20:08:00Z,49.00,54.00
2025-07-16T20:43:00Z,49.00,54.00
2025-07-16T20:50:00Z,48.00,54.00
2025-07-16T21:04:00Z,48.00,54.00
2025-07-16T21:20:00Z,48.00,54.00
2025-07-16T21:24:00Z,48.00,54.00
2025-07-16T21:32:00Z,48.00,54.00
2025-07-16T21:41:00Z,48.00,54.00
2025-07-16T22:01:00Z,48.00,53.00
2025-07-16T22:13:00Z,48.00,53.07
2025-07-16T22:16:00Z,48.00,53.07
2025-07-16T22:28:00Z,48.00,54.00
2025-07-16T22:29:00Z,48.00,54.00
2025-07-16T22:35:00Z,48.71,52.00
2025-07-16T22:47:00Z,50.00,52.00
2025-07-16T23:08:00Z,50.00,51.00
2025-07-16T23:19:00Z,50.00,52.00
2025-07-16T23:25:00Z,48.00,52.00
2025-07-16T23:35:00Z,48.00,52.00
2025-07-16T23:37:00Z,48.00,52.00
2025-07-17T00:10:00Z,49.00,52.00
2025-07-17T00:20:00Z,49.00,52.00
2025-07-17T00:21:00Z,49.00,52.00
2025-07-17T00:27:00Z,49.00,52.00
2025-07-17T00:29:00Z,49.00,52.00
2025-07-17T00:32:00Z,49.00,52.00
2025-07-17T00:39:00Z,49.00,52.00
2025-07-17T00:46:00Z,49.00,52.00
2025-07-17T00:49:00Z,49.00,52.00
2025-07-17T00:51:00Z,49.00,52.00
2025-07-17T00:53:00Z,49.00,52.00
2025-07-17T00:55:00Z,49.00,52.00
2025-07-17T00:59:00Z,47.00,52.00
2025-07-17T01:01:00Z,47.32,53.95
2025-07-17T01:02:00Z,48.00,54.92
2025-07-17T01:03:00Z,48.00,54.92
2025-07-17T01:04:00Z,47.00,54.92
2025-07-17T01:06:00Z,47.00,53.95
2025-07-17T01:07:00Z,47.00,54.79
2025-07-17T01:08:00Z,47.00,54.79
2025-07-17T01:09:00Z,46.10,54.79
2025-07-17T01:10:00Z,46.10,55.00
2025-07-17T01:11:00Z,43.00,57.51
2025-07-17T01:13:00Z,39.00,61.00
2025-07-17T01:14:00Z,47.80,63.00
2025-07-17T01:16:00Z,38.00,63.00
2025-07-17T01:17:00Z,40.00,64.97
2025-07-17T01:18:00Z,42.90,64.97
2025-07-17T01:19:00Z,42.90,58.00
2025-07-17T01:20:00Z,42.90,58.00
2025-07-17T01:21:00Z,42.90,60.93
2025-07-17T01:22:00Z,41.64,60.38
2025-07-17T01:23:00Z,41.64,61.00
2025-07-17T01:24:00Z,42.89,60.24
2025-07-17T01:25:00Z,42.78,61.12
2025-07-17T01:26:00Z,42.78,70.94
2025-07-17T01:27:00Z,42.78,62.00
2025-07-17T01:28:00Z,40.00,62.02
2025-07-17T01:29:00Z,40.00,59.68
2025-07-17T01:30:00Z,45.68,56.18
2025-07-17T01:31:00Z,41.00,59.00
2025-07-17T01:32:00Z,45.00,60.00
2025-07-17T01:33:00Z,46.20,54.78
2025-07-17T01:34:00Z,51.96,49.17
2025-07-17T01:36:00Z,41.33,49.17
2025-07-17T01:37:00Z,41.87,61.00
2025-07-17T01:38:00Z,41.43,61.00
2025-07-17T01:39:00Z,40.00,61.93
2025-07-17T01:40:00Z,40.00,57.37
2025-07-17T01:41:00Z,44.52,56.00
2025-07-17T01:42:00Z,48.00,55.00
2025-07-17T01:43:00Z,54.00,49.52
2025-07-17T01:44:00Z,45.05,57.97
2025-07-17T01:45:00Z,49.67,61.79
2025-07-17T01:46:00Z,49.67,60.00
2025-07-17T01:47:00Z,35.00,64.42
2025-07-17T01:48:00Z,32.11,68.14
2025-07-17T01:49:00Z,23.19,73.78
2025-07-17T01:50:00Z,23.19,82.81
2025-07-17T01:51:00Z,23.19,83.45
2025-07-17T01:52:00Z,23.19,79.73
2025-07-17T01:53:00Z,20.97,82.00
2025-07-17T01:54:00Z,20.97,83.00
2025-07-17T01:55:00Z,20.00,83.00
2025-07-17T01:56:00Z,17.00,83.04
2025-07-17T01:57:00Z,15.97,85.13
2025-07-17T01:59:00Z,21.61,78.00
2025-07-17T02:00:00Z,21.61,85.50
2025-07-17T02:01:00Z,21.00,88.00
2025-07-17T02:02:00Z,20.00,88.00
2025-07-17T02:03:00Z,20.00,79.60
2025-07-17T02:04:00Z,21.00,79.15
2025-07-17T02:05:00Z,18.00,79.15
2025-07-17T02:06:00Z,20.00,83.56
2025-07-17T02:07:00Z,14.00,89.83
2025-07-17T02:08:00Z,18.00,85.00
2025-07-17T02:09:00Z,13.50,88.57
2025-07-17T02:10:00Z,13.00,88.88
2025-07-17T02:11:00Z,15.15,87.61
2025-07-17T02:12:00Z,15.15,81.59
2025-07-17T02:13:00Z,25.00,81.59
2025-07-17T02:14:00Z,25.00,87.00
2025-07-17T02:15:00Z,24.02,78.60
2025-07-17T02:16:00Z,28.00,78.60
2025-07-17T02:18:00Z,24.00,86.98
2025-07-17T02:20:00Z,23.00,77.22
2025-07-17T02:21:00Z,23.00,76.00
2025-07-17T02:22:00Z,24.00,78.98
2025-07-17T02:23:00Z,23.06,78.98
2025-07-17T02:24:00Z,22.00,78.98
2025-07-17T02:25:00Z,20.00,81.72
2025-07-17T02:26:00Z,20.00,81.72
2025-07-17T02:27:00Z,24.00,76.06
2025-07-17T02:28:00Z,25.00,74.71
2025-07-17T02:29:00Z,26.00,76.00
2025-07-17T02:30:00Z,27.93,74.89
2025-07-17T02:31:00Z,25.03,83.92
2025-07-17T02:32:00Z,20.96,79.90
2025-07-17T02:33:00Z,33.73,77.10
2025-07-17T02:34:00Z,28.61,71.00
2025-07-17T02:35:00Z,34.00,79.62
2025-07-17T02:36:00Z,23.30,78.81
2025-07-17T02:38:00Z,27.24,78.81
2025-07-17T02:39:00Z,27.81,72.02
2025-07-17T02:41:00Z,27.81,70.00
2025-07-17T02:42:00Z,24.00,70.00
2025-07-17T02:43:00Z,23.00,77.00
2025-07-17T02:44:00Z,30.11,77.00
2025-07-17T02:45:00Z,30.11,73.00
2025-07-17T02:46:00Z,28.19,73.00
2025-07-17T02:47:00Z,30.00,73.00
2025-07-17T02:48:00Z,31.00,70.53
2025-07-17T02:49:00Z,34.79,72.97
2025-07-17T02:50:00Z,40.63,55.49
2025-07-17T02:51:00Z,52.40,47.32
2025-07-17T02:52:00Z,52.50,49.00
2025-07-17T02:53:00Z,51.38,49.00
2025-07-17T02:54:00Z,52.79,49.00
2025-07-17T02:55:00Z,53.00,49.00
2025-07-17T02:56:00Z,51.00,49.00
2025-07-17T02:57:00Z,52.70,49.00
2025-07-17T02:58:00Z,51.00,49.00
2025-07-17T02:59:00Z,55.84,44.99
2025-07-17T03:00:00Z,60.00,43.00
2025-07-17T03:01:00Z,60.00,41.93
2025-07-17T03:02:00Z,75.00,37.46
2025-07-17T03:03:00Z,51.53,48.09
2025-07-17T03:04:00Z,54.17,45.49
2025-07-17T03:05:00Z,30.00,60.93
2025-07-17T03:07:00Z,50.47,49.71
2025-07-17T03:08:00Z,50.47,51.00
2025-07-17T03:09:00Z,50.47,65.85
2025-07-17T03:10:00Z,56.00,42.62
2025-07-17T03:11:00Z,57.12,51.00
2025-07-17T03:12:00Z,57.77,44.00
2025-07-17T03:13:00Z,68.55,51.41
2025-07-17T03:14:00Z,79.09,14.92
2025-07-17T03:15:00Z,73.70,30.09
2025-07-17T03:16:00Z,80.00,30.79
2025-07-17T03:17:00Z,66.25,36.92
2025-07-17T03:18:00Z,66.25,45.64
2025-07-17T03:19:00Z,58.54,47.82
2025-07-17T03:20:00Z,58.94,45.93
2025-07-17T03:21:00Z,61.00,39.45
2025-07-17T03:22:00Z,61.69,38.83
2025-07-17T03:23:00Z,65.63,35.87
2025-07-17T03:24:00Z,61.15,38.09
2025-07-17T03:25:00Z,56.13,46.27
2025-07-17T03:26:00Z,48.10,50.29
2025-07-17T03:27:00Z,44.00,56.00
2025-07-17T03:28:00Z,54.00,56.00
2025-07-17T03:29:00Z,60.00,42.00
