# event_ticker=KXATPMATCH-26JUN12LEHTIA
# final_score=6-4 7-6(4)
# score_resolution=6-4 7-6
# match_winner=Jiri Lehecka
# fav_player=Jiri Lehecka
# dog_player=Frances Tiafoe
# kalshi_date=2026-06-12
timestamp,Jiri Lehecka,Frances Tiafoe
2026-06-12T04:03:00Z,55.00,46.00
2026-06-12T04:04:00Z,55.00,46.00
2026-06-12T04:05:00Z,55.00,46.00
2026-06-12T04:06:00Z,55.00,46.00
2026-06-12T04:07:00Z,55.00,46.00
2026-06-12T04:09:00Z,55.00,46.00
2026-06-12T04:10:00Z,55.00,46.00
2026-06-12T04:11:00Z,55.00,46.00
2026-06-12T04:12:00Z,55.00,46.00
2026-06-12T04:16:00Z,55.00,46.00
2026-06-12T04:17:00Z,55.00,46.00
2026-06-12T04:18:00Z,55.00,46.00
2026-06-12T04:23:00Z,55.00,46.00
2026-06-12T04:24:00Z,56.00,46.37
2026-06-12T04:25:00Z,55.00,46.08
2026-06-12T04:26:00Z,54.00,47.00
2026-06-12T04:28:00Z,54.00,46.00
2026-06-12T04:29:00Z,54.00,46.00
2026-06-12T04:31:00Z,54.00,46.00
2026-06-12T04:32:00Z,54.00,46.74
2026-06-12T04:33:00Z,54.00,46.74
2026-06-12T04:34:00Z,55.00,46.80
2026-06-12T04:37:00Z,55.00,47.00
2026-06-12T04:38:00Z,55.00,47.00
2026-06-12T04:40:00Z,55.00,47.00
2026-06-12T04:41:00Z,55.00,47.00
2026-06-12T04:42:00Z,55.00,47.00
2026-06-12T04:44:00Z,55.00,47.00
2026-06-12T04:46:00Z,55.00,47.00
2026-06-12T04:47:00Z,55.00,47.00
2026-06-12T04:48:00Z,55.00,47.00
2026-06-12T04:49:00Z,55.00,47.00
2026-06-12T04:51:00Z,55.00,47.00
2026-06-12T04:52:00Z,55.00,47.00
2026-06-12T04:53:00Z,55.00,47.00
2026-06-12T04:54:00Z,55.00,47.00
2026-06-12T04:56:00Z,55.00,47.00
2026-06-12T04:57:00Z,55.00,47.00
2026-06-12T04:58:00Z,55.00,47.00
2026-06-12T05:00:00Z,55.00,47.00
2026-06-12T05:01:00Z,55.00,47.00
2026-06-12T05:02:00Z,55.00,47.00
2026-06-12T05:04:00Z,55.00,46.00
2026-06-12T05:07:00Z,55.00,46.41
2026-06-12T05:10:00Z,55.00,46.00
2026-06-12T05:15:00Z,55.00,46.00
2026-06-12T05:16:00Z,55.00,46.51
2026-06-12T05:18:00Z,55.00,47.00
2026-06-12T05:21:00Z,55.00,47.00
2026-06-12T05:23:00Z,55.00,47.00
2026-06-12T05:25:00Z,55.00,47.00
2026-06-12T05:31:00Z,55.00,47.00
2026-06-12T05:33:00Z,55.00,47.00
2026-06-12T05:34:00Z,55.00,47.00
2026-06-12T05:35:00Z,55.00,47.00
2026-06-12T05:40:00Z,55.00,46.14
2026-06-12T05:41:00Z,55.00,46.14
2026-06-12T05:43:00Z,55.00,46.00
2026-06-12T05:45:00Z,55.00,46.00
2026-06-12T05:47:00Z,55.00,47.00
2026-06-12T05:48:00Z,55.00,47.00
2026-06-12T05:55:00Z,55.00,47.00
2026-06-12T05:58:00Z,55.00,47.00
2026-06-12T06:00:00Z,55.00,46.00
2026-06-12T06:01:00Z,55.00,46.00
2026-06-12T06:02:00Z,55.00,46.20
2026-06-12T06:06:00Z,55.00,46.20
2026-06-12T06:09:00Z,55.00,47.00
2026-06-12T06:11:00Z,55.00,47.00
2026-06-12T06:13:00Z,55.00,47.00
2026-06-12T06:14:00Z,55.00,47.00
2026-06-12T06:16:00Z,55.00,47.00
2026-06-12T06:18:00Z,55.00,47.00
2026-06-12T06:19:00Z,55.00,47.00
2026-06-12T06:21:00Z,55.00,47.00
2026-06-12T06:22:00Z,55.00,47.00
2026-06-12T06:23:00Z,55.00,47.00
2026-06-12T06:24:00Z,55.00,47.00
2026-06-12T06:25:00Z,55.00,47.00
2026-06-12T06:29:00Z,55.00,46.00
2026-06-12T06:30:00Z,55.00,46.00
2026-06-12T06:35:00Z,55.00,46.26
2026-06-12T06:36:00Z,55.00,47.00
2026-06-12T06:38:00Z,55.00,45.00
2026-06-12T06:39:00Z,55.00,45.00
2026-06-12T06:42:00Z,55.00,45.00
2026-06-12T06:44:00Z,55.00,46.00
2026-06-12T06:45:00Z,55.00,46.00
2026-06-12T06:46:00Z,55.00,46.00
2026-06-12T06:52:00Z,55.00,46.00
2026-06-12T06:53:00Z,55.00,46.00
2026-06-12T06:55:00Z,55.00,46.70
2026-06-12T06:57:00Z,55.47,46.70
2026-06-12T06:58:00Z,55.47,46.00
2026-06-12T07:01:00Z,55.47,46.00
2026-06-12T07:03:00Z,55.00,46.00
2026-06-12T07:05:00Z,56.00,46.00
2026-06-12T07:06:00Z,56.00,46.00
2026-06-12T07:07:00Z,56.00,46.00
2026-06-12T07:08:00Z,56.00,46.00
2026-06-12T07:09:00Z,56.00,46.00
2026-06-12T07:11:00Z,56.00,46.00
2026-06-12T07:14:00Z,56.00,46.00
2026-06-12T07:17:00Z,55.00,46.00
2026-06-12T07:18:00Z,55.00,46.00
2026-06-12T07:23:00Z,55.00,46.00
2026-06-12T07:24:00Z,55.00,46.00
2026-06-12T07:26:00Z,55.00,46.00
2026-06-12T07:28:00Z,55.00,45.00
2026-06-12T07:29:00Z,55.00,46.00
2026-06-12T07:30:00Z,55.00,46.00
2026-06-12T07:32:00Z,55.28,46.00
2026-06-12T07:41:00Z,55.28,46.00
2026-06-12T07:46:00Z,55.00,46.00
2026-06-12T07:48:00Z,55.00,46.00
2026-06-12T07:53:00Z,55.00,46.00
2026-06-12T07:54:00Z,56.00,46.00
2026-06-12T07:58:00Z,56.00,47.00
2026-06-12T07:59:00Z,55.00,47.00
2026-06-12T08:05:00Z,55.00,45.00
2026-06-12T08:07:00Z,55.00,45.00
2026-06-12T08:10:00Z,55.00,45.00
2026-06-12T08:15:00Z,55.00,46.00
2026-06-12T08:16:00Z,55.00,46.00
2026-06-12T08:18:00Z,55.00,46.00
2026-06-12T08:21:00Z,55.00,46.00
2026-06-12T08:25:00Z,55.00,46.00
