# event_ticker=KXATPMATCH-25OCT07MPERUN
# final_score=6-4 6-7(7) 6-3
# score_resolution=4-6 7-6 3-6
# match_winner=Holger Rune
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Holger Rune
# kalshi_date=2025-10-07
timestamp,Giovanni Mpetshi Perricard,Holger Rune
2025-10-06T20:14:00Z,34.00,
2025-10-06T20:31:00Z,34.95,
2025-10-06T20:42:00Z,34.95,67.00
2025-10-06T21:04:00Z,34.98,67.00
2025-10-06T21:37:00Z,36.00,67.00
2025-10-06T21:39:00Z,36.00,67.00
2025-10-06T22:12:00Z,36.00,67.00
2025-10-06T22:14:00Z,36.00,66.15
2025-10-06T22:20:00Z,35.00,66.00
2025-10-06T22:22:00Z,35.00,67.00
2025-10-06T22:39:00Z,34.00,67.00
2025-10-06T22:44:00Z,34.00,67.00
2025-10-06T22:48:00Z,35.00,67.00
2025-10-06T22:59:00Z,35.00,67.00
2025-10-06T23:01:00Z,35.00,66.00
2025-10-06T23:18:00Z,35.00,65.99
2025-10-06T23:22:00Z,36.00,64.00
2025-10-06T23:27:00Z,36.00,64.00
2025-10-06T23:30:00Z,37.00,64.00
2025-10-06T23:32:00Z,37.00,64.00
2025-10-06T23:51:00Z,37.00,64.00
2025-10-06T23:57:00Z,37.00,64.00
2025-10-07T00:01:00Z,37.00,64.00
2025-10-07T00:12:00Z,37.00,64.00
2025-10-07T00:17:00Z,37.00,64.00
2025-10-07T00:37:00Z,37.00,64.00
2025-10-07T00:40:00Z,37.00,64.00
2025-10-07T00:43:00Z,37.00,64.00
2025-10-07T00:48:00Z,37.00,64.00
2025-10-07T01:14:00Z,37.00,64.00
2025-10-07T01:17:00Z,37.00,64.00
2025-10-07T01:19:00Z,37.00,64.00
2025-10-07T01:22:00Z,37.00,64.00
2025-10-07T01:24:00Z,37.00,64.00
2025-10-07T01:27:00Z,37.00,64.00
2025-10-07T01:31:00Z,37.00,64.00
2025-10-07T01:33:00Z,37.00,64.00
2025-10-07T01:36:00Z,37.00,64.00
2025-10-07T01:39:00Z,37.00,64.00
2025-10-07T01:42:00Z,37.00,64.00
2025-10-07T01:48:00Z,37.00,64.00
2025-10-07T02:02:00Z,37.00,64.00
2025-10-07T02:07:00Z,36.00,64.00
2025-10-07T02:19:00Z,36.00,65.00
2025-10-07T02:20:00Z,36.00,65.00
