# event_ticker=KXATPCHALLENGERMATCH-26APR03KRUBLA
# final_score=7-5 6-3
# match_winner=Martin Krumich
# fav_player=Martin Krumich
# dog_player=Ugo Blanchet
# kalshi_date=2026-04-03
timestamp,Martin Krumich,Ugo Blanchet
2026-04-03T12:12:00Z,57.37,40.00
2026-04-03T12:13:00Z,58.02,42.39
2026-04-03T12:14:00Z,60.06,43.20
2026-04-03T12:15:00Z,62.45,41.63
2026-04-03T12:16:00Z,59.00,42.71
2026-04-03T12:17:00Z,56.08,44.00
2026-04-03T12:18:00Z,57.44,42.21
2026-04-03T12:19:00Z,57.44,41.89
2026-04-03T12:20:00Z,57.44,45.48
2026-04-03T12:21:00Z,57.44,46.00
2026-04-03T12:22:00Z,52.23,49.31
2026-04-03T12:23:00Z,51.00,55.61
2026-04-03T12:24:00Z,39.96,61.56
2026-04-03T12:25:00Z,45.00,56.25
2026-04-03T12:26:00Z,42.74,59.24
2026-04-03T12:27:00Z,45.27,55.03
2026-04-03T12:28:00Z,53.12,48.55
2026-04-03T12:29:00Z,42.10,58.70
2026-04-03T12:30:00Z,34.07,66.06
2026-04-03T12:31:00Z,35.86,68.21
2026-04-03T12:32:00Z,33.00,69.53
2026-04-03T12:33:00Z,32.02,65.82
2026-04-03T12:34:00Z,36.35,65.98
2026-04-03T12:35:00Z,40.06,61.12
2026-04-03T12:36:00Z,42.94,61.06
2026-04-03T12:37:00Z,46.85,57.19
2026-04-03T12:38:00Z,42.63,62.74
2026-04-03T12:39:00Z,50.00,58.66
2026-04-03T12:40:00Z,42.39,63.56
2026-04-03T12:41:00Z,50.80,50.87
2026-04-03T12:42:00Z,53.56,40.84
2026-04-03T12:43:00Z,62.77,39.00
2026-04-03T12:44:00Z,62.00,41.55
2026-04-03T12:45:00Z,65.06,42.57
2026-04-03T12:46:00Z,56.00,49.44
2026-04-03T12:47:00Z,61.00,44.30
2026-04-03T12:48:00Z,67.06,32.13
2026-04-03T12:49:00Z,67.00,33.19
2026-04-03T12:50:00Z,67.55,34.00
2026-04-03T12:51:00Z,68.00,35.57
2026-04-03T12:52:00Z,63.00,37.78
2026-04-03T12:53:00Z,63.00,39.77
2026-04-03T12:54:00Z,60.83,41.96
2026-04-03T12:55:00Z,66.38,35.79
2026-04-03T12:56:00Z,69.40,32.46
2026-04-03T12:57:00Z,72.90,30.75
2026-04-03T12:58:00Z,73.29,23.67
2026-04-03T12:59:00Z,84.91,16.43
2026-04-03T13:00:00Z,84.55,16.43
2026-04-03T13:01:00Z,81.33,17.46
2026-04-03T13:02:00Z,88.54,13.11
2026-04-03T13:03:00Z,89.91,9.45
2026-04-03T13:04:00Z,91.51,7.13
2026-04-03T13:05:00Z,93.49,7.20
2026-04-03T13:06:00Z,93.97,7.57
2026-04-03T13:07:00Z,89.29,10.87
2026-04-03T13:08:00Z,89.87,11.68
2026-04-03T13:09:00Z,88.81,12.35
2026-04-03T13:10:00Z,86.95,14.99
2026-04-03T13:11:00Z,87.79,15.51
2026-04-03T13:12:00Z,89.10,11.71
2026-04-03T13:13:00Z,92.74,7.81
2026-04-03T13:14:00Z,93.95,7.47
2026-04-03T13:15:00Z,92.03,10.13
2026-04-03T13:16:00Z,90.05,10.16
2026-04-03T13:17:00Z,90.99,11.00
2026-04-03T13:18:00Z,90.25,9.92
2026-04-03T13:19:00Z,93.38,6.23
2026-04-03T13:20:00Z,94.99,4.17
2026-04-03T13:21:00Z,93.45,7.83
2026-04-03T13:22:00Z,93.45,5.50
2026-04-03T13:23:00Z,95.00,5.00
2026-04-03T13:24:00Z,95.86,5.40
2026-04-03T13:25:00Z,95.00,4.87
2026-04-03T13:26:00Z,96.20,2.79
2026-04-03T13:27:00Z,95.23,5.20
2026-04-03T13:28:00Z,96.18,5.29
2026-04-03T13:29:00Z,98.96,1.75
2026-04-03T13:30:00Z,99.00,1.75
2026-04-03T13:31:00Z,99.00,1.75
