# event_ticker=KXATPCHALLENGERMATCH-26APR03KRUBLA
# final_score=7-5 6-3
# match_winner=Martin Krumich
# fav_player=Martin Krumich
# dog_player=Ugo Blanchet
# kalshi_date=2026-04-03
timestamp,Martin Krumich,Ugo Blanchet
2026-04-03T01:46:00Z,,55.00
2026-04-03T03:08:00Z,,54.00
2026-04-03T03:26:00Z,47.00,54.00
2026-04-03T03:27:00Z,47.00,54.00
2026-04-03T03:30:00Z,47.00,54.00
2026-04-03T03:31:00Z,47.00,55.36
2026-04-03T03:45:00Z,45.82,55.36
2026-04-03T03:48:00Z,44.00,55.36
2026-04-03T03:52:00Z,44.00,56.00
2026-04-03T04:13:00Z,46.00,56.00
2026-04-03T04:31:00Z,46.00,56.00
2026-04-03T04:45:00Z,46.00,56.00
2026-04-03T04:53:00Z,46.00,56.00
2026-04-03T04:58:00Z,46.00,56.00
2026-04-03T05:00:00Z,46.00,55.00
2026-04-03T05:06:00Z,46.00,56.00
2026-04-03T05:13:00Z,46.00,57.00
2026-04-03T05:20:00Z,46.00,57.00
2026-04-03T05:23:00Z,44.00,57.00
2026-04-03T05:51:00Z,44.00,57.00
2026-04-03T05:52:00Z,44.00,57.00
2026-04-03T05:55:00Z,44.00,57.00
2026-04-03T05:57:00Z,44.00,57.00
2026-04-03T06:02:00Z,44.00,57.00
2026-04-03T06:12:00Z,44.00,57.00
2026-04-03T06:13:00Z,44.95,57.00
2026-04-03T06:14:00Z,44.95,57.00
2026-04-03T06:19:00Z,44.95,57.00
2026-04-03T06:28:00Z,44.95,57.00
2026-04-03T06:30:00Z,44.95,57.00
2026-04-03T06:41:00Z,44.95,57.00
2026-04-03T06:43:00Z,44.95,57.00
2026-04-03T06:53:00Z,44.95,57.00
2026-04-03T06:55:00Z,44.00,56.00
2026-04-03T07:08:00Z,44.00,55.00
2026-04-03T07:09:00Z,44.00,56.00
2026-04-03T07:18:00Z,44.00,56.00
2026-04-03T07:49:00Z,44.00,56.00
2026-04-03T07:53:00Z,44.00,55.00
2026-04-03T08:22:00Z,45.00,55.00
2026-04-03T08:39:00Z,45.00,56.41
2026-04-03T08:53:00Z,45.00,56.00
2026-04-03T08:55:00Z,45.00,56.00
2026-04-03T09:05:00Z,45.00,56.00
2026-04-03T09:16:00Z,45.00,56.00
2026-04-03T09:19:00Z,45.00,56.00
2026-04-03T09:25:00Z,45.00,56.00
2026-04-03T09:42:00Z,45.00,56.00
2026-04-03T09:56:00Z,45.00,56.00
2026-04-03T09:57:00Z,45.00,56.00
2026-04-03T10:00:00Z,45.00,56.00
2026-04-03T10:01:00Z,45.00,56.00
2026-04-03T10:04:00Z,45.00,56.00
2026-04-03T10:07:00Z,45.00,56.00
2026-04-03T10:19:00Z,45.47,56.00
2026-04-03T10:23:00Z,45.47,55.01
2026-04-03T10:24:00Z,45.47,56.00
2026-04-03T10:30:00Z,45.47,56.00
2026-04-03T10:33:00Z,45.47,56.00
2026-04-03T10:34:00Z,45.47,56.00
2026-04-03T10:37:00Z,46.00,56.00
2026-04-03T10:40:00Z,46.00,55.97
2026-04-03T10:43:00Z,46.00,55.00
2026-04-03T10:59:00Z,46.00,56.00
2026-04-03T11:01:00Z,46.00,56.00
2026-04-03T11:06:00Z,46.00,56.00
2026-04-03T11:07:00Z,44.00,56.00
2026-04-03T11:09:00Z,44.00,61.00
2026-04-03T11:13:00Z,44.00,61.00
2026-04-03T11:15:00Z,41.98,61.00
2026-04-03T11:21:00Z,41.00,61.00
2026-04-03T11:23:00Z,41.00,61.00
2026-04-03T11:26:00Z,41.00,61.00
2026-04-03T11:27:00Z,41.00,61.00
2026-04-03T11:32:00Z,41.00,61.66
2026-04-03T11:34:00Z,41.00,62.00
2026-04-03T11:36:00Z,41.00,62.36
2026-04-03T11:37:00Z,41.00,62.95
2026-04-03T11:41:00Z,41.00,63.00
2026-04-03T11:42:00Z,38.00,65.86
2026-04-03T11:44:00Z,38.00,65.86
2026-04-03T11:45:00Z,42.67,55.93
2026-04-03T11:46:00Z,42.66,55.93
2026-04-03T11:47:00Z,45.95,49.77
2026-04-03T11:48:00Z,51.84,48.00
2026-04-03T11:49:00Z,54.00,47.20
2026-04-03T11:50:00Z,54.00,45.00
2026-04-03T11:51:00Z,54.00,44.70
2026-04-03T11:52:00Z,54.00,43.02
2026-04-03T11:53:00Z,54.00,45.00
2026-04-03T11:54:00Z,55.00,46.00
2026-04-03T11:55:00Z,55.00,46.58
2026-04-03T11:56:00Z,56.25,48.03
2026-04-03T11:57:00Z,57.95,45.00
2026-04-03T11:58:00Z,56.00,47.22
2026-04-03T11:59:00Z,52.60,47.40
2026-04-03T12:00:00Z,45.70,54.02
2026-04-03T12:01:00Z,48.31,49.48
2026-04-03T12:02:00Z,57.66,44.14
2026-04-03T12:03:00Z,58.00,42.00
2026-04-03T12:04:00Z,57.69,45.40
2026-04-03T12:05:00Z,57.69,47.04
2026-04-03T12:06:00Z,53.00,49.00
2026-04-03T12:07:00Z,51.23,53.97
2026-04-03T12:08:00Z,49.05,50.14
2026-04-03T12:09:00Z,47.49,54.91
2026-04-03T12:10:00Z,48.00,50.76
2026-04-03T12:11:00Z,55.00,44.00
