# event_ticker=KXATPCHALLENGERMATCH-26JUN05AZKMON
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Khololwam Montsi
# fav_player=Arda Azkara
# dog_player=Khololwam Montsi
# kalshi_date=2026-06-05
timestamp,Arda Azkara,Khololwam Montsi
2026-06-04T21:45:00Z,48.00,
2026-06-04T21:50:00Z,48.00,54.00
2026-06-04T22:15:00Z,47.00,54.00
2026-06-04T22:51:00Z,47.77,54.00
2026-06-04T22:53:00Z,48.00,54.00
2026-06-04T22:59:00Z,47.00,54.00
2026-06-04T23:04:00Z,47.00,54.00
2026-06-04T23:09:00Z,47.31,54.00
2026-06-04T23:10:00Z,48.00,54.00
2026-06-04T23:13:00Z,48.00,54.00
2026-06-04T23:17:00Z,48.00,54.00
2026-06-04T23:24:00Z,48.00,55.00
2026-06-04T23:32:00Z,47.00,55.00
2026-06-04T23:36:00Z,47.00,55.00
2026-06-04T23:37:00Z,48.00,55.00
2026-06-04T23:39:00Z,48.00,55.00
2026-06-04T23:59:00Z,48.00,55.00
2026-06-05T00:01:00Z,48.00,55.00
2026-06-05T00:23:00Z,47.00,55.00
2026-06-05T00:32:00Z,46.00,55.00
2026-06-05T00:33:00Z,46.00,55.91
2026-06-05T00:34:00Z,46.00,55.91
2026-06-05T01:38:00Z,46.00,55.91
2026-06-05T01:44:00Z,46.00,56.00
2026-06-05T01:55:00Z,46.00,56.00
2026-06-05T01:56:00Z,46.00,56.00
2026-06-05T01:58:00Z,46.00,56.00
2026-06-05T01:59:00Z,46.00,56.00
2026-06-05T02:01:00Z,46.00,55.00
2026-06-05T02:12:00Z,46.00,55.00
2026-06-05T02:15:00Z,46.00,55.00
2026-06-05T02:16:00Z,46.00,55.00
2026-06-05T02:25:00Z,46.00,55.00
2026-06-05T02:28:00Z,46.00,55.00
2026-06-05T02:33:00Z,46.00,55.00
2026-06-05T02:35:00Z,46.00,55.00
2026-06-05T02:38:00Z,45.00,55.00
2026-06-05T02:42:00Z,46.00,55.00
2026-06-05T02:54:00Z,46.00,55.00
2026-06-05T02:58:00Z,46.00,55.00
2026-06-05T03:01:00Z,46.00,55.00
2026-06-05T03:02:00Z,46.00,55.00
2026-06-05T03:05:00Z,46.00,55.00
2026-06-05T03:06:00Z,46.00,55.00
2026-06-05T03:08:00Z,46.00,55.00
2026-06-05T03:09:00Z,46.00,55.00
2026-06-05T03:10:00Z,46.00,55.00
2026-06-05T03:14:00Z,46.00,55.00
2026-06-05T03:24:00Z,46.00,55.00
2026-06-05T03:25:00Z,46.00,55.00
2026-06-05T03:30:00Z,45.00,55.00
2026-06-05T03:33:00Z,45.00,54.00
2026-06-05T03:34:00Z,45.00,55.00
2026-06-05T03:36:00Z,46.00,55.00
2026-06-05T03:38:00Z,46.00,55.00
2026-06-05T03:39:00Z,46.00,55.00
2026-06-05T03:42:00Z,46.00,55.00
2026-06-05T03:43:00Z,46.00,55.00
2026-06-05T03:44:00Z,46.00,55.00
2026-06-05T03:45:00Z,46.00,55.00
2026-06-05T03:47:00Z,46.00,55.00
2026-06-05T03:48:00Z,46.00,55.00
2026-06-05T03:49:00Z,46.00,55.00
2026-06-05T03:50:00Z,45.00,55.00
2026-06-05T03:53:00Z,46.00,55.00
2026-06-05T03:56:00Z,46.00,55.00
2026-06-05T03:57:00Z,45.00,55.00
2026-06-05T04:00:00Z,46.00,55.00
2026-06-05T04:02:00Z,46.00,55.00
2026-06-05T04:05:00Z,46.00,55.00
2026-06-05T04:06:00Z,46.00,55.00
2026-06-05T04:07:00Z,46.89,55.00
2026-06-05T04:08:00Z,46.00,55.00
2026-06-05T04:09:00Z,46.00,55.00
2026-06-05T04:10:00Z,46.00,55.00
2026-06-05T04:11:00Z,46.00,55.00
2026-06-05T04:12:00Z,47.00,55.00
2026-06-05T04:14:00Z,47.00,55.00
2026-06-05T04:15:00Z,47.00,55.00
2026-06-05T04:17:00Z,47.00,55.00
2026-06-05T04:18:00Z,47.00,55.00
2026-06-05T04:19:00Z,47.00,55.00
2026-06-05T04:20:00Z,47.00,55.00
2026-06-05T04:22:00Z,47.00,55.00
2026-06-05T04:23:00Z,47.00,55.00
2026-06-05T04:25:00Z,47.00,55.00
2026-06-05T04:26:00Z,47.63,55.00
2026-06-05T04:27:00Z,47.00,55.00
2026-06-05T04:28:00Z,47.00,55.00
2026-06-05T04:29:00Z,47.00,55.00
2026-06-05T04:30:00Z,47.00,55.00
2026-06-05T04:33:00Z,47.00,55.00
2026-06-05T04:34:00Z,47.00,55.00
2026-06-05T04:35:00Z,47.00,55.00
2026-06-05T04:36:00Z,47.00,55.00
2026-06-05T04:37:00Z,47.00,55.00
2026-06-05T04:38:00Z,47.00,55.00
2026-06-05T04:39:00Z,47.00,55.00
2026-06-05T04:40:00Z,47.00,55.00
2026-06-05T04:41:00Z,47.00,55.00
2026-06-05T04:42:00Z,47.00,55.00
2026-06-05T04:43:00Z,47.00,55.00
2026-06-05T04:44:00Z,47.00,55.00
2026-06-05T04:45:00Z,47.00,55.00
2026-06-05T04:46:00Z,47.00,55.00
2026-06-05T04:47:00Z,47.00,55.00
2026-06-05T04:48:00Z,47.00,55.00
2026-06-05T04:49:00Z,47.00,55.00
2026-06-05T04:51:00Z,47.00,55.00
2026-06-05T04:52:00Z,47.00,55.00
2026-06-05T04:53:00Z,47.00,55.00
2026-06-05T04:55:00Z,47.00,55.83
2026-06-05T04:56:00Z,46.00,55.83
2026-06-05T04:57:00Z,46.00,55.83
2026-06-05T04:59:00Z,45.99,55.00
2026-06-05T05:00:00Z,45.99,55.00
2026-06-05T05:03:00Z,46.00,55.00
2026-06-05T05:04:00Z,46.00,55.00
2026-06-05T05:05:00Z,46.00,55.00
2026-06-05T05:07:00Z,46.00,55.00
2026-06-05T05:08:00Z,46.00,55.00
2026-06-05T05:11:00Z,46.00,55.00
2026-06-05T05:15:00Z,46.00,55.00
2026-06-05T05:19:00Z,46.00,55.00
2026-06-05T05:21:00Z,46.00,55.00
2026-06-05T05:22:00Z,46.00,55.00
2026-06-05T05:23:00Z,46.00,55.00
2026-06-05T05:25:00Z,46.00,55.00
2026-06-05T05:26:00Z,46.00,55.00
2026-06-05T05:27:00Z,46.00,55.00
2026-06-05T05:28:00Z,46.00,55.00
2026-06-05T05:29:00Z,45.00,55.00
2026-06-05T05:31:00Z,45.00,55.00
2026-06-05T05:32:00Z,46.00,55.00
2026-06-05T05:37:00Z,46.00,55.00
2026-06-05T05:41:00Z,46.00,55.00
2026-06-05T05:42:00Z,46.00,55.00
2026-06-05T05:43:00Z,46.00,55.00
2026-06-05T05:44:00Z,46.77,55.00
2026-06-05T05:45:00Z,46.77,55.00
2026-06-05T05:47:00Z,46.77,55.00
2026-06-05T05:48:00Z,46.00,55.00
2026-06-05T05:50:00Z,46.00,55.00
2026-06-05T05:52:00Z,46.00,55.00
2026-06-05T05:55:00Z,46.00,55.00
2026-06-05T05:56:00Z,46.00,55.00
2026-06-05T05:57:00Z,46.00,55.00
2026-06-05T05:59:00Z,47.00,54.00
2026-06-05T06:00:00Z,47.00,54.00
2026-06-05T06:07:00Z,47.00,55.00
2026-06-05T06:08:00Z,47.00,55.00
2026-06-05T06:09:00Z,47.00,55.00
2026-06-05T06:10:00Z,46.00,55.00
2026-06-05T06:14:00Z,46.88,55.00
2026-06-05T06:17:00Z,46.88,55.00
2026-06-05T06:21:00Z,46.88,55.00
2026-06-05T06:25:00Z,47.00,55.00
2026-06-05T06:26:00Z,47.00,55.00
2026-06-05T06:27:00Z,47.00,55.00
2026-06-05T06:29:00Z,47.00,55.00
2026-06-05T06:30:00Z,47.00,55.00
2026-06-05T06:34:00Z,47.00,55.00
2026-06-05T06:36:00Z,47.00,55.00
2026-06-05T06:41:00Z,47.00,55.00
2026-06-05T06:43:00Z,47.00,55.00
2026-06-05T06:44:00Z,47.00,55.00
2026-06-05T06:46:00Z,47.00,55.00
2026-06-05T06:47:00Z,47.00,54.15
2026-06-05T06:48:00Z,47.00,54.15
2026-06-05T06:50:00Z,47.00,54.15
2026-06-05T06:54:00Z,47.00,54.15
2026-06-05T06:55:00Z,47.00,54.00
2026-06-05T06:56:00Z,47.00,54.00
2026-06-05T06:57:00Z,47.00,54.00
2026-06-05T06:59:00Z,47.00,54.14
2026-06-05T07:03:00Z,47.00,54.00
2026-06-05T07:04:00Z,47.00,54.48
2026-06-05T07:05:00Z,47.00,54.48
2026-06-05T07:06:00Z,47.00,55.00
2026-06-05T07:08:00Z,47.00,55.00
2026-06-05T07:11:00Z,47.00,55.00
2026-06-05T07:15:00Z,47.00,55.00
2026-06-05T07:16:00Z,47.00,55.00
2026-06-05T07:17:00Z,47.00,55.00
2026-06-05T07:18:00Z,47.00,55.00
2026-06-05T07:23:00Z,47.00,55.00
2026-06-05T07:26:00Z,47.00,55.00
2026-06-05T07:28:00Z,46.00,55.24
2026-06-05T07:30:00Z,46.00,55.00
2026-06-05T07:33:00Z,46.00,55.00
2026-06-05T07:34:00Z,46.00,55.00
2026-06-05T07:40:00Z,46.00,55.00
2026-06-05T07:41:00Z,46.00,55.00
2026-06-05T07:42:00Z,46.00,53.00
2026-06-05T07:43:00Z,46.56,53.00
2026-06-05T07:44:00Z,47.00,53.00
2026-06-05T07:47:00Z,47.00,53.00
2026-06-05T07:49:00Z,47.00,53.00
2026-06-05T07:51:00Z,47.00,54.00
2026-06-05T07:52:00Z,47.00,54.00
2026-06-05T07:53:00Z,47.00,54.00
2026-06-05T07:54:00Z,47.00,54.00
2026-06-05T07:55:00Z,48.00,54.00
2026-06-05T07:57:00Z,48.00,54.00
2026-06-05T08:00:00Z,48.00,54.00
2026-06-05T08:01:00Z,48.00,54.00
2026-06-05T08:02:00Z,49.00,54.00
