# event_ticker=KXATPCHALLENGERMATCH-26MAY29DANERH
# final_score=7-6(5) 7-5
# score_resolution=7-6 7-5
# match_winner=Mathys Erhard
# fav_player=Mathys Erhard
# dog_player=Taro Daniel
# kalshi_date=2026-05-29
timestamp,Taro Daniel,Mathys Erhard
2026-05-29T01:35:00Z,62.00,
2026-05-29T01:41:00Z,62.00,36.00
2026-05-29T02:16:00Z,62.00,36.00
2026-05-29T03:07:00Z,61.00,36.00
2026-05-29T04:06:00Z,61.00,39.00
2026-05-29T04:15:00Z,61.00,39.00
2026-05-29T04:23:00Z,62.00,39.00
2026-05-29T05:10:00Z,62.00,39.00
2026-05-29T05:18:00Z,63.00,39.00
2026-05-29T05:30:00Z,63.00,39.18
2026-05-29T06:30:00Z,63.00,39.18
2026-05-29T07:51:00Z,63.00,39.00
2026-05-29T08:31:00Z,63.00,39.00
2026-05-29T09:26:00Z,63.00,39.00
2026-05-29T09:39:00Z,63.00,39.00
2026-05-29T09:45:00Z,63.00,39.00
2026-05-29T10:26:00Z,62.00,39.00
2026-05-29T12:02:00Z,62.00,39.00
2026-05-29T12:04:00Z,62.00,39.00
2026-05-29T12:11:00Z,62.00,40.12
2026-05-29T12:14:00Z,61.00,40.12
2026-05-29T12:17:00Z,60.00,40.12
2026-05-29T12:18:00Z,60.00,40.00
2026-05-29T12:20:00Z,59.00,40.00
2026-05-29T12:27:00Z,58.00,40.00
2026-05-29T12:28:00Z,58.00,41.00
2026-05-29T12:34:00Z,58.00,41.00
2026-05-29T12:36:00Z,58.00,45.00
2026-05-29T12:37:00Z,58.00,45.61
2026-05-29T12:38:00Z,58.00,45.00
2026-05-29T12:40:00Z,58.00,45.00
2026-05-29T12:41:00Z,59.00,41.49
2026-05-29T12:42:00Z,59.00,43.00
2026-05-29T12:43:00Z,59.00,44.98
2026-05-29T12:44:00Z,57.00,44.98
2026-05-29T12:45:00Z,54.00,44.98
2026-05-29T12:46:00Z,54.00,47.94
2026-05-29T12:47:00Z,57.05,44.00
2026-05-29T12:48:00Z,57.05,41.47
2026-05-29T12:49:00Z,62.00,41.47
2026-05-29T12:50:00Z,63.22,37.00
2026-05-29T12:51:00Z,67.16,33.88
2026-05-29T12:52:00Z,70.68,33.88
2026-05-29T12:53:00Z,70.00,30.00
2026-05-29T12:54:00Z,73.61,24.16
2026-05-29T12:55:00Z,73.85,24.38
2026-05-29T12:56:00Z,76.61,24.38
2026-05-29T12:57:00Z,79.00,24.38
2026-05-29T12:58:00Z,75.91,24.38
2026-05-29T12:59:00Z,72.94,24.38
2026-05-29T13:00:00Z,74.52,28.95
2026-05-29T13:01:00Z,66.00,34.42
2026-05-29T13:02:00Z,65.00,36.76
2026-05-29T13:03:00Z,65.00,36.00
2026-05-29T13:04:00Z,68.97,36.00
2026-05-29T13:05:00Z,64.00,34.29
2026-05-29T13:06:00Z,63.00,34.29
2026-05-29T13:07:00Z,63.00,39.00
2026-05-29T13:08:00Z,60.00,39.00
2026-05-29T13:09:00Z,61.96,39.00
2026-05-29T13:10:00Z,63.00,37.00
2026-05-29T13:11:00Z,63.00,37.00
2026-05-29T13:12:00Z,64.00,37.00
2026-05-29T13:13:00Z,59.05,41.00
2026-05-29T13:14:00Z,54.59,45.58
2026-05-29T13:15:00Z,55.12,48.45
2026-05-29T13:16:00Z,57.05,45.63
2026-05-29T13:17:00Z,62.21,45.63
2026-05-29T13:18:00Z,63.00,37.85
2026-05-29T13:19:00Z,66.85,33.11
2026-05-29T13:20:00Z,65.87,38.00
2026-05-29T13:21:00Z,61.94,38.50
2026-05-29T13:22:00Z,61.05,37.72
2026-05-29T13:23:00Z,64.83,36.35
2026-05-29T13:24:00Z,58.50,42.09
2026-05-29T13:25:00Z,58.44,41.05
2026-05-29T13:26:00Z,59.77,45.39
2026-05-29T13:27:00Z,59.88,41.81
2026-05-29T13:28:00Z,59.32,43.03
2026-05-29T13:29:00Z,59.64,41.86
2026-05-29T13:30:00Z,59.82,41.63
2026-05-29T13:31:00Z,62.00,39.00
2026-05-29T13:32:00Z,61.00,38.43
2026-05-29T13:33:00Z,59.15,41.00
2026-05-29T13:34:00Z,59.15,42.55
2026-05-29T13:35:00Z,51.28,47.28
2026-05-29T13:36:00Z,60.96,44.54
2026-05-29T13:37:00Z,55.69,40.56
2026-05-29T13:38:00Z,46.51,52.96
2026-05-29T13:39:00Z,40.64,58.25
2026-05-29T13:40:00Z,35.95,65.74
2026-05-29T13:41:00Z,38.04,67.53
2026-05-29T13:42:00Z,40.86,58.55
2026-05-29T13:43:00Z,39.00,61.14
2026-05-29T13:44:00Z,42.68,55.82
2026-05-29T13:45:00Z,33.02,65.90
2026-05-29T13:46:00Z,30.91,70.78
2026-05-29T13:47:00Z,31.00,70.01
2026-05-29T13:48:00Z,31.00,69.99
2026-05-29T13:49:00Z,31.22,69.96
2026-05-29T13:50:00Z,32.47,69.88
2026-05-29T13:51:00Z,31.16,70.00
2026-05-29T13:52:00Z,32.26,70.00
2026-05-29T13:53:00Z,28.96,71.36
2026-05-29T13:54:00Z,27.79,72.31
2026-05-29T13:55:00Z,27.97,72.70
2026-05-29T13:56:00Z,27.28,73.61
2026-05-29T13:57:00Z,29.67,72.82
2026-05-29T13:58:00Z,31.06,70.14
2026-05-29T13:59:00Z,35.36,67.96
2026-05-29T14:00:00Z,38.77,63.09
2026-05-29T14:01:00Z,39.80,60.22
2026-05-29T14:02:00Z,37.65,60.46
2026-05-29T14:03:00Z,48.65,53.69
2026-05-29T14:04:00Z,44.45,55.86
2026-05-29T14:05:00Z,48.01,55.00
2026-05-29T14:06:00Z,49.05,50.70
2026-05-29T14:07:00Z,49.00,51.93
2026-05-29T14:08:00Z,48.80,51.88
2026-05-29T14:09:00Z,46.12,53.42
2026-05-29T14:10:00Z,47.00,54.00
2026-05-29T14:11:00Z,45.45,52.98
2026-05-29T14:12:00Z,49.21,52.25
2026-05-29T14:13:00Z,50.74,50.21
2026-05-29T14:14:00Z,51.00,49.50
2026-05-29T14:15:00Z,52.23,49.91
2026-05-29T14:16:00Z,52.17,49.20
2026-05-29T14:17:00Z,54.54,48.99
2026-05-29T14:18:00Z,55.62,44.96
2026-05-29T14:19:00Z,52.96,49.03
2026-05-29T14:20:00Z,52.23,49.78
2026-05-29T14:21:00Z,50.00,51.00
2026-05-29T14:22:00Z,49.12,51.02
2026-05-29T14:23:00Z,46.38,55.11
2026-05-29T14:24:00Z,51.10,47.95
2026-05-29T14:25:00Z,55.11,44.69
2026-05-29T14:26:00Z,56.13,44.77
2026-05-29T14:27:00Z,55.43,45.05
2026-05-29T14:28:00Z,56.00,44.01
2026-05-29T14:29:00Z,51.85,48.59
2026-05-29T14:30:00Z,51.56,50.68
2026-05-29T14:31:00Z,50.36,50.01
2026-05-29T14:32:00Z,37.83,57.07
2026-05-29T14:33:00Z,30.74,69.77
2026-05-29T14:34:00Z,29.71,72.20
2026-05-29T14:35:00Z,28.86,71.63
2026-05-29T14:36:00Z,30.37,71.21
2026-05-29T14:37:00Z,31.46,68.11
2026-05-29T14:38:00Z,26.40,72.81
2026-05-29T14:39:00Z,25.12,75.96
2026-05-29T14:40:00Z,20.86,80.42
2026-05-29T14:41:00Z,24.01,76.30
2026-05-29T14:42:00Z,27.71,74.59
2026-05-29T14:43:00Z,17.37,84.75
2026-05-29T14:44:00Z,6.01,97.77
2026-05-29T14:45:00Z,6.01,99.00
2026-05-29T14:46:00Z,6.01,99.00
